Date,EM SMALL CAP MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,997.6040173438707
2001-06-04,997.3876674533942
2001-06-05,997.1126843387476
2001-06-06,1001.6298749337064
2001-06-07,1000.3937656981934
2001-06-08,1004.3017967024502
2001-06-11,1002.3723223341655
2001-06-12,1001.9057261373179
2001-06-13,1002.1631620682568
2001-06-14,1002.0785063638115
2001-06-15,1004.464590503645
2001-06-18,996.6658120521673
2001-06-19,994.5051548498005
2001-06-20,992.0784100029899
2001-06-21,994.6709575294467
2001-06-22,996.8076768023228
2001-06-25,1000.7529892396772
2001-06-26,998.2406232935015
2001-06-27,999.7177069872436
2001-06-28,996.2923947850586
2001-06-29,998.8470958201054
2001-07-02,999.3324011893106
2001-07-03,995.7450013234912
2001-07-04,989.2429188409013
2001-07-05,982.6349193191267
2001-07-06,978.9706553467959
2001-07-09,978.364287565154
2001-07-10,977.2095574056171
2001-07-11,966.3984507949823
2001-07-12,968.2330075152151
2001-07-13,966.2718991173142
2001-07-16,963.206810786959
2001-07-17,966.0543979768455
2001-07-18,966.7192501093776
2001-07-19,962.1021351155603
2001-07-20,962.2656542446575
2001-07-23,958.9089197206378
2001-07-24,954.4000186219941
2001-07-25,953.3707484436102
2001-07-26,960.7196900896256
2001-07-27,961.106383231901
2001-07-30,962.4135703179805
2001-07-31,958.8557726027068
2001-08-01,959.5385163632013
2001-08-02,964.0159553172635
2001-08-03,967.9112581262962
2001-08-06,964.0315437072965
2001-08-07,963.2702090616884
2001-08-08,965.2165676500167
2001-08-09,965.1380908108165
2001-08-10,968.5746647585381
2001-08-13,970.3631125790123
2001-08-14,973.6127389162593
2001-08-15,975.3984594507916
2001-08-16,978.5573773659675
2001-08-17,978.0295946155003
2001-08-20,975.1548068440513
2001-08-21,975.3747462021466
2001-08-22,976.0854969921397
2001-08-23,977.0004538180872
2001-08-24,976.8071383047377
2001-08-27,979.8226566638195
2001-08-28,979.4103561685882
2001-08-29,981.8753235503799
2001-08-30,980.430758149744
2001-08-31,975.705942854547
2001-09-03,972.8251154005246
2001-09-04,973.2664561615121
2001-09-05,970.3944311533207
2001-09-06,967.5108040106248
2001-09-07,967.8329241563791
2001-09-10,964.7330750124278
2001-09-11,950.8065181462417
2001-09-12,937.1505688710238
2001-09-13,931.872238816179
2001-09-14,917.4173070385208
2001-09-17,898.67994921101
2001-09-18,904.5106429390734
2001-09-19,911.5330113247688
2001-09-20,901.8683095695822
2001-09-21,888.0471472390723
2001-09-24,889.5734292880281
2001-09-25,890.1755856552692
2001-09-26,891.6081364216502
2001-09-27,890.5618911049464
2001-09-28,895.849742911615
2001-10-01,894.7670017323727
2001-10-02,890.6365117356532
2001-10-03,887.4317696959245
2001-10-04,888.8461421273279
2001-10-05,890.4946076473019
2001-10-08,883.5766564432671
2001-10-09,888.1639755014993
2001-10-10,889.756560851771
2001-10-11,898.571907861745
2001-10-12,898.7875501996676
2001-10-15,900.0322458469067
2001-10-16,899.8128374437699
2001-10-17,901.0132541726476
2001-10-18,898.6738687905786
2001-10-19,901.1145567818717
2001-10-22,900.7961521889346
2001-10-23,903.6883301514555
2001-10-24,905.8975727001093
2001-10-25,904.6740374380505
2001-10-26,907.2614117602839
2001-10-29,908.9468929765072
2001-10-30,903.4731985263345
2001-10-31,903.9475498012698
2001-11-01,905.1608447621575
2001-11-02,907.2005672155574
2001-11-05,912.4035092333039
2001-11-06,914.3943429694451
2001-11-07,913.0707215128394
2001-11-08,917.5009424794838
2001-11-09,915.9958866807765
2001-11-12,917.8747274383306
2001-11-13,920.9573101820174
2001-11-14,925.7559048324083
2001-11-15,930.9285679942019
2001-11-16,933.4210962646118
2001-11-19,937.6078202146853
2001-11-20,935.08778966319
2001-11-21,937.0249172760316
2001-11-22,940.0520268437368
2001-11-23,944.4205037575846
2001-11-26,954.5081196447418
2001-11-27,952.8162274919607
2001-11-28,947.070213469951
2001-11-29,948.0083480317597
2001-11-30,950.690964122031
2001-12-03,953.9232196711264
2001-12-04,955.7282109433434
2001-12-05,956.1111813923876
2001-12-06,960.7786603332921
2001-12-07,963.0399659993595
2001-12-10,969.5577703432251
2001-12-11,966.6215883008128
2001-12-12,973.0493681042229
2001-12-13,958.7327456834469
2001-12-14,956.8494318437471
2001-12-17,964.5640627384711
2001-12-18,954.8189200373196
2001-12-19,945.8859644792119
