Date,IRELAND IMI
1998-12-31,453.0606935904849
1999-01-01,453.0580730415179
1999-01-04,459.44855617603264
1999-01-05,471.71269017672415
1999-01-06,489.01656927248933
1999-01-07,481.0768311167563
1999-01-08,480.5635255226585
1999-01-11,479.5058952154346
1999-01-12,473.28467707315326
1999-01-13,458.97843356395623
1999-01-14,461.432237467005
1999-01-15,461.33573420051346
1999-01-18,466.91951482097363
1999-01-19,469.75923663207004
1999-01-20,479.2307671552625
1999-01-21,483.02770766513913
1999-01-22,475.8501826929056
1999-01-25,476.12602570396865
1999-01-26,474.2115996545737
1999-01-27,472.8785821928811
1999-01-28,470.7006646416595
1999-01-29,468.96279248684226
1999-02-01,473.046388838386
1999-02-02,482.60241721891293
1999-02-03,490.7723654219359
1999-02-04,480.5192319802557
1999-02-05,474.2452541334026
1999-02-08,474.6713186096929
1999-02-09,469.3831584026938
1999-02-10,468.72922260240153
1999-02-11,467.6584371713356
1999-02-12,477.8286088703414
1999-02-15,475.8009180803378
1999-02-16,481.9809504913314
1999-02-17,475.52775554887455
1999-02-18,471.1131986508426
1999-02-19,476.24599420173354
1999-02-22,477.3251883258804
1999-02-23,482.3664790978271
1999-02-24,484.7510049661814
1999-02-25,484.3916991736649
1999-02-26,488.910779672942
1999-03-01,486.79794618975166
1999-03-02,483.2989568650099
1999-03-03,486.0413042188374
1999-03-04,487.60598860131336
1999-03-05,494.53613550157934
1999-03-08,500.32970210250403
1999-03-09,493.5034771199254
1999-03-10,492.11240703428655
1999-03-11,496.64522411167593
1999-03-12,493.89919742872627
1999-03-15,487.7450785847359
1999-03-16,483.267273341174
1999-03-17,480.15765840490576
1999-03-18,482.506246184658
1999-03-19,489.40781187485567
1999-03-22,493.6852448201584
1999-03-23,492.24293925642974
1999-03-24,482.3722692728313
1999-03-25,484.5107820389992
1999-03-26,479.12240190204574
1999-03-29,482.33154074108637
1999-03-30,485.24139190841504
1999-03-31,484.31257240507415
1999-04-01,486.4467958000037
1999-04-02,486.6076944037467
1999-04-05,489.09031823786313
1999-04-06,492.71923318857614
1999-04-07,491.482238855938
1999-04-08,492.4347068922725
1999-04-09,490.96835643685785
1999-04-12,488.7801733871594
1999-04-13,493.89181445467455
1999-04-14,490.6345925630456
1999-04-15,486.15752862476626
1999-04-16,483.6059882071998
1999-04-19,483.4219193881544
1999-04-20,480.2700553405737
1999-04-21,485.4351476471959
1999-04-22,491.1112114591881
1999-04-23,483.6355730169259
1999-04-26,480.91508349934884
1999-04-27,485.5116627173783
1999-04-28,484.3164136993877
1999-04-29,476.32968897290283
1999-04-30,478.0857700456303
1999-05-03,479.31103092568617
1999-05-04,479.8354268784465
1999-05-05,479.4073764595372
1999-05-06,475.9554781830758
1999-05-07,473.26193893828116
1999-05-10,468.8250214492953
1999-05-11,471.65005415144384
1999-05-12,476.6238434983181
1999-05-13,471.2478358556306
1999-05-14,464.979070658775
1999-05-17,461.1617873624254
1999-05-18,457.72796140702667
1999-05-19,458.6471425484788
1999-05-20,462.98426893599583
1999-05-21,461.07769818641594
1999-05-24,462.8979283198546
1999-05-25,450.479423721285
1999-05-26,451.6296296025598
1999-05-27,450.2768960016869
1999-05-28,443.97226968770997
1999-05-31,444.060154229708
1999-06-01,438.0476732688625
1999-06-02,442.75440954338166
1999-06-03,442.32262776259637
1999-06-04,446.24148175374563
1999-06-07,447.9990778894556
1999-06-08,452.0508846498964
1999-06-09,451.59057706512647
1999-06-10,450.18607937561035
1999-06-11,452.07270601039727
1999-06-14,446.33406690692743
1999-06-15,441.41324896448447
1999-06-16,442.7442933679055
1999-06-17,445.6010065679241
1999-06-18,451.9891995282372
1999-06-21,457.4506955242874
1999-06-22,462.27536308117493
1999-06-23,460.0406149541336
1999-06-24,448.118710873024
1999-06-25,439.66039922251707
1999-06-28,433.9843157232806
1999-06-29,432.14751028168865
1999-06-30,433.92807678975845
1999-07-01,447.8871231660697
1999-07-02,452.96051132712444
1999-07-05,462.5577784233005
1999-07-06,461.6434254676805
1999-07-07,460.890288607626
1999-07-08,464.89181844745053
1999-07-09,466.92030697194366
