Date,HONG KONG IMI
1998-12-31,440.12865024901316
1999-01-01,440.1225007828751
1999-01-04,428.72056992498966
1999-01-05,431.99037471317934
1999-01-06,447.76235203866275
1999-01-07,465.89374827541394
1999-01-08,470.6493103712585
1999-01-11,469.2129898312757
1999-01-12,471.36211752604726
1999-01-13,447.2170686639324
1999-01-14,439.40745023540074
1999-01-15,445.92637967847963
1999-01-18,453.9751689663468
1999-01-19,447.9588020486265
1999-01-20,447.8107047265285
1999-01-21,434.65197250544657
1999-01-22,418.694190814619
1999-01-25,409.6930155639158
1999-01-26,411.2672494962644
1999-01-27,422.9520653898199
1999-01-28,411.70218863057323
1999-01-29,418.6672805058694
1999-02-01,423.5453317328653
1999-02-02,419.2097517859289
1999-02-03,414.4152050545522
1999-02-04,416.6698751007202
1999-02-05,406.0155028979613
1999-02-08,403.98212441012
1999-02-09,405.5868171075778
1999-02-10,396.1961159160381
1999-02-11,400.4012571032153
1999-02-12,413.07031473270746
1999-02-15,413.8422447890532
1999-02-16,415.960505418395
1999-02-17,414.04065150399776
1999-02-18,414.4251053347042
1999-02-19,407.30342380326147
1999-02-22,410.2175806001506
1999-02-23,416.4768965271769
1999-02-24,426.8332573008234
1999-02-25,421.7155881618083
1999-02-26,433.0860973494505
1999-03-01,442.8615667934736
1999-03-02,438.84368977743327
1999-03-03,439.4934727303037
1999-03-04,442.7731252299723
1999-03-05,452.86397043239015
1999-03-08,456.45352946706345
1999-03-09,467.0425893650996
1999-03-10,472.0281221774223
1999-03-11,474.6249428971
1999-03-12,477.2941603765773
1999-03-15,479.36305178897436
1999-03-16,484.96260207854
1999-03-17,481.6511117986145
1999-03-18,470.84112407610695
1999-03-19,490.8260469982023
1999-03-22,495.60288384307984
1999-03-23,496.113393827304
1999-03-24,481.61843457999953
1999-03-25,487.53158493730814
1999-03-26,489.4437518391847
1999-03-29,484.95989837102263
1999-03-30,495.3361465018763
1999-03-31,494.5992572421671
1999-04-01,498.1142983503403
1999-04-02,499.1870741052145
1999-04-05,502.2333353334001
1999-04-06,500.40603338324115
1999-04-07,519.598413008563
1999-04-08,518.7270364582726
1999-04-09,532.6369169568641
1999-04-12,523.9402626772135
1999-04-13,533.4984941183176
1999-04-14,530.2978093354302
1999-04-15,541.2346729900269
1999-04-16,567.7983579840283
1999-04-19,587.7186673401598
1999-04-20,562.9523448353074
1999-04-21,575.1097005256111
1999-04-22,595.6305474703596
1999-04-23,591.5648903268047
1999-04-26,603.9013779537341
1999-04-27,611.6809781303749
1999-04-28,601.4466391968198
1999-04-29,602.2196253828533
1999-04-30,612.3913948040711
1999-05-03,616.6550024316545
1999-05-04,625.1601950110482
1999-05-05,628.7857507496478
1999-05-06,623.2451521650547
1999-05-07,596.4068685014843
1999-05-10,599.4246504265027
1999-05-11,593.6162570324564
1999-05-12,604.983691551541
1999-05-13,610.4157584986651
1999-05-14,598.2165156589604
1999-05-17,587.1056973204367
1999-05-18,590.047335700207
1999-05-19,579.8502218249776
1999-05-20,581.2788193401306
1999-05-21,578.2228282627768
1999-05-24,584.8434348630299
1999-05-25,578.862133639391
1999-05-26,589.1440153442312
1999-05-27,585.0884640871379
1999-05-28,575.2318393926255
1999-05-31,577.9130372385564
1999-06-01,584.8644306933887
1999-06-02,593.1713078051029
1999-06-03,593.149898888697
1999-06-04,593.4001366417219
1999-06-07,610.341638018574
1999-06-08,605.2510546461771
1999-06-09,607.8984108838922
1999-06-10,600.6014276966524
1999-06-11,606.1018961094093
1999-06-14,608.0060186655104
1999-06-15,605.4304239422698
1999-06-16,623.5576775050555
1999-06-17,630.8401708048214
1999-06-18,626.6712384070373
1999-06-21,653.6518264458764
1999-06-22,660.7603819719554
1999-06-23,659.6950494276399
1999-06-24,648.9085977277973
1999-06-25,641.4520901331924
1999-06-28,652.0778156454251
1999-06-29,650.2115484363286
1999-06-30,641.7987863077506
1999-07-01,646.1389947501776
1999-07-02,673.2502466664807
1999-07-05,684.8624973337213
1999-07-06,679.0261419633931
1999-07-07,671.7615294071956
1999-07-08,671.938443077881
1999-07-09,673.5746999261597
1999-07-12,669.7623424647549
1999-07-13,661.4254563052334
1999-07-14,643.9252021341656
1999-07-15,650.3874567812109
1999-07-16,640.7241891166926
1999-07-19,642.0698459168732
1999-07-20,633.2292826470369
1999-07-21,623.3624011286355
1999-07-22,620.9311112634055
1999-07-23,611.1390200022947
1999-07-26,590.6758512684257
1999-07-27,600.490230493005
1999-07-28,606.2904868458465
