Date,AUSTRIA IMI
1998-12-31,239.09423545924096
1999-01-01,239.09442456373537
1999-01-04,240.45739010982433
1999-01-05,242.5896295273024
1999-01-06,242.63751559161568
1999-01-07,242.9398228461229
1999-01-08,242.84954136622883
1999-01-11,242.0378148240985
1999-01-12,240.52638666517402
1999-01-13,234.46527625759347
1999-01-14,233.2487310477647
1999-01-15,230.18165796569153
1999-01-18,231.26281917756506
1999-01-19,229.1791065562318
1999-01-20,228.41700908235367
1999-01-21,227.5010400585623
1999-01-22,221.58099405896462
1999-01-25,222.3073223836549
1999-01-26,228.04496598651437
1999-01-27,229.6127596692196
1999-01-28,230.5454727659975
1999-01-29,232.65044031984763
1999-02-01,233.64900812384096
1999-02-02,231.81628157392086
1999-02-03,230.09159618159575
1999-02-04,234.06297960342374
1999-02-05,236.85981775968648
1999-02-08,238.13424199243983
1999-02-09,239.42105603947715
1999-02-10,234.65231009590963
1999-02-11,234.47441654299192
1999-02-12,234.9909631161796
1999-02-15,238.5207923319885
1999-02-16,243.6137024193254
1999-02-17,243.31714723173747
1999-02-18,243.9020034954031
1999-02-19,246.34003446412845
1999-02-22,246.25255136374028
1999-02-23,250.45813828308724
1999-02-24,249.347058422538
1999-02-25,249.10724368312194
1999-02-26,248.61261594668883
1999-03-01,247.06022336018682
1999-03-02,246.13250350700062
1999-03-03,245.66508027588893
1999-03-04,244.5932168004296
1999-03-05,248.5958831516034
1999-03-08,250.43042727386566
1999-03-09,250.97180179967543
1999-03-10,250.3183237038595
1999-03-11,252.73485505672005
1999-03-12,254.2443994332789
1999-03-15,253.5445464949153
1999-03-16,255.08766247991872
1999-03-17,254.11263081025064
1999-03-18,252.98199993041362
1999-03-19,254.46435405200984
1999-03-22,251.92251546932772
1999-03-23,249.04086319959916
1999-03-24,245.39427933273365
1999-03-25,248.37914591745943
1999-03-26,250.24642192602593
1999-03-29,250.737361889772
1999-03-30,250.78577334439382
1999-03-31,251.50420474687783
1999-04-01,252.40974523095443
1999-04-02,252.40975175617677
1999-04-05,252.40974181838214
1999-04-06,254.41349853950345
1999-04-07,253.8393045308773
1999-04-08,253.82259019747235
1999-04-09,255.5120310624334
1999-04-12,252.62453905034243
1999-04-13,253.22804741021767
1999-04-14,254.82110620503667
1999-04-15,254.67294382764086
1999-04-16,254.3811190262619
1999-04-19,259.65594656420893
1999-04-20,259.53221880433034
1999-04-21,260.5760553247745
1999-04-22,260.2879403967335
1999-04-23,261.9902668398294
1999-04-26,263.22014107930914
1999-04-27,264.3984661382824
1999-04-28,262.86196804179923
1999-04-29,265.54332837190515
1999-04-30,267.4703878260632
1999-05-03,268.5809341378755
1999-05-04,271.8884354118797
1999-05-05,268.98785960701747
1999-05-06,266.81588367481623
1999-05-07,264.9400010750901
1999-05-10,262.30148136632505
1999-05-11,259.52092180770995
1999-05-12,256.01379955154425
1999-05-13,256.0137784213257
1999-05-14,257.1396489121086
1999-05-17,253.4843746687999
1999-05-18,253.68160376887272
1999-05-19,255.38584769336236
1999-05-20,256.18196133963505
1999-05-21,254.4197292553648
1999-05-24,254.41974528631846
1999-05-25,248.72834641591325
1999-05-26,249.58434203140277
1999-05-27,251.17069926990087
1999-05-28,247.03885491370892
1999-05-31,247.32463995910518
1999-06-01,250.55652741606744
1999-06-02,250.94106442209608
1999-06-03,250.99057111812118
1999-06-04,252.12646855001915
1999-06-07,254.26258445332323
1999-06-08,252.77456780849093
1999-06-09,253.9338303695111
1999-06-10,251.65578096124136
1999-06-11,251.480672859876
1999-06-14,250.40055145989308
1999-06-15,251.35512736940197
1999-06-16,251.55585408702592
1999-06-17,250.9753455723964
1999-06-18,252.72429184167888
1999-06-21,256.9000364850324
1999-06-22,257.55732060529635
1999-06-23,256.3948214014163
1999-06-24,255.57883267707925
1999-06-25,253.61488054345878
1999-06-28,253.45628692254107
1999-06-29,256.40417473149034
1999-06-30,259.50560484409027
1999-07-01,262.71381725765013
1999-07-02,263.09651188596763
1999-07-05,266.1743075334615
1999-07-06,264.92374989024233
1999-07-07,264.0314777099755
1999-07-08,263.627613105801
1999-07-09,265.0850339799071
1999-07-12,265.0179219992419
1999-07-13,263.0278444978407
1999-07-14,261.66550536556673
1999-07-15,264.09323164370187
1999-07-16,264.6621357829044
1999-07-19,262.86698422564007
1999-07-20,259.79893415746824
1999-07-21,255.92955952434164
1999-07-22,256.2432476592594
1999-07-23,255.76391463680218
1999-07-26,252.39037449237588
1999-07-27,253.59995000158293
1999-07-28,254.36093702072122
1999-07-29,251.76061847415662
1999-07-30,250.75137025719113
1999-08-02,246.32233137142185
1999-08-03,247.9296427945026
1999-08-04,247.51208229234746
1999-08-05,247.9278319056862
1999-08-06,249.40819660794492
1999-08-09,250.57956891148706
1999-08-10,250.70653578597708
1999-08-11,250.55219211217243
1999-08-12,252.06653645226027
1999-08-13,251.65593374578492
1999-08-16,251.283338737843
1999-08-17,251.2323513723286
1999-08-18,250.3897867739129
1999-08-19,250.1932810493136
1999-08-20,253.18931206178434
1999-08-23,256.37376472985056
1999-08-24,256.39855440988543
1999-08-25,256.7602089866753
1999-08-26,255.68596643052447
1999-08-27,254.98720395399008
