Date,SPAIN IMI
1998-12-31,476.60020133701204
1999-01-01,476.57645715826084
1999-01-04,504.4899835021785
1999-01-05,512.9802172582066
1999-01-06,512.9802171070563
1999-01-07,504.57852423325403
1999-01-08,503.48403064527247
1999-01-11,497.36933925141466
1999-01-12,487.94780863723764
1999-01-13,456.91751285754884
1999-01-14,457.1555544003824
1999-01-15,468.3928848473701
1999-01-18,489.16749523998095
1999-01-19,484.8549852734907
1999-01-20,489.58440066285397
1999-01-21,482.80686907652506
1999-01-22,469.6207154778772
1999-01-25,471.63003465768844
1999-01-26,468.13106946818834
1999-01-27,469.20881766219986
1999-01-28,478.47178341896046
1999-01-29,480.41969615756193
1999-02-01,485.67674000972806
1999-02-02,483.42365613949875
1999-02-03,483.6044054849346
1999-02-04,479.883694691382
1999-02-05,477.60722983040137
1999-02-08,470.6712748810072
1999-02-09,464.32837284360795
1999-02-10,470.7542639069682
1999-02-11,472.56406829957893
1999-02-12,474.16614207478324
1999-02-15,480.97082330250925
1999-02-16,476.816164679308
1999-02-17,476.66811539245646
1999-02-18,474.9021766696079
1999-02-19,479.17234926077145
1999-02-22,483.06688522096
1999-02-23,492.0241072295019
1999-02-24,495.439739743816
1999-02-25,487.89543317230726
1999-02-26,486.38820483342636
1999-03-01,479.6407466036949
1999-03-02,478.7234696326083
1999-03-03,473.995789365613
1999-03-04,479.0889700662906
1999-03-05,486.0976473034939
1999-03-08,480.1225477226234
1999-03-09,482.2757211338725
1999-03-10,482.99274966712807
1999-03-11,493.30927825181334
1999-03-12,489.00939915061895
1999-03-15,489.93172139884103
1999-03-16,493.7081746841574
1999-03-17,489.61715357053123
1999-03-18,486.2251082677607
1999-03-19,487.4554034196857
1999-03-22,482.6059717508216
1999-03-23,472.322326210616
1999-03-24,471.28690009985127
1999-03-25,477.73326669656313
1999-03-26,468.58567903631905
1999-03-29,471.64320508304286
1999-03-30,468.5128263385384
1999-03-31,471.88125677239117
1999-04-01,471.8812566755622
1999-04-02,471.8812563466569
1999-04-05,471.9947455405281
1999-04-06,482.8638435034298
1999-04-07,483.72286030449413
1999-04-08,486.70919392494574
1999-04-09,486.4721521927329
1999-04-12,483.5685217508004
1999-04-13,486.646922608073
1999-04-14,484.6455035088966
1999-04-15,480.8495914633188
1999-04-16,471.59063249212466
1999-04-19,473.8197066762564
1999-04-20,465.7856616748276
1999-04-21,470.7172702171796
1999-04-22,472.05609955269927
1999-04-23,476.44342901457514
1999-04-26,476.76821923770706
1999-04-27,483.52424478796627
1999-04-28,480.9638754900583
1999-04-29,480.9082669690839
1999-04-30,479.8049794827267
1999-05-03,484.0190457128032
1999-05-04,481.0891770684233
1999-05-05,480.49606304162666
1999-05-06,483.2819082455574
1999-05-07,486.78211317600244
1999-05-10,487.3019642107728
1999-05-11,487.7732988589237
1999-05-12,488.3841864119561
1999-05-13,492.1969827769095
1999-05-14,487.8455469954387
1999-05-17,478.8291943597485
1999-05-18,479.6126056060713
1999-05-19,487.43079443811445
1999-05-20,487.0181305723667
1999-05-21,489.30326693435245
1999-05-24,487.6532613287321
