Date,JAPAN IMI
1998-12-31,674.664781502471
1999-01-01,674.664781502471
1999-01-04,659.6409389262037
1999-01-05,656.914318304177
1999-01-06,661.0122917477545
1999-01-07,679.0531752489148
1999-01-08,677.770818801601
1999-01-11,691.4487278161905
1999-01-12,674.7100987540773
1999-01-13,654.9343545505907
1999-01-14,664.5642377199576
1999-01-15,667.8564767149893
1999-01-18,668.1309689951449
1999-01-19,670.8573079340927
1999-01-20,683.0275325225865
1999-01-21,692.6110197379509
1999-01-22,683.0306505836802
1999-01-25,686.2652565452453
1999-01-26,691.1316375731772
1999-01-27,691.2295920000735
1999-01-28,688.5341236864093
1999-01-29,701.5010652654801
1999-02-01,708.647664870434
1999-02-02,718.0674700932465
1999-02-03,710.1042002402734
1999-02-04,710.0501797706928
1999-02-05,701.9565870844345
1999-02-08,703.3291734051808
1999-02-09,692.3183499568214
1999-02-10,689.4759147453553
1999-02-11,692.2614804978326
1999-02-12,697.6455722479586
1999-02-15,696.4638417160669
1999-02-16,688.2294973665461
1999-02-17,678.1848699751849
1999-02-18,672.8539205942958
1999-02-19,676.6048082465765
1999-02-22,690.3917263017096
1999-02-23,694.1840127866922
1999-02-24,694.3281461914364
1999-02-25,701.2391336893379
1999-02-26,712.3736598715199
1999-03-01,703.5071724787924
1999-03-02,689.7256104722122
1999-03-03,689.3974297648712
1999-03-04,686.5528280354757
1999-03-05,716.1793473226542
1999-03-08,717.3175750279319
1999-03-09,729.194505804655
1999-03-10,748.4497258252452
1999-03-11,759.7457687549439
1999-03-12,757.4707649621213
1999-03-15,775.1160772620109
1999-03-16,797.5203447606194
1999-03-17,798.6782789663706
1999-03-18,788.1046538052482
1999-03-19,820.8461426608802
1999-03-22,816.8139295624414
1999-03-23,814.9027940703933
1999-03-24,796.8278027606211
1999-03-25,811.4387229309247
1999-03-26,819.7262923774815
1999-03-29,824.3326865548944
1999-03-30,816.6847757465998
1999-03-31,826.5107640910173
1999-04-01,838.536006639824
1999-04-02,836.5948875711184
1999-04-05,835.5364389961815
1999-04-06,847.6431847842313
