Date,MSCI Germany 30 Index
2023-02-08,1636.8602791038916
2023-02-09,1653.648177100401
2023-02-10,1627.4609610667276
2023-02-13,1634.4921952398504
2023-02-14,1634.5368699450205
2023-02-15,1646.762143949295
2023-02-16,1647.1408368127807
2023-02-17,1642.5936319712107
2023-02-20,1643.0332413859237
2023-02-21,1632.477902578367
2023-02-22,1631.2081582294734
2023-02-23,1636.5559473735605
2023-02-24,1602.2912921491559
2023-02-27,1619.3482526042433
2023-02-28,1617.2063557681786
2023-03-01,1611.8978018436098
2023-03-02,1614.7412934189217
2023-03-03,1639.686479042179
2023-03-06,1648.6446543374434
2023-03-07,1637.9446610076695
2023-03-08,1645.5419575521414
2023-03-09,1645.5346406713793
2023-03-10,1625.6435298600582
2023-03-13,1575.1678408752982
2023-03-14,1603.7229693495335
2023-03-15,1554.1586499014688
2023-03-16,1578.0890757982547
2023-03-17,1558.2556037624063
2023-03-20,1575.462450288948
2023-03-21,1602.1147362386441
2023-03-22,1605.1660181685552
2023-03-23,1605.018452907281
2023-03-24,1579.3387709010576
2023-03-27,1595.4095422953264
2023-03-28,1596.8451754489863
2023-03-29,1616.4537381481655
2023-03-30,1636.4086470862974
2023-03-31,1648.417592345874
2023-04-03,1640.7964702870659
2023-04-04,1643.308139569527
2023-04-05,1636.6938349913205
2023-04-06,1644.372319836183
2023-04-07,1644.3723198361827
2023-04-10,1644.3723198361822
2023-04-11,1650.1213006502587
2023-04-12,1656.1381139901048
2023-04-13,1659.124144159509
2023-04-14,1666.636770098677
2023-04-17,1662.9163240604485
2023-04-18,1673.9344360227815
2023-04-19,1675.5385016851742
2023-04-20,1665.9783053563688
2023-04-21,1678.0307929463295
2023-04-24,1675.6462078415855
2023-04-25,1677.6780293404097
2023-04-26,1671.0357033544892
2023-04-27,1669.6563898722607
2023-04-28,1679.7150352634171
2023-05-01,1679.7150352634167
2023-05-02,1658.288247028867
2023-05-03,1669.2235225330203
2023-05-04,1660.9356769352005
2023-05-05,1682.9787056457142
2023-05-08,1682.313310814439
2023-05-09,1683.8837152147507
2023-05-10,1676.127429155218
2023-05-11,1668.7686940961678
2023-05-12,1673.4929811054387
2023-05-15,1673.141973785099
2023-05-16,1668.1421879612835
2023-05-17,1672.5828182380849
2023-05-18,1695.0855620781244
2023-05-19,1708.1779709463908
2023-05-22,1702.9914710730616
2023-05-23,1696.8104604766377
2023-05-24,1664.6767170428413
2023-05-25,1658.9642018989225
2023-05-26,1679.8780089683646
2023-05-29,1676.659028914133
2023-05-30,1672.9922622815177
2023-05-31,1649.1623694034274
2023-06-01,1667.2953340664862
2023-06-02,1686.0433333036108
2023-06-05,1677.6636645005108
2023-06-06,1680.050549085656
2023-06-07,1676.9975835250434
2023-06-08,1680.0915580802039
2023-06-09,1673.484871129577
2023-06-12,1688.3417848168415
2023-06-13,1702.8300773931574
2023-06-14,1712.1252913163407
2023-06-15,1709.707377930397
2023-06-16,1714.2126655826544
2023-06-19,1698.5143376109866
2023-06-20,1686.4527155803307
2023-06-21,1677.2193718553303
2023-06-22,1674.3274201950928
2023-06-23,1657.8261052135622
2023-06-26,1654.9444192541366
2023-06-27,1658.3163479544207
2023-06-28,1668.7989338121383
2023-06-29,1668.3077076207298
2023-06-30,1689.2223739479034
2023-07-03,1680.7579389400394
2023-07-04,1677.6399211202422
2023-07-05,1663.6886421340355
2023-07-06,1621.367835151475
2023-07-07,1627.8920780259496
2023-07-10,1634.741818534835
2023-07-11,1646.6867631456505
2023-07-12,1671.25265872393
2023-07-13,1683.9524818522987
2023-07-14,1681.817325238362
2023-07-17,1677.421724610362
2023-07-18,1681.37068577717
2023-07-19,1678.9402164194973
2023-07-20,1688.96658078314
2023-07-21,1684.0640101431652
2023-07-24,1682.9970329661462
2023-07-25,1688.6980730766206
2023-07-26,1679.471299717981
2023-07-27,1713.5414481070948
2023-07-28,1719.2287572817452
2023-07-31,1715.6412567295747
2023-08-01,1692.7793996271353
2023-08-02,1667.700754150387
2023-08-03,1652.5943206698696
2023-08-04,1660.1904028450663
2023-08-07,1660.5068677691727
2023-08-08,1642.7238907679039
2023-08-09,1651.1443656868246
2023-08-10,1667.7133049731337
2023-08-11,1650.515266049832
2023-08-14,1658.585467060335
2023-08-15,1644.0729808261851
2023-08-16,1647.9702049140658
2023-08-17,1635.4096616945544
2023-08-18,1625.563284819042
2023-08-21,1627.3607356998855
2023-08-22,1638.663730432703
