Date,CANADA IMI
1998-12-31,291.0427593122947
1999-01-01,291.0427593122947
1999-01-04,294.2891477042861
1999-01-05,300.6168817677231
1999-01-06,311.18748514714446
1999-01-07,311.91193992901276
1999-01-08,317.1399435223414
1999-01-11,317.35842036239256
1999-01-12,311.6157699628609
1999-01-13,300.77201547368645
1999-01-14,299.80177812289645
1999-01-15,310.2768567275228
1999-01-18,312.6989491300775
1999-01-19,310.1406579880346
1999-01-20,309.70023418968185
1999-01-21,308.25734346125637
1999-01-22,306.0558031902118
1999-01-25,308.62231720301116
1999-01-26,309.81049578594775
1999-01-27,310.9583298402562
1999-01-28,312.8532089969837
1999-01-29,320.2955725525936
1999-02-01,323.2271699128868
1999-02-02,316.7959134500601
1999-02-03,318.78211491453885
1999-02-04,321.17699885844075
1999-02-05,321.35714598840053
1999-02-08,320.8922024668582
1999-02-09,311.83344755083607
1999-02-10,309.77868625687637
1999-02-11,315.5581397169925
1999-02-12,312.24598888448025
1999-02-15,314.36894824686124
1999-02-16,311.6873473613674
1999-02-17,307.61941752962105
1999-02-18,311.7159094905106
1999-02-19,316.6330764270166
1999-02-22,323.12083869778064
1999-02-23,321.35688985731133
1999-02-24,317.094667038199
1999-02-25,312.38086056879183
1999-02-26,313.99334289291016
1999-03-01,312.7837616772442
1999-03-02,309.41346916100736
1999-03-03,305.86805711099095
1999-03-04,312.7790331857094
1999-03-05,321.02293241236714
1999-03-08,324.4419946494628
1999-03-09,322.9443488747693
1999-03-10,324.2579877963034
1999-03-11,327.6424938086055
1999-03-12,323.94998981002584
1999-03-15,324.912268308244
1999-03-16,326.7098711396307
1999-03-17,324.07273665215905
1999-03-18,324.7290099129359
1999-03-19,327.31685632107
1999-03-22,329.49736140945106
1999-03-23,324.5210743521704
1999-03-24,327.62962136798484
1999-03-25,331.26771291521624
1999-03-26,337.05386004968557
1999-03-29,338.5061646011548
1999-03-30,333.28015099338916
1999-03-31,333.58402606251474
1999-04-01,336.47940367806456
1999-04-02,338.7973116333983
1999-04-05,346.84045252308414
1999-04-06,345.10842956928315
1999-04-07,346.33974505782453
1999-04-08,353.5132332141977
1999-04-09,351.04110730767957
1999-04-12,352.1727661766093
1999-04-13,354.04159443349255
1999-04-14,354.0888540746403
1999-04-15,358.86396335163954
1999-04-16,361.22633364022727
1999-04-19,358.9422999262683
1999-04-20,357.74676948461274
1999-04-21,364.61120819042594
1999-04-22,367.06901858237546
1999-04-23,367.73973678540284
1999-04-26,369.07367879410623
1999-04-27,368.0977199278229
1999-04-28,371.00168541963956
1999-04-29,374.7503881707697
1999-04-30,374.2237350098481
1999-05-03,377.38401647940697
1999-05-04,376.36028922764626
1999-05-05,371.2817008488933
1999-05-06,366.5432298264203
1999-05-07,363.966592949923
1999-05-10,365.35629588383546
1999-05-11,370.9644424556075
1999-05-12,371.770117805502
1999-05-13,375.777565235751
1999-05-14,363.69167330078176
1999-05-17,364.64782307036194
1999-05-18,368.12936766601223
1999-05-19,371.1046901627812
1999-05-20,370.80557922556034
1999-05-21,374.65848045294643
1999-05-24,374.9227224023214
1999-05-25,364.69702433713525
1999-05-26,364.94671098426954
1999-05-27,362.16913680799536
1999-05-28,367.26099574037096
1999-05-31,369.41652480291845
1999-06-01,366.51858132057987
1999-06-02,371.03354505569513
1999-06-03,374.1587763651339
1999-06-04,380.6422782669618
1999-06-07,384.37694857416005
1999-06-08,375.76525619508044
1999-06-09,376.4123105482112
1999-06-10,375.36870198275244
1999-06-11,375.3291998869186
1999-06-14,377.20894558005733
1999-06-15,375.6004333533115
1999-06-16,382.75265317105266
1999-06-17,382.5629368147503
1999-06-18,382.64431358122977
1999-06-21,383.1376063166193
1999-06-22,382.1511804086711
1999-06-23,380.16916779686085
1999-06-24,377.89410038394976
1999-06-25,377.5035768585571
1999-06-28,379.3856331325771
1999-06-29,380.8866772223928
1999-06-30,383.12875367336017
1999-07-01,388.5360372273776
1999-07-02,396.8568482278673
1999-07-05,403.14704921671716
1999-07-06,399.4447710118008
1999-07-07,397.1122012501091
1999-07-08,397.3537474610308
1999-07-09,399.68415585318877
1999-07-12,398.94542929264645
1999-07-13,393.9880602851199
1999-07-14,399.8460019739656
1999-07-15,401.1867396091357
1999-07-16,401.0892521993947
1999-07-19,399.35751308319453
1999-07-20,384.2951761130438
1999-07-21,377.16900182227107
1999-07-22,374.29856022319876
1999-07-23,374.1670510641934
1999-07-26,362.30892696821905
1999-07-27,364.15103134796834
1999-07-28,369.898735265965
1999-07-29,363.3687866405167
1999-07-30,368.0048227318301
1999-08-02,367.5901176359771
1999-08-03,368.1482935848721
1999-08-04,361.82224940263234
1999-08-05,356.71652448098007
1999-08-06,354.56831582110726
1999-08-09,356.3393587159535
1999-08-10,352.0139702442335
1999-08-11,361.6162108430671
1999-08-12,364.0105612466965
1999-08-13,373.06173392560316
1999-08-16,374.2545849176385
1999-08-17,377.8189192960227
1999-08-18,375.82524193248776
1999-08-19,373.96137665945867
1999-08-20,372.6121765333229
1999-08-23,377.16273942119295
1999-08-24,378.419125044801
1999-08-25,383.57256136682236
1999-08-26,379.8217000673812
1999-08-27,378.7121370236687
1999-08-30,376.5488943045613
1999-08-31,368.7864058549733
1999-09-01,369.11379090772266
1999-09-02,359.8389032513951
1999-09-03,369.19092462876756
1999-09-06,370.21239182852935
1999-09-07,371.92959400571254
1999-09-08,372.4586962260748
1999-09-09,379.71733688681405
1999-09-10,386.3791891267318
1999-09-13,388.38276899007275
1999-09-14,387.5946574593733
1999-09-15,385.29683003307014
1999-09-16,382.1873778488054
1999-09-17,385.2432893639503
1999-09-20,383.7560377376476
1999-09-21,375.58747200651953
1999-09-22,372.8725501884958
1999-09-23,371.31841759507336
1999-09-24,366.3777665308054
1999-09-27,374.8259985422327
1999-09-28,374.060967172364
1999-09-29,370.42292067686685
1999-09-30,371.35867360231424
1999-10-01,368.0468871375117
1999-10-04,373.02463909779783
1999-10-05,371.6673278370186
1999-10-06,371.8201713287851
1999-10-07,373.1328679459859
1999-10-08,379.64356034104793
