Date,GERMANY IMI
1998-12-31,637.0416564774522
1999-01-01,637.0001596428986
1999-01-04,665.3936314196129
1999-01-05,666.495136552144
1999-01-06,687.2177860786729
1999-01-07,675.6435056951649
1999-01-08,680.4348291354839
1999-01-11,668.7144597866081
1999-01-12,663.3890881316611
1999-01-13,635.0565896151066
1999-01-14,637.8904883115586
1999-01-15,640.9173443396163
1999-01-18,650.9481697575278
1999-01-19,655.9253171471715
1999-01-20,663.7917747025016
1999-01-21,665.6223057962959
1999-01-22,649.0317474143643
1999-01-25,644.1515726996334
1999-01-26,645.5513309589579
1999-01-27,653.0882213786122
1999-01-28,658.1005918252166
1999-01-29,666.2401281695232
1999-02-01,673.7384798893062
1999-02-02,664.8611384407718
1999-02-03,655.6403734343579
1999-02-04,657.1391260825184
1999-02-05,659.882399196592
1999-02-08,656.7469235762767
1999-02-09,636.385373324166
1999-02-10,628.1094265233589
1999-02-11,636.2740770386481
1999-02-12,642.6902987016739
1999-02-15,640.4502976998908
1999-02-16,641.2647416963383
1999-02-17,632.1757662018227
1999-02-18,638.9483966884717
1999-02-19,635.6153343860612
1999-02-22,640.7599200461901
1999-02-23,655.0019399277799
1999-02-24,657.665405147945
1999-02-25,645.7087351221597
1999-02-26,643.8892569948011
1999-03-01,633.379315587588
1999-03-02,635.9677158785818
1999-03-03,621.4425001317287
1999-03-04,623.1066941575881
1999-03-05,635.6326307762008
1999-03-08,630.6214306542305
1999-03-09,629.2003664621818
1999-03-10,621.1858860345433
1999-03-11,625.792604012566
1999-03-12,650.7066289168458
1999-03-15,652.2709660114889
1999-03-16,657.3056887277495
1999-03-17,653.2837064378776
1999-03-18,648.9986637747942
1999-03-19,656.541009469796
1999-03-22,649.4146049490967
1999-03-23,634.8222658456791
1999-03-24,625.2726069377001
1999-03-25,634.1439051950344
1999-03-26,626.66653738949
1999-03-29,634.0722424070182
1999-03-30,631.2273705876543
1999-03-31,633.8436080446129
1999-04-01,636.5889184046968
1999-04-02,636.5888436969406
1999-04-05,636.5887517217861
1999-04-06,648.4247397356397
1999-04-07,649.622567722598
1999-04-08,653.5710327586345
1999-04-09,660.4278953671388
1999-04-12,663.9734869112153
1999-04-13,671.7982236457545
1999-04-14,668.0925407462836
1999-04-15,664.4317564240795
1999-04-16,660.6264538350065
1999-04-19,670.4414475870492
1999-04-20,653.9463015764862
1999-04-21,660.2266786598097
1999-04-22,663.7067804112113
1999-04-23,660.9336403016472
1999-04-26,668.6134212129781
1999-04-27,680.0999954581912
1999-04-28,678.3690760045716
1999-04-29,677.185385777727
1999-04-30,678.4065263898655
1999-05-03,681.5979767234885
1999-05-04,682.7944399925733
1999-05-05,673.6775460451026
1999-05-06,673.2895318350188
1999-05-07,671.5509647928368
1999-05-10,670.0459876486862
1999-05-11,673.4615067150961
1999-05-12,669.0211034835331
1999-05-13,669.0210358915369
1999-05-14,663.65418250652
1999-05-17,652.9351490691083
1999-05-18,658.4485802965326
1999-05-19,664.1274486908476
1999-05-20,670.2054141599019
1999-05-21,670.2280289368631
1999-05-24,670.227931649413
1999-05-25,658.7897219132628
1999-05-26,659.9094781499185
1999-05-27,649.4429323026927
1999-05-28,653.1303103501493
