Date,SWITZERLAND IMI
1998-12-31,623.838279351791
1999-01-01,623.838279351791
1999-01-04,643.9827941078751
1999-01-05,652.6240448107972
1999-01-06,660.8308088897654
1999-01-07,652.6357194166446
1999-01-08,661.520596742908
1999-01-11,650.8241602873682
1999-01-12,649.0143315074068
1999-01-13,632.7062846660559
1999-01-14,628.7038896417027
1999-01-15,635.6626869115702
1999-01-18,636.8683774985705
1999-01-19,636.6397760285266
1999-01-20,639.0228426903058
1999-01-21,627.466574365717
1999-01-22,622.5410072063145
1999-01-25,625.6055160652786
1999-01-26,623.7090817510799
1999-01-27,619.6477214956624
1999-01-28,625.9874089585626
1999-01-29,630.8568731294856
1999-02-01,638.6050497224915
1999-02-02,638.2314377460633
1999-02-03,635.654229326857
1999-02-04,631.552011718813
1999-02-05,631.1880769564891
1999-02-08,624.5349012322342
1999-02-09,615.4064956451859
1999-02-10,612.1105463870903
1999-02-11,612.2022142379603
1999-02-12,618.5530591479776
1999-02-15,619.8070513018298
1999-02-16,621.8348049899533
1999-02-17,623.3370501653105
1999-02-18,617.8995915642893
1999-02-19,614.1933048350381
1999-02-22,624.6198957218926
1999-02-23,632.5792438051168
1999-02-24,641.0145409039134
1999-02-25,631.1009933781693
1999-02-26,629.8055216182989
1999-03-01,624.4720363498848
1999-03-02,621.8812271970902
1999-03-03,624.6483532325601
1999-03-04,633.8476536703931
1999-03-05,642.1018721391824
1999-03-08,639.332141582525
1999-03-09,643.7191015039016
1999-03-10,637.5883081032978
1999-03-11,649.4147825057133
1999-03-12,642.8770773812845
1999-03-15,641.4873059178531
1999-03-16,641.1632993983987
1999-03-17,642.4162594694762
1999-03-18,640.7237206399129
1999-03-19,642.3813254822504
1999-03-22,637.9045175391188
1999-03-23,628.2930533404312
1999-03-24,623.488354967868
1999-03-25,632.7448952596874
1999-03-26,627.458047638342
1999-03-29,634.7682795633614
1999-03-30,628.938310098183
1999-03-31,636.8808210098165
1999-04-01,637.6822828389844
1999-04-02,637.4573608981956
1999-04-05,636.962558981511
1999-04-06,641.3668218649408
1999-04-07,645.6370708143272
1999-04-08,654.3725745972755
1999-04-09,655.694978663945
1999-04-12,651.970849563072
1999-04-13,652.8064901832557
1999-04-14,652.7614162721911
1999-04-15,641.3907501285497
1999-04-16,637.8723022946208
1999-04-19,645.0068653141639
1999-04-20,634.712464910217
1999-04-21,635.0914413641987
1999-04-22,640.6384013251801
1999-04-23,639.0303419444649
1999-04-26,648.1538172950687
1999-04-27,658.2081145302504
1999-04-28,656.0806226589567
