Date,NIHONKABU IMI
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,976.4199545456053
1999-01-05,971.4501962333641
1999-01-06,977.7575292723342
1999-01-07,1004.6426292045646
1999-01-08,1001.9097325128324
1999-01-11,1021.7195988021241
1999-01-12,997.7250840068114
1999-01-13,968.9704127439278
1999-01-14,984.1959112981269
1999-01-15,989.0846656598351
1999-01-18,989.3795175497457
1999-01-19,992.464590727428
1999-01-20,1011.4682172978237
1999-01-21,1026.7808961089966
1999-01-22,1011.9915136034866
1999-01-25,1016.7215276342614
1999-01-26,1024.4722852893328
1999-01-27,1024.5862408592461
1999-01-28,1020.2592752223279
1999-01-29,1040.4459918610287
1999-02-01,1049.9794375277156
1999-02-02,1063.3483495095659
1999-02-03,1050.9752427597932
1999-02-04,1050.804139475384
1999-02-05,1038.6044730915864
1999-02-08,1040.7331673809708
1999-02-09,1024.2947943188951
1999-02-10,1020.3231800366384
1999-02-11,1024.4587662872755
1999-02-12,1032.7707647148918
1999-02-15,1031.0053442564124
1999-02-16,1019.0857091900976
1999-02-17,1003.7633436794429
1999-02-18,995.5354851271102
1999-02-19,1000.7510349460974
1999-02-22,1021.0801570346911
1999-02-23,1026.3501305741283
1999-02-24,1025.9572825480273
1999-02-25,1035.9985296817067
1999-02-26,1051.8060418968148
1999-03-01,1037.9876157548222
1999-03-02,1016.1458222906929
1999-03-03,1016.209866669352
1999-03-04,1012.1954750982113
1999-03-05,1057.3771671389973
1999-03-08,1058.695115847736
1999-03-09,1077.794601464407
1999-03-10,1108.369840242778
1999-03-11,1126.588445840678
1999-03-12,1122.7912743422278
1999-03-15,1149.8926416702798
1999-03-16,1183.8747996315817
1999-03-17,1186.3926276919492
1999-03-18,1168.6739567703235
1999-03-19,1219.0085443702974
1999-03-22,1213.0190451550955
1999-03-23,1209.5878450849052
1999-03-24,1180.577740132328
1999-03-25,1201.8811076661189
1999-03-26,1214.272668822863
1999-03-29,1219.2956663521193
1999-03-30,1207.5661387027567
1999-03-31,1220.6032966717082
1999-04-01,1240.3488066971697
1999-04-02,1235.8583410014032
1999-04-05,1232.3350349999246
1999-04-06,1252.356401421767
1999-04-07,1248.5506907089482
1999-04-08,1265.723051722793
1999-04-09,1269.1003301201858
1999-04-12,1246.0097605658036
1999-04-13,1267.197011134139
1999-04-14,1292.4828321662824
1999-04-15,1291.6499937454353
1999-04-16,1309.5630634077977
1999-04-19,1310.5840664756472
1999-04-20,1299.0350862483022
1999-04-21,1270.9916447349874
1999-04-22,1277.6622084834685
1999-04-23,1295.5333178309359
1999-04-26,1312.880393635276
1999-04-27,1300.8708305682824
1999-04-28,1312.4680967245233
1999-04-29,1318.0046990194385
1999-04-30,1305.7405729818008
1999-05-03,1298.952850070258
1999-05-04,1285.3192464566707
1999-05-05,1275.6278682274924
1999-05-06,1309.6845232906508
1999-05-07,1297.2417369212665
1999-05-10,1300.4509411849963
1999-05-11,1288.1907148878033
1999-05-12,1299.4208493836077
1999-05-13,1287.423675896293
1999-05-14,1270.2000274343511
1999-05-17,1237.6699610579165
1999-05-18,1240.7563481004913
1999-05-19,1204.580496270744
1999-05-20,1214.2772071555114
1999-05-21,1231.584788262051
1999-05-24,1237.666575829054
1999-05-25,1234.8973304089739
1999-05-26,1254.5218581565118
1999-05-27,1254.4695925365038
1999-05-28,1257.3487663894737
1999-05-31,1255.577589257978
1999-06-01,1283.5663664383706
1999-06-02,1302.471834620465
1999-06-03,1286.6995788706365
1999-06-04,1289.3458621648547
1999-06-07,1309.2155904547778
1999-06-08,1315.5777918252954
1999-06-09,1329.6690762677551
1999-06-10,1347.361785444712
1999-06-11,1370.1075657981116
1999-06-14,1352.3413953980405
1999-06-15,1356.4608617082133
1999-06-16,1371.5526611207079
1999-06-17,1395.2884627401133
1999-06-18,1369.832597032808
1999-06-21,1384.2316508641486
1999-06-22,1396.6483443567536
1999-06-23,1377.8286707131017
1999-06-24,1373.8424007858484
1999-06-25,1365.9986045446014
1999-06-28,1390.0411730916733
1999-06-29,1407.2449927769587
1999-06-30,1400.6920080624054
1999-07-01,1446.2759277879877
1999-07-02,1458.2637021512655
1999-07-05,1469.966094160951
1999-07-06,1461.3212661218056
1999-07-07,1461.8488672915505
1999-07-08,1453.3226234510062
1999-07-09,1451.8846358868846
1999-07-12,1480.4388918037719
1999-07-13,1486.023421924804
1999-07-14,1503.183223124942
1999-07-15,1517.6569723250955
1999-07-16,1510.2203073882724
1999-07-19,1548.345274336105
1999-07-20,1511.4047296430617
1999-07-21,1492.475707738384
1999-07-22,1463.5924541617455
1999-07-23,1455.278765374129
1999-07-26,1430.1470456031725
1999-07-27,1429.0857015313798
1999-07-28,1452.2254795823906
1999-07-29,1469.2856948846343
1999-07-30,1488.5259172590033
1999-08-02,1484.6677119196277
1999-08-03,1493.17768427349
