Date,NORWAY IMI
1998-12-31,218.94340728422267
1999-01-01,218.94340728422267
1999-01-04,231.25159927353116
1999-01-05,236.52829390896318
1999-01-06,244.24884554895726
1999-01-07,243.87923173558966
1999-01-08,252.86456800939862
1999-01-11,253.078774686664
1999-01-12,247.9320759056324
1999-01-13,232.35311207279562
1999-01-14,235.68178274783776
1999-01-15,236.9609851123283
1999-01-18,240.82867621497132
1999-01-19,242.15457895688394
1999-01-20,240.8129671852343
1999-01-21,239.1537346931963
1999-01-22,236.83122542579898
1999-01-25,237.51034769383625
1999-01-26,236.84418375049682
1999-01-27,240.58244335383395
1999-01-28,246.9576883683788
1999-01-29,251.30407498122975
1999-02-01,254.53096715250632
1999-02-02,250.29090154945186
1999-02-03,250.85035014611694
1999-02-04,250.5863412184257
1999-02-05,250.41059457979682
1999-02-08,251.32861623712904
1999-02-09,246.25056003942174
1999-02-10,245.29463513021162
1999-02-11,245.66923002387307
1999-02-12,248.03377938645164
1999-02-15,246.57495724337906
1999-02-16,245.76349194113658
1999-02-17,238.24965771811856
1999-02-18,237.641095379754
1999-02-19,238.36148498531566
1999-02-22,238.12329270836585
1999-02-23,240.5995551426222
1999-02-24,240.21985831960473
1999-02-25,237.8589894481617
1999-02-26,238.3045535365906
1999-03-01,239.7904378799835
1999-03-02,239.93014645944461
1999-03-03,243.57595531001485
1999-03-04,245.61465617109025
1999-03-05,251.15165866081324
1999-03-08,249.45625287504288
1999-03-09,248.13385396373562
1999-03-10,249.47052743788737
1999-03-11,254.14050121978534
1999-03-12,258.72563544104935
1999-03-15,255.53196928272254
1999-03-16,254.55618292342504
1999-03-17,254.80093721493128
1999-03-18,258.2064915993773
1999-03-19,260.2496915336177
1999-03-22,257.6854553265333
1999-03-23,257.43086447381853
1999-03-24,255.47405753557143
1999-03-25,258.62795174625785
1999-03-26,259.41946504674235
1999-03-29,263.6604789817726
1999-03-30,263.6881458331721
1999-03-31,263.11770857088703
1999-04-01,263.157590043398
1999-04-02,263.1803104068239
1999-04-05,263.15279278623143
1999-04-06,263.9263466850066
1999-04-07,262.7070254169829
1999-04-08,260.18986276341633
1999-04-09,262.47032011921056
1999-04-12,263.2120776102038
1999-04-13,263.3779229107713
1999-04-14,264.2300231963954
1999-04-15,269.19579246090797
1999-04-16,272.32066052763014
1999-04-19,281.655167552225
1999-04-20,280.1804354921629
1999-04-21,280.09677216115676
1999-04-22,286.08038775665085
1999-04-23,285.2271700151106
1999-04-26,284.434162283872
1999-04-27,284.6466611433563
1999-04-28,283.4488871919677
1999-04-29,287.12134348931716
1999-04-30,288.40367183458073
1999-05-03,291.5553779496094
1999-05-04,296.1533865980104
1999-05-05,293.72072808580106
1999-05-06,291.0938225780642
1999-05-07,287.6696553320782
1999-05-10,293.4917129988906
1999-05-11,293.69162932687146
1999-05-12,288.3135183749507
1999-05-13,288.3895945671395
1999-05-14,286.4410628209506
1999-05-17,286.75219348688245
1999-05-18,285.40944568990875
1999-05-19,283.9288200930053
1999-05-20,286.98557290222294
1999-05-21,289.45808040353046
1999-05-24,288.47914562852077
1999-05-25,285.73238454444646
1999-05-26,286.4343516497707
1999-05-27,284.4090066976278
1999-05-28,284.60603436670397
1999-05-31,287.0453915716723
1999-06-01,289.7988900482585
1999-06-02,289.86774155462615
1999-06-03,288.7113279574755
1999-06-04,289.1300845657338
1999-06-07,290.71122623166514
1999-06-08,291.970963702202
1999-06-09,291.8074193184069
1999-06-10,293.1506160596905
1999-06-11,293.00454705697393
1999-06-14,293.2774271543024
1999-06-15,293.17975846433
1999-06-16,293.87883441878984
1999-06-17,293.1554939675943
1999-06-18,292.9136130603598
1999-06-21,294.6609475383454
1999-06-22,294.2431036514995
1999-06-23,291.49502577278133
1999-06-24,289.55464174979636
1999-06-25,284.04567743641786
1999-06-28,286.95551521069945
1999-06-29,291.03767443168306
1999-06-30,290.93492488889433
1999-07-01,295.7521091531985
1999-07-02,296.225118820379
1999-07-05,300.4843920296624
1999-07-06,299.5857258610289
1999-07-07,298.52114689520437
1999-07-08,299.442880594203
1999-07-09,299.987868494462
1999-07-12,300.76430548679565
1999-07-13,297.91362036293157
1999-07-14,303.2111658802997
1999-07-15,307.11049258536474
1999-07-16,308.4715678261458
1999-07-19,308.5672717548673
1999-07-20,300.94923167828813
1999-07-21,294.79468238858937
1999-07-22,294.30025287759366
