Date,ISRAEL IMI
1998-12-31,434.4798193223095
1999-01-01,434.44375106898997
1999-01-04,442.68064815841217
1999-01-05,448.5168910985728
1999-01-06,459.3086177216028
1999-01-07,456.5817045791598
1999-01-08,461.5247500672104
1999-01-11,469.17141928484153
1999-01-12,463.0684108810824
1999-01-13,438.19686476259864
1999-01-14,440.76544299898967
1999-01-15,446.1578261001319
1999-01-18,451.67127664577174
1999-01-19,454.1204973471572
1999-01-20,457.0714194190677
1999-01-21,444.969302522597
1999-01-22,444.35032944570827
1999-01-25,438.94321449544964
1999-01-26,439.41025497674576
1999-01-27,442.5602556706253
1999-01-28,444.2052786102595
1999-01-29,449.573693641085
1999-02-01,456.88884308573205
1999-02-02,452.0928797092595
1999-02-03,448.85535709333675
1999-02-04,448.0678906183274
1999-02-05,445.7106847769992
1999-02-08,445.8023193446708
1999-02-09,443.2706416242001
1999-02-10,438.04715807235965
1999-02-11,441.87863149261034
1999-02-12,442.2896997087461
1999-02-15,448.97245542045425
1999-02-16,455.3078803163446
1999-02-17,447.19371537278704
1999-02-18,450.28983188216944
1999-02-19,456.65009074300474
1999-02-22,472.63885160281444
1999-02-23,479.22101730069807
1999-02-24,483.89588703958816
1999-02-25,478.4127744918699
1999-02-26,480.9842456731062
1999-03-01,482.1384158489064
1999-03-02,483.3576829058248
1999-03-03,491.5028628650087
1999-03-04,505.3148868340913
1999-03-05,506.46660235266074
1999-03-08,517.4088689089178
1999-03-09,515.672554730037
1999-03-10,511.5815887485874
1999-03-11,522.5056277550792
1999-03-12,517.6823698157422
1999-03-15,522.7134614805601
1999-03-16,523.2985663008595
1999-03-17,520.9467874044188
1999-03-18,517.7764149050405
1999-03-19,521.0855996399496
1999-03-22,522.3525961431391
1999-03-23,520.6194766614153
1999-03-24,516.5555488598334
1999-03-25,524.7457070612647
1999-03-26,532.433174011067
1999-03-29,546.6710081844232
1999-03-30,545.5428657395406
1999-03-31,546.6527251472189
1999-04-01,544.6383841814802
1999-04-02,545.2617930238598
1999-04-05,548.5956731376331
1999-04-06,547.0951959430781
1999-04-07,544.4874914779255
1999-04-08,551.9925098158067
1999-04-09,556.3146255015793
1999-04-12,544.4888780038932
1999-04-13,558.9448126915989
1999-04-14,562.0147574254413
1999-04-15,571.5356176392937
1999-04-16,574.824614687715
1999-04-19,591.9239690618621
1999-04-20,588.818785151753
1999-04-21,592.2018221995313
1999-04-22,596.5894467608489
1999-04-23,594.3764395016841
1999-04-26,595.3688503103049
1999-04-27,578.1292056240222
1999-04-28,566.73696400773
1999-04-29,567.6372960488088
1999-04-30,569.0383577681953
1999-05-03,589.7797801152362
1999-05-04,594.0687654117626
1999-05-05,587.422366245351
1999-05-06,590.6681450202539
1999-05-07,590.0467591593872
1999-05-10,584.8996508012337
1999-05-11,591.7579826524386
1999-05-12,599.3357141129636
1999-05-13,608.3674512505854
1999-05-14,608.1527328057757
1999-05-17,611.4023041078912
