Date,SINGAPORE IMI
1998-12-31,365.12196879371425
1999-01-01,365.1573842755779
1999-01-04,365.8615254486127
1999-01-05,357.36743406526574
1999-01-06,370.2222072252604
1999-01-07,383.5447615757249
1999-01-08,389.1537099845227
1999-01-11,390.7310010636648
1999-01-12,388.85981903846067
1999-01-13,374.2485009141781
1999-01-14,366.6659738562696
1999-01-15,378.8613701199871
1999-01-18,388.124360316771
1999-01-19,387.82470079953913
1999-01-20,389.3159857152501
1999-01-21,378.6731510162102
1999-01-22,373.7587349003259
1999-01-25,354.21433158558483
1999-01-26,356.5717566897421
1999-01-27,366.19646711279523
1999-01-28,359.44087968937646
1999-01-29,362.66698236412645
1999-02-01,361.14647194509877
1999-02-02,355.3220031342303
1999-02-03,347.7552305570792
1999-02-04,354.2167071805118
1999-02-05,351.58960815674703
1999-02-08,345.85951070677567
1999-02-09,336.6694031724396
1999-02-10,329.287849888041
1999-02-11,346.36903480340123
1999-02-12,347.2178484023507
1999-02-15,348.3981620088609
1999-02-16,349.0319777024084
1999-02-17,347.4099778079655
1999-02-18,339.8642132999427
1999-02-19,353.77244486921006
1999-02-22,364.33222752063443
1999-02-23,366.48690789607235
1999-02-24,370.1257809845218
1999-02-25,367.2577164899095
1999-02-26,369.6119062545883
1999-03-01,374.73877538551363
1999-03-02,371.2792039746103
1999-03-03,370.2391506815442
1999-03-04,374.9429781726782
1999-03-05,378.54227610375665
1999-03-08,376.34224189581386
1999-03-09,373.321960977827
1999-03-10,377.04468282052613
1999-03-11,378.48688802165225
1999-03-12,381.2810166008879
1999-03-15,387.499810923072
1999-03-16,386.3063794095969
1999-03-17,376.5837347239478
1999-03-18,374.26840331815845
1999-03-19,374.35888024911145
1999-03-22,377.2374310764372
1999-03-23,375.14367627566145
1999-03-24,374.692585425077
1999-03-25,381.8939271218991
1999-03-26,385.3306110493306
1999-03-29,385.9511289914716
1999-03-30,386.93027013295443
1999-03-31,388.30740838029385
1999-04-01,393.2096216578873
1999-04-02,393.4742834742115
1999-04-05,405.8518231569543
1999-04-06,410.77756701495707
1999-04-07,414.2682406772344
1999-04-08,418.09624052316633
1999-04-09,431.0165865474765
1999-04-12,431.5781913505439
1999-04-13,438.9757644325938
1999-04-14,448.6152352802683
1999-04-15,450.86702270977435
1999-04-16,465.6278597228562
1999-04-19,496.6001354106565
1999-04-20,484.3819619976591
1999-04-21,493.16890627925045
1999-04-22,502.6297496371329
1999-04-23,500.4617145302183
1999-04-26,506.79671330606124
1999-04-27,508.3995179354789
1999-04-28,498.384702569017
1999-04-29,493.79284065796634
1999-04-30,516.4775012794306
1999-05-03,518.0357322940295
1999-05-04,529.8734334204853
1999-05-05,535.8066970294825
1999-05-06,533.6858643775237
1999-05-07,512.2247502598253
1999-05-10,508.02829224166516
1999-05-11,518.8436894050257
1999-05-12,519.0939632979095
1999-05-13,518.920201980101
1999-05-14,513.7968120412388
1999-05-17,512.8936922112108
1999-05-18,509.8365473204706
1999-05-19,506.06990386698016
1999-05-20,509.1891440957054
1999-05-21,523.2711911785392
1999-05-24,515.7109416335809
1999-05-25,503.2640286989845
1999-05-26,511.46201344289284
1999-05-27,517.6818087785816
1999-05-28,515.1791665267812
1999-05-31,515.775233627595
1999-06-01,516.4737464129219
1999-06-02,526.9841578269078
1999-06-03,528.9165131358076
1999-06-04,524.7727940588125
1999-06-07,532.3211384154322
1999-06-08,543.2565567314994
1999-06-09,543.3404813564666
1999-06-10,543.7494288062034
1999-06-11,551.6570165390737
1999-06-14,553.4388089139758
1999-06-15,550.8555698050253
1999-06-16,559.2064216230689
1999-06-17,566.2290375282831
1999-06-18,563.8585591897926
1999-06-21,579.5832422621361
1999-06-22,584.7378589023115
1999-06-23,592.0118634796232
1999-06-24,593.8554506074526
1999-06-25,587.6644522228618
1999-06-28,590.2186768004052
1999-06-29,590.739277837627
1999-06-30,587.0387162004984
1999-07-01,606.9462066049443
1999-07-02,606.5870799082146
1999-07-05,602.4118937341794
1999-07-06,587.8472295694604
1999-07-07,579.5754378456256
1999-07-08,586.5245666406709
1999-07-09,588.4420891399293
1999-07-12,596.469140333424
1999-07-13,587.5590161965162
1999-07-14,582.3483493131826
1999-07-15,575.06858242893
1999-07-16,565.9798543991191
1999-07-19,567.415996826976
1999-07-20,559.4594542972426
1999-07-21,546.402263105569
1999-07-22,539.5236447632452
1999-07-23,522.0012095776088
1999-07-26,508.489163274807
1999-07-27,520.0657988610569
1999-07-28,542.7516289368913
1999-07-29,549.6574148853842
1999-07-30,552.7474445608309
1999-08-02,549.7523012818879
1999-08-03,550.4935369933721
1999-08-04,544.9701169926535
1999-08-05,533.1355822236309
1999-08-06,532.6681315674986
1999-08-09,536.417341225301
1999-08-10,522.4730670210429
1999-08-11,515.3134531326281
1999-08-12,523.2424214548903
1999-08-13,516.6299604852869
1999-08-16,523.0330838476544
1999-08-17,517.6103268390457
1999-08-18,537.3430878811628
1999-08-19,536.9980688413945
1999-08-20,544.9381465657221
1999-08-23,557.16900041708
1999-08-24,554.7016403462738
1999-08-25,563.8771537767747
1999-08-26,569.129333295658
1999-08-27,566.0153056693885
1999-08-30,565.568977609032
1999-08-31,550.6572467734134
1999-09-01,551.2391194169245
1999-09-02,545.0077065902658
1999-09-03,544.630221123406
1999-09-06,548.0925896945187
1999-09-07,549.8056703312982
1999-09-08,545.5372687273837
1999-09-09,559.1787861674165
1999-09-10,564.0566005727982
1999-09-13,571.0149112795993
1999-09-14,564.7756797570983
1999-09-15,561.767040947752
1999-09-16,552.2949858451822
1999-09-17,562.9515671899854
1999-09-20,554.2635026552149
1999-09-21,547.4812013490558
1999-09-22,533.4632071672888
1999-09-23,536.0561652474571
1999-09-24,525.8037819870448
1999-09-27,522.5384868092202
1999-09-28,524.7250864466587
1999-09-29,523.1424517536475
1999-09-30,528.3465133979382
1999-10-01,534.4896593335885
1999-10-04,535.7257117999762
