Date,PORTUGAL IMI
1998-12-31,653.6856237933556
1999-01-01,653.722926771857
1999-01-04,677.5431053907968
1999-01-05,688.1020660759165
1999-01-06,710.8680652997183
1999-01-07,702.8022547482847
1999-01-08,701.8398839763685
1999-01-11,698.7623622048015
1999-01-12,692.1487359671427
1999-01-13,669.6045996518394
1999-01-14,669.8148778092815
1999-01-15,679.5412421391748
1999-01-18,690.1049192107236
1999-01-19,687.8716689623421
1999-01-20,695.0590757872956
1999-01-21,702.0593487796249
1999-01-22,690.1723812206794
1999-01-25,694.2260752513505
1999-01-26,698.0066638893213
1999-01-27,690.5741350435992
1999-01-28,690.7922017726598
1999-01-29,690.8168540614989
1999-02-01,692.9132824477662
1999-02-02,693.0938765477442
1999-02-03,692.1235889506679
1999-02-04,691.7070203140054
1999-02-05,692.3214640889086
1999-02-08,683.3702150093621
1999-02-09,673.6481471139385
1999-02-10,671.968454964384
1999-02-11,678.8794774914109
1999-02-12,676.5907081653786
1999-02-15,675.8902428714376
1999-02-16,675.8902423333573
1999-02-17,669.2848659892456
1999-02-18,666.9051740845317
1999-02-19,667.031563368621
1999-02-22,669.9250418273059
1999-02-23,669.3199582602649
1999-02-24,665.4893204494493
1999-02-25,659.8546064590397
1999-02-26,665.5369106794423
1999-03-01,665.1643441648276
1999-03-02,658.745654018891
1999-03-03,654.6156772508907
1999-03-04,647.51859661434
1999-03-05,655.1082985805969
1999-03-08,651.1765579883707
1999-03-09,638.9525534325993
1999-03-10,619.14588798399
1999-03-11,632.0545794132881
1999-03-12,629.2368079218264
1999-03-15,630.0504334662473
1999-03-16,623.4844246270526
1999-03-17,608.9010721628975
1999-03-18,597.1317460041338
1999-03-19,604.0347903156429
1999-03-22,614.8670057042647
1999-03-23,620.8317862536446
1999-03-24,617.4254020375158
1999-03-25,631.0300100170107
1999-03-26,633.5150961777568
1999-03-29,630.0679639644891
1999-03-30,629.0036936140247
1999-03-31,630.3738608137431
1999-04-01,638.3019195259161
1999-04-02,638.3019195965187
1999-04-05,638.3019201470061
1999-04-06,643.1749974702226
1999-04-07,644.3286447285691
1999-04-08,647.0648182201286
1999-04-09,649.092675327953
1999-04-12,637.8502998465807
1999-04-13,637.8492984868792
1999-04-14,632.5863087072855
1999-04-15,624.8449731477364
1999-04-16,613.3944513072428
1999-04-19,613.1536350962541
1999-04-20,599.7648426369353
1999-04-21,603.8639639875491
1999-04-22,607.4125646468514
1999-04-23,603.6746873936902
1999-04-26,601.1714756906202
1999-04-27,607.4266272004367
1999-04-28,610.8143343687382
1999-04-29,607.0612431581928
1999-04-30,602.5535014190126
1999-05-03,602.8500060539825
1999-05-04,592.5788006742428
1999-05-05,582.6525279540997
1999-05-06,584.258411278631
1999-05-07,600.1357268230473
1999-05-10,620.1827839421406
1999-05-11,623.0095553247612
1999-05-12,618.4230847362779
1999-05-13,620.5269531732056
1999-05-14,619.5636623028643
1999-05-17,603.5331968759865
1999-05-18,613.1328064268611
1999-05-19,618.0414684570682
1999-05-20,616.5477669667591
1999-05-21,613.7780888560204
1999-05-24,613.4620203823972
1999-05-25,613.9773416437558
1999-05-26,616.84410342306
1999-05-27,620.9777709111513
1999-05-28,621.8611542988316
1999-05-31,624.3751493416668
1999-06-01,621.2546319135308
1999-06-02,616.4352465969898
1999-06-03,616.4352467796454
1999-06-04,615.8403834792173
1999-06-07,620.9696767452946
1999-06-08,623.7133934285716
1999-06-09,622.6400082170134
1999-06-10,622.6400081796548
1999-06-11,618.005864705589
1999-06-14,613.0989449551722
1999-06-15,612.7940522283048
1999-06-16,609.3537269401718
1999-06-17,610.6832115057596
1999-06-18,609.6785458954265
1999-06-21,615.2233946138657
1999-06-22,612.1444505213944
1999-06-23,605.1565310694939
1999-06-24,597.6267170085188
1999-06-25,593.2643451736501
1999-06-28,595.4366396791542
1999-06-29,599.9254236321588
1999-06-30,605.5658511989311
1999-07-01,604.5983269409127
1999-07-02,603.8813839760354
1999-07-05,607.2831290658912
1999-07-06,606.997586264502
1999-07-07,604.1799395992279
1999-07-08,601.0584747248475
1999-07-09,600.4244408949684
1999-07-12,601.8643639705942
1999-07-13,596.0625221582088
1999-07-14,591.0805222197602
1999-07-15,591.399384509565
1999-07-16,595.0884934309508
1999-07-19,602.913394198382
1999-07-20,602.5373183310138
1999-07-21,605.9508055249995
1999-07-22,604.7958021463163
1999-07-23,602.3092644153049
1999-07-26,599.9290801333847
1999-07-27,599.5126265102816
1999-07-28,600.473760488771
1999-07-29,591.7457058183311
1999-07-30,596.8229011268226
1999-08-02,588.6558459814704
1999-08-03,587.7102031908313
1999-08-04,585.1847916842519
1999-08-05,577.6967906857058
1999-08-06,578.8794923905879
1999-08-09,580.4746771755022
1999-08-10,577.6307849846074
1999-08-11,577.5846585268777
1999-08-12,582.2605290768443
1999-08-13,590.9466027664544
1999-08-16,593.0691529365032
1999-08-17,593.437436024268
1999-08-18,588.115304722258
1999-08-19,586.9282909465641
1999-08-20,592.3373391713751
1999-08-23,590.2208987155689
1999-08-24,587.9900921198612
1999-08-25,590.8261001571386
1999-08-26,595.8404711907714
1999-08-27,603.3474305835076
1999-08-30,601.7083784735851
1999-08-31,597.2282759723009
1999-09-01,596.2709931549919
1999-09-02,590.3628045782275
1999-09-03,596.2230887053216
1999-09-06,596.0636914412761
1999-09-07,596.1241380224768
1999-09-08,593.4208589261393
1999-09-09,589.5997216360452
1999-09-10,588.8154450462167
1999-09-13,584.3872309283172
1999-09-14,578.8894607241507
1999-09-15,576.0061201648126
1999-09-16,576.4029877841866
1999-09-17,579.2690850878486
1999-09-20,585.4459665077846
1999-09-21,582.3024228230447
1999-09-22,576.4848502831511
1999-09-23,581.7636490301126
1999-09-24,584.101119443553
1999-09-27,595.3656535764306
1999-09-28,589.8991019937781
1999-09-29,588.5504396143199
1999-09-30,591.0438939745117
1999-10-01,598.7031136045597
1999-10-04,611.6536577091081
1999-10-05,611.6536577354278
1999-10-06,609.5123681791875
1999-10-07,608.6702603043275
1999-10-08,609.5025095980333
1999-10-11,608.9817246552792
1999-10-12,608.6520268891746
1999-10-13,604.5006747110211
1999-10-14,602.9959754943399
1999-10-15,597.4593095178755
1999-10-18,592.4564389076987
1999-10-19,596.4068234081687
1999-10-20,598.599021651021
1999-10-21,600.9806997806619
1999-10-22,609.3683473328438
1999-10-25,608.9136468570448
1999-10-26,613.4756800762588
1999-10-27,610.2729685069368
1999-10-28,610.5435398989288
1999-10-29,613.9023124104294
1999-11-01,613.9023125088962
1999-11-02,611.6574725339171
1999-11-03,604.9207494735773
