Date,NEW ZEALAND IMI
1998-12-31,340.22984028211107
1999-01-01,340.22984028211107
1999-01-04,340.2671981284097
1999-01-05,352.20994541536896
1999-01-06,358.7495588598135
1999-01-07,367.31635748182396
1999-01-08,369.1899524923848
1999-01-11,376.65261597133025
1999-01-12,370.80119627153965
1999-01-13,356.4366670451894
1999-01-14,356.60370083099986
1999-01-15,360.4376411480138
1999-01-18,364.5221150404477
1999-01-19,369.47920564296805
1999-01-20,376.44918738885667
1999-01-21,377.6743963948363
1999-01-22,370.5045373261142
1999-01-25,366.2222455164699
1999-01-26,367.5547981122321
1999-01-27,368.76308957714
1999-01-28,369.36924957515333
1999-01-29,377.3657427879136
1999-02-01,386.992746336924
1999-02-02,387.84731846785166
1999-02-03,393.75672857262254
1999-02-04,396.37742289766834
1999-02-05,394.9345514286965
1999-02-08,397.4198550492539
1999-02-09,389.6586595382436
1999-02-10,375.55102010693497
1999-02-11,382.5873072745465
1999-02-12,386.948245965007
1999-02-15,382.4252017420303
1999-02-16,379.63267777620445
1999-02-17,382.8779376382357
1999-02-18,383.1068009243325
1999-02-19,400.31037575246455
1999-02-22,406.23628012580457
1999-02-23,400.1137618672891
1999-02-24,392.0287522520245
1999-02-25,382.40387516083496
1999-02-26,385.7011801174912
1999-03-01,382.43208870375213
1999-03-02,384.30340757431674
1999-03-03,385.5360008346365
1999-03-04,388.16952085178804
1999-03-05,390.72287125205327
1999-03-08,391.648262217388
1999-03-09,389.7021248297732
1999-03-10,386.6516564067543
1999-03-11,387.51484375370876
1999-03-12,388.1060360120561
1999-03-15,390.1114382155168
1999-03-16,391.0228346002987
1999-03-17,383.8085864098441
1999-03-18,384.0617135429558
1999-03-19,387.6085671431703
1999-03-22,388.576150405464
1999-03-23,393.01819451547794
1999-03-24,387.12756225275683
1999-03-25,387.9694818866391
1999-03-26,392.3374558357171
1999-03-29,391.72564514559997
1999-03-30,390.5445794557047
1999-03-31,394.8180158874315
1999-04-01,397.85837522972207
1999-04-02,396.47836317688666
1999-04-05,398.2279306994842
1999-04-06,391.40346649173796
1999-04-07,386.02791662350313
1999-04-08,387.1354066815109
1999-04-09,401.5860786317757
1999-04-12,399.70015762226916
1999-04-13,402.2853882236704
1999-04-14,402.18891144426374
1999-04-15,405.5457299798213
1999-04-16,419.63473428880667
1999-04-19,426.14835275648664
1999-04-20,420.92537326822855
1999-04-21,422.3468417123817
1999-04-22,429.2462441097271
1999-04-23,428.51187375335365
1999-04-26,430.16776431803265
1999-04-27,435.6652045602142
1999-04-28,439.99839468002307
1999-04-29,449.1349873203195
1999-04-30,448.99692606962583
1999-05-03,445.6500481503251
1999-05-04,444.78395988548357
1999-05-05,434.4817953338003
1999-05-06,438.72182866177985
1999-05-07,430.82033206339094
1999-05-10,429.99583153656823
1999-05-11,429.36880889601974
1999-05-12,430.0817084574547
1999-05-13,435.2306782236277
1999-05-14,437.0570367342511
1999-05-17,430.358049685845
1999-05-18,430.0101435135227
1999-05-19,418.7765604384947
1999-05-20,410.7238313389734
1999-05-21,414.92326464585113
1999-05-24,415.66549193702434
1999-05-25,399.7874199207739
1999-05-26,397.9532644202681
1999-05-27,405.39182001072504
1999-05-28,404.5815610296365
1999-05-31,394.94664476702474
1999-06-01,396.8913769951629
1999-06-02,405.03040304260617
1999-06-03,404.42745789784163
1999-06-04,412.8296867029809
1999-06-07,411.8913744773585
1999-06-08,404.4204947118911
1999-06-09,407.5294798936376
1999-06-10,408.2356742236043
1999-06-11,412.09543513397904
1999-06-14,412.76935666882486
1999-06-15,407.5372716014606
1999-06-16,413.80690203882637
1999-06-17,416.54112665170584
1999-06-18,403.802912013585
1999-06-21,406.2312523758289
1999-06-22,406.3666608895953
1999-06-23,410.6078366132005
1999-06-24,417.54964274241615
1999-06-25,414.72749865704515
1999-06-28,414.36267820012586
1999-06-29,416.0194462988735
1999-06-30,414.33350102783385
1999-07-01,416.8026410682423
1999-07-02,420.958037877287
1999-07-05,417.1819243040444
1999-07-06,420.60435674700835
1999-07-07,419.2789867440033
1999-07-08,424.8987527914686
1999-07-09,431.1139689238146
1999-07-12,429.36438202190027
1999-07-13,421.45342189553656
1999-07-14,418.8187569218537
1999-07-15,423.58419995571484
1999-07-16,422.3106521060041
1999-07-19,424.8314852912865
1999-07-20,421.6405232155548
1999-07-21,417.3295522156705
