Date,NETHERLANDS IMI
1998-12-31,701.4249514166261
1999-01-01,701.4263487000062
1999-01-04,722.6223265207614
1999-01-05,730.2821633178041
1999-01-06,746.036364654423
1999-01-07,722.1181890330191
1999-01-08,720.7663065963825
1999-01-11,706.3437426295355
1999-01-12,694.4328128121257
1999-01-13,662.0500552569417
1999-01-14,671.5562372152676
1999-01-15,686.9334659948535
1999-01-18,703.4910162984131
1999-01-19,706.8262079997412
1999-01-20,710.6517317961947
1999-01-21,701.676788398408
1999-01-22,673.2787612283925
1999-01-25,678.0956511763914
1999-01-26,678.7287133133352
1999-01-27,683.3204720323208
1999-01-28,691.0747864035087
1999-01-29,682.4312975525114
1999-02-01,693.570655615574
1999-02-02,687.0378998754802
1999-02-03,680.6939140380019
1999-02-04,688.358333776203
1999-02-05,696.5067812572123
1999-02-08,690.6854872322776
1999-02-09,677.7386266663149
1999-02-10,670.4914286461777
1999-02-11,674.6735666906025
1999-02-12,681.1677253809387
1999-02-15,680.7458837445292
1999-02-16,678.2472530194367
1999-02-17,667.4847636644051
1999-02-18,664.7797332238046
1999-02-19,671.3825977670592
1999-02-22,684.564519261978
1999-02-23,695.3618053815297
1999-02-24,699.0386400387006
1999-02-25,693.9824611222657
1999-02-26,695.7896473180383
1999-03-01,685.6731070951054
1999-03-02,684.445969605939
1999-03-03,677.4638770184415
1999-03-04,677.0468230495882
1999-03-05,694.4802788581171
1999-03-08,690.7186671759769
1999-03-09,687.7003345077434
1999-03-10,685.6880207179883
1999-03-11,697.5015346537499
1999-03-12,703.3771020777908
1999-03-15,705.1546745301097
1999-03-16,710.9219687706379
1999-03-17,710.9556383347394
1999-03-18,712.0562498216506
1999-03-19,723.6076921059549
1999-03-22,721.6722705835283
1999-03-23,707.3644617511359
1999-03-24,696.8920909155003
1999-03-25,705.657692432738
1999-03-26,700.4814465147199
1999-03-29,712.0166594117812
1999-03-30,710.5299764817757
1999-03-31,712.8652199635374
1999-04-01,708.7662161396546
1999-04-02,708.8029361439483
1999-04-05,708.9419009095526
1999-04-06,713.7973826684611
1999-04-07,719.9655421778967
1999-04-08,713.4144717173182
1999-04-09,716.1191292866043
1999-04-12,715.3856026709542
1999-04-13,719.6737707832712
1999-04-14,724.1497118201914
1999-04-15,723.6542970938208
1999-04-16,733.6685808379943
1999-04-19,749.0217399563837
1999-04-20,734.9962317525797
1999-04-21,742.0775528941755
1999-04-22,747.6943609710096
1999-04-23,747.9568971409727
1999-04-26,753.002650350253
1999-04-27,766.4571603637016
1999-04-28,769.6565578507661
1999-04-29,770.5354450209537
1999-04-30,770.1456985484899
1999-05-03,772.685866897781
1999-05-04,774.6005461391101
1999-05-05,762.7024016863675
1999-05-06,759.0022040984788
1999-05-07,761.9306466955824
1999-05-10,758.8191511227492
1999-05-11,757.3721641250633
1999-05-12,751.6707400318165
1999-05-13,752.105352921251
1999-05-14,746.6235171712468
1999-05-17,735.4237174626603
1999-05-18,741.7529056987546
1999-05-19,748.4223319709997
1999-05-20,756.9808576292654
1999-05-21,762.0509724879839
1999-05-24,761.0660834768001
1999-05-25,755.985985948602
1999-05-26,754.5186095331334
1999-05-27,746.5923163502413
1999-05-28,744.7845187655481
1999-05-31,746.4157507232252
1999-06-01,746.0307890009651
1999-06-02,748.689019358033
1999-06-03,758.6603090860879
1999-06-04,764.5321708949192
1999-06-07,768.8338531048105
