Date,EUROPE SMALL CAP QUALITY
2005-05-31,1000.0
2005-06-01,1005.978877500233
2005-06-02,1008.2667027357548
2005-06-03,1011.9582308913288
2005-06-06,1010.5246184048758
2005-06-07,1018.8569046422856
2005-06-08,1021.727088041488
2005-06-09,1023.2308088181578
2005-06-10,1030.416546241066
2005-06-13,1037.3463906760148
2005-06-14,1039.4416009237725
2005-06-15,1037.9823069389004
2005-06-16,1044.5211613346312
2005-06-17,1044.458827637757
2005-06-20,1046.3181409978347
2005-06-21,1045.397659007081
2005-06-22,1046.1314592285514
2005-06-23,1051.182565413803
2005-06-24,1047.4015321616082
2005-06-27,1040.2622675246346
2005-06-28,1047.5091992548957
2005-06-29,1050.2412509188143
2005-06-30,1048.2126070975894
2005-07-01,1054.1610190337476
2005-07-04,1056.2959751258466
2005-07-05,1055.0840111014911
2005-07-06,1063.1142747207662
2005-07-07,1048.1774712106353
2005-07-08,1062.3661609949015
2005-07-11,1070.131601953825
2005-07-12,1069.8366415634482
2005-07-13,1073.66722052942
2005-07-14,1072.587714857048
2005-07-15,1071.241163642285
2005-07-18,1068.6387799056731
2005-07-19,1067.4122625067525
2005-07-20,1065.2058539368122
2005-07-21,1066.9323716660792
2005-07-22,1069.8496237401482
2005-07-25,1072.46141815734
2005-07-26,1076.0000377861459
2005-07-27,1088.2756967910818
2005-07-28,1095.3780247625905
2005-07-29,1098.2547459024843
2005-08-01,1102.1899927676986
2005-08-02,1107.8456828366461
2005-08-03,1109.4416442573151
2005-08-04,1106.9168750097922
2005-08-05,1103.4316531708398
2005-08-08,1108.2114069628399
2005-08-09,1112.6230033239221
2005-08-10,1118.9023617052055
2005-08-11,1115.7641873702767
2005-08-12,1120.7677276410961
2005-08-15,1121.264319879237
2005-08-16,1120.9043386178391
2005-08-17,1114.6313151801473
2005-08-18,1110.9245013448137
2005-08-19,1117.4019748061844
2005-08-22,1119.3920412709417
2005-08-23,1118.1505211212232
2005-08-24,1114.0392083283657
2005-08-25,1110.7498034949933
2005-08-26,1113.427032908261
2005-08-29,1113.0225654693334
2005-08-30,1117.1284413376395
2005-08-31,1126.167245624746
2005-09-01,1137.4822760213278
2005-09-02,1136.7847824467908
2005-09-05,1137.632214728217
