Date,ACWI IMI QUALITY
1998-12-31,1000.0
1999-01-01,999.9998535335709
1999-01-04,1000.9160123241984
1999-01-05,1012.0646496259542
1999-01-06,1037.124328022968
1999-01-07,1039.1125549527658
1999-01-08,1049.9638876749964
1999-01-11,1045.0893920196572
1999-01-12,1025.4457790890938
1999-01-13,1004.5044907867285
1999-01-14,993.4333293514933
1999-01-15,1021.7073918238542
1999-01-18,1026.41016181863
1999-01-19,1034.6367762915963
1999-01-20,1042.2101503960596
1999-01-21,1022.3584829480458
1999-01-22,1011.038032856365
1999-01-25,1021.2946497353715
1999-01-26,1039.238435851868
1999-01-27,1045.9666836441593
1999-01-28,1070.2606652451698
1999-01-29,1086.4913442858274
1999-02-01,1092.4029975086291
1999-02-02,1079.4153242442424
1999-02-03,1083.208744414152
1999-02-04,1070.2942544548794
1999-02-05,1058.1944825059406
1999-02-08,1064.8231536643004
1999-02-09,1036.0811280905946
1999-02-10,1036.4294695062115
1999-02-11,1063.0049189959384
1999-02-12,1048.5297029213546
1999-02-15,1052.0896962643178
1999-02-16,1062.7690606128995
1999-02-17,1042.2576602361264
1999-02-18,1048.421197321062
1999-02-19,1062.2401236349
1999-02-22,1092.329301840344
1999-02-23,1102.0243074074256
1999-02-24,1094.751815568461
1999-02-25,1078.5259937032688
1999-02-26,1075.9863162967836
1999-03-01,1077.0788611194912
1999-03-02,1070.7715342007386
1999-03-03,1071.85068201642
1999-03-04,1091.2047581239926
1999-03-05,1112.342605316445
1999-03-08,1118.7125068935409
1999-03-09,1119.277083716332
1999-03-10,1111.7372755551346
1999-03-11,1129.4062669184054
1999-03-12,1115.450518981457
1999-03-15,1125.4318377352736
1999-03-16,1131.5463527005936
1999-03-17,1113.7820523254377
1999-03-18,1124.7320863803225
1999-03-19,1118.9022384273705
1999-03-22,1117.6644830773967
1999-03-23,1092.9590959530303
1999-03-24,1096.7094362202852
1999-03-25,1121.561056003802
1999-03-26,1129.0059358963663
1999-03-29,1155.2736438275392
1999-03-30,1148.6949707687265
1999-03-31,1137.5854916208073
1999-04-01,1142.5511578170776
1999-04-02,1145.0220028422254
1999-04-05,1168.4032493180487
1999-04-06,1167.8598458489494
1999-04-07,1166.7709617644387
1999-04-08,1176.7024974092749
1999-04-09,1185.9496124110344
1999-04-12,1179.253297914843
1999-04-13,1178.6774128354907
1999-04-14,1155.2699425485216
1999-04-15,1150.4188316072023
1999-04-16,1143.7141189491172
1999-04-19,1119.1399626104085
1999-04-20,1127.7078981984455
1999-04-21,1161.1806372958588
1999-04-22,1186.0707411484639
1999-04-23,1180.350434046036
1999-04-26,1194.7872936516635
1999-04-27,1187.6665086067378
1999-04-28,1173.0699353518912
1999-04-29,1165.1212858685328
1999-04-30,1166.2816366164645
1999-05-03,1175.651914395441
1999-05-04,1158.9034127908128
1999-05-05,1159.5094555897026
1999-05-06,1140.268673251145
1999-05-07,1143.0974428205873
1999-05-10,1143.351334429596
1999-05-11,1162.7321027607418
1999-05-12,1177.0436042231204
1999-05-13,1184.2649652465511
1999-05-14,1154.230946791694
1999-05-17,1159.2012355681782
1999-05-18,1158.369271571816
1999-05-19,1163.5666302962927
1999-05-20,1165.358788222935
1999-05-21,1162.6387872756156
1999-05-24,1141.2237220004286
1999-05-25,1118.2211789218813
1999-05-26,1140.610407798655
1999-05-27,1132.0065093607955
1999-05-28,1146.6123624223858
1999-05-31,1150.3817041048296
1999-06-01,1140.8802134658113
1999-06-02,1155.546075129823
1999-06-03,1158.215125925516
1999-06-04,1190.3899185703087
1999-06-07,1196.345401488941
1999-06-08,1172.2208722597622
1999-06-09,1176.3316174011438
1999-06-10,1153.1079134384488
1999-06-11,1147.530116320264
1999-06-14,1144.4892460716067
1999-06-15,1150.0736273344717
1999-06-16,1187.527898398058
1999-06-17,1196.3838930716952
1999-06-18,1192.2814319740935
1999-06-21,1214.1501083688634
1999-06-22,1205.221814949952
1999-06-23,1202.2167251382175
1999-06-24,1187.2583120939516
1999-06-25,1175.6597619511513
1999-06-28,1194.8019188682472
1999-06-29,1213.7610167700318
1999-06-30,1234.7455684038214
1999-07-01,1255.8729950167358
1999-07-02,1270.4843613047904
1999-07-05,1273.896977577636
1999-07-06,1266.7073391063875
1999-07-07,1272.383061691185
1999-07-08,1277.3700616793942
1999-07-09,1282.5290416185155
1999-07-12,1287.725445409293
1999-07-13,1277.075165774478
1999-07-14,1281.4789892329168
1999-07-15,1287.7390808653124
1999-07-16,1294.213332882692
1999-07-19,1289.0500990460116
1999-07-20,1233.3673134440157
1999-07-21,1226.5481442106213
1999-07-22,1210.0836726866396
1999-07-23,1206.648163285353
1999-07-26,1176.2118380242262
1999-07-27,1193.1518748305064
1999-07-28,1199.9766630449521
1999-07-29,1167.6899319182664
1999-07-30,1168.421168915222
1999-08-02,1170.5992288498899
1999-08-03,1164.3276760624785
1999-08-04,1141.5270592005575
1999-08-05,1135.6000668953393
1999-08-06,1131.8568512061565
1999-08-09,1137.2965559740373
1999-08-10,1120.021111010452
1999-08-11,1141.8657773200482
1999-08-12,1147.6491312101161
1999-08-13,1178.6892412227428
1999-08-16,1184.3299163055817
1999-08-17,1196.2288546419097
1999-08-18,1186.637864073423
1999-08-19,1169.7399000396865
1999-08-20,1182.0873717049105
1999-08-23,1211.103761536683
1999-08-24,1220.139069010159
1999-08-25,1251.0975579649769
1999-08-26,1241.6690019276841
1999-08-27,1228.82323126024
1999-08-30,1217.3624677027624
1999-08-31,1199.9103895527346
1999-09-01,1207.6451244467548
1999-09-02,1188.9145967488807
1999-09-03,1230.4253017791118
1999-09-06,1237.474540821138
1999-09-07,1228.1578231451379
1999-09-08,1220.7265425477142
1999-09-09,1231.5576067593672
1999-09-10,1245.0872969620973
1999-09-13,1245.1926831053838
1999-09-14,1235.9323776866681
1999-09-15,1223.787701716911
1999-09-16,1222.7283876398715
1999-09-17,1236.869709422455
1999-09-20,1242.0711023915933
1999-09-21,1213.878665192988
