Date,GREECE IMI GROWTH
1998-12-31,703.4321677505654
1999-01-01,703.4321677505654
1999-01-04,751.2465932599871
1999-01-05,755.1203881910551
1999-01-06,754.7707407910706
1999-01-07,790.1023965031374
1999-01-08,795.69721553231
1999-01-11,794.3848902390689
1999-01-12,794.8281717352114
1999-01-13,740.0595786010967
1999-01-14,766.7018781637166
1999-01-15,765.2143021514127
1999-01-18,797.0038790539584
1999-01-19,789.4465302254533
1999-01-20,800.1382882526306
1999-01-21,801.5679560506496
1999-01-22,795.5793782422593
1999-01-25,774.9532407593092
1999-01-26,799.3069898664329
1999-01-27,803.066665068076
1999-01-28,815.4429616663532
1999-01-29,835.4445226425571
1999-02-01,847.64065517576
1999-02-02,855.0162871297521
1999-02-03,861.0532781093123
1999-02-04,849.4224378677415
1999-02-05,852.1020187846441
1999-02-08,858.3616293266494
1999-02-09,833.0511084532316
1999-02-10,837.4237021136975
1999-02-11,860.0692864552708
1999-02-12,874.0031368885888
1999-02-15,889.6855212888922
1999-02-16,870.4674288878225
1999-02-17,877.4319404122799
1999-02-18,859.99670790146
1999-02-19,837.9961091147159
1999-02-22,837.9956476633723
1999-02-23,793.3556714572284
1999-02-24,839.9873168224495
1999-02-25,853.3107638864809
1999-02-26,847.0917966513593
1999-03-01,855.095795876187
1999-03-02,836.3644982547773
1999-03-03,840.249932438164
1999-03-04,811.7836016721028
1999-03-05,811.8060948541028
1999-03-08,826.8494397116624
1999-03-09,848.7085160828364
1999-03-10,856.0012129635033
1999-03-11,859.0446037260057
1999-03-12,870.586235199004
1999-03-15,872.9714383950823
1999-03-16,871.221853561969
1999-03-17,873.0668857463404
1999-03-18,876.7873078709937
1999-03-19,891.7327161405352
1999-03-22,884.2649096216464
1999-03-23,854.4033047144198
1999-03-24,811.3520914093458
1999-03-25,811.8846595305441
1999-03-26,821.744324357027
1999-03-29,799.0311455716829
1999-03-30,808.5401830426716
1999-03-31,782.6297942750557
1999-04-01,724.270953827867
1999-04-02,759.1135076758039
1999-04-05,734.4997837222172
1999-04-06,746.7800420539124
1999-04-07,790.170292024213
1999-04-08,813.8277203221993
1999-04-09,814.512890396361
1999-04-12,813.7624087813574
1999-04-13,830.301567484754
1999-04-14,831.7397795236984
1999-04-15,813.4783889404953
1999-04-16,796.924038599694
1999-04-19,757.196756632929
1999-04-20,750.080556411651
1999-04-21,745.8805175681603
1999-04-22,735.8200939886104
1999-04-23,750.0404784959399
1999-04-26,740.5998495601939
1999-04-27,774.972938962256
1999-04-28,792.1396965217446
1999-04-29,787.699637053349
1999-04-30,817.6773866996529
1999-05-03,839.2122259532331
1999-05-04,840.0249888355355
1999-05-05,862.7608476380374
1999-05-06,896.0271474953081
1999-05-07,903.3060251993118
1999-05-10,897.4637493968536
1999-05-11,917.7943568351952
1999-05-12,922.7824385705898
1999-05-13,905.9711399170352
1999-05-14,912.9806910269887
1999-05-17,882.9890134843674
1999-05-18,921.9703322333007
1999-05-19,929.7561132755895
1999-05-20,944.9659159382886
1999-05-21,945.2789358784008
1999-05-24,934.5656558712034
1999-05-25,920.0451025161767
1999-05-26,886.9780679838274
1999-05-27,877.9768198326087
1999-05-28,874.0837252599214
1999-05-31,875.701659274511
1999-06-01,917.6299685369446
1999-06-02,913.5383706962346
1999-06-03,924.1600892129434
1999-06-04,918.314998022934
1999-06-07,929.4825311686133
1999-06-08,923.3263769759849
1999-06-09,928.5789818414773
1999-06-10,915.4418365114
1999-06-11,916.3155592066056
1999-06-14,920.6034556484907
1999-06-15,915.0569522943478
1999-06-16,917.1376030230251
1999-06-17,911.7731234224924
1999-06-18,912.3630736740364
1999-06-21,920.7274186303309
1999-06-22,913.0122088097511
1999-06-23,898.125815434242
1999-06-24,904.3394407960449
1999-06-25,906.2028550849664
1999-06-28,913.5765950683171
1999-06-29,917.2904475320064
1999-06-30,921.8125706519155
1999-07-01,942.6929664743844
1999-07-02,949.6170903791856
1999-07-05,990.9478483203565
1999-07-06,991.3921070290297
1999-07-07,987.8729640793741
1999-07-08,982.2224687078353
1999-07-09,982.5324181617311
1999-07-12,992.4692477532843
1999-07-13,987.6506672451573
1999-07-14,983.558008648384
1999-07-15,991.8117219619593
1999-07-16,997.840411686264
1999-07-19,1018.3491416054576
1999-07-20,1014.5479624768127
1999-07-21,1013.5080537649409
1999-07-22,1027.9592789798905
1999-07-23,1027.6235461688918
1999-07-26,1031.5170801514364
1999-07-27,1013.5904867886549
1999-07-28,1009.5361507336057
1999-07-29,1011.3106919548541
1999-07-30,997.304446091702
1999-08-02,990.1662177868853
1999-08-03,995.9329981795536
1999-08-04,1012.5479435401699
1999-08-05,1014.8390027976633
1999-08-06,1024.028232213904
1999-08-09,1041.8697379372356
1999-08-10,1059.5001416066925
1999-08-11,1051.4114735006808
1999-08-12,1072.1069607734166
1999-08-13,1099.9810011205088
1999-08-16,1124.9632787365256
1999-08-17,1128.0146347641428
1999-08-18,1150.7193263204324
1999-08-19,1137.5752848120433
1999-08-20,1154.103391045647
1999-08-23,1185.7379305584461
1999-08-24,1180.1355322497188
1999-08-25,1213.2170692557856
1999-08-26,1199.1908754937388
1999-08-27,1213.7532362054205
1999-08-30,1236.7753604941333
1999-08-31,1235.063613307723
1999-09-01,1273.4279574857355
1999-09-02,1286.0664974114857
1999-09-03,1288.735266717681
1999-09-06,1342.7083190438743
1999-09-07,1353.6482024512002
1999-09-08,1352.7430203159404
1999-09-09,1355.1120857292867
1999-09-10,1373.4968805484937
1999-09-13,1443.9149867315482
1999-09-14,1454.3951026228167
1999-09-15,1489.487504017946
1999-09-16,1528.5889367561424
1999-09-17,1535.159517313706
1999-09-20,1509.5425983384878
1999-09-21,1428.4282970785814
1999-09-22,1432.9681150190145
1999-09-23,1372.9263963648837
1999-09-24,1300.07412114906
1999-09-27,1230.7466130571029
1999-09-28,1297.6830743151734
1999-09-29,1309.0608728542836
1999-09-30,1345.3674004995387
1999-10-01,1340.980268564492
1999-10-04,1359.9396216625294
1999-10-05,1409.8641582652767
1999-10-06,1436.498367113841
1999-10-07,1442.1928592923696
1999-10-08,1448.8464442619118
1999-10-11,1480.6809308677991
1999-10-12,1534.5856439129989
1999-10-13,1536.0719270986383
1999-10-14,1485.0247245013306
1999-10-15,1453.7013958787577
1999-10-18,1368.916466596054
1999-10-19,1376.7271551340896
1999-10-20,1471.3119367227364
1999-10-21,1471.7076827971891
1999-10-22,1458.8973992580466
1999-10-25,1441.6918825004361
1999-10-26,1411.2493363106387
1999-10-27,1369.2828719776242
1999-10-28,1369.796007340879
1999-10-29,1388.3220454506525
1999-11-01,1436.3230107495358
1999-11-02,1435.8147877227138
1999-11-03,1410.768796679192
1999-11-04,1404.3363580586797
1999-11-05,1431.1690238088574
1999-11-08,1467.8752912156888
1999-11-09,1464.8440894007583
1999-11-10,1472.1533923106226
1999-11-11,1453.6109542014478
1999-11-12,1460.5742689254657
1999-11-15,1464.5078365520444
1999-11-16,1454.2377304823897
1999-11-17,1447.8919270671533
1999-11-18,1433.5602799614858
1999-11-19,1443.9514832577072
1999-11-22,1446.7877948637051
1999-11-23,1424.3833760444259
1999-11-24,1372.7983704735518
1999-11-25,1380.1063728199229
1999-11-26,1427.1468719979382
1999-11-29,1463.1457436634987
1999-11-30,1437.3873671025306
1999-12-01,1432.8122537368488
1999-12-02,1421.0900396708835
1999-12-03,1405.324342147673
1999-12-06,1387.2832886609294
1999-12-07,1335.7636405628002
1999-12-08,1300.2795338232663
1999-12-09,1282.5743188551176
1999-12-10,1313.5868697829178
1999-12-13,1374.992045374364
1999-12-14,1368.9085090709714
1999-12-15,1319.4789440926236
1999-12-16,1245.0893642094263
1999-12-17,1248.8769884280211
1999-12-20,1194.1632613861575
1999-12-21,1155.2406091788393
1999-12-22,1147.82503019238
1999-12-23,1087.549150125607
1999-12-24,1059.3130317566993
1999-12-27,1125.6602765221958
1999-12-28,1190.3286904684219
1999-12-29,1239.9306501966016
1999-12-30,1294.9164723653053
1999-12-31,1294.9164723653053
2000-01-03,1373.244859409937
2000-01-04,1327.917610459116
2000-01-05,1275.4612896652818
2000-01-06,1275.656493271089
2000-01-07,1306.5186159824693
2000-01-10,1291.3296495870336
2000-01-11,1231.0554836420572
2000-01-12,1229.9032529666717
2000-01-13,1228.0236891963916
2000-01-14,1257.334945387394
2000-01-17,1290.6348953420177
2000-01-18,1257.8298312118548
2000-01-19,1222.852174865489
2000-01-20,1225.9516475896921
2000-01-21,1237.4444509071773
2000-01-24,1223.1420674174726
2000-01-25,1206.476062153845
2000-01-26,1182.6520425406015
2000-01-27,1182.1658145604779
