Date,INDONESIA IMI GROWTH
1998-12-31,340.734257688941
1999-01-01,340.734257688941
1999-01-04,336.8624629803365
1999-01-05,354.22628881857236
1999-01-06,374.5358912098096
1999-01-07,412.3122143181666
1999-01-08,395.0173119960562
1999-01-11,388.229331857172
1999-01-12,387.46759132270944
1999-01-13,347.59214989947185
1999-01-14,341.7050035158663
1999-01-15,342.3782401127271
1999-01-18,345.21761690343334
1999-01-19,344.93505391195595
1999-01-20,343.96692457976616
1999-01-21,334.70963019233807
1999-01-22,325.3882910652661
1999-01-25,307.2747543995876
1999-01-26,324.8582032394205
1999-01-27,336.74103057035654
1999-01-28,332.45596193592826
1999-01-29,342.6272812911202
1999-02-01,343.80180633940773
1999-02-02,341.90089444370585
1999-02-03,360.4751107232398
1999-02-04,349.73594538834845
1999-02-05,343.7788099980817
1999-02-08,332.815434634638
1999-02-09,336.68314276230944
1999-02-10,342.33365417768783
1999-02-11,349.0792053568292
1999-02-12,348.30260745349375
1999-02-15,351.06746801334924
1999-02-16,349.4758414295
1999-02-17,347.1806569935571
1999-02-18,344.3127196871141
1999-02-19,353.40754872366244
1999-02-22,348.8557412387795
1999-02-23,348.3397410249361
1999-02-24,358.34779844120646
1999-02-25,352.31782609355145
1999-02-26,350.23538741776997
1999-03-01,349.8833054031541
1999-03-02,349.568489273716
1999-03-03,349.25613036623076
1999-03-04,345.05880971255607
1999-03-05,336.7145574237385
1999-03-08,330.84397827423965
1999-03-09,324.19067074282964
1999-03-10,313.8387235766158
1999-03-11,311.1517973952522
1999-03-12,313.62012526042304
1999-03-15,324.1167478761216
1999-03-16,333.8906584379948
1999-03-17,329.4629528676968
1999-03-18,330.1076944584359
1999-03-19,345.3236202747042
1999-03-22,340.6652669141436
1999-03-23,346.8410353704366
1999-03-24,341.7594935267423
1999-03-25,344.4412932183266
1999-03-26,343.2584822676764
1999-03-29,348.1306668298691
1999-03-30,350.61443280616726
1999-03-31,351.52470589628405
1999-04-01,351.53216642629104
1999-04-02,354.36856473273633
1999-04-05,353.4457866643895
1999-04-06,350.48620635257504
1999-04-07,351.36907924109255
1999-04-08,356.2613415596243
1999-04-09,379.3918321874945
1999-04-12,382.1234921202778
1999-04-13,392.3372560142619
1999-04-14,393.9875127277487
1999-04-15,397.753035080939
1999-04-16,431.75418877601004
1999-04-19,459.006454392763
1999-04-20,440.5080471871122
1999-04-21,430.1165675512302
1999-04-22,426.1052034631724
1999-04-23,412.53536011815515
1999-04-26,413.738906267337
1999-04-27,414.16454300301996
1999-04-28,435.32390417963273
1999-04-29,467.27417982506637
1999-04-30,476.40525283932425
1999-05-03,514.0530207825077
1999-05-04,518.9671159835095
1999-05-05,505.6876270657958
1999-05-06,512.848331208702
1999-05-07,534.1216720985493
1999-05-10,560.8680517602404
1999-05-11,553.3832552126387
1999-05-12,546.4872767876627
1999-05-13,550.6146555633514
1999-05-14,555.2315614492902
1999-05-17,553.2802793403606
1999-05-18,558.6024385167663
1999-05-19,550.6950459910292
1999-05-20,550.6579780847713
1999-05-21,551.8498046269426
1999-05-24,568.3122190282534
1999-05-25,580.6619131522837
1999-05-26,558.5915296601686
1999-05-27,553.0838481955436
1999-05-28,530.2862813416361
1999-05-31,542.7019362099445
1999-06-01,530.9335377677976
1999-06-02,532.2304394606974
1999-06-03,551.1523616512559
1999-06-04,589.4274063426129
1999-06-07,611.1539386483547
1999-06-08,701.3223196803239
1999-06-09,681.7202455064182
1999-06-10,663.743990208788
1999-06-11,651.6289626377945
1999-06-14,681.8790665368497
1999-06-15,692.4248704524928
1999-06-16,693.5579787557917
1999-06-17,707.5978890357862
1999-06-18,749.8122599604316
1999-06-21,804.5753265116319
1999-06-22,822.7651856104685
1999-06-23,808.842316122339
1999-06-24,769.8567950824582
1999-06-25,742.3423040245921
1999-06-28,781.0942394334552
1999-06-29,778.7761523632321
1999-06-30,739.0541675266971
1999-07-01,760.1964523053349
1999-07-02,771.3560932523598
1999-07-05,783.5006967808451
1999-07-06,793.8471888349055
1999-07-07,766.9243877935329
1999-07-08,776.8828060262314
1999-07-09,776.113337580491
1999-07-12,783.4901346021871
1999-07-13,772.9638887088653
1999-07-14,769.2989708149023
1999-07-15,774.4646383901174
1999-07-16,776.3518631722072
1999-07-19,776.8698285097396
1999-07-20,746.3482257081669
1999-07-21,723.5107747133459
1999-07-22,707.3469175767824
1999-07-23,679.2589235091102
1999-07-26,620.9747197621012
1999-07-27,616.739339473504
1999-07-28,660.1882492951003
1999-07-29,685.9876116469567
1999-07-30,666.6833469171241
1999-08-02,670.7475025517056
1999-08-03,687.5930642010755
1999-08-04,673.1787274297288
1999-08-05,654.7039000231837
1999-08-06,655.4852049538612
1999-08-09,645.9326604753321
1999-08-10,592.0622342364903
1999-08-11,525.8229708484901
1999-08-12,531.2090537796121
1999-08-13,533.0675363251372
1999-08-16,565.521267068281
1999-08-17,561.0555514813358
1999-08-18,583.7970857839671
1999-08-19,592.367791217668
1999-08-20,576.5869683028666
1999-08-23,592.221728912493
1999-08-24,578.0428816178982
1999-08-25,596.2951723953638
1999-08-26,596.3272382315171
1999-08-27,584.7176413305644
1999-08-30,564.6666227831136
1999-08-31,564.5854642023286
1999-09-01,555.1263664674805
1999-09-02,545.6255500850034
1999-09-03,549.4355165745588
1999-09-06,501.0432398110915
1999-09-07,492.2940950282477
1999-09-08,446.5955399102046
1999-09-09,458.8770594247852
1999-09-10,525.8410486869677
1999-09-13,556.2553032349089
1999-09-14,545.6017762034624
1999-09-15,516.1813284680364
1999-09-16,524.782662327768
1999-09-17,512.7981447954058
1999-09-20,495.26981809074624
1999-09-21,491.97368475412543
1999-09-22,479.70925731255596
1999-09-23,451.63189035126646
1999-09-24,457.3875680821218
1999-09-27,470.330567266019
1999-09-28,478.4840384661483
1999-09-29,462.68405643402303
1999-09-30,493.1502451400242
1999-10-01,542.9024440419896
1999-10-04,551.5132780644841
1999-10-05,581.1911572149327
1999-10-06,599.2880926705324
1999-10-07,595.9911285341262
1999-10-08,600.2889619581804
1999-10-11,599.3221753294681
1999-10-12,583.9898399280845
1999-10-13,555.1081589996714
1999-10-14,532.514288577254
1999-10-15,558.2392410981107
1999-10-18,557.4609621894549
1999-10-19,615.669849193579
1999-10-20,636.9349402301086
1999-10-21,724.7759992063026
1999-10-22,715.9325536351644
1999-10-25,719.5458901111649
1999-10-26,724.7101126939818
1999-10-27,715.5298868336696
1999-10-28,712.3922474352095
1999-10-29,737.0524252287025
1999-11-01,749.9303057638352
1999-11-02,750.3064648087077
1999-11-03,770.4615649592909
1999-11-04,784.8840438834148
1999-11-05,796.7262511804452
1999-11-08,781.7764608121443
1999-11-09,768.0397341817716
1999-11-10,749.5693161061031
1999-11-11,732.1307506206556
1999-11-12,762.973674016282
1999-11-15,779.7649051720736
1999-11-16,752.4053419137382
1999-11-17,749.4647118680067
1999-11-18,749.8563707630183
1999-11-19,760.0998068650522
1999-11-22,729.8626463961368
1999-11-23,721.8468526926013
1999-11-24,696.5171643866178
1999-11-25,663.564927162682
1999-11-26,670.5844275303513
1999-11-29,651.8807194967119
1999-11-30,659.2755904030882
1999-12-01,663.2944255506056
1999-12-02,668.9521506455932
1999-12-03,690.7750203255392
1999-12-06,691.0424184347588
1999-12-07,686.3289546726083
1999-12-08,686.6131530448184
1999-12-09,690.375950951687
1999-12-10,708.6449167211354
1999-12-13,702.3751491272068
1999-12-14,700.2521384853245
1999-12-15,720.0407669649444
1999-12-16,727.5514958533755
1999-12-17,732.5395801682995
1999-12-20,735.8707870715845
1999-12-21,739.1426936460465
1999-12-22,749.0713501402349
1999-12-23,757.558727439618
1999-12-24,757.558727439618
1999-12-27,794.5881233114583
1999-12-28,760.3011959111246
1999-12-29,740.3377489792595
1999-12-30,773.9148662614259
1999-12-31,773.9148662614259
2000-01-03,764.081325976006
2000-01-04,734.126312564458
2000-01-05,708.6770192021459
2000-01-06,707.3565945907893
2000-01-07,718.9446166128953
2000-01-10,719.6541327741579
2000-01-11,719.693183616648
2000-01-12,698.342482679721
2000-01-13,701.6797745824081
2000-01-14,698.2672447017975
2000-01-17,708.126951868125
2000-01-18,703.4826157670769
2000-01-19,684.5723492692371
2000-01-20,669.4876195173799
2000-01-21,680.6866448606124
2000-01-24,674.0222062560587
2000-01-25,662.788803176155
2000-01-26,654.3505557920037
2000-01-27,680.1406688003282
2000-01-28,678.5781143454101
2000-01-31,683.8210533407615
2000-02-01,660.617656658335
2000-02-02,625.7944246680552
2000-02-03,646.9908764303557
2000-02-04,678.0390412075515
2000-02-07,680.027450716395
2000-02-08,679.5912009771109
2000-02-09,690.5958375702513
2000-02-10,688.4935984922504
2000-02-11,710.6204438520733
2000-02-14,711.1122582066259
2000-02-15,689.6098614857262
2000-02-16,658.6703996448803
2000-02-17,639.6528013217428
2000-02-18,636.4589440021765
2000-02-21,628.4217949552315
2000-02-22,600.1348118874675
2000-02-23,602.7419459975011
2000-02-24,592.6907138584611
2000-02-25,618.9167869524396
2000-02-28,611.9859650095641
2000-02-29,617.935078121051
2000-03-01,601.0006520420217
2000-03-02,595.2207889865127
2000-03-03,594.4783577648284
2000-03-06,614.9046998091487
2000-03-07,597.5672330458633
2000-03-08,618.4307017740399
2000-03-09,621.9262846901618
2000-03-10,631.0339017540465
2000-03-13,636.7504720305502
2000-03-14,632.7224713575356
2000-03-15,625.3900741515336
2000-03-16,625.5783383999233
2000-03-17,626.1652833794932
2000-03-20,628.5482583746068
2000-03-21,613.2710631303208
2000-03-22,627.64730453258
2000-03-23,603.3161435903829
2000-03-24,611.9739171328966
2000-03-27,605.4306403172982
2000-03-28,587.0562437405057
2000-03-29,618.406573306403
2000-03-30,584.9218255006391
2000-03-31,588.3711665544729
2000-04-03,592.5545619669526
2000-04-04,596.6994638173724
2000-04-05,551.0864384235748
2000-04-06,554.8789106550494
2000-04-07,597.8363652283278
2000-04-10,599.1251181513571
2000-04-11,603.3806316466415
2000-04-12,581.1368968974936
2000-04-13,600.104491381337
2000-04-14,585.3090078019407
2000-04-17,549.3719558749606
2000-04-18,548.59377383821
2000-04-19,552.0191663554256
2000-04-20,551.5468450497871
2000-04-21,551.5468450497871
2000-04-24,545.6506254314189
2000-04-25,523.8798594119054
2000-04-26,550.6229072042725
2000-04-27,541.0677655725624
2000-04-28,540.1209652727708
2000-05-01,543.2343038068018
2000-05-02,543.2353495689599
2000-05-03,553.9736871749564
2000-05-04,558.629320161568
2000-05-05,574.548310234675
2000-05-08,571.9390782165653
2000-05-09,538.6436328186138
2000-05-10,531.2897425970217
2000-05-11,510.6013796827599
2000-05-12,525.6903545686816
2000-05-15,488.83505793615154
2000-05-16,488.63069203077043
2000-05-17,525.52429057661
2000-05-18,513.573605518995
2000-05-19,526.3659646908471
2000-05-22,499.1778334219432
2000-05-23,488.299154290332
2000-05-24,481.58666452596333
2000-05-25,476.336550319113
2000-05-26,457.0833255495354
2000-05-29,439.93139681855314
2000-05-30,446.11836993444695
2000-05-31,448.4957862947649
2000-06-01,450.14375603514924
2000-06-02,442.78275170909285
2000-06-05,443.1836575426696
2000-06-06,426.0386357230836
2000-06-07,427.42065836194826
2000-06-08,423.619479098489
2000-06-09,443.3944678258839
2000-06-12,443.0147170551961
2000-06-13,437.17515543590645
2000-06-14,432.7523701018163
2000-06-15,434.8714642703692
2000-06-16,438.88782339594536
2000-06-19,447.5253410946004
2000-06-20,436.2181053829146
2000-06-21,442.5686252897366
2000-06-22,459.3625642589029
2000-06-23,461.2034904345249
2000-06-26,466.9764469723599
2000-06-27,459.88272862035507
2000-06-28,478.011127080363
2000-06-29,455.166974689223
2000-06-30,475.46315647737123
2000-07-03,434.1924697564898
2000-07-04,430.74754599931094
2000-07-05,412.0454338668632
2000-07-06,413.2506789879442
2000-07-07,413.42794672590657
2000-07-10,410.0782414561317
2000-07-11,414.4680954048731
2000-07-12,412.8983357417781
2000-07-13,412.56259551116784
2000-07-14,408.48099414019913
2000-07-17,409.50469963246286
2000-07-18,420.0460736214056
2000-07-19,446.0378948081021
2000-07-20,444.82003630454744
2000-07-21,441.33072525147963
2000-07-24,436.897097838267
2000-07-25,420.3441125279757
2000-07-26,419.8842594770015
2000-07-27,423.99466355200843
2000-07-28,434.34545533963313
2000-07-31,424.09103262482415
2000-08-01,421.3573866310315
2000-08-02,433.507139004701
2000-08-03,445.2509659750922
2000-08-04,450.9333624698168
2000-08-07,445.98574004898
2000-08-08,445.7143119941428
2000-08-09,444.8258485906291
2000-08-10,449.37045076261296
2000-08-11,480.8555784140329
2000-08-14,486.3541069673785
2000-08-15,478.134196312681
2000-08-16,472.10763556902344
2000-08-17,469.7637538948819
2000-08-18,476.7975510601714
2000-08-21,487.4285035478281
2000-08-22,503.1119286112251
2000-08-23,497.72570031854724
2000-08-24,468.361839507311
2000-08-25,476.6724447315747
2000-08-28,479.0348179930492
2000-08-29,458.397263020876
2000-08-30,461.2268981078413
2000-08-31,466.6149980657632
2000-09-01,465.92360859450764
2000-09-04,470.79990755156115
2000-09-05,475.32051467737523
2000-09-06,473.86822789682924
2000-09-07,473.81955038589996
2000-09-08,479.2536074453494
2000-09-11,460.6645147753383
2000-09-12,445.2693657748516
2000-09-13,429.3357692775371
2000-09-14,441.67842501987127
2000-09-15,433.52458727396237
2000-09-18,399.5834004268451
2000-09-19,420.4917188462689
2000-09-20,409.44569194484325
2000-09-21,403.20136276476944
2000-09-22,384.18974596239747
2000-09-25,382.4754378986955
2000-09-26,386.0187896827871
2000-09-27,375.87755525976934
2000-09-28,384.7713262809728
2000-09-29,391.98075661129445
2000-10-02,391.5641931557252
2000-10-03,390.1298040036084
2000-10-04,387.19863215984867
2000-10-05,388.8066305367102
2000-10-06,389.5862258727198
2000-10-09,379.09696337470564
2000-10-10,377.1502673824123
2000-10-11,375.19961745883467
2000-10-12,376.45040205646654
2000-10-13,373.4895697006727
2000-10-16,380.5993978395642
2000-10-17,386.91255217246
2000-10-18,380.2845954903991
2000-10-19,393.6943331325224
2000-10-20,388.43901562321616
2000-10-23,380.6590099311706
2000-10-24,382.9152393531009
2000-10-25,386.30246349396555
2000-10-26,368.7842178059992
2000-10-27,359.08757351821157
2000-10-30,334.20467990187404
2000-10-31,326.8068771240677
2000-11-01,336.852290214102
2000-11-02,333.2925768775228
2000-11-03,337.6738486140835
2000-11-06,342.5160395187604
2000-11-07,343.4477587433274
2000-11-08,349.5118017960095
2000-11-09,347.7735990074163
2000-11-10,356.77545480439727
2000-11-13,354.18671496657703
2000-11-14,356.3282815162909
2000-11-15,349.7084801371035
2000-11-16,343.9392991228593
2000-11-17,344.820098297183
2000-11-20,348.9355342647857
2000-11-21,348.5186387768535
2000-11-22,358.37113360300765
2000-11-23,358.0338581269354
2000-11-24,362.9073605864609
2000-11-27,350.75665193498986
2000-11-28,347.87052341975465
2000-11-29,343.5045119447771
2000-11-30,340.1730450568772
2000-12-01,340.54020270542344
2000-12-04,334.3256720582304
2000-12-05,338.38580775620574
2000-12-06,333.04363207700527
2000-12-07,336.21844501083314
2000-12-08,333.0386146823468
2000-12-11,340.1044324153941
2000-12-12,327.2350617268162
2000-12-13,329.4608291328515
2000-12-14,329.04565904207277
2000-12-15,332.11596446798546
2000-12-18,328.8427082255258
2000-12-19,335.89589378472454
2000-12-20,327.4058287331444
2000-12-21,324.0379478290825
2000-12-22,324.5288371301091
2000-12-25,324.5288371301091
2000-12-26,317.09406395077895
2000-12-27,316.5147722322078
2000-12-28,314.0193856590564
2000-12-29,306.4208561594678
2001-01-01,306.4208561594678
2001-01-02,307.29822271074624
2001-01-03,303.93797543312104
2001-01-04,306.654389677179
2001-01-05,305.2307120647839
2001-01-08,303.273890648631
2001-01-09,300.26261532664523
2001-01-10,300.3629301884976
2001-01-11,289.6038250703054
2001-01-12,286.3022064238834
2001-01-15,291.97875124116723
2001-01-16,292.9995830075176
2001-01-17,300.38076543115636
2001-01-18,293.08449472764426
2001-01-19,291.87937925338707
2001-01-22,301.5309978731237
2001-01-23,298.533802253584
2001-01-24,304.836320116367
2001-01-25,301.3183066409268
2001-01-26,302.9788530895394
2001-01-29,308.39018570038
2001-01-30,314.0361429606665
2001-01-31,312.4714219914323
2001-02-01,308.8666209550746
2001-02-02,328.0673229781896
2001-02-05,323.63310519040544
2001-02-06,318.2767656094739
2001-02-07,314.76751772792994
2001-02-08,317.5454726119169
2001-02-09,307.1421692245271
2001-02-12,305.04279962939813
2001-02-13,309.11876227031564
2001-02-14,308.2948579349804
2001-02-15,317.95904087803655
2001-02-16,308.59644416414335
2001-02-19,308.77812538757746
2001-02-20,314.00615948808723
2001-02-21,317.91827888123834
2001-02-22,315.00599424561926
2001-02-23,312.6477042488276
2001-02-26,303.1106544275027
2001-02-27,299.63359857697594
2001-02-28,295.22242759555144
2001-03-01,290.68789432368453
2001-03-02,291.6386836074675
2001-03-05,294.1259862601185
2001-03-06,293.7218421863516
2001-03-07,295.7676839629031
2001-03-08,292.03135963763543
2001-03-09,276.85068477855367
2001-03-12,256.2072225317008
2001-03-13,261.33153959849
2001-03-14,270.9656126395226
2001-03-15,273.84982541006775
2001-03-16,267.4058155501135
2001-03-19,255.33206825742843
2001-03-20,254.1344484604708
2001-03-21,255.80276189548206
2001-03-22,258.4898289275151
2001-03-23,262.93806198805174
2001-03-26,261.8697705851032
2001-03-27,257.8629794208531
2001-03-28,267.47042162672955
2001-03-29,272.7764778762424
2001-03-30,271.6099102401751
2001-04-02,270.6732444930784
2001-04-03,263.1052521263941
2001-04-04,253.45956915661597
2001-04-05,249.79538399343033
2001-04-06,244.04191032604777
2001-04-09,243.92559074768093
2001-04-10,253.67340762314757
2001-04-11,253.00299363087782
2001-04-12,251.4769327832962
2001-04-13,251.4769327832962
2001-04-16,246.3882491859138
2001-04-17,244.39744518737155
2001-04-18,242.49644568449798
2001-04-19,230.7784711706243
2001-04-20,209.10745606650724
2001-04-23,212.4587279009977
2001-04-24,214.34046625941008
2001-04-25,213.1728558877017
2001-04-26,208.76932940479824
2001-04-27,216.37038459967565
2001-04-30,223.6362756478145
2001-05-01,232.37799087078204
2001-05-02,233.42844965901375
2001-05-03,237.4924183076351
2001-05-04,243.05736804286886
2001-05-07,244.05261079960712
2001-05-08,243.23167817080054
2001-05-09,240.87986708086856
2001-05-10,237.26191909471385
2001-05-11,236.5723587359136
2001-05-14,233.1650363453976
2001-05-15,232.10448722292153
2001-05-16,233.82861461530678
2001-05-17,236.36051885298338
