Date,HUNGARY IMI GROWTH
1998-12-31,297.72310222714884
1999-01-01,297.72310222714884
1999-01-04,299.5883997238202
1999-01-05,300.2010058482818
1999-01-06,300.6336059124975
1999-01-07,327.8655052656136
1999-01-08,328.67113282346634
1999-01-11,324.95495643804946
1999-01-12,322.4122959739636
1999-01-13,287.10633851670957
1999-01-14,292.24843443935447
1999-01-15,280.54037097455335
1999-01-18,305.83327624987993
1999-01-19,308.3864781697742
1999-01-20,321.12687783257104
1999-01-21,315.9218265854352
1999-01-22,305.69740597918695
1999-01-25,317.71076641195026
1999-01-26,313.37235954522106
1999-01-27,315.4362012887996
1999-01-28,318.91482369205744
1999-01-29,323.3521162225267
1999-02-01,325.0248369421438
1999-02-02,321.4797096827384
1999-02-03,320.6068096956057
1999-02-04,327.6285872565909
1999-02-05,322.9022175419377
1999-02-08,322.1096795046708
1999-02-09,317.69072238659277
1999-02-10,316.81245850500727
1999-02-11,320.9320605603528
1999-02-12,321.70284752465625
1999-02-15,319.69106289310406
1999-02-16,321.80437227495145
1999-02-17,310.2091142752807
1999-02-18,304.58487855361574
1999-02-19,295.13032997689777
1999-02-22,286.22657780133983
1999-02-23,277.6105897659474
1999-02-24,289.09681512306946
1999-02-25,287.9596300146887
1999-02-26,292.9849615888873
1999-03-01,296.5287379721047
1999-03-02,291.34543696329297
1999-03-03,281.2404000544286
1999-03-04,271.42972211424154
1999-03-05,275.9337844022565
1999-03-08,296.3089005135997
1999-03-09,303.1908499782197
1999-03-10,301.1255701296138
1999-03-11,302.6559961144892
1999-03-12,302.24588627504886
1999-03-15,302.08206052542187
1999-03-16,301.13888905317106
1999-03-17,297.02669237229554
1999-03-18,285.97409889756165
1999-03-19,289.4382917210798
1999-03-22,287.54873131877133
1999-03-23,281.8397454246791
1999-03-24,279.3096194389062
1999-03-25,286.8172619754763
1999-03-26,282.55964140286056
1999-03-29,278.0011727794435
1999-03-30,277.26971269654484
1999-03-31,286.3424414384339
1999-04-01,286.54416890742294
1999-04-02,288.2229517412209
1999-04-05,289.0498412184898
1999-04-06,288.9867945078518
1999-04-07,289.9182426828736
1999-04-08,298.75876751565664
1999-04-09,302.4265459496979
1999-04-12,294.35258069319417
1999-04-13,291.2896073040664
1999-04-14,293.5328935741689
1999-04-15,293.36099564126454
1999-04-16,298.53627866362933
1999-04-19,300.45766394941796
1999-04-20,303.88537478901105
1999-04-21,308.32579771298947
1999-04-22,309.3541879867051
1999-04-23,308.42157231522657
1999-04-26,309.0070109677248
1999-04-27,310.56788149001096
1999-04-28,305.94192373830407
1999-04-29,302.0786712745571
1999-04-30,305.3996422902872
1999-05-03,308.63622007465233
1999-05-04,316.72171271037
1999-05-05,316.0770851940525
1999-05-06,326.92666578092036
1999-05-07,321.0704686176772
1999-05-10,320.80536567965584
1999-05-11,322.8917257937332
1999-05-12,321.991283074253
1999-05-13,321.50103180103594
1999-05-14,322.8580321981528
