Date,MEXICO IMI GROWTH
1998-12-31,179.98163987744374
1999-01-01,179.98163987744374
1999-01-04,177.69926645612512
1999-01-05,174.80684927912097
1999-01-06,173.32932420377452
1999-01-07,172.94700348966705
1999-01-08,174.06889338566725
1999-01-11,169.52889821609105
1999-01-12,160.54449775458764
1999-01-13,144.808212973222
1999-01-14,144.95283919134172
1999-01-15,161.22950463292437
1999-01-18,162.76911878454078
1999-01-19,160.89396654327348
1999-01-20,168.7399800954414
1999-01-21,166.75843983757525
1999-01-22,164.91905130921967
1999-01-25,166.17274180457963
1999-01-26,168.83661590279402
1999-01-27,171.8293902035778
1999-01-28,176.77208908410793
1999-01-29,176.7953438442849
1999-02-01,181.9819521580986
1999-02-02,181.72113182758736
1999-02-03,181.54647128761584
1999-02-04,181.96130704748643
1999-02-05,182.33412952333273
1999-02-08,182.88253976897585
1999-02-09,180.22373762200615
1999-02-10,181.10403077260526
1999-02-11,186.86556701626208
1999-02-12,188.86418216087796
1999-02-15,189.0174721001838
1999-02-16,192.45686646092634
1999-02-17,189.12478417108684
1999-02-18,189.35802570838717
1999-02-19,192.2976870244193
1999-02-22,192.8417583354362
1999-02-23,193.7088373948205
1999-02-24,194.46230540962003
1999-02-25,194.05093214285495
1999-02-26,196.10215914331908
1999-03-01,195.76737833739423
1999-03-02,194.87644467989753
1999-03-03,192.79871292454888
1999-03-04,196.926138276451
1999-03-05,199.5750497634897
1999-03-08,205.28372554881906
1999-03-09,208.35928308028343
1999-03-10,211.4378944054161
1999-03-11,216.23526543140395
1999-03-12,214.45758094170543
1999-03-15,218.1888757063791
1999-03-16,222.81092482084966
1999-03-17,220.05001705990907
1999-03-18,220.97713016493304
1999-03-19,219.3040223320809
1999-03-22,216.74783082345027
1999-03-23,214.92676539200244
1999-03-24,219.33861571075175
1999-03-25,223.09395497076767
1999-03-26,223.51791586737428
1999-03-29,227.4911147525092
1999-03-30,226.88731779061433
1999-03-31,229.80231110756444
1999-04-01,229.20792846851066
1999-04-02,230.2737361218189
1999-04-05,239.41840713262079
1999-04-06,236.85072234471346
1999-04-07,236.03853754245486
1999-04-08,236.1282847085738
1999-04-09,237.9483669060958
1999-04-12,241.80956622639744
1999-04-13,244.1634550313073
1999-04-14,243.00036584820785
1999-04-15,252.14765162163337
1999-04-16,254.32760579108086
1999-04-19,258.49412476158875
1999-04-20,255.00262233902066
1999-04-21,255.1161587637852
1999-04-22,263.08345761138816
1999-04-23,263.3311583072202
1999-04-26,263.64034440066354
