Date,MALAYSIA IMI GROWTH
1998-12-31,311.9126012310024
1999-01-01,311.9126012310024
1999-01-04,300.7109991129363
1999-01-05,304.9198935786346
1999-01-06,315.3986501066596
1999-01-07,313.492530496236
1999-01-08,320.76141969457933
1999-01-11,325.1351611551872
1999-01-12,319.97769980964284
1999-01-13,315.21393757985794
1999-01-14,314.6494003504694
1999-01-15,320.66252600943307
1999-01-18,320.4689727040898
1999-01-19,320.20666664794123
1999-01-20,321.2029451146735
1999-01-21,326.91633335116563
1999-01-22,328.5119323356723
1999-01-25,326.47101626966816
1999-01-26,323.83401360756915
1999-01-27,324.960038805536
1999-01-28,322.3555669097468
1999-01-29,322.0118921195722
1999-02-01,323.4931268836235
1999-02-02,316.0832286390951
1999-02-03,309.9525387061784
1999-02-04,313.943171359169
1999-02-05,306.0651239330499
1999-02-08,288.52786885762913
1999-02-09,298.80401750328963
1999-02-10,297.4626720434002
1999-02-11,305.9033888859952
1999-02-12,310.2379431843393
1999-02-15,311.38375145578954
1999-02-16,312.9573813267424
1999-02-17,311.48077301103706
1999-02-18,309.21496602914357
1999-02-19,310.91150601582683
1999-02-22,313.332095033235
1999-02-23,315.26877934744533
1999-02-24,310.884495146726
1999-02-25,305.27912129928694
1999-02-26,369.1135934716787
1999-03-01,363.78944396878785
1999-03-02,361.0624838739855
1999-03-03,352.53745339260064
1999-03-04,357.4813703323092
1999-03-05,357.29987172256165
1999-03-08,357.1629344338661
1999-03-09,361.8716701268229
1999-03-10,357.36218189894896
1999-03-11,358.8225814613716
1999-03-12,357.8410216007069
1999-03-15,351.64584599633895
1999-03-16,348.72442757710326
1999-03-17,343.8833323264086
1999-03-18,346.0262842308404
1999-03-19,345.4211142853802
1999-03-22,341.8946385885806
1999-03-23,338.6999619387821
1999-03-24,333.0602894884929
1999-03-25,336.77247520743697
1999-03-26,341.1484578701462
1999-03-29,341.68960966484553
1999-03-30,340.8663311621545
1999-03-31,343.1483214469626
1999-04-01,356.6960621055224
1999-04-02,367.09879052821003
1999-04-05,366.80975275190684
1999-04-06,377.2612439982981
1999-04-07,376.3739057058666
1999-04-08,374.23823173975
1999-04-09,380.28257713481094
1999-04-12,380.74362525463897
1999-04-13,391.2128349053136
1999-04-14,387.31951604057656
1999-04-15,394.11574261912176
1999-04-16,407.8405789538065
1999-04-19,423.1658400533292
1999-04-20,425.0901864873324
1999-04-21,423.4098087975626
1999-04-22,438.61005140042215
1999-04-23,443.6931850958266
1999-04-26,464.46108893387145
1999-04-27,457.6183950279823
1999-04-28,456.4976068855585
1999-04-29,463.13097975283483
1999-04-30,468.2595546363455
1999-05-03,469.57837102388083
1999-05-04,479.6315314304171
1999-05-05,483.66079973603695
1999-05-06,483.5761223855203
1999-05-07,469.33319170888603
1999-05-10,477.1284563173197
1999-05-11,490.83535703131645
1999-05-12,496.28756490881506
1999-05-13,502.4483644542666
1999-05-14,518.2108948293197
1999-05-17,518.9854945938629
1999-05-18,533.57277138273
1999-05-19,530.5485822410391
1999-05-20,535.676883286803
1999-05-21,532.697523015365
1999-05-24,510.2470881822285
1999-05-25,520.1726994617869
1999-05-26,524.4012928280811
1999-05-27,530.3406409444707
1999-05-28,523.3288069823057
1999-05-31,518.8612543867393
1999-06-01,529.8332738539142
1999-06-02,527.7154598869992
1999-06-03,523.3763797265466
1999-06-04,522.0739225563748
1999-06-07,516.9807034382001
1999-06-08,529.8493881187765
1999-06-09,529.5276135949971
1999-06-10,533.6314370344232
1999-06-11,540.0366958295931
1999-06-14,551.6157342719843
1999-06-15,550.8233608791815
1999-06-16,564.3757066777406
1999-06-17,561.3808135302396
1999-06-18,557.1435332963164
1999-06-21,561.2122169051014
1999-06-22,567.0464024884405
1999-06-23,569.499325692473
1999-06-24,571.5408697705087
1999-06-25,567.2645747165659
1999-06-28,582.8388867296648
1999-06-29,591.6532976285653
1999-06-30,582.9210194206069
1999-07-01,600.3852751020137
1999-07-02,609.1584590227043
1999-07-05,607.6117346647146
1999-07-06,606.1958322582313
1999-07-07,603.4843890437603
1999-07-08,611.0028481420388
1999-07-09,614.3454848355929
1999-07-12,622.0556627088605
1999-07-13,613.6373026334456
1999-07-14,618.5588647689045
1999-07-15,613.3669231835318
1999-07-16,614.5634425085411
1999-07-19,610.1201209695441
1999-07-20,594.4565122739336
1999-07-21,594.0505111803064
1999-07-22,590.155676458492
1999-07-23,577.1269435186807
1999-07-26,543.8138674344574
1999-07-27,558.5072969475498
1999-07-28,551.4428802466987
1999-07-29,541.1093327351891
1999-07-30,539.3985548986756
1999-08-02,514.5964428964919
1999-08-03,525.1449761182874
1999-08-04,502.67874145889857
1999-08-05,491.65570662420305
1999-08-06,491.6750640764801
1999-08-09,468.011581530537
1999-08-10,477.6920487451192
1999-08-11,485.2563763658936
1999-08-12,511.3965689776093
1999-08-13,545.1438251232408
1999-08-16,540.9583134214657
1999-08-17,531.497712948823
1999-08-18,535.8538158192563
1999-08-19,529.3616730401403
1999-08-20,531.6636080627114
1999-08-23,541.4932530939724
1999-08-24,549.4791814048747
1999-08-25,550.1402287826239
1999-08-26,544.2191382196925
1999-08-27,543.7408086385132
1999-08-30,641.0185391137038
1999-08-31,634.1614339288709
1999-09-01,623.8589312878246
1999-09-02,603.0522650907465
1999-09-03,616.9491029580447
1999-09-06,624.6402347122563
1999-09-07,622.8053813705739
1999-09-08,624.6639283701631
1999-09-09,623.5558946573118
1999-09-10,618.0388574223093
1999-09-13,621.0342951882991
1999-09-14,609.5878447157521
1999-09-15,605.1992675771288
1999-09-16,600.4591410121657
1999-09-17,603.0147294097272
1999-09-20,602.14416305406
1999-09-21,622.9801210843509
1999-09-22,606.5501538020767
1999-09-23,599.3050641173925
1999-09-24,585.7982607646408
1999-09-27,574.9277084544323
1999-09-28,572.3137700183586
1999-09-29,569.1674110268164
1999-09-30,561.0575705435175
1999-10-01,561.1637491285749
1999-10-04,562.3473942984042
1999-10-05,586.9122423339404
1999-10-06,591.1832952194707
1999-10-07,605.4332209839847
1999-10-08,619.8112314246521
1999-10-11,623.5179465189592
1999-10-12,618.6719867947321
1999-10-13,610.2099635135081
1999-10-14,612.4210573076277
1999-10-15,591.6499902697863
1999-10-18,587.1362465634231
1999-10-19,605.323764173602
1999-10-20,604.2900744745847
1999-10-21,605.1760215307473
1999-10-22,611.8785772037215
1999-10-25,614.127424479281
1999-10-26,615.1632177668175
1999-10-27,619.4282604220438
1999-10-28,632.6706942100585
1999-10-29,627.5550979822885
1999-11-01,617.6140527781521
1999-11-02,613.947132607154
1999-11-03,617.1711269770701
1999-11-04,617.0137951370465
1999-11-05,614.6299958794647
1999-11-08,617.0599490959015
1999-11-09,607.6513500809671
1999-11-10,616.7985782898812
1999-11-11,617.5147122534389
1999-11-12,622.1610731126835
1999-11-15,629.2094294989669
1999-11-16,619.6357082462754
1999-11-17,614.1083563007577
1999-11-18,624.0382984331887
1999-11-19,635.5866997491537
1999-11-22,638.4328661667244
1999-11-23,639.0874008435306
1999-11-24,647.0747691111344
1999-11-25,646.2150044692457
1999-11-26,657.5712749278571
1999-11-29,661.1055740971775
1999-11-30,651.9028186950089
1999-12-01,648.2628504308819
1999-12-02,651.3501471182109
1999-12-03,645.522834112424
1999-12-06,635.0707749545294
1999-12-07,639.1833603539384
1999-12-08,635.9579061890274
1999-12-09,647.0674850978137
1999-12-10,655.8337144490154
1999-12-13,682.1486815255496
1999-12-14,685.9061819106068
1999-12-15,685.2914881324867
1999-12-16,676.1201004703937
1999-12-17,690.5883852730793
1999-12-20,699.4317244419387
1999-12-21,702.6256383188414
1999-12-22,701.6264363893973
1999-12-23,692.6652616381668
1999-12-24,691.8740573593132
1999-12-27,694.7524189138915
1999-12-28,708.8760992918745
1999-12-29,717.8980148970162
1999-12-30,729.8294852164139
1999-12-31,729.8294852164139
2000-01-03,748.9208415122233
2000-01-04,739.3232566532455
2000-01-05,726.015189457849
2000-01-06,723.4809655279887
2000-01-07,727.6999234375696
2000-01-10,729.4368466315118
2000-01-11,757.3928755602865
2000-01-12,782.3798777442399
2000-01-13,795.8396855064051
2000-01-14,836.3882843884297
2000-01-17,865.6605819905666
2000-01-18,864.498886754069
2000-01-19,848.9685799062328
2000-01-20,869.0474694701263
2000-01-21,869.0719546032855
2000-01-24,873.9482746939691
2000-01-25,866.3852142470973
2000-01-26,863.6077976468661
2000-01-27,875.0205353883929
2000-01-28,880.6865170960457
2000-01-31,868.5138299265294
2000-02-01,873.4239661906976
2000-02-02,898.6924847068989
2000-02-03,905.8805728022028
2000-02-04,909.9488295210899
2000-02-07,911.3906826040562
2000-02-08,926.2088723297169
2000-02-09,941.2888221990703
2000-02-10,950.3009784199655
2000-02-11,954.4479215465468
2000-02-14,961.8507531586241
2000-02-15,952.1146687962456
2000-02-16,959.8016547357689
2000-02-17,967.2687168562976
2000-02-18,976.6868036247738
2000-02-21,971.7739247767698
2000-02-22,947.7266994189958
2000-02-23,960.5740682745352
2000-02-24,974.3730592350571
2000-02-25,982.8195191843963
2000-02-28,968.384738099264
2000-02-29,968.8322934370619
2000-03-01,947.0869353541891
2000-03-02,916.6411510759054
2000-03-03,932.1287153698363
2000-03-06,921.2729438020594
2000-03-07,907.3959094390286
2000-03-08,913.0328957514618
2000-03-09,896.3541239282239
2000-03-10,930.7492224085155
2000-03-13,920.5899567828629
2000-03-14,918.3325165022906
2000-03-15,901.294763239034
2000-03-16,897.3587760382878
2000-03-17,910.9588961938833
2000-03-20,906.2369966340467
2000-03-21,913.7648260719781
2000-03-22,933.5613222502906
2000-03-23,948.5894624444791
2000-03-24,949.3573949608113
2000-03-27,971.4044067551853
2000-03-28,968.6853314039589
2000-03-29,985.6309116683881
2000-03-30,964.8882702327326
2000-03-31,966.390973198471
2000-04-03,952.4919619094659
2000-04-04,950.707924179456
2000-04-05,926.7305799325835
2000-04-06,933.1081638203424
2000-04-07,929.209325974363
2000-04-10,917.4205951386934
2000-04-11,906.7419936003128
2000-04-12,917.6465135858305
2000-04-13,910.3171018253962
2000-04-14,906.796896049951
2000-04-17,845.7082039504818
2000-04-18,856.1829543275433
2000-04-19,882.7148698066585
2000-04-20,880.0856688483337
2000-04-21,881.3207284278544
2000-04-24,868.3160366565671
2000-04-25,884.2826950717756
2000-04-26,895.6713364720523
2000-04-27,912.1956445092928
2000-04-28,912.9853003850081
2000-05-01,915.849686234961
2000-05-02,914.0019586665237
2000-05-03,936.6411433508073
2000-05-04,940.200952707446
2000-05-05,963.3610818849121
2000-05-08,968.7896067103435
2000-05-09,953.1908568554567
2000-05-10,948.1121793962761
2000-05-11,943.0558826870995
2000-05-12,930.222572666948
2000-05-15,917.0836933277415
2000-05-16,934.0113481225006
2000-05-17,953.5091275033947
2000-05-18,950.6282740996469
2000-05-19,978.0288725277292
2000-05-22,947.3516219583923
2000-05-23,926.8276357689975
2000-05-24,913.9645914787822
2000-05-25,905.3630250379105
2000-05-26,868.0882404946964
2000-05-29,888.1397882599497
2000-05-30,878.8071422892552
2000-05-31,893.1427406873729
2000-06-01,880.0443171506193
2000-06-02,855.3913880228791
2000-06-05,841.5808891117479
2000-06-06,819.5341852338825
2000-06-07,807.5160392128837
2000-06-08,798.4043337561542
2000-06-09,817.5726041791868
2000-06-12,810.4922775276455
2000-06-13,808.7617815325491
2000-06-14,808.1326854999728
2000-06-15,813.5196711738388
2000-06-16,781.9795911270547
2000-06-19,759.2925624860015
2000-06-20,760.7614765148076
2000-06-21,794.2679815789735
2000-06-22,786.0845911202398
2000-06-23,776.6315437216668
2000-06-26,766.6057026956797
2000-06-27,777.2959367410353
2000-06-28,801.8679736747149
2000-06-29,780.9413389835338
2000-06-30,776.4404488429625
2000-07-03,753.4077628656172
2000-07-04,768.7302772250673
2000-07-05,773.471458245547
2000-07-06,768.041429302406
2000-07-07,778.783374818423
2000-07-10,793.6883013722176
2000-07-11,803.2827570897396
2000-07-12,829.378630236047
2000-07-13,839.9706937645942
2000-07-14,831.6057052220472
2000-07-17,824.4478034721006
2000-07-18,815.1140809621293
2000-07-19,828.7982024982996
2000-07-20,817.5703662556617
2000-07-21,805.7725257681002
2000-07-24,794.3343814588376
2000-07-25,788.5714500847707
2000-07-26,780.7129212211345
2000-07-27,777.5353634350994
2000-07-28,780.7296348363254
2000-07-31,780.9023539494559
2000-08-01,786.7888972521191
2000-08-02,794.9347854302936
2000-08-03,811.1219043573092
2000-08-04,812.313438816295
2000-08-07,808.0757557650926
2000-08-08,826.625167102171
2000-08-09,821.9461110502175
2000-08-10,801.1267952921032
2000-08-11,796.7165006192201
2000-08-14,794.0049417043558
2000-08-15,792.1982238623953
2000-08-16,800.8940255690651
2000-08-17,811.1160096912362
2000-08-18,812.6924762228095
2000-08-21,807.3730690083366
2000-08-22,808.965209720579
2000-08-23,812.7713571319802
2000-08-24,798.6710788260934
2000-08-25,795.1220968820556
2000-08-28,798.0148394515298
2000-08-29,803.0490257624153
2000-08-30,802.2590920747858
2000-08-31,806.1844360380335
2000-09-01,768.399883817642
2000-09-04,740.4937976470778
2000-09-05,761.3106828983238
2000-09-06,765.4942540799959
2000-09-07,765.9184472044932
2000-09-08,767.4634418371214
2000-09-11,756.664559782911
2000-09-12,759.3007272675922
2000-09-13,774.2819962208227
2000-09-14,779.6428436056666
2000-09-15,783.2691766401304
2000-09-18,775.8312820889
2000-09-19,778.0853874220878
2000-09-20,796.6251062260669
2000-09-21,789.6615771791136
2000-09-22,749.9722242658169
2000-09-25,755.3332904683132
2000-09-26,748.7074951773875
2000-09-27,742.8207786091212
2000-09-28,731.875617136171
2000-09-29,728.0336611911882
2000-10-02,715.3449618083723
2000-10-03,719.6657129046034
2000-10-04,716.4993206053437
2000-10-05,713.2028003090076
2000-10-06,719.8958831698516
2000-10-09,714.7522886702658
2000-10-10,719.1545505261696
2000-10-11,715.3233132575778
2000-10-12,754.8669111918283
2000-10-13,770.4948002676989
2000-10-16,799.1824691672869
2000-10-17,798.2583515483531
2000-10-18,804.3674157404317
2000-10-19,813.4294927103266
2000-10-20,821.8481563914974
2000-10-23,828.5685639780176
2000-10-24,826.9097180521574
2000-10-25,843.284242349733
2000-10-26,842.9790547356371
2000-10-27,821.8555758435062
2000-10-30,802.8651652266952
2000-10-31,781.5880079619116
2000-11-01,776.1140656417882
2000-11-02,767.1962562368672
2000-11-03,778.0923188280855
2000-11-06,782.2548708597783
2000-11-07,783.6717322013112
2000-11-08,781.3194507194263
2000-11-09,773.0625413921332
2000-11-10,766.8648701104764
2000-11-13,756.343139940739
2000-11-14,768.212820409134
2000-11-15,759.0330925384429
2000-11-16,754.5191028136982
2000-11-17,762.6789959433905
2000-11-20,770.0317922661727
2000-11-21,760.9776100183157
2000-11-22,755.4659292478482
2000-11-23,744.803758757942
2000-11-24,751.4138223960864
2000-11-27,760.6562929928168
2000-11-28,765.1133572891629
2000-11-29,756.1221296668514
2000-11-30,747.1763382358885
2000-12-01,735.1213879484819
2000-12-04,717.825085025109
2000-12-05,726.5754203775274
2000-12-06,737.9380253039631
2000-12-07,726.6076285357717
2000-12-08,726.3831582077006
2000-12-11,736.2125861957687
2000-12-12,721.4761550611212
2000-12-13,717.0977027265831
2000-12-14,699.3003496231611
2000-12-15,681.7548536807396
2000-12-18,695.2696914569516
2000-12-19,695.7714262449899
2000-12-20,677.4530780160685
2000-12-21,665.3850583892081
