Date,SOUTH AFRICA IMI GROWTH
1999-05-31,431.23452133625705
1999-06-01,444.6302979597631
1999-06-02,449.79439296066505
1999-06-03,457.9088626543675
1999-06-04,462.8906157753296
1999-06-07,476.4913491501942
1999-06-08,472.57264708334634
1999-06-09,469.8844704795953
1999-06-10,464.09835731249746
1999-06-11,469.4862511324447
1999-06-14,471.180919906375
1999-06-15,471.5501839523187
1999-06-16,477.24403603941187
1999-06-17,479.3687558732306
1999-06-18,484.4452876473071
1999-06-21,494.6142378223985
1999-06-22,499.42034646877545
1999-06-23,494.9831442826949
1999-06-24,483.71954646595384
1999-06-25,474.2073697167568
1999-06-28,480.0817866239897
1999-06-29,483.1721710936735
1999-06-30,489.35870494813145
1999-07-01,500.3628362036105
1999-07-02,503.9764921109717
1999-07-05,513.7958120788695
1999-07-06,507.4589411316868
1999-07-07,502.40335686888693
1999-07-08,500.2456562457957
1999-07-09,495.49032439599694
1999-07-12,497.746736583846
1999-07-13,481.8466884153826
1999-07-14,486.60160025544377
1999-07-15,482.073077249006
1999-07-16,479.5787554637775
1999-07-19,482.0332548785492
1999-07-20,470.0722962506212
1999-07-21,461.706314214833
1999-07-22,462.853355736514
1999-07-23,463.96406241996664
1999-07-26,447.42423413537796
1999-07-27,448.45381850808496
1999-07-28,449.2351985654696
1999-07-29,440.7227869708927
1999-07-30,442.43764071291616
1999-08-02,437.31423750223234
1999-08-03,438.3239601317379
1999-08-04,440.0713183217487
1999-08-05,431.25526884913495
1999-08-06,427.6270846910422
1999-08-09,431.5302214508852
1999-08-10,421.45795790082076
1999-08-11,427.85571324295637
1999-08-12,430.52683782520165
1999-08-13,432.7992021575938
1999-08-16,434.75622567325007
1999-08-17,441.20871444828504
1999-08-18,441.9760783929773
1999-08-19,433.77717372444505
1999-08-20,433.34701943799695
1999-08-23,440.87803168281
1999-08-24,441.319646112456
1999-08-25,444.7517960652789
1999-08-26,446.08820190293756
1999-08-27,445.37872918970294
1999-08-30,442.55416220636505
1999-08-31,431.63730332869983
1999-09-01,435.4413909107904
1999-09-02,423.1831605547528
1999-09-03,428.6646909650006
1999-09-06,428.29628943030013
1999-09-07,423.84255754475197
1999-09-08,413.00332105954595
1999-09-09,412.136998246745
1999-09-10,414.9235822214742
1999-09-13,417.7988294318362
1999-09-14,422.02814467227995
1999-09-15,421.21038939728186
1999-09-16,413.4178109941322
1999-09-17,412.61830326548255
1999-09-20,412.67633104075134
1999-09-21,408.6499651237854
1999-09-22,401.76800003915076
1999-09-23,407.0612442091703
1999-09-24,405.88543969728823
1999-09-27,413.40147150172356
1999-09-28,417.70681538558415
1999-09-29,412.8634441647704
1999-09-30,414.34012643626534
1999-10-01,416.176943233599
1999-10-04,431.9930969418324
1999-10-05,434.80184511120575
1999-10-06,430.83477555825095
1999-10-07,440.35088663671894
1999-10-08,452.00494219906653
1999-10-11,458.1041137429324
1999-10-12,451.74654819569633
1999-10-13,438.2611773072103
1999-10-14,433.2964732959917
1999-10-15,411.7308551831804
1999-10-18,411.7649391330647
1999-10-19,424.53793563031826
1999-10-20,426.7776243621479
1999-10-21,416.6460096657122
1999-10-22,430.2860376641677
1999-10-25,432.4250529027842
1999-10-26,437.3221276407034
1999-10-27,437.8424501683121
1999-10-28,443.2021411923838
1999-10-29,446.23547553807356
1999-11-01,445.59676817475656
1999-11-02,444.493252636742
1999-11-03,443.04140934043875
1999-11-04,453.97661406277257
1999-11-05,460.39900419023456
1999-11-08,466.3188721149351
1999-11-09,473.49510607571517
1999-11-10,464.15826960822267
1999-11-11,465.95938435729124
1999-11-12,470.156529118832
1999-11-15,476.0618062707189
1999-11-16,479.80826273751086
1999-11-17,474.32352851500593
1999-11-18,478.0544873196096
1999-11-19,486.3499479974194
1999-11-22,488.7767497307296
1999-11-23,492.83255744577883
1999-11-24,495.2508785015114
1999-11-25,493.7382597087289
1999-11-26,502.1747168572794
1999-11-29,500.1176629719403
1999-11-30,497.38372215354616
1999-12-01,503.039846605876
1999-12-02,509.2100450814321
1999-12-03,510.8793252602858
1999-12-06,505.7054209757315
1999-12-07,508.754675250666
1999-12-08,515.0089925176259
1999-12-09,526.3840239265642
1999-12-10,534.2893553015703
1999-12-13,544.6372716964719
1999-12-14,543.3093267265909
1999-12-15,542.447689678117
1999-12-16,535.1307678646358
1999-12-17,552.2092597044219
1999-12-20,567.0305313834889
1999-12-21,561.5870962246286
1999-12-22,560.5442908198319
1999-12-23,553.8230781635966
1999-12-24,556.6301214359435
1999-12-27,558.3185189492347
1999-12-28,562.1655678096688
1999-12-29,566.9125326364262
1999-12-30,568.2825843947804
1999-12-31,568.2825843947804
2000-01-03,564.4997341912269
2000-01-04,554.2653110048699
2000-01-05,551.6798288660902
2000-01-06,550.5190797534916
2000-01-07,571.6642201110257
2000-01-10,595.6694154408154
2000-01-11,600.1847485485021
2000-01-12,600.0739698346033
2000-01-13,603.6929881035664
2000-01-14,618.7553918186359
2000-01-17,634.4146172329188
2000-01-18,627.8979228984463
2000-01-19,619.1223004746961
2000-01-20,618.3665911134293
2000-01-21,610.3242755993514
2000-01-24,607.756509901254
2000-01-25,587.9941895639197
2000-01-26,583.7634821803126
2000-01-27,587.2163055961116
2000-01-28,569.4356084523959
2000-01-31,569.4493490205597
2000-02-01,597.398903144617
2000-02-02,600.586445636333
2000-02-03,601.8134454288538
2000-02-04,589.6544622332182
2000-02-07,595.3644366306992
2000-02-08,595.3096632976137
2000-02-09,598.5327169564731
2000-02-10,591.9165902651428
2000-02-11,585.5626765292957
2000-02-14,582.3366732635835
2000-02-15,574.774425102132
2000-02-16,565.1079260207547
2000-02-17,574.961190044122
2000-02-18,574.984370441477
2000-02-21,564.2657485256249
2000-02-22,540.4917003021427
2000-02-23,550.9560578655445
2000-02-24,559.2380183422266
2000-02-25,568.5205594375294
2000-02-28,562.6442462904713
2000-02-29,559.9174718737662
2000-03-01,563.5639459377629
2000-03-02,554.7161381915685
2000-03-03,545.4211652774309
2000-03-06,548.1182224305212
2000-03-07,550.0264255430886
2000-03-08,552.267860194077
2000-03-09,553.0988142198091
2000-03-10,560.0395636367113
2000-03-13,540.669288515187
2000-03-14,560.3582431627053
2000-03-15,552.042910097279
2000-03-16,548.7103992525226
2000-03-17,550.8148692461355
2000-03-20,542.8744259091286
2000-03-21,542.915331137617
2000-03-22,553.6872551365042
2000-03-23,552.1425537272337
2000-03-24,555.5746587066607
2000-03-27,561.8689246289368
2000-03-28,554.7264055710752
2000-03-29,559.5380603186204
2000-03-30,541.5000423796555
