Date,CZECH REPUBLIC IMI GROWTH
1998-12-31,100.99131385097871
1999-01-01,100.99131385097871
1999-01-04,102.11551866462848
1999-01-05,103.68463867787585
1999-01-06,107.99586054064581
1999-01-07,106.91322793940891
1999-01-08,108.00764769214837
1999-01-11,105.85125454224816
1999-01-12,104.83544996056027
1999-01-13,98.78721580177005
1999-01-14,99.47726338353243
1999-01-15,98.13581468020276
1999-01-18,99.98614425571213
1999-01-19,99.9060691846344
1999-01-20,101.04548736088303
1999-01-21,101.22323316479428
1999-01-22,100.20096881370682
1999-01-25,100.22993046841154
1999-01-26,98.87716191309413
1999-01-27,99.64493199140368
1999-01-28,99.5790097768623
1999-01-29,99.22306458675433
1999-02-01,98.0431386163591
1999-02-02,96.42754821145851
1999-02-03,96.2528147750038
1999-02-04,96.76843727670956
1999-02-05,95.42827401714429
1999-02-08,93.66113088925943
1999-02-09,91.32599870866378
1999-02-10,91.45452336336194
1999-02-11,92.33831884968302
1999-02-12,92.01245659492821
1999-02-15,90.9357665428598
1999-02-16,91.24126510897047
1999-02-17,90.20768044494362
1999-02-18,88.68258723071057
1999-02-19,87.86199793929528
1999-02-22,87.26595060684814
1999-02-23,84.74105077841696
1999-02-24,83.3251866500552
1999-02-25,84.12040393204039
1999-02-26,83.28501886534333
1999-03-01,81.59940427984635
1999-03-02,83.16389844251688
1999-03-03,85.89086990638312
1999-03-04,86.40671050194771
1999-03-05,87.73324760434835
1999-03-08,86.61583582462346
1999-03-09,87.53928710922419
1999-03-10,89.74941909968959
1999-03-11,92.08286929689605
1999-03-12,90.83670318544138
1999-03-15,89.64236274734226
1999-03-16,91.56422856706037
1999-03-17,91.91194168019128
1999-03-18,92.07954641591088
1999-03-19,92.83007735494655
1999-03-22,92.58383151887533
1999-03-23,89.89574453141665
1999-03-24,88.18038812994935
1999-03-25,90.86963762879662
1999-03-26,90.52921973994471
1999-03-29,90.72608554797775
1999-03-30,93.02462234560622
1999-03-31,94.57690657906731
1999-04-01,96.29705959856362
1999-04-02,98.13292988931686
1999-04-05,98.12940004307632
1999-04-06,99.03719114416485
1999-04-07,100.46849404229916
1999-04-08,101.86169971953608
1999-04-09,100.32181224633709
1999-04-12,98.34174687230771
1999-04-13,98.75931963271988
1999-04-14,99.39409824348618
1999-04-15,99.59818214704151
1999-04-16,97.93216103736052
1999-04-19,100.05495956772597
1999-04-20,99.64797068164833
1999-04-21,100.20717451365151
1999-04-22,100.76979232304801
1999-04-23,102.09953032567053
1999-04-26,103.54518640160606
1999-04-27,103.60301048296206
1999-04-28,103.05028418066875
1999-04-29,102.86197890073062
1999-04-30,104.3109813341003
1999-05-03,105.36513530421537
1999-05-04,105.94639178507592
