Date,THAILAND IMI GROWTH
1998-12-31,633.4103118100387
1999-01-01,633.4103118100387
1999-01-04,635.5905006755293
1999-01-05,686.058492761235
1999-01-06,739.8612931418533
1999-01-07,747.2711175432901
1999-01-08,747.9849456361006
1999-01-11,748.0144791579497
1999-01-12,738.119331348507
1999-01-13,691.1109917847913
1999-01-14,701.1137318292101
1999-01-15,706.1328860007796
1999-01-18,721.1806518979612
1999-01-19,712.3359048058129
1999-01-20,720.8608319934684
1999-01-21,708.6814077971381
1999-01-22,684.2089000979948
1999-01-25,667.0961006979912
1999-01-26,675.0164777477391
1999-01-27,684.7452081500674
1999-01-28,662.5431216323234
1999-01-29,657.1043087363392
1999-02-01,657.5468334547745
1999-02-02,634.3694125205125
1999-02-03,622.0806303443633
1999-02-04,624.8627287909667
1999-02-05,621.1835712013366
1999-02-08,605.2881811255903
1999-02-09,584.7586002726667
1999-02-10,580.1818308399934
1999-02-11,582.4454099101289
1999-02-12,640.8547649090817
1999-02-15,643.5480160531386
1999-02-16,650.3454393935326
1999-02-17,625.3853190689102
1999-02-18,620.3868274323152
1999-02-19,616.5146749877467
1999-02-22,613.4492661495186
1999-02-23,615.7818365567799
1999-02-24,618.8034976647507
1999-02-25,612.806788122668
1999-02-26,635.874898345208
1999-03-01,638.7761918636179
1999-03-02,636.7777206768365
1999-03-03,637.9975511098521
1999-03-04,640.3682378511643
1999-03-05,642.1000242691139
1999-03-08,652.352856431916
1999-03-09,638.3857223131853
1999-03-10,639.1826153392939
1999-03-11,667.1489424155792
1999-03-12,666.7515691964912
1999-03-15,693.9347893377314
1999-03-16,687.2226883154499
1999-03-17,687.9366113667296
1999-03-18,690.6309355445647
1999-03-19,706.8925124276224
1999-03-22,706.2429147657673
1999-03-23,703.5360119112507
1999-03-24,686.7546064466053
1999-03-25,697.271495109096
1999-03-26,704.9424715054215
1999-03-29,702.1300695892901
1999-03-30,696.84657574006
1999-03-31,673.4080452266005
1999-04-01,687.5358607884483
1999-04-02,687.9675374527517
1999-04-05,675.2078450666006
1999-04-06,671.0401185419748
1999-04-07,695.2605683687428
1999-04-08,704.8237276551179
1999-04-09,718.4167854612949
1999-04-12,712.1978323999665
1999-04-13,717.1552916461088
1999-04-14,720.9333802293704
1999-04-15,727.3183678505443
1999-04-16,805.9208410850198
1999-04-19,829.0692183493801
1999-04-20,810.3277614328315
1999-04-21,799.2730884692314
1999-04-22,798.9664289754799
1999-04-23,793.4072516624299
1999-04-26,825.4845113259989
1999-04-27,829.2603753866564
1999-04-28,823.9766721825769
1999-04-29,838.0529464166468
1999-04-30,909.6166549165063
1999-05-03,914.3448947761125
1999-05-04,994.2399518169577
