Date,POLAND IMI GROWTH
1998-12-31,270.1342478463506
1999-01-01,270.1342478463506
1999-01-04,280.7240096357311
1999-01-05,293.2987823005714
1999-01-06,300.3960464380353
1999-01-07,323.0825113901345
1999-01-08,330.21670354639195
1999-01-11,333.023991241814
1999-01-12,317.9167432494278
1999-01-13,298.666042433982
1999-01-14,279.8240846268773
1999-01-15,277.7055156446401
1999-01-18,306.2949948245044
1999-01-19,316.5887304951846
1999-01-20,326.3415950373831
1999-01-21,337.53991220030235
1999-01-22,312.96442444635136
1999-01-25,304.39175886127595
1999-01-26,328.4659836742606
1999-01-27,335.2735445802253
1999-01-28,326.69810936975136
1999-01-29,341.02950001048316
1999-02-01,343.9653511076673
1999-02-02,335.5497966294353
1999-02-03,333.8722364938447
1999-02-04,343.12063682432716
1999-02-05,332.36350891153813
1999-02-08,326.6885626275672
1999-02-09,329.61006237640487
1999-02-10,319.0461535469829
1999-02-11,320.3253956213996
1999-02-12,330.84729658208664
1999-02-15,320.4729679273898
1999-02-16,320.1876993470901
1999-02-17,318.5729905443708
1999-02-18,315.46401936569714
1999-02-19,309.8324969385638
1999-02-22,302.5995653460715
1999-02-23,303.72510927861356
1999-02-24,293.5514585814954
1999-02-25,279.7828726187074
1999-02-26,276.6975172974383
1999-03-01,288.75683768261894
1999-03-02,281.41617147079324
1999-03-03,282.61423184043826
1999-03-04,282.3183161081966
1999-03-05,284.374465276436
1999-03-08,295.35075315910484
1999-03-09,302.32023422332395
1999-03-10,298.6538749930044
1999-03-11,300.3014854200252
1999-03-12,302.8741860115758
1999-03-15,299.07968644986033
1999-03-16,295.9178376015201
1999-03-17,290.31592486511533
1999-03-18,295.0674748767818
1999-03-19,303.1923265555054
1999-03-22,304.11845800589896
1999-03-23,301.24427940672575
1999-03-24,279.39563868775787
1999-03-25,289.8719064257864
1999-03-26,295.32119070228674
1999-03-29,293.2160461944979
1999-03-30,296.31209947870775
1999-03-31,291.58863789052475
1999-04-01,294.4869622559459
1999-04-02,296.430966318949
1999-04-05,297.1296927301043
1999-04-06,305.29424976009193
1999-04-07,313.2379995410262
1999-04-08,308.50850815846616
1999-04-09,314.2303875633818
1999-04-12,310.08070994420217
1999-04-13,313.14347761238713
1999-04-14,309.7370462027528
1999-04-15,304.25495917198475
1999-04-16,304.30946126572485
1999-04-19,315.21324480166766
1999-04-20,323.0190786889579
1999-04-21,326.8826512927587
1999-04-22,333.4386807686825
1999-04-23,335.15085055204963
1999-04-26,335.5940217207173
1999-04-27,336.9472629022005
1999-04-28,332.66119498914986
1999-04-29,324.3841990962426
1999-04-30,331.2522177664077
1999-05-03,332.21681429860666
1999-05-04,341.90699886583747
1999-05-05,335.9429840666294
1999-05-06,335.8270952489458
1999-05-07,335.05914822056684
1999-05-10,330.75526368838797
1999-05-11,327.6493181744074
1999-05-12,330.5631164254641
1999-05-13,326.95608861038573
1999-05-14,330.1283700437319
1999-05-17,326.7045611640272
1999-05-18,327.18353512061253
1999-05-19,331.6569148521259
1999-05-20,334.49006444843945
1999-05-21,344.29818633128144
1999-05-24,341.55538864911523
1999-05-25,333.04654719881927
1999-05-26,334.88393181663776
1999-05-27,337.2854705103095
1999-05-28,330.87293088899776
1999-05-31,334.79879464787047
1999-06-01,335.5149283415819
1999-06-02,342.4184829415966
1999-06-03,343.45871664685893
1999-06-04,343.6118074165288
1999-06-07,346.6390309510338
1999-06-08,340.9281281861439
1999-06-09,339.87049300971137
1999-06-10,348.8931925136575
1999-06-11,351.2784711870704
1999-06-14,363.5708621505263
1999-06-15,367.5659174226777
1999-06-16,368.1076034354678
1999-06-17,371.3788483230255
1999-06-18,366.0755999559801
1999-06-21,374.0555746651802
1999-06-22,382.733274031581
1999-06-23,379.57947044738194
1999-06-24,381.91936490100335
1999-06-25,381.7198152307327
1999-06-28,382.36483288951877
1999-06-29,376.66819364316115
1999-06-30,375.8587913908978
1999-07-01,383.8554208773152
1999-07-02,385.4622298553432
1999-07-05,385.38971575158035
1999-07-06,384.9078415935618
1999-07-07,384.5362300839845
1999-07-08,385.4729414647743
1999-07-09,384.66532507784063
1999-07-12,390.33239673829866
1999-07-13,382.316934759014
1999-07-14,383.0976235738619
1999-07-15,396.0380136384777
1999-07-16,392.77619473313024
1999-07-19,388.6126649848389
1999-07-20,377.0785824237167
1999-07-21,364.62328442508107
1999-07-22,367.1481353726069
1999-07-23,370.79141113143646
1999-07-26,371.69796754526857
1999-07-27,365.18039838341014
1999-07-28,368.6744424708911
1999-07-29,367.7765906756828
1999-07-30,361.2141751336354
1999-08-02,359.34015646180336
1999-08-03,354.8679731573329
1999-08-04,352.6822527467807
1999-08-05,347.6184676908835
1999-08-06,345.68656823991853
1999-08-09,343.0474525944649
1999-08-10,340.4908225376853
1999-08-11,340.8019330611275
1999-08-12,346.77652976110284
1999-08-13,347.4564500893148
1999-08-16,347.41740282604883
1999-08-17,346.08572729801216
1999-08-18,348.9278900167608
1999-08-19,348.3383575730581
1999-08-20,346.1368934623899
1999-08-23,351.55984442848995
1999-08-24,354.22950766339085
1999-08-25,361.43072651917674
1999-08-26,365.8521979012981
1999-08-27,360.444362178246
1999-08-30,361.2697540027232
1999-08-31,356.5852717417298
1999-09-01,355.898283449974
1999-09-02,343.87839682845606
1999-09-03,339.87236003361886
1999-09-06,338.5795400879607
1999-09-07,327.4019372709523
1999-09-08,322.52333917325984
1999-09-09,320.9620423749322
1999-09-10,325.4392317985165
1999-09-13,324.4553428030655
1999-09-14,316.0515532470976
1999-09-15,300.0023937758482
1999-09-16,292.71388644998444
1999-09-17,299.982354170635
1999-09-20,304.6834280740077
1999-09-21,291.4307558080577
1999-09-22,283.8559480689038
1999-09-23,285.13371004507036
1999-09-24,281.3442558092915
1999-09-27,277.3530792549341
1999-09-28,278.6537253714676
1999-09-29,272.97635985326
1999-09-30,267.7522788396924
1999-10-01,270.683877184864
1999-10-04,273.816392511997
1999-10-05,276.9857134651133
1999-10-06,276.5752727952642
1999-10-07,279.2902861274272
1999-10-08,279.02072755754483
1999-10-11,278.8444048715061
1999-10-12,272.62022343902316
1999-10-13,267.22261370623903
1999-10-14,266.5684863805225
1999-10-15,265.34233508504246
1999-10-18,255.4744337416801
1999-10-19,254.0622609333877
1999-10-20,262.9883977453465
1999-10-21,272.15915217791087
1999-10-22,276.942771328606
1999-10-25,279.33043940248336
1999-10-26,274.44655323922075
1999-10-27,270.89487991618734
1999-10-28,270.24340145805405
1999-10-29,277.80202609695095
1999-11-01,278.31157385554326
1999-11-02,277.9706819760871
1999-11-03,277.1072154723162
1999-11-04,280.9383863976641
1999-11-05,269.0565733251198
1999-11-08,269.35038132423523
1999-11-09,270.6760263811222
1999-11-10,268.268458288548
1999-11-11,271.0600756558511
1999-11-12,272.85385135374304
1999-11-15,274.75803196392775
1999-11-16,284.0176993733642
1999-11-17,290.7442948637865
1999-11-18,295.29612016900336
1999-11-19,309.7764051684133
1999-11-22,314.2947865285964
1999-11-23,313.10171967834685
1999-11-24,309.14422675599286
1999-11-25,311.7126407147448
1999-11-26,314.1116070466499
1999-11-29,306.13253094913176
1999-11-30,307.2028807640462
1999-12-01,316.53972187581377
1999-12-02,323.541080260841
1999-12-03,318.35869312883517
1999-12-06,316.6657603888183
1999-12-07,318.4767720779281
1999-12-08,331.6128123096248
1999-12-09,343.881641339409
1999-12-10,357.40875257266697
1999-12-13,351.96477129440603
1999-12-14,350.56678942918035
1999-12-15,350.78114199030387
1999-12-16,347.6776070062988
1999-12-17,359.6514365233767
1999-12-20,369.33852269569553
1999-12-21,369.1854327239464
1999-12-22,371.77342954827856
1999-12-23,365.3602105059274
1999-12-24,365.3602105059274
1999-12-27,380.5050826038808
1999-12-28,383.88947563504166
1999-12-29,377.07540625531516
1999-12-30,377.6667763418148
1999-12-31,377.6667763418148
2000-01-03,391.6803056075192
2000-01-04,376.8027878819398
2000-01-05,360.21454996894374
2000-01-06,373.51717187437225
2000-01-07,402.10350889075545
2000-01-10,426.3456028245633
2000-01-11,424.0954660439021
2000-01-12,415.0885513934471
2000-01-13,433.3110169856905
2000-01-14,446.8486687911108
2000-01-17,435.89965052296185
2000-01-18,439.4178477111008
2000-01-19,429.0473424307775
2000-01-20,435.33663929822774
2000-01-21,434.0500808994398
2000-01-24,437.741724294991
2000-01-25,413.498950776808
