Date,CHILE IMI GROWTH
1998-12-31,316.78507736345915
1999-01-01,316.7719175766274
1999-01-04,319.54972698706194
1999-01-05,321.4294499667073
1999-01-06,324.6704380943088
1999-01-07,321.414405469261
1999-01-08,326.94520674526063
1999-01-11,315.94431826104335
1999-01-12,308.4596053970639
1999-01-13,288.6080982946468
1999-01-14,282.9407482915391
1999-01-15,292.72362042116265
1999-01-18,293.7432247360624
1999-01-19,292.0378579706431
1999-01-20,298.60454398575274
1999-01-21,299.33423122679574
1999-01-22,299.4065673957263
1999-01-25,309.98130417756175
1999-01-26,309.88972963577146
1999-01-27,314.3324590869027
1999-01-28,315.5726653995387
1999-01-29,318.10239138540726
1999-02-01,322.4978036970921
1999-02-02,317.9926783152125
1999-02-03,318.53917135855244
1999-02-04,322.13525124782853
1999-02-05,322.78225986029514
1999-02-08,325.64786515552765
1999-02-09,327.3692326239931
1999-02-10,329.050148163957
1999-02-11,336.1407512530885
1999-02-12,334.13297463039515
1999-02-15,333.53058150645995
1999-02-16,336.8894215063337
1999-02-17,335.2447827122438
1999-02-18,336.3458616325116
1999-02-19,342.88387939394306
1999-02-22,344.0182249337767
1999-02-23,342.92448175832965
1999-02-24,348.12108559008544
1999-02-25,339.967841952273
1999-02-26,338.7488300605088
1999-03-01,339.3336263103557
1999-03-02,337.3800338255944
1999-03-03,344.74728101887143
1999-03-04,355.9665433538252
1999-03-05,354.89652320063607
1999-03-08,357.68540693175424
1999-03-09,357.1571497388664
1999-03-10,357.88175177571077
1999-03-11,362.0906038083191
1999-03-12,361.123555983575
1999-03-15,362.69932623565177
1999-03-16,366.62471286820363
1999-03-17,363.1618565652635
1999-03-18,365.19214397934684
1999-03-19,370.5991527773439
1999-03-22,371.6848962697119
1999-03-23,369.08263725029826
1999-03-24,366.23200079835436
1999-03-25,372.9234013195443
1999-03-26,378.2103702082161
1999-03-29,378.0955510366684
1999-03-30,377.5715033852686
1999-03-31,379.53751153104804
1999-04-01,378.542884645194
1999-04-02,379.748269149223
1999-04-05,386.1005923754158
1999-04-06,386.33909669182697
1999-04-07,386.9894375230441
1999-04-08,389.9068561568284
1999-04-09,396.44120131939076
1999-04-12,395.95878043703703
1999-04-13,403.49934980430936
1999-04-14,407.8137643509815
1999-04-15,414.19352699542554
1999-04-16,420.7191786184954
1999-04-19,434.1262921303528
1999-04-20,435.0464323763095
1999-04-21,434.1099426031935
1999-04-22,423.3479453566899
1999-04-23,414.86980936391
1999-04-26,414.4457091965862
1999-04-27,402.7819104613313
1999-04-28,412.65335066660066
1999-04-29,411.60794484247793
1999-04-30,414.928956388313
1999-05-03,421.52787840473263
1999-05-04,413.08763255967193
1999-05-05,409.4052567596946
1999-05-06,409.3138359855717
1999-05-07,414.4215899888706
1999-05-10,424.548285161952
1999-05-11,433.15342525903367
1999-05-12,434.4812431935722
1999-05-13,438.3047705920022
1999-05-14,432.6733729277993
1999-05-17,429.5540488128577
1999-05-18,426.8486146325125
1999-05-19,423.04161881594877
1999-05-20,422.9681333855974
1999-05-21,425.75305927923574
1999-05-24,415.13921669453634
1999-05-25,410.32074256406116
1999-05-26,419.11715731301064
1999-05-27,419.4154393749632
1999-05-28,416.75771054039774
1999-05-31,418.5004236987516
1999-06-01,419.0723699145761
1999-06-02,421.2531355366646
1999-06-03,421.4769249933875
1999-06-04,429.02304082095975
1999-06-07,432.60417871927956
1999-06-08,429.1635591575314
1999-06-09,425.1919789065146
1999-06-10,425.6178747729705
1999-06-11,424.06101044144475
1999-06-14,426.22438748176324
1999-06-15,423.8439238086621
1999-06-16,433.7128100211808
1999-06-17,436.74327477898976
1999-06-18,432.3688621455514
1999-06-21,433.54740402911574
1999-06-22,441.153122424039
1999-06-23,434.74170206601417
1999-06-24,428.02981065305585
1999-06-25,418.7142626854558
1999-06-28,423.58234804243943
1999-06-29,425.01648416640415
1999-06-30,436.5806622134446
1999-07-01,450.6576504917317
1999-07-02,461.7572999584165
1999-07-05,463.98085821675113
1999-07-06,465.989034624748
1999-07-07,465.5122725617211
1999-07-08,463.9742811222772
1999-07-09,463.36364289133553
1999-07-12,460.59284287330837
1999-07-13,459.9604069554923
1999-07-14,455.3227179812909
1999-07-15,454.1015577084937
1999-07-16,453.49688555940065
1999-07-19,455.0517567769063
1999-07-20,442.65842360712946
1999-07-21,440.0684288495191
1999-07-22,438.3193191130011
1999-07-23,431.47325168879564
1999-07-26,417.43738789634955
1999-07-27,418.3195670452591
1999-07-28,422.15609207255795
1999-07-29,415.25695445057295
1999-07-30,417.543326158837
1999-08-02,420.64625828668636
1999-08-03,419.6389112958532
1999-08-04,419.6182293038698
1999-08-05,416.64042835693516
1999-08-06,417.8774485821548
1999-08-09,417.0117148293763
1999-08-10,413.008829117409
1999-08-11,416.8728137379981
1999-08-12,416.90150882768694
1999-08-13,421.3388950728444
1999-08-16,418.255392996112
1999-08-17,422.33866863435475
1999-08-18,416.698952813686
1999-08-19,411.01605045177814
1999-08-20,408.9217453707154
1999-08-23,413.01516987952164
1999-08-24,413.9590653806495
1999-08-25,421.6960228018547
1999-08-26,425.22897183287904
1999-08-27,421.9246022864416
1999-08-30,422.588362034129
1999-08-31,417.0643053514471
1999-09-01,421.79468854391763
1999-09-02,416.5165116857592
1999-09-03,421.04226902744773
1999-09-06,421.78558809903194
1999-09-07,421.80044245854816
1999-09-08,423.55748186646997
1999-09-09,429.37258531815684
1999-09-10,429.7194815202856
1999-09-13,432.1528246395095
1999-09-14,432.4207064616606
1999-09-15,430.7212335211826
1999-09-16,427.6075475128871
1999-09-17,427.25868596780424
1999-09-20,429.71536353889104
1999-09-21,422.6327863596875
1999-09-22,420.81566795616595
1999-09-23,419.9394562989999
1999-09-24,416.8649096079193
1999-09-27,416.71179497363875
1999-09-28,410.26127709973815
1999-09-29,402.1925762276567
1999-09-30,400.8561858073813
1999-10-01,397.6516907034217
1999-10-04,399.56267259223824
1999-10-05,399.7468637993903
1999-10-06,396.3536697133993
1999-10-07,394.7900988544536
1999-10-08,394.95283256850655
1999-10-11,392.9047695043841
1999-10-12,389.6272061834183
1999-10-13,380.2450147944332
