Date,BRAZIL IMI GROWTH
1998-12-31,177.44223445306434
1999-01-01,177.44223445306434
1999-01-04,178.19101080814525
1999-01-05,180.05825792379096
1999-01-06,184.03582765953533
1999-01-07,179.89912839313044
1999-01-08,177.31825741078728
1999-01-11,167.89903704691466
1999-01-12,158.26473115928448
1999-01-13,137.00540668311604
1999-01-14,126.03978746189854
1999-01-15,141.67700829567218
1999-01-18,132.30797741622564
1999-01-19,135.5793810025744
1999-01-20,139.8988517534798
1999-01-21,124.86726959482108
1999-01-22,123.10008162395297
1999-01-25,117.8018242470444
1999-01-26,120.51756976365893
1999-01-27,117.77716642489291
1999-01-28,120.06326898975628
1999-01-29,117.26601070372233
1999-02-01,136.8301882041656
1999-02-02,149.26660608818275
1999-02-03,145.58209161014958
1999-02-04,144.15237513293815
1999-02-05,138.09637647897372
1999-02-08,136.9839649210715
1999-02-09,135.40955166473347
1999-02-10,136.91017682821843
1999-02-11,138.20631779443636
1999-02-12,139.0183948189733
1999-02-15,139.53183435841953
1999-02-16,140.2369818218588
1999-02-17,138.51167089093664
1999-02-18,137.45769229482434
1999-02-19,140.68562435199172
1999-02-22,139.54795242340526
1999-02-23,136.01539600897573
1999-02-24,134.48720755521626
1999-02-25,129.84800698229586
1999-02-26,135.18728299275716
1999-03-01,132.9256999413846
1999-03-02,131.2070298014659
1999-03-03,132.57733693227064
1999-03-04,142.38435327419668
1999-03-05,149.41119898707302
1999-03-08,152.65919579592898
1999-03-09,158.86373920577384
1999-03-10,162.8350079707352
1999-03-11,160.94152538013174
1999-03-12,156.87431415934782
1999-03-15,167.1332959317829
1999-03-16,170.60649467884485
1999-03-17,167.01987745640116
1999-03-18,172.82931613925487
1999-03-19,173.87387603229223
1999-03-22,170.9547899585694
1999-03-23,168.39745959181428
1999-03-24,167.0863460593294
1999-03-25,179.706444179868
1999-03-26,182.67581066544253
1999-03-29,186.32177084414835
1999-03-30,189.3062463744991
1999-03-31,190.46714690719884
1999-04-01,190.19408204320575
1999-04-02,190.61722530800643
1999-04-05,194.38334587803539
1999-04-06,198.72395148437732
1999-04-07,204.07581719074244
1999-04-08,205.6644428125762
1999-04-09,203.15911795630515
1999-04-12,204.82764548007677
1999-04-13,206.93076894345452
1999-04-14,208.48341354828725
1999-04-15,210.59682998890887
1999-04-16,211.34368181905148
1999-04-19,211.00081826596966
1999-04-20,201.47784907576752
1999-04-21,202.40855042902817
1999-04-22,206.6372025922988
1999-04-23,205.54253520218066
1999-04-26,203.1586162786035
1999-04-27,202.8095074136114
1999-04-28,210.21014185401071
1999-04-29,212.57121889008997
1999-04-30,217.91708199910306
1999-05-03,219.2556468052456
1999-05-04,213.95453746680846
1999-05-05,216.07322616032928
1999-05-06,218.48378255819523
1999-05-07,226.3054379819156
1999-05-10,232.09192528728028
1999-05-11,231.64406028673645
1999-05-12,230.80922399265586
1999-05-13,239.50543213387365
1999-05-14,238.37313950328712
1999-05-17,231.88391325903552
1999-05-18,234.39812342499675
1999-05-19,232.12406404471147
1999-05-20,230.4013446423727
1999-05-21,223.9734133418646
1999-05-24,210.56462601683444
1999-05-25,200.36877716732712
1999-05-26,215.19686945060272
1999-05-27,210.37042380307165
1999-05-28,210.18681426405672
1999-05-31,213.0130992425025
1999-06-01,208.8589617258624
1999-06-02,211.02488011740837
1999-06-03,211.136986448003
1999-06-04,215.22868994439554
1999-06-07,213.40045149411023
1999-06-08,208.04955461664284
1999-06-09,206.48719425199243
1999-06-10,206.0653845306229
1999-06-11,206.49153515604243
1999-06-14,205.67360332466987
1999-06-15,208.60563146854227
1999-06-16,218.74339031643817
1999-06-17,221.79351371622255
1999-06-18,223.85235961239187
1999-06-21,226.64819246411466
1999-06-22,226.4357101937319
1999-06-23,223.54335122010926
1999-06-24,216.40120229717698
1999-06-25,210.60000202347453
1999-06-28,215.2987832355899
1999-06-29,219.3120681057807
1999-06-30,225.74402321727703
1999-07-01,227.8491411215479
1999-07-02,234.07784078688323
1999-07-05,233.38104544457877
1999-07-06,229.5046693997173
1999-07-07,230.65286202623008
1999-07-08,225.48109535863443
1999-07-09,225.7609418311758
1999-07-12,218.3127644748266
1999-07-13,219.2180396573335
1999-07-14,220.78040885942863
1999-07-15,222.63377940055926
1999-07-16,225.14869538222007
1999-07-19,228.60206246681042
1999-07-20,218.6263643403143
1999-07-21,217.74818086829936
1999-07-22,216.5974086931176
1999-07-23,212.08376604161253
1999-07-26,202.32486283974703
1999-07-27,204.17270560243384
1999-07-28,206.0129455588776
1999-07-29,201.97481342432965
1999-07-30,198.85075470867915
1999-08-02,194.11158731704407
1999-08-03,194.5261503506337
1999-08-04,189.99607630415088
1999-08-05,186.4446783833245
1999-08-06,185.46498285769624
1999-08-09,184.15698833517757
