Date,UNITED ARAB EMIRATES IMI GROWTH
2014-06-02,992.9558561693703
2014-06-03,973.6641041980777
2014-06-04,963.1150099584023
2014-06-05,975.3260587820902
2014-06-06,973.6098167254314
2014-06-09,915.3842067509612
2014-06-10,894.1117572496148
2014-06-11,882.7621171512343
2014-06-12,911.9012512538997
2014-06-13,913.4515878602374
2014-06-16,835.0802168509474
2014-06-17,833.9698007554076
2014-06-18,850.3593380244088
2014-06-19,859.1026622292335
2014-06-20,862.6781696076694
2014-06-23,795.8460562835486
2014-06-24,745.9268205787167
2014-06-25,773.6876078839588
2014-06-26,765.8820114372377
2014-06-27,763.0095432482232
2014-06-30,690.8146673353739
2014-07-01,708.2811552504093
2014-07-02,776.8879768600241
2014-07-03,791.0213393942386
2014-07-04,792.2437581246293
2014-07-07,826.247418586946
2014-07-08,814.7272137461922
2014-07-09,807.9285988196004
2014-07-10,821.0723216677243
2014-07-11,821.1930764764115
2014-07-14,830.447603046506
2014-07-15,862.0885236644052
2014-07-16,882.0408533653666
2014-07-17,883.3920897987044
2014-07-18,883.9479085013426
2014-07-21,844.436871280982
2014-07-22,838.8978420133179
2014-07-23,826.1314078795011
2014-07-24,821.3891585054906
2014-07-25,823.5904545455563
2014-07-28,836.6858412869647
2014-07-29,838.4639000802447
2014-07-30,840.5007559873052
2014-07-31,864.9103903518843
2014-08-01,861.7544882648159
2014-08-04,859.851466694551
2014-08-05,856.123656723084
2014-08-06,831.0831364547199
2014-08-07,836.4986269145188
2014-08-08,832.5700858957994
2014-08-11,852.7363012701121
2014-08-12,852.6930276588247
2014-08-13,853.2972128901256
2014-08-14,856.3984126763272
2014-08-15,856.2283735197661
2014-08-18,860.4515042940817
2014-08-19,877.084738056521
2014-08-20,872.968584824232
2014-08-21,880.3578093886466
2014-08-22,883.9174317143307
2014-08-25,895.8016823840665
2014-08-26,900.1786619442046
2014-08-27,903.2657076290238
2014-08-28,887.5779499476032
2014-08-29,887.8137928586889
2014-09-01,921.1809990257477
2014-09-02,924.9194200895834
2014-09-03,943.6770277805316
2014-09-04,949.6746464260362
2014-09-05,950.2609332008487
2014-09-08,953.6282481594784
2014-09-09,951.513648184836
2014-09-10,918.3069676597789
2014-09-11,929.4658128773493
2014-09-12,929.6813328525102
2014-09-15,945.3516356187051
2014-09-16,937.2717115096862
2014-09-17,935.0764218067675
2014-09-18,963.9457552639557
2014-09-19,970.0640200553589
2014-09-22,953.5599551748924
2014-09-23,954.2809746189124
2014-09-24,951.7940600738293
2014-09-25,951.6377776546209
2014-09-26,955.5092665913756
2014-09-29,943.584508921446
2014-09-30,948.612804811789
2014-10-01,945.3013593593527
2014-10-02,923.205917511835
2014-10-03,933.6838969936466
2014-10-06,929.3904279815898
2014-10-07,928.3463460947519
2014-10-08,899.2595386028335
2014-10-09,908.0746274503924
2014-10-10,914.2957945084046
2014-10-13,863.0816484742202
2014-10-14,842.1239215076865
2014-10-15,825.8860616030564
2014-10-16,791.3111343800971
2014-10-17,792.1168555273022
2014-10-20,797.6753282840139
2014-10-21,808.2644879773418
2014-10-22,827.874483364924
2014-10-23,835.4831795674487
2014-10-24,834.164186506601
2014-10-27,840.522657503366
2014-10-28,836.5641895482967
2014-10-29,839.9739756560016
2014-10-30,824.9980783562793
2014-10-31,831.0791796124531
2014-11-03,854.8415167819982
2014-11-04,842.9825712526002
2014-11-05,822.5949030862217
2014-11-06,828.3092598466819
2014-11-07,829.8105453587287
2014-11-10,863.2183323877762
2014-11-11,872.8995388931107
2014-11-12,864.0921965691463
2014-11-13,877.7649124908678
2014-11-14,877.4132297662032
2014-11-17,853.3647561096973
2014-11-18,862.6501138984488
2014-11-19,854.5258602577765
2014-11-20,860.4499721169619
2014-11-21,869.2880750288213
2014-11-24,877.2398247113232
2014-11-25,851.4522483245595
2014-11-26,820.8671404160945
2014-11-27,838.0796231169829
2014-11-28,839.0677602418629
2014-12-01,804.8745110664845
2014-12-02,809.6864787217594
2014-12-03,814.9995404229192
2014-12-04,787.1421600959405
2014-12-05,796.1036874939589
2014-12-08,768.8474056139539
2014-12-09,735.0571807016628
2014-12-10,734.8385351260721
2014-12-11,679.8941372620668
2014-12-12,675.5568251201688
2014-12-15,636.5155630707351
2014-12-16,583.0308677587469
2014-12-17,581.0098123863045
2014-12-18,657.6099801059634
2014-12-19,658.4679537416868
2014-12-22,729.4832312909035
2014-12-23,708.3276330744122
2014-12-24,727.5988000576826
2014-12-25,734.0993052995493
2014-12-26,735.2453458731239
2014-12-29,747.9333335206657
2014-12-30,708.5815819098683
2014-12-31,719.2959801360712
2015-01-01,719.2959801360714
2015-01-02,723.4727891540327
2015-01-05,694.1808571692965
2015-01-06,664.8587413042899
2015-01-07,699.0724912190287
2015-01-08,714.782300021199
2015-01-09,712.2455763234605
2015-01-12,730.6388529599371
2015-01-13,753.6116481760666
2015-01-14,751.9905352818201
2015-01-15,766.8317211487816
2015-01-16,772.8343177918249
2015-01-19,768.3143777477147
2015-01-20,766.8142063204883
2015-01-21,760.0812093314348
2015-01-22,775.6955379156044
