Date,CHINA IMI GROWTH
1998-12-31,840.1499915025289
1999-01-01,840.1499915025289
1999-01-04,818.1708898032964
1999-01-05,807.3700487773785
1999-01-06,838.9973899416434
1999-01-07,875.5719697934967
1999-01-08,873.2388373750641
1999-01-11,837.6027189721169
1999-01-12,804.8989255279894
1999-01-13,714.6061183291903
1999-01-14,715.4057483154083
1999-01-15,752.1195032341273
1999-01-18,753.1866475173484
1999-01-19,747.3534478329095
1999-01-20,709.0697985325119
1999-01-21,692.1810249868889
1999-01-22,657.6633582642545
1999-01-25,655.3324695915028
1999-01-26,679.8570935910501
1999-01-27,728.1627958922581
1999-01-28,734.6266276041559
1999-01-29,721.9034489031343
1999-02-01,707.9035599399297
1999-02-02,687.8335530572353
1999-02-03,666.0203887752175
1999-02-04,666.869382771189
1999-02-05,650.1822030931726
1999-02-08,653.2269611752117
1999-02-09,680.646410077479
1999-02-10,669.5081296622554
1999-02-11,678.0383935498187
1999-02-12,695.8190613475157
1999-02-15,692.8156620978463
1999-02-16,696.3379366615221
1999-02-17,691.0005461284478
1999-02-18,692.0741544937409
1999-02-19,681.5800026167963
1999-02-22,665.5983761254643
1999-02-23,668.3945915533109
1999-02-24,683.3246809110797
1999-02-25,681.1457997629191
1999-02-26,716.8673886176837
1999-03-01,740.9955086041566
1999-03-02,726.2274414434938
1999-03-03,738.9722053531452
1999-03-04,749.7682540029275
1999-03-05,747.9106745668748
1999-03-08,758.1571174718064
1999-03-09,741.7901283073807
1999-03-10,741.5742504145414
1999-03-11,751.7147588251888
1999-03-12,740.2848593727795
1999-03-15,739.0879131710999
1999-03-16,754.9017071589902
1999-03-17,792.6473154477893
1999-03-18,813.8038106659675
1999-03-19,811.7545564902666
1999-03-22,844.4836232041604
1999-03-23,849.3231575636729
1999-03-24,843.7417020719429
1999-03-25,840.1373847708454
1999-03-26,841.9634628848563
1999-03-29,824.2822889699218
1999-03-30,817.1745402725157
1999-03-31,816.9458211499045
1999-04-01,827.8921592952088
1999-04-02,826.1507784415344
1999-04-05,835.5410517577859
1999-04-06,832.4386360358603
1999-04-07,859.9740357273618
1999-04-08,860.5846420740926
1999-04-09,890.0779188485756
1999-04-12,901.1206607159177
1999-04-13,885.8430065148488
1999-04-14,846.0931936307295
1999-04-15,863.9000032061882
1999-04-16,883.105220313141
1999-04-19,901.1454123403402
1999-04-20,911.3499504771307
1999-04-21,949.3460852829774
1999-04-22,965.8544286084036
1999-04-23,967.5924416882023
1999-04-26,948.814268527466
1999-04-27,955.9714551210116
1999-04-28,941.7748573706464
1999-04-29,930.7899859554217
1999-04-30,953.3673769348775
1999-05-03,950.2348323622401
1999-05-04,966.080509296577
1999-05-05,972.3142874288402
1999-05-06,997.768905379606
1999-05-07,998.2424948627913
1999-05-10,965.3561465928616
1999-05-11,968.0300476528187
1999-05-12,977.221352666211
1999-05-13,982.6578751366621
1999-05-14,964.4784870698246
1999-05-17,943.5709636799357
1999-05-18,958.6949726779543
1999-05-19,959.3355571790772
1999-05-20,956.0626793174474
1999-05-21,932.4869388030164
1999-05-24,936.4334836188148
1999-05-25,934.6173383025671
1999-05-26,929.2675207849861
1999-05-27,904.1933397469937
1999-05-28,888.3029806977289
1999-05-31,925.5821385063203
1999-06-01,970.182085756412
1999-06-02,957.8021078185647
1999-06-03,943.9732933330273
1999-06-04,943.3374311134938
1999-06-07,954.5694742685585
1999-06-08,951.275519543479
1999-06-09,960.5694317365064
1999-06-10,1029.9849718986966
1999-06-11,1092.1019573570336
1999-06-14,1130.2505804992466
1999-06-15,1081.705833943865
1999-06-16,1132.9958494199034
1999-06-17,1175.1713769772227
1999-06-18,1165.4189495671128
1999-06-21,1247.5124502070844
1999-06-22,1309.0365180537758
1999-06-23,1324.189230895441
1999-06-24,1300.4293845293284
1999-06-25,1299.8330018183897
1999-06-28,1365.9889166396906
1999-06-29,1456.4044122535427
1999-06-30,1464.4696335055055
1999-07-01,1432.264743085941
1999-07-02,1428.7307194729337
