Date,PERU IMI GROWTH
1998-12-31,236.79358065970146
1999-01-01,236.79358065970146
1999-01-04,236.00635687577739
1999-01-05,239.54122336192444
1999-01-06,244.0018417396321
1999-01-07,241.8624439984357
1999-01-08,245.4503887862852
1999-01-11,242.73892820489388
1999-01-12,239.34890545311538
1999-01-13,221.63021153340284
1999-01-14,215.32579766117934
1999-01-15,227.8252066445776
1999-01-18,229.98326995669737
1999-01-19,228.79576671724948
1999-01-20,232.35268225757576
1999-01-21,227.98267950342475
1999-01-22,225.10288475624654
1999-01-25,225.7519939261065
1999-01-26,223.84660937812882
1999-01-27,223.17237552668493
1999-01-28,227.81222181875847
1999-01-29,230.0096740190318
1999-02-01,232.20673628917973
1999-02-02,236.88637787934113
1999-02-03,236.82976027696168
1999-02-04,239.0261265006151
1999-02-05,238.42523029334617
1999-02-08,240.8901932980824
1999-02-09,239.06978378144393
1999-02-10,238.19235372557137
1999-02-11,239.7258737746715
1999-02-12,240.60471237295587
1999-02-15,243.4091436142803
1999-02-16,247.36570286736483
1999-02-17,248.6921177565097
1999-02-18,250.20603123215096
1999-02-19,257.199133491461
1999-02-22,258.02343233729886
1999-02-23,258.56050326262385
1999-02-24,257.4893274016745
1999-02-25,251.4920341277907
1999-02-26,258.71487470190374
1999-03-01,256.22090768501204
1999-03-02,256.2944551238581
1999-03-03,261.61846272023206
1999-03-04,262.16551725586044
1999-03-05,262.92904869696997
1999-03-08,261.500193771742
1999-03-09,261.58768320897565
1999-03-10,261.8231547044377
1999-03-11,271.8981000955425
1999-03-12,267.8773894391396
1999-03-15,269.52290789346233
1999-03-16,264.8553101385783
1999-03-17,261.5637232995628
1999-03-18,262.82872803756527
1999-03-19,264.4820620265737
1999-03-22,262.7430148634251
1999-03-23,262.15397263585805
1999-03-24,260.37904746006456
1999-03-25,264.066076826999
1999-03-26,267.9551741069062
1999-03-29,267.69300966672154
1999-03-30,267.68412490113394
1999-03-31,269.26637262748153
1999-04-01,268.88033657552523
1999-04-02,269.47854080058323
1999-04-05,269.04688007956304
1999-04-06,268.8272930127187
1999-04-07,267.19206439923096
1999-04-08,269.3319640798241
1999-04-09,270.70376803259745
1999-04-12,265.95882786112486
1999-04-13,268.9500636479643
1999-04-14,268.5295514693332
1999-04-15,272.5078041593448
1999-04-16,291.2910942023665
1999-04-19,303.3959031007879
1999-04-20,303.0940312574033
1999-04-21,304.00634205957715
1999-04-22,306.2709958614385
1999-04-23,303.9873839100844
1999-04-26,305.9186297299193
1999-04-27,303.901946825995
1999-04-28,303.66628652972224
1999-04-29,306.18704024749724
1999-04-30,307.1039018590628
1999-05-03,309.9177901751422
1999-05-04,308.11303143339575
1999-05-05,308.325055537775
1999-05-06,313.2364083273972
1999-05-07,308.43050473446647
1999-05-10,308.04691441456464
1999-05-11,310.32003296727936
1999-05-12,307.3377279801899
1999-05-13,310.68866802651985
1999-05-14,309.79218086903455
1999-05-17,309.2576730607464
1999-05-18,308.56195723573353
1999-05-19,305.6544262567136
1999-05-20,308.5287940554827
1999-05-21,307.42937650470236
1999-05-24,309.28207481269925
1999-05-25,306.1916507660768
1999-05-26,312.16421380412265
1999-05-27,308.405895716997
1999-05-28,309.1662074691995
1999-05-31,311.2164296384361
1999-06-01,306.1732324940722
1999-06-02,308.4441683765883
1999-06-03,313.8956103244969
1999-06-04,314.9013985418546
1999-06-07,315.66097684067756
1999-06-08,311.6875689960085
1999-06-09,312.80160958363854
1999-06-10,307.77605464961516
1999-06-11,305.98629556428824
1999-06-14,308.7759413218129
1999-06-15,310.47825592053607
1999-06-16,313.95284594014305
1999-06-17,311.70072992451253
1999-06-18,307.76697253770146
1999-06-21,309.73413620414345
1999-06-22,309.72783061583567
1999-06-23,309.06926096935973
1999-06-24,309.2161045706936
1999-06-25,305.08512093291506
1999-06-28,310.3375875217401
1999-06-29,311.38830728602164
1999-06-30,318.4871428318548
1999-07-01,323.33949134548016
1999-07-02,324.1227497374025
1999-07-05,321.6091387562149
1999-07-06,320.6962495359441
1999-07-07,320.38520801431685
1999-07-08,323.3284124634274
1999-07-09,323.17884740196956
1999-07-12,318.8974137926309
1999-07-13,314.0471404393765
1999-07-14,316.51408511103085
1999-07-15,312.5511658442738
1999-07-16,314.33705857934615
1999-07-19,312.14321632221055
1999-07-20,302.9880196297226
1999-07-21,295.0573258992264
1999-07-22,297.829242641904
1999-07-23,298.1226262383659
1999-07-26,293.85599998934197
1999-07-27,297.2166146968762
1999-07-28,297.5946638134172
1999-07-29,294.77563829992573
1999-07-30,294.7661141343528
1999-08-02,291.7265247505719
1999-08-03,288.1920278088642
1999-08-04,285.23007640086286
1999-08-05,281.55279477687264
1999-08-06,280.92968629812066
1999-08-09,284.45326473806267
