Date,INDIA IMI GROWTH
1998-12-31,224.5132025278929
1999-01-01,224.5132025278929
1999-01-04,228.0672685031148
1999-01-05,231.29254423646407
1999-01-06,238.15726807925745
1999-01-07,242.39875879234188
1999-01-08,249.7424065398433
1999-01-11,252.6042192278102
1999-01-12,249.29466113383558
1999-01-13,247.17264093553425
1999-01-14,248.15141031969654
1999-01-15,244.67651469750675
1999-01-18,249.5558839823661
1999-01-19,247.20192189415584
1999-01-20,247.97105626070783
1999-01-21,257.1434673460978
1999-01-22,256.56539518706813
1999-01-25,260.56204579857524
1999-01-26,260.3031385080682
1999-01-27,267.67414405344147
1999-01-28,264.65501356810654
1999-01-29,267.9186824919628
1999-02-01,264.75647444703617
1999-02-02,260.72660692973346
1999-02-03,264.9827697184188
1999-02-04,263.5098067228825
1999-02-05,262.3202631105508
1999-02-08,263.51410431988427
1999-02-09,264.30437399356566
1999-02-10,270.7358668137151
1999-02-11,274.0344641156576
1999-02-12,276.9758513832054
1999-02-15,276.82444011460444
1999-02-16,280.0978195778728
1999-02-17,280.3650285955259
1999-02-18,280.2730482154911
1999-02-19,281.7432343048342
1999-02-22,279.6531245195452
1999-02-23,277.0804421039116
1999-02-24,278.2905316541388
1999-02-25,275.81797751851536
1999-02-26,272.4063241910646
1999-03-01,304.05582501358936
1999-03-02,304.2227739909476
1999-03-03,318.1157809431798
1999-03-04,315.2912393133013
1999-03-05,316.32402527390497
1999-03-08,320.666524055522
1999-03-09,322.640464957843
1999-03-10,322.20126687366803
1999-03-11,320.55709461749865
1999-03-12,321.16460796432034
1999-03-15,331.4833564024828
1999-03-16,332.4118450631215
1999-03-17,322.4415327149341
1999-03-18,323.072533757429
1999-03-19,322.6783183356939
1999-03-22,328.76510246017995
1999-03-23,330.95493300226894
1999-03-24,322.5597192071169
1999-03-25,323.99859217851684
1999-03-26,323.4240440064463
1999-03-29,323.9370801871041
1999-03-30,329.35201238469404
1999-03-31,335.1521575559854
1999-04-01,330.8687440907966
1999-04-02,331.604859952505
1999-04-05,318.62233230437323
