Date,KOREA IMI GROWTH
1998-12-31,292.1581298913522
1999-01-01,292.1581298913522
1999-01-04,313.59218429660956
1999-01-05,318.237037893841
1999-01-06,328.8539417876905
1999-01-07,345.0497141728922
1999-01-08,336.5827640518214
1999-01-11,342.6384363223445
1999-01-12,335.3128240003662
1999-01-13,326.09292849865403
1999-01-14,308.6907039129258
1999-01-15,318.4187024080466
1999-01-18,319.8018450752981
1999-01-19,317.8353629673244
1999-01-20,317.9185309722335
1999-01-21,305.03921738128025
1999-01-22,289.71549214126117
1999-01-25,285.5618558157993
1999-01-26,279.9867286944993
1999-01-27,298.62849469675547
1999-01-28,303.75148946355563
1999-01-29,306.5023936493756
1999-02-01,313.8183071124965
1999-02-02,307.11435805701205
1999-02-03,300.3306143795576
1999-02-04,301.391240991785
1999-02-05,303.96576270891893
1999-02-08,299.7222589247542
1999-02-09,288.4486928658992
1999-02-10,287.35059861618765
1999-02-11,288.58127150324356
1999-02-12,302.5602282843562
1999-02-15,303.67768029110215
1999-02-16,305.35523160540595
1999-02-17,303.91449206342367
1999-02-18,295.0991261633842
1999-02-19,286.26437230339144
1999-02-22,275.67035826165454
1999-02-23,274.86505253516566
1999-02-24,271.5410287797539
1999-02-25,268.9420684667903
1999-02-26,281.9219430078868
1999-03-01,284.1014069419573
1999-03-02,287.97876044731976
1999-03-03,286.9719262325647
1999-03-04,287.4144984843006
1999-03-05,289.8371680550676
1999-03-08,306.1785398061123
1999-03-09,305.83172970293566
1999-03-10,302.9831626696814
1999-03-11,315.5634185217362
1999-03-12,314.55745588135653
1999-03-15,314.14716220310345
1999-03-16,320.87653803307376
1999-03-17,317.3869891886588
1999-03-18,310.6745041000131
1999-03-19,326.7071342154794
1999-03-22,332.22075650562175
1999-03-23,335.7884050620357
1999-03-24,332.79897677479454
1999-03-25,333.37240392832075
1999-03-26,336.67716908857665
1999-03-29,333.67081276165135
1999-03-30,340.19323558586166
1999-03-31,340.05958343932633
1999-04-01,353.36331064997444
1999-04-02,356.0778355362163
1999-04-05,357.7680142768116
1999-04-06,366.98597420551175
1999-04-07,368.1690101961213
1999-04-08,368.61394228041837
1999-04-09,375.0333511250038
1999-04-12,374.3705097889817
1999-04-13,376.6220868386478
1999-04-14,377.2890838591676
1999-04-15,399.22794827883376
1999-04-16,408.09802855702236
1999-04-19,443.5442910833
1999-04-20,445.7716186072368
1999-04-21,431.32447644517123
1999-04-22,427.8969950422046
1999-04-23,432.14327969358817
1999-04-26,451.96361777373266
1999-04-27,465.08018026213495
1999-04-28,466.7648241238354
1999-04-29,443.1396265774977
1999-04-30,437.17722309441274
1999-05-03,437.962485657912
1999-05-04,442.9843772536229
1999-05-05,439.62133124546745
1999-05-06,451.1374173927718
1999-05-07,452.3875291774154
1999-05-10,454.94206223661644
1999-05-11,438.6428542797683
1999-05-12,434.17570889191535
1999-05-13,418.7755158397753
1999-05-14,415.35971283708705
1999-05-17,405.521929323387
1999-05-18,414.2864286357635
1999-05-19,419.5406317181446
1999-05-20,408.88791833649157
1999-05-21,412.9218930121049
1999-05-24,405.7354188701653
1999-05-25,407.7045850836974
1999-05-26,423.5256853552346
1999-05-27,428.0231722120026
1999-05-28,433.19461979796574
1999-05-31,436.9755204901134
1999-06-01,447.1574609823776
1999-06-02,465.83108508875864
1999-06-03,468.72310373947954
1999-06-04,484.93379956689955
1999-06-07,517.2099855398274
1999-06-08,518.3611177278752
1999-06-09,488.20626111809116
1999-06-10,520.7765742741136
1999-06-11,512.2914690620598
1999-06-14,495.4607255322251
1999-06-15,489.51190471954834
1999-06-16,511.47739708444266
1999-06-17,514.3298892236696
1999-06-18,517.8148142148956
1999-06-21,541.7914360032133
1999-06-22,550.3909389226745
1999-06-23,553.2505293382358
1999-06-24,544.7712521581599
1999-06-25,546.0939850385033
1999-06-28,563.3524411310244
1999-06-29,560.6121911233798
1999-06-30,557.5032474272374
1999-07-01,582.688342537687
1999-07-02,595.2842367787806
1999-07-05,613.3229005135614
1999-07-06,635.7323267705813
1999-07-07,643.099970854644
1999-07-08,636.0303167666519
1999-07-09,643.2814538872065
1999-07-12,629.0741773853174
1999-07-13,622.7323766973458
1999-07-14,592.9952282515934
1999-07-15,620.3718216477557
1999-07-16,647.1984431122357
1999-07-19,647.0656318443257
1999-07-20,614.1924786033181
1999-07-21,584.9067531963062
1999-07-22,591.8310409060906
1999-07-23,551.0241267806601
1999-07-26,524.4765579092934
1999-07-27,566.1916210413522
1999-07-28,584.2082709046229
1999-07-29,618.8791361293262
1999-07-30,600.6299057203322
1999-08-02,600.8000166991282
1999-08-03,609.2305211917676
1999-08-04,601.3569470055243
1999-08-05,573.0953264729218
1999-08-06,573.7482323642005
1999-08-09,585.9532249049336
1999-08-10,604.2592476377469
1999-08-11,587.9017756775314
1999-08-12,591.090417467872
1999-08-13,573.6363309663568
1999-08-16,573.5576337351778
1999-08-17,557.2245250720799
1999-08-18,554.315196513407
1999-08-19,549.4379313216593
1999-08-20,544.6799132433925
1999-08-23,577.0218144904454
1999-08-24,591.9566475529273
1999-08-25,612.2619746119698
1999-08-26,619.4693524909369
1999-08-27,627.0412452219905
1999-08-30,611.2532030039542
1999-08-31,605.5560536362646
1999-09-01,584.9953839774096
1999-09-02,572.7367485528263
1999-09-03,589.0895069950302
1999-09-06,604.4725977170457
1999-09-07,601.0474079476369
1999-09-08,595.9476648431871
1999-09-09,609.4715267301688
1999-09-10,621.4714014955676
1999-09-13,646.2896628625624
1999-09-14,628.0439569228243
1999-09-15,620.9337512463294
1999-09-16,589.5545357906508
1999-09-17,592.6964632640154
1999-09-20,598.6341597377975
1999-09-21,613.852477855605
1999-09-22,598.3260071522806
1999-09-23,602.1777279863054
1999-09-24,598.6486646792863
1999-09-27,577.5392866298381
1999-09-28,568.8745461128059
1999-09-29,543.2410660952186
1999-09-30,522.7239899231603
1999-10-01,524.8370543035271
1999-10-04,512.264743279028
1999-10-05,504.1558141283908
1999-10-06,536.6414069628921
1999-10-07,543.5994762132754
1999-10-08,538.8812838409599
1999-10-11,533.384623919998
1999-10-12,543.6162394255856
1999-10-13,541.5340356027632
1999-10-14,541.6923368225381
1999-10-15,537.7697259334171
1999-10-18,516.7685281015607
1999-10-19,506.58069873464075
1999-10-20,515.8772948450836
1999-10-21,509.3154217815321
1999-10-22,515.1306490243853
1999-10-25,503.8935069617933
1999-10-26,510.78931671618255
1999-10-27,513.4983858759346
1999-10-28,536.3432706927385
1999-10-29,552.7645686028629
1999-11-01,579.5962623661675
1999-11-02,586.9636342181918
1999-11-03,585.2758937517295
1999-11-04,608.9087143337579
1999-11-05,608.5396113182765
1999-11-08,607.8355132993457
1999-11-09,637.4868790088992
1999-11-10,644.6306151618995
1999-11-11,657.9805920137001
1999-11-12,690.4907795312071
1999-11-15,692.1690415981124
1999-11-16,729.4945445169203
1999-11-17,693.1645402969652
1999-11-18,700.2694425866921
1999-11-19,721.3031449037164
1999-11-22,701.4379601981934
1999-11-23,705.8463060892867
1999-11-24,710.6879880387573
1999-11-25,722.3688483485876
1999-11-26,711.965789855404
1999-11-29,730.7090119140614
1999-11-30,767.3356674276704
1999-12-01,768.923096700865
1999-12-02,728.2845406940438
1999-12-03,735.5307407161386
1999-12-06,766.2854056424119
1999-12-07,807.2627502019432
1999-12-08,803.8657286132432
1999-12-09,802.9344453217009
1999-12-10,820.0002243163832
1999-12-13,829.8512026361915
1999-12-14,820.238453166892
1999-12-15,785.9345732311704
1999-12-16,758.8526631795426
1999-12-17,770.2675259008059
1999-12-20,797.8525819010582
1999-12-21,817.4178086019622
1999-12-22,842.1069603071703
1999-12-23,862.6504283425019
1999-12-24,878.196946154935
1999-12-27,914.0102462492039
1999-12-28,923.8404914424922
1999-12-29,926.8856631580475
1999-12-30,936.5574482800503
1999-12-31,936.6552253610736
2000-01-03,929.901117378459
2000-01-04,926.6646390214842
2000-01-05,822.8969602156197
2000-01-06,798.8975735952204
2000-01-07,780.6710776258678
2000-01-10,836.4369459665894
2000-01-11,811.4951670177442
2000-01-12,781.5520909663276
2000-01-13,786.1448105447304
2000-01-14,787.622904846723
2000-01-17,826.6284852466671
2000-01-18,834.6195206127865
2000-01-19,786.1423351619555
2000-01-20,792.4294701725033
2000-01-21,783.5862474987786
2000-01-24,798.1412163570121
2000-01-25,749.0701663167838
2000-01-26,736.2263534099626
2000-01-27,752.0826105096044
2000-01-28,800.2806746939631
2000-01-31,807.7280402659151
2000-02-01,805.97140620362
2000-02-02,818.4941881728681
2000-02-03,822.9682370411128
2000-02-04,827.0300818190153
2000-02-07,882.8900581156777
2000-02-08,859.2865777673645
2000-02-09,903.5011452479451
2000-02-10,919.1262978528491
2000-02-11,943.3917266714693
2000-02-14,911.3403153383883
2000-02-15,852.3630149304751
2000-02-16,864.6561033084421
2000-02-17,872.081153732091
2000-02-18,854.93806298629
2000-02-21,822.2436702422399
2000-02-22,808.3938348107031
2000-02-23,808.4686743280217
2000-02-24,815.9733298363506
2000-02-25,834.9941857517289
2000-02-28,799.8291244555722
2000-02-29,803.8359894844197
2000-03-01,801.5942187009207
2000-03-02,886.839689981255
2000-03-03,890.454712678449
2000-03-06,885.8995062694989
2000-03-07,889.3105534245713
2000-03-08,899.2149480472765
2000-03-09,863.2461530164666
2000-03-10,886.5248362605093
2000-03-13,859.5847521948177
2000-03-14,847.0473964691213
2000-03-15,815.8040317899329
2000-03-16,818.9028932702206
2000-03-17,811.7952183104612
2000-03-20,781.6236468587515
2000-03-21,790.0797586403405
2000-03-22,824.7029832721264
2000-03-23,816.4382242131645
2000-03-24,824.1509763790543
2000-03-27,812.4323560079406
2000-03-28,826.2070812801632
2000-03-29,860.8872381152913
2000-03-30,839.9433717836765
2000-03-31,804.9636279052854
2000-04-03,769.7427401269607
2000-04-04,744.1853692629746
2000-04-05,734.7183953938335
2000-04-06,725.2637305577001
2000-04-07,771.6203463784146
2000-04-10,812.7212594070121
2000-04-11,789.1354136550726
2000-04-12,780.9757293450789
2000-04-13,784.1346969590197
2000-04-14,731.1788107839767
2000-04-17,635.1301206763535
2000-04-18,667.0206255833888
2000-04-19,682.5087379671751
2000-04-20,693.3600257416102
2000-04-21,703.6820153584671
2000-04-24,682.5200139556804
2000-04-25,680.2794315806256
2000-04-26,664.9884963332019
2000-04-27,643.3903309456337
2000-04-28,674.0526520731005
2000-05-01,676.0151243984966
2000-05-02,721.0482657698416
2000-05-03,731.6367191168039
2000-05-04,728.3664981550647
2000-05-05,727.6403184254776
2000-05-08,750.24363230811
2000-05-09,731.2782292114485
2000-05-10,720.0163946007705
2000-05-11,723.8529678208909
2000-05-12,702.6785808377733
2000-05-15,678.0671491220087
2000-05-16,704.607543301742
2000-05-17,694.9118216200085
2000-05-18,677.152219500632
2000-05-19,704.8060105689946
2000-05-22,647.0626414847485
2000-05-23,626.4396305726806
2000-05-24,619.8247247407812
2000-05-25,651.5726536185751
2000-05-26,606.1257165880058
2000-05-29,603.1496275172432
2000-05-30,629.6998249006431
2000-05-31,689.3828623545429
2000-06-01,699.9739776731732
2000-06-02,707.2269946780796
2000-06-05,737.36422672185
2000-06-06,726.941582343867
2000-06-07,765.9583617283537
2000-06-08,750.9772562573445
2000-06-09,774.373916514745
2000-06-12,769.020233303868
2000-06-13,726.9629812808203
2000-06-14,737.4960779846153
2000-06-15,696.5784684407896
2000-06-16,684.2634693902239
2000-06-19,676.6046050825257
2000-06-20,704.905674957414
2000-06-21,714.7294427223222
2000-06-22,719.6767634302169
2000-06-23,715.018409935274
2000-06-26,733.6251541982089
2000-06-27,740.1182917891217
2000-06-28,750.628184452712
2000-06-29,750.5226345470487
2000-06-30,744.4276113591765
2000-07-03,760.601913257996
2000-07-04,741.8832100979699
2000-07-05,736.7273434261708
2000-07-06,739.8854010871677
2000-07-07,744.3530934341852
2000-07-10,747.6116342580193
2000-07-11,735.1553602177383
2000-07-12,749.4968264466041
2000-07-13,765.2066671032386
2000-07-14,751.7261474239698
2000-07-17,753.622263163605
2000-07-18,746.7740114510576
2000-07-19,733.3433470227478
2000-07-20,719.5187955423048
2000-07-21,709.5431660060121
2000-07-24,664.223182940286
2000-07-25,658.4788352896196
2000-07-26,660.715451190464
2000-07-27,644.6917183236401
2000-07-28,610.1886579180583
2000-07-31,621.12596266032
2000-08-01,640.9471199477671
2000-08-02,648.3605386076293
2000-08-03,655.931925650746
2000-08-04,638.4472588450274
2000-08-07,601.8902286903434
2000-08-08,595.5712889210633
2000-08-09,640.8202501923662
2000-08-10,647.4826829011831
2000-08-11,643.003460735534
2000-08-14,646.5657222673874
2000-08-15,640.288037901346
2000-08-16,658.4989113400449
2000-08-17,646.4019562595108
2000-08-18,631.4243700811007
2000-08-21,625.188162119019
2000-08-22,646.3470537787953
2000-08-23,630.5379254955617
2000-08-24,621.1407752446471
2000-08-25,630.6291129638018
2000-08-28,647.5076198860501
2000-08-29,645.2741977475813
2000-08-30,635.6592863307776
2000-08-31,609.074251552325
2000-09-01,604.6770459818738
2000-09-04,597.0622826987667
2000-09-05,600.2428404764108
2000-09-06,602.9649154965829
2000-09-07,585.9853875581495
2000-09-08,590.1531205587072
2000-09-11,593.3031604224459
2000-09-12,594.0614193703543
2000-09-13,591.149431079814
2000-09-14,583.1931404375894
2000-09-15,562.6625753742566
2000-09-18,515.8109817452176
2000-09-19,513.5490829313339
2000-09-20,548.5584883886007
2000-09-21,534.3196444275954
2000-09-22,469.42435572867237
2000-09-25,504.0602057968222
2000-09-26,506.68199475779767
2000-09-27,523.1672204835727
2000-09-28,531.0870954536497
2000-09-29,547.8951118171287
2000-10-02,528.5318932218786
2000-10-03,531.5096734120702
2000-10-04,537.0299895484877
2000-10-05,551.1700032736359
2000-10-06,559.6173877109486
2000-10-09,539.302929405441
2000-10-10,537.2108978133223
2000-10-11,496.9442264413757
2000-10-12,480.6650550671642
2000-10-13,472.24570799842996
2000-10-16,510.6733155243296
2000-10-17,474.93896920627384
2000-10-18,479.8509554499878
2000-10-19,489.05143347581446
2000-10-20,530.0673139203799
2000-10-23,513.199451226387
2000-10-24,526.2861370907588
2000-10-25,528.1920183886335
2000-10-26,504.0581162939519
