Date,EM LATAM ex BR IMI EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.1655877404725
1999-01-04,995.9539914991506
1999-01-05,995.3708332488386
1999-01-06,999.8528240074296
1999-01-07,998.8950953145526
1999-01-08,1005.4355582916949
1999-01-11,988.6130118469099
1999-01-12,966.6083861379639
1999-01-13,910.3464569634192
1999-01-14,899.1122466268129
1999-01-15,940.900779483077
1999-01-18,945.1118866634374
1999-01-19,938.6092268143221
1999-01-20,950.875429566057
1999-01-21,937.8099628113742
1999-01-22,933.7882264513005
1999-01-25,937.0556597679632
1999-01-26,937.6761112678076
1999-01-27,947.1226829243964
1999-01-28,959.2224780230532
1999-01-29,961.9926832195767
1999-02-01,974.1866799963138
1999-02-02,970.0341533020262
1999-02-03,973.1454398498228
1999-02-04,980.8512613325443
1999-02-05,982.167465236815
1999-02-08,983.6967374650867
1999-02-09,974.8092903373182
1999-02-10,976.6423211182426
1999-02-11,991.242563008527
1999-02-12,993.5143071779203
1999-02-15,998.8765407286213
1999-02-16,1008.3178659922407
1999-02-17,1000.2896864675957
1999-02-18,1006.6386571614348
1999-02-19,1025.2077254729616
1999-02-22,1032.080746125163
1999-02-23,1032.5886043611056
1999-02-24,1035.3500726237787
1999-02-25,1018.9647870878479
1999-02-26,1029.6030333202511
1999-03-01,1032.6749398719837
1999-03-02,1025.6608668193594
1999-03-03,1025.6252498260371
1999-03-04,1041.961949655375
1999-03-05,1046.7020892965415
1999-03-08,1055.1717922789464
1999-03-09,1059.639570918706
1999-03-10,1067.3467596956266
1999-03-11,1087.7857985683377
1999-03-12,1084.6274060340218
1999-03-15,1096.7475728574773
1999-03-16,1110.4136321680085
1999-03-17,1103.6727147345027
1999-03-18,1108.3668277113768
1999-03-19,1111.2673499081964
1999-03-22,1107.2606581185205
1999-03-23,1104.2501329813324
1999-03-24,1107.8816658737899
1999-03-25,1126.4313911418953
1999-03-26,1141.775534896352
1999-03-29,1149.354555246171
1999-03-30,1147.3035625312546
1999-03-31,1153.7424694019944
1999-04-01,1154.7581191502245
1999-04-02,1158.55913502021
1999-04-05,1182.9372420359718
1999-04-06,1179.6032213898634
1999-04-07,1182.7451105856483
1999-04-08,1191.3844491258917
1999-04-09,1202.577925528118
1999-04-12,1202.83411531232
1999-04-13,1214.7603553462054
1999-04-14,1218.719334490226
1999-04-15,1250.0476403362627
1999-04-16,1279.734640987528
1999-04-19,1309.8396883235434
1999-04-20,1304.7803206363312
1999-04-21,1315.4894502692782
1999-04-22,1323.5094216058912
1999-04-23,1314.4670063530598
1999-04-26,1317.4512022502652
1999-04-27,1302.301222191752
1999-04-28,1314.1204555250952
1999-04-29,1324.553192007714
1999-04-30,1331.1862446124405
1999-05-03,1347.277935816984
1999-05-04,1345.1016838078144
1999-05-05,1342.1486117552038
1999-05-06,1340.6430204518442
1999-05-07,1354.1304976385973
1999-05-10,1370.6030905420405
1999-05-11,1379.5764526588798
1999-05-12,1375.9150566744188
1999-05-13,1399.2980718895271
1999-05-14,1377.5200050406586
1999-05-17,1370.7274800955645
1999-05-18,1374.4429299516034
1999-05-19,1354.2273538188126
1999-05-20,1356.3057054164176
1999-05-21,1344.3718884057348
1999-05-24,1320.1379648469765
1999-05-25,1293.8077606772706
1999-05-26,1316.2929132153229
1999-05-27,1303.6102208654127
1999-05-28,1312.1011514543823
1999-05-31,1319.8981474434277
1999-06-01,1306.532288055409
1999-06-02,1313.4630165499154
1999-06-03,1315.635405303941
1999-06-04,1331.4440353850368
1999-06-07,1342.8763419658394
1999-06-08,1326.7008033478337
1999-06-09,1317.1457274695272
1999-06-10,1307.483409157151
1999-06-11,1298.1324148106653
1999-06-14,1303.092980993589
1999-06-15,1307.9977001478364
1999-06-16,1338.3928006794245
1999-06-17,1343.9514878029995
1999-06-18,1330.1207281820948
1999-06-21,1339.2935324269174
1999-06-22,1350.0187064230752
1999-06-23,1339.084191812184
1999-06-24,1320.8156442498916
1999-06-25,1298.0211986617865
1999-06-28,1314.9633251163773
1999-06-29,1322.4922344768065
1999-06-30,1332.328969452621
1999-07-01,1350.8340431531424
1999-07-02,1368.5962302999712
1999-07-05,1374.1666839638704
1999-07-06,1372.1026114567524
1999-07-07,1374.584018542473
1999-07-08,1370.0695819646673
1999-07-09,1368.7918306011286
1999-07-12,1345.415002102549
1999-07-13,1347.5599758828407
1999-07-14,1347.1667788312507
1999-07-15,1346.0377863812737
1999-07-16,1355.0309458244978
1999-07-19,1364.9947653267777
1999-07-20,1322.8026075016503
1999-07-21,1312.298866001594
1999-07-22,1306.3935076599828
1999-07-23,1293.2481165439478
1999-07-26,1256.412119436143
1999-07-27,1262.3999250390943
1999-07-28,1267.2792124007242
1999-07-29,1244.7706517055342
1999-07-30,1247.9331028580093
1999-08-02,1244.500561123029
1999-08-03,1241.4141241100692
1999-08-04,1225.0901175640295
1999-08-05,1218.111951367617
1999-08-06,1215.7921145754806
1999-08-09,1226.7170219858053
1999-08-10,1214.5692002321177
1999-08-11,1232.344662461236
1999-08-12,1237.4682600170386
1999-08-13,1251.4293011090417
1999-08-16,1247.6405954544803
1999-08-17,1254.5589726505702
1999-08-18,1238.8430048025207
1999-08-19,1224.650501360094
1999-08-20,1219.973998512621
1999-08-23,1244.690682192209
1999-08-24,1248.8113396071772
1999-08-25,1266.720099792098
1999-08-26,1268.6253993206287
1999-08-27,1260.194596699065
1999-08-30,1257.1469025312308
1999-08-31,1247.0468595238078
1999-09-01,1245.320271220458
1999-09-02,1229.7828257156748
1999-09-03,1243.5722134323128
1999-09-06,1248.6174215384692
1999-09-07,1239.512037814072
1999-09-08,1239.531170784279
1999-09-09,1247.5196311658565
1999-09-10,1265.2290372534253
1999-09-13,1277.604890997416
1999-09-14,1269.9983494246674
1999-09-15,1271.8205021407884
1999-09-16,1266.8226721916674
1999-09-17,1269.6653132169836
1999-09-20,1271.7948064997975
1999-09-21,1255.4035273363959
1999-09-22,1250.1606287272336
1999-09-23,1252.4453293818874
1999-09-24,1247.4716453338306
1999-09-27,1255.8206737760836
1999-09-28,1247.9060265725414
1999-09-29,1235.1472927403463
1999-09-30,1234.8480341611505
1999-10-01,1224.365445470963
1999-10-04,1227.7983758328185
1999-10-05,1228.5910771340002
1999-10-06,1229.373975438157
1999-10-07,1227.0334137389257
1999-10-08,1240.7687997355615
1999-10-11,1239.9763887291172
1999-10-12,1223.5195042445944
1999-10-13,1203.4925073557956
1999-10-14,1197.925988043835
1999-10-15,1167.8225565384303
1999-10-18,1162.8618833033258
1999-10-19,1180.1388821958806
1999-10-20,1186.7868035060358
1999-10-21,1186.5842584803327
1999-10-22,1204.0097225142401
1999-10-25,1201.2209728803819
1999-10-26,1206.840332992953
1999-10-27,1210.3312453846092
1999-10-28,1218.0262197127029
1999-10-29,1231.0607245029237
1999-11-01,1234.1645559192764
1999-11-02,1240.5668540193806
1999-11-03,1262.3695020566554
1999-11-04,1266.7928698688497
1999-11-05,1278.36436530996
1999-11-08,1291.8726103601923
1999-11-09,1290.905190210476
1999-11-10,1291.8125314787603
1999-11-11,1294.9900134667869
1999-11-12,1312.336553180472
1999-11-15,1323.4135894757637
1999-11-16,1326.9640486223282
1999-11-17,1314.994979037766
1999-11-18,1334.8275892984932
1999-11-19,1337.6521392321915
1999-11-22,1331.1441529207025
1999-11-23,1336.401234511803
1999-11-24,1353.256121519193
1999-11-25,1360.3083845574297
1999-11-26,1377.2520846615755
1999-11-29,1385.824919154834
1999-11-30,1380.0190503545275
1999-12-01,1381.241977927986
1999-12-02,1390.1384554883925
1999-12-03,1406.8260366333263
1999-12-06,1379.9456910304116
1999-12-07,1374.7188466526504
1999-12-08,1378.127423789877
1999-12-09,1389.3997583942803
1999-12-10,1393.586431751638
1999-12-13,1400.1027782633032
1999-12-14,1402.6042584439283
1999-12-15,1416.8958723413305
1999-12-16,1404.2758888596006
1999-12-17,1425.1422724504991
1999-12-20,1428.7853864626388
1999-12-21,1428.8042763346702
1999-12-22,1429.547512462944
1999-12-23,1428.2969536007838
1999-12-24,1427.5832125444736
1999-12-27,1428.8272443576338
1999-12-28,1442.365842665193
1999-12-29,1451.3764579209005
1999-12-30,1462.746072278632
1999-12-31,1462.6861051415208
2000-01-03,1449.9106425610341
2000-01-04,1398.0824435277418
2000-01-05,1404.0260190642682
2000-01-06,1402.6117633872568
2000-01-07,1435.263600321192
2000-01-10,1458.0657349296853
2000-01-11,1444.001545038384
2000-01-12,1454.7787713874857
2000-01-13,1484.8079432328148
2000-01-14,1524.1500440367076
2000-01-17,1548.520684697529
2000-01-18,1538.3348528746656
2000-01-19,1534.7417026508494
2000-01-20,1528.0598478749505
2000-01-21,1528.0206893985733
2000-01-24,1529.8498383834985
2000-01-25,1513.9705201605868
2000-01-26,1522.7791498323868
2000-01-27,1532.0158513555803
2000-01-28,1536.1178836718057
2000-01-31,1535.2193528488424
2000-02-01,1545.5879619517125
2000-02-02,1554.2893125065232
2000-02-03,1554.9188073053213
2000-02-04,1573.303878385469
2000-02-07,1586.0693774757522
2000-02-08,1581.8304514350705
2000-02-09,1574.8087910502618
2000-02-10,1587.563480637321
2000-02-11,1594.097166159111
2000-02-14,1600.0863997648328
2000-02-15,1590.750358717065
2000-02-16,1587.6031543353026
2000-02-17,1580.3166817591487
2000-02-18,1565.1590632895718
2000-02-21,1556.7108074357973
2000-02-22,1516.1069754070193
2000-02-23,1528.305842846545
2000-02-24,1537.6623307781244
2000-02-25,1552.751551835026
2000-02-28,1571.7780477107133
2000-02-29,1580.239205113575
2000-03-01,1580.0406572469337
2000-03-02,1598.4837972536955
2000-03-03,1611.5975006988645
2000-03-06,1601.1345519276001
2000-03-07,1599.356065352368
