Date,EM LATIN AMERICA IMI EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.1167453134268
1999-01-04,996.0460173123436
1999-01-05,997.846174463526
1999-01-06,1005.9130339572409
1999-01-07,998.6353683356682
1999-01-08,1004.3358062050689
1999-01-11,983.1214630038122
1999-01-12,957.9230908136592
1999-01-13,887.1091293413617
1999-01-14,868.816456081152
1999-01-15,906.0248945683234
1999-01-18,891.3362560507142
1999-01-19,891.6102577859915
1999-01-20,902.6314213380974
1999-01-21,871.712109912075
1999-01-22,865.8267191962553
1999-01-25,859.150170858408
1999-01-26,862.4318599514122
1999-01-27,868.1494210712854
1999-01-28,878.4856932564844
1999-01-29,875.1512576126227
1999-02-01,909.7088790335886
1999-02-02,923.8835497884029
1999-02-03,918.9355091970081
1999-02-04,923.2023740307892
1999-02-05,918.699571107008
1999-02-08,911.7510760746537
1999-02-09,904.3615838662157
1999-02-10,909.3811898181966
1999-02-11,921.1118314858577
1999-02-12,924.1193628918486
1999-02-15,928.720196179963
1999-02-16,936.4961136393334
1999-02-17,928.7704756045289
1999-02-18,931.4067279535784
1999-02-19,946.7133119459673
1999-02-22,948.860171765738
1999-02-23,944.5353282268525
1999-02-24,942.4982355812656
1999-02-25,925.9838109174676
1999-02-26,939.5220823702696
1999-03-01,931.7836415769833
1999-03-02,924.4395966391564
1999-03-03,927.7521853860957
1999-03-04,957.3191246006705
1999-03-05,972.003042568704
1999-03-08,980.5042005599023
1999-03-09,999.0144335446269
1999-03-10,1010.7156282222859
1999-03-11,1020.9869911619096
1999-03-12,1016.2060576150332
1999-03-15,1039.7226258276667
1999-03-16,1053.7398270781835
1999-03-17,1051.4631128467322
1999-03-18,1063.6695831125649
1999-03-19,1068.7427839554257
1999-03-22,1062.4999596901712
1999-03-23,1059.7217217743835
1999-03-24,1062.027945705436
1999-03-25,1095.0813033492777
1999-03-26,1113.7317628155597
1999-03-29,1124.4662541049477
1999-03-30,1127.8976633181378
1999-03-31,1137.8502585054139
1999-04-01,1137.9519737483188
1999-04-02,1141.651159920236
1999-04-05,1163.075656239138
1999-04-06,1167.1426432598148
1999-04-07,1175.2724146352339
1999-04-08,1182.4393161070523
1999-04-09,1189.0467944106997
1999-04-12,1190.3662623473608
1999-04-13,1203.1598777009456
1999-04-14,1206.9283937324394
1999-04-15,1231.9585866951054
1999-04-16,1256.243941647224
1999-04-19,1275.8773718284422
1999-04-20,1254.5015160953812
1999-04-21,1263.3171415335512
1999-04-22,1275.0229822633576
1999-04-23,1270.664249777777
1999-04-26,1270.3583414784712
1999-04-27,1255.470451738409
1999-04-28,1278.0080255192577
1999-04-29,1293.7615855526485
1999-04-30,1302.591668443007
1999-05-03,1314.8015460645036
1999-05-04,1304.0571522112934
1999-05-05,1304.9571929494523
1999-05-06,1308.3777755359483
1999-05-07,1334.9477870391868
1999-05-10,1354.54552494104
1999-05-11,1360.5398084081287
1999-05-12,1356.8901182532002
1999-05-13,1383.2506732499203
1999-05-14,1367.93545779029
1999-05-17,1354.2403179323117
1999-05-18,1364.5090871445602
1999-05-19,1349.7460718978023
1999-05-20,1349.3251210535013
1999-05-21,1332.6974950215722
1999-05-24,1295.2780920384103
1999-05-25,1260.4114945835915
1999-05-26,1302.6360374041649
1999-05-27,1286.3206200033333
1999-05-28,1293.6810828814696
1999-05-31,1304.3628508813324
1999-06-01,1287.2187490246447
1999-06-02,1296.070120637785
1999-06-03,1297.941445145618
1999-06-04,1315.341582396329
1999-06-07,1319.2155820325263
1999-06-08,1302.6294003102325
1999-06-09,1292.6451509072995
1999-06-10,1284.7586017486587
1999-06-11,1278.3543404785316
1999-06-14,1282.286702399779
1999-06-15,1292.3767735598512
1999-06-16,1331.381161215522
1999-06-17,1337.2628461389347
1999-06-18,1329.603332761971
1999-06-21,1337.8001719226534
1999-06-22,1343.366480197595
1999-06-23,1332.4680328280774
1999-06-24,1309.461359671428
1999-06-25,1286.3776233273786
1999-06-28,1304.7578366312562
1999-06-29,1316.3282560274483
1999-06-30,1334.6288144557366
1999-07-01,1347.4389035357158
1999-07-02,1366.8438098203771
1999-07-05,1375.3821238970606
1999-07-06,1367.9258219287847
1999-07-07,1372.4777694537781
1999-07-08,1360.6266270448514
1999-07-09,1360.2473976274478
1999-07-12,1329.4041155624677
1999-07-13,1330.975047582139
1999-07-14,1330.0440850160744
1999-07-15,1331.3083608825968
1999-07-16,1343.7310013541814
1999-07-19,1357.7139040594095
1999-07-20,1307.4705824924793
1999-07-21,1302.5055422286364
1999-07-22,1298.6625276162927
1999-07-23,1284.3621808815733
1999-07-26,1244.9875928805886
1999-07-27,1251.2530953599337
1999-07-28,1260.2391971257346
1999-07-29,1238.3308110693013
1999-07-30,1236.8688565369757
1999-08-02,1225.0830004346085
1999-08-03,1223.6283232833637
1999-08-04,1203.5131646281325
1999-08-05,1192.4027519997426
1999-08-06,1189.2874423535766
1999-08-09,1193.6467157452291
1999-08-10,1180.877620888898
1999-08-11,1204.0442093471463
1999-08-12,1206.8749857084638
1999-08-13,1222.859006518009
1999-08-16,1218.1719297669997
1999-08-17,1219.6432375802806
1999-08-18,1197.9471838415411
1999-08-19,1182.6374083107307
1999-08-20,1191.9280757868555
1999-08-23,1215.5707954800014
1999-08-24,1214.4395973160654
1999-08-25,1238.3042857704256
1999-08-26,1236.1581520429772
1999-08-27,1227.2042671538218
1999-08-30,1226.8254990987923
1999-08-31,1217.7673703035002
1999-09-01,1223.8470312367294
1999-09-02,1215.4399624925245
