Date,PORTUGAL VALUE
1998-12-31,100.00000000000001
1999-01-29,108.0101392235886
1999-02-26,101.67308786396583
1999-03-31,97.24099256207427
1999-04-30,94.32608318201613
1999-05-31,94.60476984137858
1999-06-30,92.58609518700692
1999-07-30,90.50931441627029
1999-08-31,90.63304153304082
1999-09-30,86.73207058040417
1999-10-29,87.53370933439133
1999-11-30,91.56882010622718
1999-12-31,105.26829603612211
2000-01-31,102.0148497170124
2000-02-29,120.87224176986156
2000-03-31,111.01025133021399
2000-04-28,109.54283440131326
2000-05-31,107.59571840192946
2000-06-30,112.29174910185581
2000-07-31,113.31454881585012
2000-08-31,115.56736721060793
2000-09-29,114.56616737503282
2000-10-31,106.95037089198418
2000-11-30,107.6463123076471
2000-12-29,107.90256360346113
2001-01-01,107.90256360346113
2001-01-02,108.85001597154363
2001-01-03,108.62379061113754
2001-01-04,109.7527498159269
2001-01-05,107.76806407923361
2001-01-08,106.15724616103113
2001-01-09,106.51000703024238
2001-01-10,108.02399290875489
2001-01-11,109.92633188018591
2001-01-12,109.014051605142
2001-01-15,109.78458163930861
2001-01-16,108.47583998028213
2001-01-17,108.60590158577068
2001-01-18,107.75715684072034
2001-01-19,107.51954640087565
2001-01-22,108.27408376871003
2001-01-23,108.58540174839142
2001-01-24,108.75284344133925
2001-01-25,110.3938080434283
2001-01-26,111.04457775292444
2001-01-29,110.11735282980968
2001-01-30,111.26712927839006
2001-01-31,111.63888720989648
2001-02-01,111.16226974199537
2001-02-02,110.46123439892754
2001-02-05,108.98032803954621
2001-02-06,110.76296670497373
2001-02-07,110.15372067936674
2001-02-08,108.81979426432343
2001-02-09,107.79942383271568
2001-02-12,108.38499826523604
2001-02-13,108.32107145970214
2001-02-14,108.29423619034411
2001-02-15,108.81669406933439
2001-02-16,107.1494274406591
2001-02-19,106.64446846570051
2001-02-20,107.14144264954429
2001-02-21,106.93243572132243
2001-02-22,106.53263175927275
2001-02-23,106.39591039016288
2001-02-26,106.94303940388552
2001-02-27,106.94303940388552
2001-02-28,107.1142414971589
