Date,HONG KONG VALUE
1998-12-31,100.0
1999-01-29,94.24394608264609
1999-02-26,97.98819485723439
1999-03-31,110.72904274747086
1999-04-30,137.1892674264778
1999-05-31,128.45061163998935
1999-06-30,142.80239059022506
1999-07-30,131.01471841591882
1999-08-31,133.3205023430302
1999-09-30,126.81050111179071
1999-10-29,132.6397122451864
1999-11-30,151.26503984512902
1999-12-31,163.97085668905396
2000-01-31,154.28549442774255
2000-02-29,153.45363475495455
2000-03-31,162.34196788244336
2000-04-28,161.55965830289898
2000-05-31,138.00965172204985
2000-06-30,146.23524965724133
2000-07-31,162.78246034603055
2000-08-31,185.07455966632315
2000-09-29,178.3673978694221
2000-10-31,173.24786769740012
2000-11-30,162.8094557686855
2000-12-29,181.01106013836196
2001-01-01,181.01106013836196
2001-01-02,177.31071082652403
2001-01-03,173.7708733802088
2001-01-04,183.94150315001772
2001-01-05,189.42470995076465
2001-01-08,191.1920004208709
2001-01-09,189.58714820933437
2001-01-10,187.93130410164804
2001-01-11,180.5748099818927
2001-01-12,183.98228031757148
2001-01-15,183.78123373910367
2001-01-16,183.809522213538
2001-01-17,184.8347833619209
2001-01-18,184.5143479492498
2001-01-19,192.33439444313706
2001-01-22,193.81727891888542
2001-01-23,190.12671710910143
2001-01-24,193.50670620870798
2001-01-25,194.07575788661225
2001-01-26,193.69436416803896
2001-01-29,192.52492361246905
2001-01-30,188.76915854084172
2001-01-31,191.34950248067537
2001-02-01,190.99889129530362
2001-02-02,189.81579249762063
2001-02-05,185.79435252759987
2001-02-06,188.7866722681364
2001-02-07,189.53655974938678
2001-02-08,190.05998846051855
2001-02-09,189.32026885665942
2001-02-12,187.70066973715967
2001-02-13,194.44442524946191
2001-02-14,196.54066271764358
2001-02-15,198.62903124835034
2001-02-16,193.87256200930346
2001-02-19,195.11700903680926
2001-02-20,198.21604204744884
2001-02-21,198.1892723257073
2001-02-22,198.60776052160296
2001-02-23,201.7011604979141
2001-02-26,207.07614029945975
2001-02-27,204.8432251713072
2001-02-28,203.21450036390158
2001-03-01,193.27752833977848
2001-03-02,190.94709104740602
2001-03-05,196.61394394653917
2001-03-06,201.2150173202102
2001-03-07,199.35991854826614
2001-03-08,198.58519065333704
2001-03-09,195.67129895027276
2001-03-12,187.75609721548702
2001-03-13,184.19270899193745
2001-03-14,183.9791481847038
2001-03-15,189.95308465622392
2001-03-16,190.82524285306454
2001-03-19,193.5204797891495
2001-03-20,188.96742136731746
2001-03-21,184.90222504998624
2001-03-22,181.6050966588579
2001-03-23,181.94987984081257
2001-03-26,186.5150234284188
2001-03-27,183.60470425906465
2001-03-28,185.8695199000078
2001-03-29,186.20249118420236
2001-03-30,187.68096326178426
2001-04-02,185.73625121618105
2001-04-03,184.72381147903963
2001-04-04,175.6969178517778
2001-04-05,176.9084614104695
2001-04-06,175.387350159985
2001-04-09,169.98429644888395
2001-04-10,170.42870221991058
2001-04-11,175.06643030412832
2001-04-12,176.16596663783508
2001-04-13,176.16596663783508
2001-04-16,177.98308011436055
2001-04-17,173.26999409464372
2001-04-18,177.1977674190446
2001-04-19,180.53685743655498
2001-04-20,178.83813648808348
2001-04-23,177.53045089488714
2001-04-24,176.75371466768786
2001-04-25,175.51690755700784
2001-04-26,175.50351376933534
2001-04-27,177.75738098754726
2001-04-30,178.96499809288585
2001-05-01,178.02351020130016
2001-05-02,180.49559604233676
2001-05-03,179.32945189964823
2001-05-04,175.86898621060072
2001-05-07,179.3066991689953
2001-05-08,179.96198807612805
2001-05-09,180.78167016243478
2001-05-10,183.021581341781
2001-05-11,187.26158974250652
2001-05-14,182.06096635206717
2001-05-15,181.49992101317952
2001-05-16,182.19344274110045
2001-05-17,185.66361369348172
2001-05-18,185.1668735475111
2001-05-21,189.0326980679057
2001-05-22,192.9179305357175
2001-05-23,194.24023172401937
2001-05-24,193.3626041632308
2001-05-25,191.45191098824293
2001-05-28,190.94793976822226
2001-05-29,190.8857913470488
2001-05-30,188.46534331344284
2001-05-31,186.82544582758712
2001-06-01,187.27835934520724
2001-06-04,189.03419613952252
2001-06-05,192.71768159361702
2001-06-06,194.23585924236122
2001-06-07,194.79662026997266
2001-06-08,195.9777148223407
2001-06-11,195.16527347933032
2001-06-12,191.4024110405988
2001-06-13,188.8230220834653
2001-06-14,182.7908960039469
2001-06-15,178.1579414524166
2001-06-18,178.4906210879977
2001-06-19,181.2187153833784
2001-06-20,179.64905806234404
2001-06-21,180.2658451693255
2001-06-22,179.1449796512651
2001-06-25,177.7121014931664
2001-06-26,176.45232224204986
2001-06-27,177.43549568200692
2001-06-28,178.070093291787
2001-06-29,181.38115453586627
2001-07-02,181.44894454038183
2001-07-03,182.24056719479253
2001-07-04,184.12495202997633
2001-07-05,184.71159340416537
2001-07-06,183.046951609075
2001-07-09,177.69951011563197
2001-07-10,178.23405072011943
2001-07-11,177.430241096818
2001-07-12,182.13709386754778
2001-07-13,182.277288592668
2001-07-16,180.67116482758738
2001-07-17,179.89253315042515
2001-07-18,176.40171693826414
2001-07-19,176.0495117116121
2001-07-20,175.60454445346616
2001-07-23,175.76050065569734
2001-07-24,173.08291535625418
2001-07-25,172.14444708762744
2001-07-26,170.1040385008026
2001-07-27,171.99673118802372
2001-07-30,170.7567523218622
2001-07-31,175.24001306175487
2001-08-01,176.1020650940663
2001-08-02,173.9643803354205
2001-08-03,171.23923710835766
2001-08-06,169.64370470421497
2001-08-07,167.5150103439418
2001-08-08,163.92914041115887
2001-08-09,159.45244746140477
2001-08-10,161.4672009861586
2001-08-13,160.12341413405076
2001-08-14,163.41762157586226
2001-08-15,161.84294540672195
2001-08-16,159.3296973772699
2001-08-17,161.3875857115733
2001-08-20,162.00772123183802
2001-08-21,163.43448135044787
2001-08-22,161.23224524373833
2001-08-23,162.7073038999358
2001-08-24,161.4851607648527
2001-08-27,163.277910432304
2001-08-28,161.59802242857725
2001-08-29,160.95828782670446
2001-08-30,160.97477337389918
2001-08-31,159.84065225380547
2001-09-03,160.7141550883583
2001-09-04,164.0010874762025
2001-09-05,160.91666922067628
2001-09-06,155.26997738542659
2001-09-07,148.33806844939704
2001-09-10,149.61015659440363
2001-09-11,148.99371237671
2001-09-12,135.72230316430387
2001-09-13,137.7706619394878
2001-09-14,133.73098477675543
2001-09-17,126.01563681225534
2001-09-18,122.6662713927771
2001-09-19,121.82385258877773
2001-09-20,119.8469022221204
2001-09-21,115.83512130426753
2001-09-24,118.68008731554924
2001-09-25,117.59082912566717
2001-09-26,116.79263828673315
2001-09-27,122.16256853841021
2001-09-28,125.19490556852622
2001-10-01,124.5248742641182
2001-10-02,124.4665125236703
2001-10-03,125.66443502121815
2001-10-04,131.13607780098272
2001-10-05,129.8565324409289
2001-10-08,125.36297070594394
2001-10-09,129.41044873551593
2001-10-10,130.47635540687145
2001-10-11,133.93457416056543
2001-10-12,130.4247053661682
2001-10-15,130.01210993752494
2001-10-16,130.9088895257804
2001-10-17,132.7493823842689
2001-10-18,128.60952472562172
2001-10-19,129.75381965219157
2001-10-22,129.2571182760804
2001-10-23,132.6726354933728
2001-10-24,131.93017551272868
2001-10-25,131.26941057416744
2001-10-26,134.49881632365472
2001-10-29,128.64132849367556
2001-10-30,126.89006760076123
2001-10-31,129.31743525033667
2001-11-01,128.34242518227322
2001-11-02,127.92413904872278
2001-11-05,132.21866011192267
2001-11-06,131.77839613355746
2001-11-07,130.64270276773553
2001-11-08,135.94575712531432
2001-11-09,139.42838457577346
2001-11-12,140.7306624244105
2001-11-13,142.25740804620614
2001-11-14,145.72415453432387
2001-11-15,149.5830937376734
2001-11-16,149.46075300694622
2001-11-19,149.76658889107958
2001-11-20,149.5019033724982
2001-11-21,152.6741780083017
2001-11-22,152.25684500098828
2001-11-23,153.73134049642866
2001-11-26,154.93977950060403
2001-11-27,151.87533342579133
2001-11-28,147.54667413566474
2001-11-29,149.89230582961434
2001-11-30,150.67153893574985
2001-12-03,151.65915817587438
2001-12-04,156.86108694112357
2001-12-05,164.88823111564918
2001-12-06,164.15898970445824
2001-12-07,166.01336260364917
2001-12-10,166.79417746351055
2001-12-11,163.7279771727431
2001-12-12,165.8289912359679
2001-12-13,160.92009732476444
2001-12-14,159.0327474325165
2001-12-17,158.98313100872574
2001-12-18,160.91177205120755
2001-12-19,163.34067259554885
2001-12-20,164.49182777809528
2001-12-21,160.13863589366784
2001-12-24,162.11210113375293
2001-12-25,162.11210113375296
2001-12-26,161.9716792610952
2001-12-27,163.1023072861923
2001-12-28,165.2977677715932
2001-12-31,163.9874766095973
2002-01-01,163.9874766095973
2002-01-02,160.82687976421525
2002-01-03,161.6804248602402
2002-01-04,167.1633862794938
2002-01-07,172.94959547494946
2002-01-08,172.4123226558148
2002-01-09,170.92995238529542
2002-01-10,167.0737551904467
2002-01-11,164.01962188917383
2002-01-14,163.63485005250988
2002-01-15,161.5924693839322
2002-01-16,161.61207225109527
2002-01-17,163.71736127515726
2002-01-18,162.03150041593796
2002-01-21,165.24937868177415
2002-01-22,162.16024652880904
2002-01-23,160.89320048950725
2002-01-24,161.49418403987235
2002-01-25,164.08847328179095
2002-01-28,164.4873124025761
2002-01-29,169.02274450932444
2002-01-30,164.34517916929795
2002-01-31,164.10609668487757
2002-02-01,161.38913840985236
2002-02-04,162.03215000110444
2002-02-05,159.16039088007076
2002-02-06,159.68006430333645
2002-02-07,156.9232741939133
2002-02-08,155.83821615200026
2002-02-11,158.72611190190284
2002-02-12,158.95046332332285
2002-02-13,159.67215555126947
2002-02-14,160.08500587302345
2002-02-15,160.34147933819744
2002-02-18,163.16718950428915
2002-02-19,158.73579879624896
2002-02-20,159.34498994000427
2002-02-21,159.8621077297773
2002-02-22,155.92216263598738
2002-02-25,152.52285775633513
2002-02-26,150.79388518354588
2002-02-27,153.05758120200292
2002-02-28,149.53840433029615
2002-03-01,148.891041671587
2002-03-04,153.01882680544176
2002-03-05,158.7309285563457
2002-03-06,156.7861508289567
2002-03-07,158.36092163251337
2002-03-08,158.7884790017593
2002-03-11,160.0810870007322
2002-03-12,160.0997193942266
2002-03-13,158.66480006245357
2002-03-14,158.1511892176629
2002-03-15,157.02900388161729
2002-03-18,157.72212611672748
2002-03-19,157.26339191188623
2002-03-20,154.91869396840895
2002-03-21,151.58060680329314
2002-03-22,152.42289650689446
