Date,SPAIN VALUE
1998-12-31,100.0
1999-01-29,103.53687896506966
1999-02-26,103.65156649532106
1999-03-31,98.9362063060669
1999-04-30,101.86567668882464
1999-05-31,105.48179302952846
1999-06-30,108.85169631857673
1999-07-30,102.94871398420017
1999-08-31,105.4896253514732
1999-09-30,102.86375115751797
1999-10-29,106.1305197301072
1999-11-30,123.07403466336773
1999-12-31,135.2535145671449
2000-01-31,131.19052762003858
2000-02-29,147.26938155535797
2000-03-31,144.70254057186148
2000-04-28,142.79495524288805
2000-05-31,142.19071695773076
2000-06-30,137.4224907403342
2000-07-31,138.17375388222257
2000-08-31,144.7274279907961
2000-09-29,144.96132237217697
2000-10-31,138.94162345717078
2000-11-30,135.03460298019354
2000-12-29,133.62413713233403
2001-01-01,133.62413713233403
2001-01-02,134.66042720622247
2001-01-03,137.46230172172844
2001-01-04,140.04325542884578
2001-01-05,139.50590471237163
2001-01-08,140.61683215273763
2001-01-09,140.7359783102414
2001-01-10,140.29536253574892
2001-01-11,140.9126033065585
2001-01-12,142.22966341433187
2001-01-15,141.90272725980554
2001-01-16,140.2210760277858
2001-01-17,141.4482088676237
2001-01-18,142.2371658179613
2001-01-19,140.95279477522303
2001-01-22,141.46429311226376
2001-01-23,141.9891423446441
2001-01-24,141.36813684349497
2001-01-25,142.84979589668248
2001-01-26,142.89365872001628
2001-01-29,141.14270875670272
2001-01-30,142.91006944138013
2001-01-31,144.45448334304143
2001-02-01,145.47779766438296
2001-02-02,142.6269271944511
2001-02-05,142.9713612960013
2001-02-06,144.94440549131156
2001-02-07,144.80902446603778
2001-02-08,147.71162598754046
2001-02-09,147.61489201527797
2001-02-12,149.84794282504672
2001-02-13,149.7107775628051
2001-02-14,148.30645248815296
2001-02-15,147.7223173466149
2001-02-16,146.12395522485315
2001-02-19,147.17778795759781
2001-02-20,145.27461576981102
2001-02-21,144.78588499710364
2001-02-22,142.69416501807208
2001-02-23,141.6335784985464
2001-02-26,142.18058119702806
2001-02-27,142.76962363370532
2001-02-28,142.711505145258
2001-03-01,141.523152700113
2001-03-02,141.67122407651675
2001-03-05,141.92106862660714
2001-03-06,143.9254300069632
2001-03-07,145.1535555884493
2001-03-08,145.23774791297848
2001-03-09,144.62125319453511
2001-03-12,142.62561899481346
2001-03-13,142.230287317607
2001-03-14,140.5701398595528
2001-03-15,142.2362764294877
2001-03-16,139.6824748260701
2001-03-19,138.92094043298357
2001-03-20,139.34290543259732
2001-03-21,136.1712259031469
2001-03-22,132.3051105610002
2001-03-23,135.17966290611378
2001-03-26,136.97416311795425
2001-03-27,139.52433236194722
2001-03-28,139.3005363977744
2001-03-29,140.03381086168818
2001-03-30,141.49408747578897
2001-04-02,141.7516487303052
2001-04-03,138.42446365142422
2001-04-04,140.1575352624137
2001-04-05,141.67614912988742
2001-04-06,141.9636598197775
2001-04-09,143.30581158128243
2001-04-10,143.7713106110801
2001-04-11,142.8428911233463
2001-04-12,144.0278991991061
2001-04-13,144.0278991991061
2001-04-16,144.0278991991061
2001-04-17,142.73447480768033
2001-04-18,145.23091607724868
2001-04-19,143.93518488537674
2001-04-20,141.45466225381048
2001-04-23,140.08350809609155
2001-04-24,142.26690776134774
2001-04-25,141.61218542810715
2001-04-26,143.30134615849576
2001-04-27,144.40916160544026
2001-04-30,146.17431715724769
2001-05-01,146.17431715724766
2001-05-02,143.9877660441552
2001-05-03,142.58308554646683
2001-05-04,142.5771642637006
2001-05-07,143.44586091540705
2001-05-08,144.0321082351612
2001-05-09,144.17867000618412
2001-05-10,146.26601780036128
2001-05-11,145.69923833215506
2001-05-14,145.41422524331307
2001-05-15,145.47947036353207
2001-05-16,145.60943097814575
2001-05-17,146.8201442314664
2001-05-18,148.4290316686786
2001-05-21,147.10998967398615
2001-05-22,146.02813217851883
2001-05-23,145.9525727933115
2001-05-24,146.4669763299175
2001-05-25,144.60252284055102
