Date,IRELAND VALUE
1998-12-31,100.0
1999-01-29,100.33711380793152
1999-02-26,112.70395489298475
1999-03-31,111.05656219690006
1999-04-30,123.54040526922714
1999-05-31,114.66809447619015
1999-06-30,110.47859850994206
1999-07-30,113.38876408531605
1999-08-31,111.89914311006596
1999-09-30,109.4470580255147
1999-10-29,109.43410975078238
1999-11-30,115.26815306863959
1999-12-31,112.54624127152316
2000-01-31,107.22876274724766
2000-02-29,103.76670172715521
2000-03-31,111.94581292931484
2000-04-28,113.55659476081567
2000-05-31,103.96551035204702
2000-06-30,99.03343385566404
2000-07-31,94.38886776951642
2000-08-31,104.80416091467065
2000-09-29,121.54814282946975
2000-10-31,121.136195141565
2000-11-30,120.52088878053347
2000-12-29,123.82785352601199
2001-01-01,123.82785352601199
2001-01-02,128.1163952715574
2001-01-03,128.24293021833523
2001-01-04,131.6276953441387
2001-01-05,130.93791400643022
2001-01-08,129.20282986877714
2001-01-09,128.54065554003736
2001-01-10,127.00439934322834
2001-01-11,128.0653417635417
2001-01-12,128.04023749982875
2001-01-15,126.68770235358078
2001-01-16,126.39657104427206
2001-01-17,126.24587345615271
2001-01-18,126.84778400294279
2001-01-19,126.44602166222667
2001-01-22,126.19805050659373
2001-01-23,125.38796541496605
2001-01-24,125.55876453777284
2001-01-25,125.88663168843662
2001-01-26,124.88819866624645
2001-01-29,124.63257512107151
2001-01-30,126.33660742652702
2001-01-31,127.73353433493465
2001-02-01,126.73529934714466
2001-02-02,126.37849050778766
2001-02-05,125.72732153727343
2001-02-06,126.32351995002863
2001-02-07,125.38708508964469
2001-02-08,124.2528363891616
2001-02-09,122.36219568943423
2001-02-12,121.81137832950495
2001-02-13,121.10116947844563
2001-02-14,120.91624805289209
2001-02-15,122.20664045383575
2001-02-16,122.80803501171872
2001-02-19,121.88272104548898
2001-02-20,122.23913758197193
2001-02-21,121.76184369783206
2001-02-22,121.09294645062266
2001-02-23,121.77051714180756
2001-02-26,120.64700438838372
2001-02-27,122.35108631665722
2001-02-28,122.75065310652901
2001-03-01,122.92412250450457
2001-03-02,121.84215366304768
2001-03-05,122.66360339045929
2001-03-06,120.06911390948834
2001-03-07,121.28778382478784
2001-03-08,121.24578940020325
2001-03-09,120.40591099409453
2001-03-12,120.09582925928329
2001-03-13,118.44160308644896
2001-03-14,117.51489132068292
2001-03-15,114.3869425268279
2001-03-16,113.74264986450423
2001-03-19,114.56783276232133
2001-03-20,115.33464549931496
2001-03-21,111.67695491497953
2001-03-22,106.8881175603063
2001-03-23,108.56940609816705
2001-03-26,111.75620354440997
2001-03-27,115.63462626706557
2001-03-28,114.68066564779583
2001-03-29,112.3053165031929
2001-03-30,115.39941370529905
2001-04-02,116.64497352262771
2001-04-03,114.72935464791097
2001-04-04,114.58954380828584
2001-04-05,115.66442067751593
2001-04-06,116.41268055848847
2001-04-09,118.05526282545955
2001-04-10,120.62241401329953
2001-04-11,119.58746252456568
2001-04-12,119.45140369364908
2001-04-13,119.45140369364908
2001-04-16,119.45140369364908
2001-04-17,118.45159228265719
2001-04-18,119.39509108625444
2001-04-19,117.82134096092778
2001-04-20,119.53505117806388
2001-04-23,119.82595313645372
2001-04-24,120.5719350332809
2001-04-25,119.69507037060721
2001-04-26,120.29977601220847
2001-04-27,121.62136775590002
2001-04-30,123.6468149832592
2001-05-01,122.6182591449716
2001-05-02,124.53177544577632
2001-05-03,125.42302714149855
2001-05-04,125.64912738223393
2001-05-07,125.64912738223393
2001-05-08,128.0569875572144
2001-05-09,128.4940767570428
2001-05-10,129.81595989058928
2001-05-11,131.15770349527187
2001-05-14,130.91725175463534
2001-05-15,129.2769121319105
2001-05-16,128.94494661476838
2001-05-17,131.60543986613408
2001-05-18,133.5595321309723
2001-05-21,135.06299961445686
2001-05-22,135.35111667696447
2001-05-23,133.56057130852653
2001-05-24,130.07123670725795
2001-05-25,129.2275330226999
2001-05-28,129.52379614671773
2001-05-29,129.37007217670984
2001-05-30,129.223064837359
2001-05-31,129.9171544193165
2001-06-01,130.4272200088148
2001-06-04,130.42722000881483
2001-06-05,131.89177467035455
2001-06-06,132.3121645878605
2001-06-07,132.97230513328802
2001-06-08,131.81673488350515
2001-06-11,130.88191085477848
2001-06-12,129.97150492875085
2001-06-13,131.28084598653805
2001-06-14,130.75390485959915
2001-06-15,131.0975060060197
2001-06-18,131.8131958673591
2001-06-19,132.40141157001784
2001-06-20,130.9628217004813
2001-06-21,129.98261189259964
2001-06-22,131.27657583525377
2001-06-25,131.6378456422092
2001-06-26,129.19037126381093
2001-06-27,129.1071848243248
2001-06-28,129.17535917259016
2001-06-29,129.65507477893672
2001-07-02,130.45813534610554
2001-07-03,132.73272727048126
2001-07-04,133.09814359507763
2001-07-05,130.95060380148604
2001-07-06,128.74362721404225
2001-07-09,130.07682628226354
2001-07-10,131.27127406048055
2001-07-11,129.4777490804927
2001-07-12,130.57229983309838
2001-07-13,130.97818835360886
2001-07-16,131.03629027618783
2001-07-17,130.82991819743614
2001-07-18,130.77441200853883
2001-07-19,130.193830653925
2001-07-20,130.0559250582193
2001-07-23,130.53815819754234
2001-07-24,129.72635502769637
2001-07-25,127.45675074908203
2001-07-26,126.39214843405125
2001-07-27,126.70246324798948
2001-07-30,125.59873542355369
2001-07-31,126.05815345396951
2001-08-01,125.49589069102588
2001-08-02,126.47234297763865
2001-08-03,126.51585313255586
2001-08-06,127.18125908709882
2001-08-07,129.01237477862657
