Date,FRANCE VALUE
1998-12-31,100.0
1999-01-29,105.58611194145685
1999-02-26,102.62548534257967
1999-03-31,112.78552382572212
1999-04-30,121.28747785234353
1999-05-31,120.14503699921556
1999-06-30,125.18701688699137
1999-07-30,125.16984956180329
1999-08-31,128.4677071197364
1999-09-30,127.15417871629847
1999-10-29,134.71239200137248
1999-11-30,140.53868743940941
1999-12-31,149.47447918489107
2000-01-31,140.23471282011883
2000-02-29,145.6777054682977
2000-03-31,153.72175738832811
2000-04-28,162.1016391249245
2000-05-31,168.50362071214187
2000-06-30,173.40540342679887
2000-07-31,182.01582463722372
2000-08-31,186.72211372641883
2000-09-29,178.7648189300488
2000-10-31,184.06301456822936
2000-11-30,180.0775531708988
2000-12-29,180.74052904204103
2001-01-01,180.74052904204103
2001-01-02,178.71310970800076
2001-01-03,175.85397727644974
2001-01-04,176.92747815619074
2001-01-05,176.80545925079647
2001-01-08,176.8503326236381
2001-01-09,174.94747888810298
2001-01-10,173.9624240343581
2001-01-11,175.69992516395587
2001-01-12,177.09295896693789
2001-01-15,178.78666749514258
2001-01-16,177.15035378494258
2001-01-17,178.90944609319266
2001-01-18,176.75787134868386
2001-01-19,176.12489199051936
2001-01-22,177.786948681063
2001-01-23,177.27940576761193
2001-01-24,179.46851096780804
2001-01-25,181.95909553727148
2001-01-26,181.78252797341273
2001-01-29,181.2518791319509
2001-01-30,181.43079760809474
2001-01-31,182.4442948712787
2001-02-01,179.97427329625413
2001-02-02,179.49184604950176
2001-02-05,179.92778058942662
2001-02-06,181.229440288571
2001-02-07,179.69896396333664
2001-02-08,180.71080295433225
2001-02-09,179.71849012118724
2001-02-12,180.53462947278413
2001-02-13,180.681232838457
2001-02-14,179.8443031301868
2001-02-15,179.60016480175733
2001-02-16,177.81391202882668
2001-02-19,178.7345268542593
2001-02-20,177.95740820260292
2001-02-21,176.51431447412259
2001-02-22,174.80524057995183
2001-02-23,172.59026435345024
2001-02-26,174.73518449281093
2001-02-27,175.4137842722178
2001-02-28,175.11604678361007
2001-03-01,175.60841955662244
2001-03-02,173.48923086104193
2001-03-05,174.3183219172808
2001-03-06,175.2297160179087
2001-03-07,176.75472995281388
2001-03-08,176.9857901336739
2001-03-09,176.81202614696875
2001-03-12,173.9917577653275
2001-03-13,171.07127170832555
2001-03-14,168.4095563852844
2001-03-15,170.30583904930197
2001-03-16,168.8237509631302
2001-03-19,167.98362947119554
2001-03-20,169.74037353277578
2001-03-21,166.77794212369741
2001-03-22,159.50437371581344
2001-03-23,161.36623235720006
2001-03-26,165.87899419114234
2001-03-27,169.5575275223847
2001-03-28,168.2529619626036
2001-03-29,169.33126735448508
2001-03-30,171.49129236541216
2001-04-02,172.42620640501346
2001-04-03,166.6139578967277
2001-04-04,167.5709538290198
2001-04-05,169.34764448965026
2001-04-06,169.64899552635933
2001-04-09,170.87407810212727
2001-04-10,174.24335340539318
2001-04-11,175.42033957614962
2001-04-12,176.4622862246425
2001-04-13,176.4622862246425
2001-04-16,176.4622862246425
2001-04-17,176.3605485749059
2001-04-18,179.04518565751846
2001-04-19,179.15855085412207
2001-04-20,178.47075913239416
2001-04-23,177.74748749705998
2001-04-24,179.7326185146098
2001-04-25,179.68968404341558
2001-04-26,180.9403161065534
2001-04-27,184.32258336585815
2001-04-30,184.53960236395434
2001-05-01,184.53960236395446
2001-05-02,182.98693139315196
2001-05-03,180.2916529691468
2001-05-04,180.69717588361917
2001-05-07,182.27937177194997
2001-05-08,183.1199021462388
2001-05-09,182.38798647663057
2001-05-10,185.8421515727766
2001-05-11,185.27216784729674
2001-05-14,184.1215548431766
2001-05-15,185.84740940437325
2001-05-16,186.12971431148736
2001-05-17,188.11386624289506
2001-05-18,190.72589929330948
2001-05-21,191.38502813794193
2001-05-22,191.3826630714508
2001-05-23,190.32034003837038
2001-05-24,191.5890621736876
2001-05-25,189.81312846774298
2001-05-28,190.60282750804944
2001-05-29,189.68840790024902
2001-05-30,187.528818181931
2001-05-31,187.60402397427652
2001-06-01,187.74146202197448
2001-06-04,187.74146202197448
2001-06-05,190.65222505553518
2001-06-06,190.01597676851378
2001-06-07,188.34947192851888
2001-06-08,188.21292379660025
2001-06-11,187.93635213588612
2001-06-12,185.36565124229224
2001-06-13,186.7590478346147
2001-06-14,185.03977020744395
2001-06-15,184.0209830245955
2001-06-18,180.66864330594478
2001-06-19,182.48486135265034
2001-06-20,181.38445992463926
2001-06-21,180.3428029149628
2001-06-22,181.73224682651121
2001-06-25,183.64369033187972
2001-06-26,179.44323107823408
2001-06-27,178.54642937308355
2001-06-28,179.30626302980582
2001-06-29,182.9460392723829
2001-07-02,184.7491004860269
2001-07-03,182.7534364463586
2001-07-04,183.39100619998126
2001-07-05,182.4594364726262
2001-07-06,178.5073808887911
2001-07-09,179.02460801036946
2001-07-10,177.1031128466415
2001-07-11,174.72655987368225
2001-07-12,175.4672936309598
2001-07-13,178.35588144824047
2001-07-16,178.18203929209642
2001-07-17,176.69952532483168
2001-07-18,172.6631305623138
2001-07-19,173.68525609392427
2001-07-20,172.91740323635926
2001-07-23,174.60437123152778
2001-07-24,172.580676848303
2001-07-25,169.7994142748835
2001-07-26,172.52352066276345
2001-07-27,175.72473738596514
2001-07-30,177.84642913675899
2001-07-31,179.09936891556305
2001-08-01,179.5109552778535
2001-08-02,178.8703793120022
2001-08-03,177.7516585324266
2001-08-06,178.50988510714473
2001-08-07,178.7545098164876
2001-08-08,177.75166855411535
2001-08-09,175.22526598805692
2001-08-10,173.72041552640565
2001-08-13,176.95648009275195
2001-08-14,178.6323226401097
2001-08-15,178.15381335290962
2001-08-16,177.23189842964197
2001-08-17,174.38694167709204
2001-08-20,174.50545379450725
2001-08-21,175.61621158823993
2001-08-22,175.3043248392424
2001-08-23,175.35602403335514
2001-08-24,178.12919948545584
2001-08-27,178.0818625913027
2001-08-28,175.6227079427877
2001-08-29,176.4783065822309
2001-08-30,172.8517929072529
2001-08-31,173.22672637991656
2001-09-03,170.87598172342234
2001-09-04,172.21982774044636
2001-09-05,169.25846965857494
2001-09-06,166.4995557812545
2001-09-07,163.6120743868815
2001-09-10,161.9926345096598
2001-09-11,152.15189167578131
2001-09-12,152.3333687182196
2001-09-13,152.51210011318946
2001-09-14,144.81020632663092
2001-09-17,148.73620778424743
2001-09-18,147.49988210445173
2001-09-19,143.53836505909706
2001-09-20,137.40185677806244
2001-09-21,133.9238868172583
2001-09-24,140.9317850712727
2001-09-25,142.238282668622
2001-09-26,145.20355799848218
2001-09-27,147.45366916375662
2001-09-28,149.33978720342654
2001-10-01,146.94043940375394
2001-10-02,148.79103541992507
2001-10-03,147.19313384075474
2001-10-04,152.68705016146504
2001-10-05,152.37739557411294
2001-10-08,151.70833830767432
2001-10-09,151.85914708674255
2001-10-10,156.25265464002857
2001-10-11,157.24317434069803
2001-10-12,157.95671511053715
2001-10-15,153.70273272974703
2001-10-16,156.0628574699371
2001-10-17,158.43945902311353
2001-10-18,155.4147750497298
2001-10-19,152.9266658589821
2001-10-22,155.23240775512878
2001-10-23,158.2336354020591
2001-10-24,158.2935995962171
2001-10-25,155.76568379531653
2001-10-26,159.4539939888522
2001-10-29,157.0153773941986
2001-10-30,153.0149000203552
2001-10-31,155.70712423735347
2001-11-01,156.1226763886659
2001-11-02,156.0573378136387
2001-11-05,158.7682544529009
2001-11-06,157.96654976148287
2001-11-07,158.70008385960995
2001-11-08,161.6882551385419
2001-11-09,160.4002365026145
2001-11-12,156.20604226354928
2001-11-13,161.94859507981968
2001-11-14,160.94835633245867
2001-11-15,160.16594697175026
2001-11-16,160.72514681799646
2001-11-19,162.57089556885907
2001-11-20,161.58724759897456
2001-11-21,161.612236909459
2001-11-22,162.73893691858376
2001-11-23,162.2731603172543
2001-11-26,161.34041537706568
2001-11-27,158.9086562823875
2001-11-28,157.94384361852275
2001-11-29,158.06765207111837
2001-11-30,158.614683626111
2001-12-03,157.62097048386173
2001-12-04,159.198127026661
2001-12-05,165.2313399513961
2001-12-06,165.25656650329594
2001-12-07,164.88689535928017
2001-12-10,162.0000517068364
2001-12-11,161.53560081348476
2001-12-12,160.4952171747485
2001-12-13,156.2780161770982
2001-12-14,153.77859150024335
2001-12-17,159.02178072415998
2001-12-18,158.36095152039474
2001-12-19,157.94392121472606
2001-12-20,156.01414637734152
2001-12-21,158.263037238555
2001-12-24,158.1810300889438
2001-12-25,158.1810300889438
2001-12-26,158.18103008894377
2001-12-27,160.89892643452967
2001-12-28,161.90727211829022
2001-12-31,161.9072721182903
2002-01-01,161.9072721182903
