Date,CANADA VALUE
1998-12-31,100.0
1999-01-29,106.85742918681488
1999-02-26,104.94622095156984
1999-03-31,110.92334013216558
1999-04-30,128.25140017440265
1999-05-31,121.14033282508566
1999-06-30,125.53598024451429
1999-07-30,121.25336950844051
1999-08-31,125.23161445818342
1999-09-30,121.40824663173083
1999-10-29,123.6654738838023
1999-11-30,123.30775384974795
1999-12-31,126.90275255673228
2000-01-31,130.65659693596405
2000-02-29,126.32162814888758
2000-03-31,133.54653236686414
2000-04-28,143.04463127253283
2000-05-31,143.68731292288481
2000-06-30,143.79757355557342
2000-07-31,150.22537573797865
2000-08-31,167.90706085972448
2000-09-29,169.32377826464054
2000-10-31,177.1857173559912
2000-11-30,165.74335020938844
2000-12-29,168.14365516117005
2001-01-01,168.14365516117005
2001-01-02,163.0784895391969
2001-01-03,164.2411378599683
2001-01-04,162.12963909721606
2001-01-05,159.65004133382178
2001-01-08,160.6212475671973
2001-01-09,160.6448761889424
2001-01-10,161.0271200522214
2001-01-11,160.48395046540927
2001-01-12,159.1921343153563
2001-01-15,161.1661414438268
2001-01-16,161.86923648427077
2001-01-17,162.09840674130405
2001-01-18,157.91173196535843
2001-01-19,160.2594628374396
2001-01-22,162.6345936625432
2001-01-23,164.05947840588556
2001-01-24,166.40200483334766
2001-01-25,167.72882672668152
2001-01-26,167.764183183335
2001-01-29,169.60900959382317
2001-01-30,169.30517047162627
2001-01-31,167.71967877926036
2001-02-01,168.28437486820295
2001-02-02,171.37029819881857
2001-02-05,170.84274397023353
2001-02-06,171.43035666061917
2001-02-07,170.26655621769103
2001-02-08,171.95571269141988
2001-02-09,171.1516856775259
2001-02-12,169.76358014952064
2001-02-13,171.12666948900636
2001-02-14,170.70462571394054
2001-02-15,173.3616784711886
2001-02-16,169.98115468925474
2001-02-19,168.8683826163086
2001-02-20,169.14888344656467
2001-02-21,164.2207448281633
2001-02-22,167.17895351288016
2001-02-23,165.4632522825788
2001-02-26,169.1166736662218
2001-02-27,167.16899657804697
2001-02-28,167.0625991287549
2001-03-01,165.38324017415502
2001-03-02,163.48717750509036
2001-03-05,167.95963630859043
2001-03-06,167.47624191600542
2001-03-07,169.3006577195106
2001-03-08,168.61753599230897
2001-03-09,166.89896837023846
2001-03-12,165.0207250112124
2001-03-13,168.37691112600317
2001-03-14,167.05674344215376
2001-03-15,167.09299029763363
