Date,SINGAPORE VALUE
1998-12-31,100.0
1999-01-29,105.62605172300867
1999-02-26,108.66546555300468
1999-03-31,129.24991144429003
1999-04-30,160.25600212788422
1999-05-31,173.89405943908858
1999-06-30,209.8617846236656
1999-07-30,203.75257923283667
1999-08-31,208.57247195129477
1999-09-30,201.8785389003259
1999-10-29,211.96678558426618
1999-11-30,239.5915761710139
1999-12-31,269.7958183937669
2000-01-31,237.06510578033635
2000-02-29,221.57246067472929
2000-03-31,234.30955717234465
2000-04-28,267.16158711094414
2000-05-31,212.55012465489003
2000-06-30,242.41308603361813
2000-07-31,264.24476452098116
2000-08-31,279.5994448208846
2000-09-29,264.05192538162106
2000-10-31,280.03311181139156
2000-11-30,271.07038077597383
2000-12-29,264.0307196176523
2001-01-01,264.0307196176523
2001-01-02,257.15097551519966
2001-01-03,252.72591346498552
2001-01-04,258.8042970150733
2001-01-05,265.6601021348441
2001-01-08,263.0437562581785
2001-01-09,265.9695248039401
2001-01-10,265.1501020555369
2001-01-11,254.0973100174987
2001-01-12,252.67289401157038
2001-01-15,254.57126695871557
2001-01-16,253.66726778078564
2001-01-17,256.02692902099227
2001-01-18,244.6895580844717
2001-01-19,246.3958604295603
2001-01-22,248.0482451288409
2001-01-23,245.87391812485157
2001-01-24,250.24335222275212
2001-01-25,251.2083733369068
2001-01-26,248.06060753903208
2001-01-29,254.26094111580574
2001-01-30,258.213078966431
2001-01-31,259.97462340930394
2001-02-01,257.3386804525894
2001-02-02,257.95968299436595
2001-02-05,252.80929970113863
2001-02-06,254.17621938133868
2001-02-07,252.8663372964343
2001-02-08,261.3387595485566
2001-02-09,259.1080735684301
2001-02-12,260.6364680080056
2001-02-13,261.68147388965303
2001-02-14,260.51247082157005
2001-02-15,266.1868341253259
2001-02-16,262.1010658549657
2001-02-19,258.1551401151167
2001-02-20,264.2703520998416
2001-02-21,261.1909065758889
2001-02-22,261.6684716131034
2001-02-23,261.5677574850652
2001-02-26,265.340791986522
2001-02-27,259.3724120704749
2001-02-28,260.71689507089064
2001-03-01,252.88915279125206
2001-03-02,251.92898302593505
2001-03-05,251.54816545970758
2001-03-06,251.38432852043428
