Date,NETHERLANDS VALUE
1998-12-31,100.0
1999-01-29,92.64396937713774
1999-02-26,99.01772674385383
1999-03-31,111.93073775210095
1999-04-30,126.76660464306677
1999-05-31,120.52710109126795
1999-06-30,126.97553335020382
1999-07-30,126.64295417451687
1999-08-31,130.9078224613129
1999-09-30,124.40487819746521
1999-10-29,133.07377493743272
1999-11-30,140.960161660721
1999-12-31,158.0162204972399
2000-01-31,145.02622691188932
2000-02-29,163.61486436796733
2000-03-31,168.67302493615853
2000-04-28,177.34366159474433
2000-05-31,184.35925856455626
2000-06-30,189.84654422222098
2000-07-31,189.48587296373117
2000-08-31,202.4999146822829
2000-09-29,200.65339966216973
2000-10-31,208.3711373860883
2000-11-30,204.29805696088977
2000-12-29,200.47575203261243
2001-01-01,200.47575203261243
2001-01-02,201.46778450744256
2001-01-03,203.63547877016723
2001-01-04,204.29623616222597
2001-01-05,201.87384249315383
2001-01-08,200.53974613310837
2001-01-09,198.79146238766742
2001-01-10,196.25524884266875
2001-01-11,198.62048101604182
2001-01-12,198.56314716859222
2001-01-15,202.05719079100416
2001-01-16,199.1160001074876
2001-01-17,200.94717437231446
2001-01-18,197.5775368332547
2001-01-19,194.5100636457124
2001-01-22,195.90528742466745
2001-01-23,195.16176815545631
2001-01-24,198.6748606636824
2001-01-25,201.22954973951244
2001-01-26,200.48496255478324
2001-01-29,201.86527720638824
2001-01-30,199.7351134513836
2001-01-31,201.6624410948522
2001-02-01,198.72748023062172
2001-02-02,200.4966585601042
2001-02-05,201.6368523668082
2001-02-06,202.59867377671026
2001-02-07,201.05726771182927
2001-02-08,202.63952359672447
2001-02-09,204.27585586648254
2001-02-12,202.75808918672112
2001-02-13,203.06401801248737
2001-02-14,203.5916098748952
2001-02-15,201.38538796410054
2001-02-16,200.72373640013532
2001-02-19,200.31990357932668
2001-02-20,200.2548625816011
2001-02-21,197.3465623717573
2001-02-22,193.11012566221456
2001-02-23,191.47321398556554
2001-02-26,193.1987272195007
2001-02-27,194.19658935574597
2001-02-28,192.43287195497703
2001-03-01,189.83260861631427
2001-03-02,190.12425667270836
2001-03-05,191.5728344151928
2001-03-06,195.19055014359947
2001-03-07,195.5975432752105
2001-03-08,194.81185788140135
2001-03-09,194.4898437046034
2001-03-12,190.4096081871652
2001-03-13,187.56637045620528
2001-03-14,185.98045515620754
2001-03-15,186.80233215388375
2001-03-16,181.36104526440025
2001-03-19,179.42150665377244
2001-03-20,180.92447192177525
2001-03-21,177.71833460710434
2001-03-22,170.48970487436162
2001-03-23,173.1179809458986
2001-03-26,179.95576212542954
2001-03-27,182.77309194322066
2001-03-28,179.69895751346635
2001-03-29,179.91071476561586
2001-03-30,181.44835747601087
2001-04-02,181.623962103014
2001-04-03,176.12953436467882
2001-04-04,174.5183811830124
2001-04-05,179.0608628014583
2001-04-06,179.12303109762053
2001-04-09,182.53837543628802
2001-04-10,188.04041805963024
2001-04-11,189.20074056138736
2001-04-12,189.13050922119396
2001-04-13,189.13050922119396
2001-04-16,189.13050922119396
2001-04-17,186.87018520728085
2001-04-18,191.21943085834076
2001-04-19,188.44559452684814
2001-04-20,186.9414619891522
2001-04-23,185.51804025719858
2001-04-24,188.60599342916055
2001-04-25,188.95840275779761
2001-04-26,191.2547434229768
2001-04-27,193.78279951511732
2001-04-30,193.78279951511735
2001-05-01,194.46274934549484
2001-05-02,193.99068262790956
2001-05-03,190.4697523260201
2001-05-04,188.9052769390864
2001-05-07,191.5348554636257
2001-05-08,191.48788713286984
2001-05-09,190.70547514153796
2001-05-10,196.51207580557463
2001-05-11,194.88579368377262
2001-05-14,194.08036547016212
2001-05-15,195.84227454049463
2001-05-16,193.77436193070028
2001-05-17,196.60188172745882
2001-05-18,200.37350428601573
2001-05-21,200.70930718326224
2001-05-22,203.03484150377358
2001-05-23,201.2399060040276
2001-05-24,200.97545412942955
2001-05-25,199.82447801621058
2001-05-28,201.55339504970408
2001-05-29,201.02504518406445
2001-05-30,198.08634106792445
2001-05-31,198.729620274679
2001-06-01,196.3641215883843
2001-06-04,196.3641215883843
2001-06-05,199.00245391694554
2001-06-06,198.17231116575763
2001-06-07,197.27435766979343
2001-06-08,197.2696605579948
2001-06-11,195.01822838795528
2001-06-12,191.54257138838904
2001-06-13,192.7468711795223
2001-06-14,190.409562904684
2001-06-15,187.72355477900877
2001-06-18,187.35200957198214
2001-06-19,186.5983291628706
2001-06-20,185.74574254899335
2001-06-21,187.06896567842844
2001-06-22,188.71911202067963
2001-06-25,190.24447321631285
2001-06-26,187.26168430079116
2001-06-27,185.41541310765473
2001-06-28,184.88508018736422
2001-06-29,188.54885775664908
2001-07-02,191.98122654428462
2001-07-03,189.286019684393
2001-07-04,189.12286993485068
2001-07-05,190.15861101571628
2001-07-06,185.72810155439709
2001-07-09,184.8833145121355
2001-07-10,183.0022620697788
2001-07-11,179.43201161732583
2001-07-12,181.11708904772013
2001-07-13,182.41341633429735
2001-07-16,179.49670984816458
2001-07-17,179.41349150189518
2001-07-18,175.50970005940093
2001-07-19,176.8529344988023
2001-07-20,175.6171310790509
2001-07-23,177.19887485135712
2001-07-24,176.02742708842752
2001-07-25,172.6000459284264
2001-07-26,175.12564930085767
2001-07-27,178.33334409260206
2001-07-30,181.08036233936284
2001-07-31,182.28924030459092
2001-08-01,183.5152114722505
2001-08-02,181.21106527607975
2001-08-03,178.04523032189616
2001-08-06,179.26999049186026
2001-08-07,179.70831459090226
2001-08-08,177.75672870783708
2001-08-09,173.25345306087831
2001-08-10,170.55246294220504
2001-08-13,172.74304122406022
2001-08-14,174.89418325714885
2001-08-15,173.36837777309483
2001-08-16,173.86646628650578
2001-08-17,170.39238983480521
2001-08-20,170.6058674888372
2001-08-21,172.54711707732193
2001-08-22,172.3101752619582
2001-08-23,174.1453453627499
2001-08-24,176.64894829640784
2001-08-27,178.0463196874973
2001-08-28,174.84522131521928
2001-08-29,176.30608449829288
2001-08-30,173.23259537431107
2001-08-31,171.710881442236
2001-09-03,169.4513305293052
2001-09-04,171.15669727766942
2001-09-05,168.27062544217978
2001-09-06,163.87991171102385
2001-09-07,158.40085823856637
2001-09-10,157.3773835941783
2001-09-11,149.06285542421347
2001-09-12,148.66056208378106
2001-09-13,148.1465372966894
2001-09-14,137.24670233869125
2001-09-17,142.70413462264216
2001-09-18,143.73374426979913
2001-09-19,137.28450958423724
2001-09-20,128.25140913235342
2001-09-21,120.57725887248456
2001-09-24,130.78367067123338
2001-09-25,134.73783731511728
2001-09-26,137.23912109984894
2001-09-27,138.90783388808
2001-09-28,146.01112166084388
2001-10-01,140.0302513132954
2001-10-02,144.55010686699788
2001-10-03,142.86127408709874
2001-10-04,150.71370208011598
2001-10-05,147.6386908940725
2001-10-08,147.3789396521513
2001-10-09,147.30054121279443
2001-10-10,153.27126674955096
2001-10-11,156.4805492695718
2001-10-12,156.25549320881157
2001-10-15,146.15331209843842
2001-10-16,147.60303237957328
2001-10-17,153.26006714681097
2001-10-18,148.21712546042173
2001-10-19,143.59281139568134
2001-10-22,147.10493602054103
2001-10-23,153.86596388678836
2001-10-24,152.22287617552746
2001-10-25,149.2893638826591
2001-10-26,155.40909783722185
2001-10-29,152.71827508765062
2001-10-30,147.22409322010233
2001-10-31,148.98603246077803
2001-11-01,151.74603010024106
2001-11-02,151.94604065044547
2001-11-05,155.89450823831797
2001-11-06,154.02309689474762
2001-11-07,155.98918901815458
2001-11-08,160.81211157035497
2001-11-09,158.3204257444945
2001-11-12,153.3266423904471
2001-11-13,161.22662148439554
2001-11-14,157.68048747968277
2001-11-15,154.4183842102847
2001-11-16,157.91084767571522
2001-11-19,159.19668178817486
2001-11-20,159.60008572440748
2001-11-21,157.77451109907037
2001-11-22,161.0169843018714
2001-11-23,162.2558462442189
2001-11-26,160.9070088070123
2001-11-27,157.94083819903142
2001-11-28,154.7864598999959
2001-11-29,154.72888466965338
2001-11-30,154.39675468946848
2001-12-03,151.82249507287153
2001-12-04,153.10709045587427
2001-12-05,160.36760227559583
2001-12-06,161.5204253007171
2001-12-07,161.55720200088356
2001-12-10,156.91402734345118
2001-12-11,157.2740198127027
2001-12-12,153.66470685182003
2001-12-13,149.7120561856796
2001-12-14,149.00766563947596
2001-12-17,154.50497658701656
2001-12-18,153.6698927108335
2001-12-19,153.64318091375077
2001-12-20,150.09236579860027
2001-12-21,153.94995274510592
2001-12-24,152.95791082877582
2001-12-25,152.95791082877582
2001-12-26,152.9579108287758
2001-12-27,157.06328352583358
2001-12-28,158.1161810653331
2001-12-31,158.11618106533308
2002-01-01,158.11618106533308
2002-01-02,155.61886332334484
2002-01-03,159.61696241087805
2002-01-04,157.8057066548976
2002-01-07,157.54636372057504
2002-01-08,156.41068454160876
2002-01-09,158.97666754140565
2002-01-10,155.4649589071005
2002-01-11,158.6398693019167
2002-01-14,153.76745245170642
2002-01-15,155.7285947376095
2002-01-16,153.47778003290014
2002-01-17,157.39284998395266
2002-01-18,156.23821931077308
2002-01-21,155.61815567026554
2002-01-22,156.5120721741316
2002-01-23,154.526917908873
2002-01-24,159.27205156736423
2002-01-25,159.07392251732924
2002-01-28,160.80635677890373
2002-01-29,158.8047721787368
2002-01-30,154.69310562674195
2002-01-31,156.16082007284854
2002-02-01,154.9226532657486
2002-02-04,152.2560221249524
2002-02-05,147.56859331592187
2002-02-06,144.57722755262765
2002-02-07,147.26430654235423
2002-02-08,147.2699205964787
2002-02-11,150.810912542331
2002-02-12,150.55839841985718
2002-02-13,151.94523682497976
2002-02-14,154.9210416179274
2002-02-15,152.0319528202362
2002-02-18,150.25000418887825
2002-02-19,145.9951794450469
2002-02-20,144.2753429764031
2002-02-21,145.6330092242043
2002-02-22,141.6619801049279
2002-02-25,144.0682067284434
2002-02-26,145.34985227349748
2002-02-27,146.5341789197991
2002-02-28,149.70442631038756
2002-03-01,151.8858014082225
2002-03-04,158.26963120295497
2002-03-05,158.67585609341492
2002-03-06,159.31174485949524
2002-03-07,160.64941303017716
2002-03-08,161.90822621560815
2002-03-11,161.2918257576727
2002-03-12,159.38945803076678
2002-03-13,157.0819358069287
2002-03-14,157.69086958159303
2002-03-15,161.61680919589483
2002-03-18,163.60284451894998
2002-03-19,165.90172870467688
2002-03-20,163.87806255326404
2002-03-21,163.84894619528941
2002-03-22,165.00258850831634
2002-03-25,164.45913409503228
2002-03-26,165.18196460911912
2002-03-27,165.7581783862177
2002-03-28,168.53376339616634
2002-03-29,168.53376339616634
2002-04-01,168.5337633961663
2002-04-02,168.55738426596824
2002-04-03,167.5430718765141
2002-04-04,164.96698952431402
2002-04-05,164.01172585571774
2002-04-08,159.51613658160628
2002-04-09,161.49021823940902
2002-04-10,162.76554584596556
2002-04-11,161.3441204836499
2002-04-12,162.29549878043554
2002-04-15,162.8960164157478
2002-04-16,168.2815728071457
2002-04-17,170.1025494781418
2002-04-18,169.030336137638
2002-04-19,169.7687615956129
2002-04-22,168.28487790417998
2002-04-23,168.46146159766027
2002-04-24,166.71341770966515
2002-04-25,163.2145776919314
2002-04-26,162.031240436558
2002-04-29,160.74480376957732
2002-04-30,161.58345884219807
2002-05-01,161.5834588421981
2002-05-02,158.58318408313156
2002-05-03,154.54591089377627
2002-05-06,154.49151933246148
2002-05-07,152.44628876745503
2002-05-08,155.78553737817165
2002-05-09,156.4976281074574
2002-05-10,153.48389086014927
2002-05-13,154.5573866949025
2002-05-14,158.713753368291
2002-05-15,159.82367956870198
2002-05-16,159.40039519820954
2002-05-17,159.03624422821727
2002-05-20,157.81454034937283
2002-05-21,156.44028976943443
2002-05-22,154.02414787229438
2002-05-23,156.12425786678713
2002-05-24,156.48377073528815
2002-05-27,157.3184052618706
2002-05-28,156.79260467319568
2002-05-29,156.6355399202985
2002-05-30,152.2238117734104
2002-05-31,153.9743964382572
2002-06-03,151.246510630188
2002-06-04,145.24511285283896
2002-06-05,145.40064400381692
2002-06-06,146.38756917278636
2002-06-07,140.23447383354883
2002-06-10,140.30921481995375
2002-06-11,143.6674302338888
2002-06-12,138.43670725878476
2002-06-13,136.51356943831686
2002-06-14,132.66435491823512
2002-06-17,138.5885978368996
2002-06-18,139.23785696571434
2002-06-19,136.23164312718248
2002-06-20,131.2581013839436
2002-06-21,130.29196884142917
2002-06-24,125.4256881659281
2002-06-25,130.27396508792543
2002-06-26,126.92868535881563
2002-06-27,129.6624899905797
2002-06-28,137.0084965848013
2002-07-01,135.95783826292757
2002-07-02,128.55296717045425
2002-07-03,123.76161745440093
2002-07-04,128.61992148574126
2002-07-05,135.99760073281988
2002-07-08,135.17415946951354
2002-07-09,134.06454607033962
2002-07-10,128.8580048705466
2002-07-11,121.3984743389743
2002-07-12,121.45786398393905
2002-07-15,113.16391967355072
2002-07-16,112.81756767804657
2002-07-17,119.3316114106028
2002-07-18,121.59901826953578
2002-07-19,114.7007045779312
2002-07-22,106.11603244601655
2002-07-23,100.29453443869318
2002-07-24,96.00353758548975
2002-07-25,102.39222003360352
2002-07-26,103.11502322158532
2002-07-29,112.57306868633826
2002-07-30,109.42745894877059
2002-07-31,111.51337991705095
2002-08-01,103.01751750458347
2002-08-02,99.48922223243876
2002-08-05,93.72550234378407
2002-08-06,99.53602306553886
2002-08-07,100.15489817851763
2002-08-08,106.72141953716279
2002-08-09,109.33517883116485
2002-08-12,106.2565209522107
2002-08-13,108.70991696005933
2002-08-14,105.00555577349415
2002-08-15,111.26651443163529
2002-08-16,113.15857967798817
2002-08-19,121.15469273770256
2002-08-20,119.86422598688556
2002-08-21,119.45608174089571
2002-08-22,124.15197775242036
2002-08-23,122.25966951971367
2002-08-26,118.46539986144562
2002-08-27,124.32909892438961
2002-08-28,117.33656259865906
2002-08-29,112.70035612645442
2002-08-30,114.34730259131402
2002-09-02,111.12143966406305
2002-09-03,105.92999526233932
2002-09-04,105.38275242610699
2002-09-05,102.96146168118926
2002-09-06,107.21495144137636
2002-09-09,102.61461331299206
2002-09-10,106.82236003224745
2002-09-11,110.46715424306281
2002-09-12,102.63982843209914
2002-09-13,98.61148361929018
2002-09-16,96.75013995045494
