Date,SWEDEN VALUE
1998-12-31,100.0
1999-01-29,105.90543259795625
1999-02-26,110.52700825217396
1999-03-31,118.37046661907549
1999-04-30,127.35886120035624
1999-05-31,122.08553328160919
1999-06-30,129.41293725005355
1999-07-30,131.8237224073595
1999-08-31,134.97526936541732
1999-09-30,134.63099512858514
1999-10-29,134.77068699177005
1999-11-30,143.15928349658344
1999-12-31,156.36617698131548
2000-01-31,147.34780031194654
2000-02-29,163.16127259044572
2000-03-31,171.88330083506747
2000-04-28,174.92231929424062
2000-05-31,174.30552165604155
2000-06-30,169.75120734205282
2000-07-31,166.4161537441566
2000-08-31,165.51149549893174
2000-09-29,164.5827286876626
2000-10-31,167.61140870697056
2000-11-30,151.8467900304542
2000-12-29,147.81967975145727
2001-01-01,147.81967975145727
2001-01-02,145.34613163979233
2001-01-03,140.16052551688026
2001-01-04,148.6262037535252
2001-01-05,151.51933627564526
2001-01-08,152.78826310786587
2001-01-09,152.2098201304805
2001-01-10,151.67613297451882
2001-01-11,153.03429621535437
2001-01-12,153.03535221727594
2001-01-15,153.5492135817218
2001-01-16,150.9453174542671
2001-01-17,155.23975818883548
2001-01-18,156.0464168483957
2001-01-19,159.12447685100878
2001-01-22,157.00909618331778
2001-01-23,154.89484697354686
2001-01-24,157.8271902205748
2001-01-25,160.0007187280957
2001-01-26,159.15600424894467
2001-01-29,161.5602813426047
2001-01-30,162.7294486382206
2001-01-31,164.0116057464409
2001-02-01,162.0609830297585
2001-02-02,159.86232570794917
2001-02-05,156.61819088256362
2001-02-06,159.82478505760093
2001-02-07,158.96962638808816
2001-02-08,158.9543723707371
2001-02-09,155.94444078996244
2001-02-12,154.54957403976528
2001-02-13,154.96458681635022
2001-02-14,150.59696986493455
2001-02-15,155.54927294014672
2001-02-16,153.34718486026043
2001-02-19,154.34883269188498
2001-02-20,154.27153925857527
2001-02-21,152.22724795572407
2001-02-22,149.6022040194097
2001-02-23,147.03607296516427
2001-02-26,149.8425923962664
2001-02-27,151.59500966343612
2001-02-28,151.64365662427036
2001-03-01,148.97077161066522
2001-03-02,149.19600865322693
2001-03-05,149.90737393195522
2001-03-06,152.53479938804645
2001-03-07,153.6721816167731
2001-03-08,152.71663904771728
2001-03-09,152.05176291162408
2001-03-12,147.89050068356826
2001-03-13,147.57242295816795
2001-03-14,143.54367883018116
2001-03-15,146.30551048138855
2001-03-16,142.0218053328691
2001-03-19,139.11993089133858
2001-03-20,138.42476631945772
2001-03-21,134.08564570916076
2001-03-22,127.5695620757708
2001-03-23,132.04177093323628
2001-03-26,138.9441837626658
2001-03-27,138.98133938803448
2001-03-28,135.32053699825198
2001-03-29,132.7161427573969
2001-03-30,134.53167093267774
2001-04-02,131.7766977837098
2001-04-03,130.27688506239502
2001-04-04,130.91803142164824
2001-04-05,135.8318233434233
2001-04-06,135.46737567306445
2001-04-09,140.15217875860978
2001-04-10,142.46966623329885
2001-04-11,140.5189280354284
2001-04-12,138.61377025821344
2001-04-13,138.61377025821344
2001-04-16,138.58005018279138
2001-04-17,139.86547685135722
2001-04-18,144.97636911573773
2001-04-19,149.25303580041574
2001-04-20,145.87654206367694
2001-04-23,143.6635557359693
2001-04-24,143.80662325999342
2001-04-25,145.04858622090237
2001-04-26,145.06938688554416
2001-04-27,147.87912373052785
2001-04-30,150.65199322419502
2001-05-01,150.48461136157923
2001-05-02,148.2405311392346
2001-05-03,146.17893550462958
2001-05-04,148.0191423820395
2001-05-07,150.04434259389612
2001-05-08,147.73697411354127
2001-05-09,147.67524316990406
2001-05-10,150.9750728985483
2001-05-11,150.02513743754346
2001-05-14,148.83266916929824
2001-05-15,148.08864305449137
2001-05-16,148.0014310852532
2001-05-17,151.05836771293778
2001-05-18,153.10895719298767
2001-05-21,154.809391536376
2001-05-22,154.03727919623248
2001-05-23,151.43284867221703
2001-05-24,151.51687838826507
2001-05-25,150.85127623852262
2001-05-28,149.66552633692635
2001-05-29,148.85717693401153
2001-05-30,146.85081999637268
2001-05-31,147.11904124941228
2001-06-01,145.67563923601566
2001-06-04,144.72076224247218
2001-06-05,147.33645493175294
2001-06-06,147.48045158286484
2001-06-07,145.3391211911154
2001-06-08,144.54793043299543
2001-06-11,142.1398889864101
2001-06-12,142.42023408628967
2001-06-13,145.94118276568793
2001-06-14,144.4316940060862
2001-06-15,146.81419208745393
2001-06-18,145.01116052317442
2001-06-19,142.4016785206995
2001-06-20,140.35057089751504
2001-06-21,139.12533768840714
2001-06-22,139.2775295384705
2001-06-25,140.9068407609795
2001-06-26,139.37529118126827
2001-06-27,139.83131813135316
2001-06-28,143.8090750388779
2001-06-29,144.30267872441357
2001-07-02,145.39932344374563
2001-07-03,145.3145658859479
2001-07-04,144.01641800723877
2001-07-05,143.0118396823907
2001-07-06,138.5872602873906
2001-07-09,135.2483968894981
2001-07-10,137.16000110270784
2001-07-11,135.97017160958598
2001-07-12,137.55077141997225
2001-07-13,139.18234130841788
2001-07-16,141.12081847899705
2001-07-17,137.68392157494029
2001-07-18,135.77612417222838
2001-07-19,138.32873934951425
2001-07-20,136.37875014717483
2001-07-23,137.47420175260766
2001-07-24,136.5427227843371
2001-07-25,135.73253854126327
2001-07-26,137.48489054914143
2001-07-27,139.44671950764152
2001-07-30,140.39264842077804
2001-07-31,141.1942279334868
2001-08-01,141.58743097982213
2001-08-02,142.24865946820108
2001-08-03,142.6625198962127
2001-08-06,143.2689671164276
2001-08-07,143.25780972018572
2001-08-08,142.94594368792073
2001-08-09,140.04294269245642
2001-08-10,138.30819476110563
2001-08-13,138.8663960770385
2001-08-14,139.795401536143
2001-08-15,139.13923420644113
2001-08-16,137.6844908843206
2001-08-17,134.97292155855743
2001-08-20,131.109337864369
2001-08-21,131.52765095814416
2001-08-22,134.31939429051792
2001-08-23,136.00880738160757
2001-08-24,138.46890047123867
2001-08-27,138.62966405256824
2001-08-28,137.32001239180417
2001-08-29,136.16860435211004
2001-08-30,132.72070963490913
2001-08-31,132.3736630069348
2001-09-03,129.29452206857275
2001-09-04,131.6787788732643
2001-09-05,133.46172964696095
2001-09-06,131.52252121153404
2001-09-07,128.32039303488176
2001-09-10,127.02728554135726
2001-09-11,118.91207814027187
2001-09-12,121.26054411835585
2001-09-13,123.09045463646628
2001-09-14,121.51313318933477
2001-09-17,121.31731219584437
2001-09-18,116.9215614953811
2001-09-19,116.68342181034721
2001-09-20,110.28295434648005
2001-09-21,106.37687646990605
2001-09-24,110.14230105523801
2001-09-25,111.86009439365264
2001-09-26,110.92681662312609
2001-09-27,111.67469129934362
2001-09-28,115.14813328571346
2001-10-01,114.55673546288106
2001-10-02,115.00976284357348
2001-10-03,113.99027749021383
2001-10-04,119.88717799859198
2001-10-05,119.41418379927165
2001-10-08,118.8490524801452
2001-10-09,119.56703187159118
2001-10-10,121.4131969535228
2001-10-11,126.84636640137427
2001-10-12,126.96393695981749
2001-10-15,124.78158104552452
2001-10-16,125.26345122030108
2001-10-17,129.0573711963881
2001-10-18,126.90625929724537
2001-10-19,124.32831121826176
2001-10-22,123.83205012465177
2001-10-23,127.42188068613072
2001-10-24,128.89476060175198
2001-10-25,125.01147833181503
2001-10-26,127.76064807370156
2001-10-29,125.42450929943446
2001-10-30,119.83181200163379
2001-10-31,120.51079589654687
2001-11-01,119.74209448292731
2001-11-02,120.3565331526134
2001-11-05,123.93953595229151
2001-11-06,125.2898641804284
2001-11-07,127.01114746839141
2001-11-08,130.04233771070156
2001-11-09,127.7414279295663
2001-11-12,126.3305481382641
2001-11-13,130.3519280274762
2001-11-14,131.7051165164543
2001-11-15,133.1061385871599
2001-11-16,133.90080383503357
2001-11-19,135.15482302933867
2001-11-20,132.02895653813735
2001-11-21,132.450794398107
2001-11-22,134.00187076055963
2001-11-23,134.11172702034958
2001-11-26,134.63872915912606
2001-11-27,134.47604911040915
2001-11-28,132.8631533653975
2001-11-29,132.89495396773808
2001-11-30,131.72321610309606
2001-12-03,131.7394365359395
2001-12-04,133.74311777179352
2001-12-05,139.26792004507666
2001-12-06,139.24046788221673
2001-12-07,139.90458077324035
2001-12-10,137.57091396839982
2001-12-11,136.79708792016888
2001-12-12,135.62650296019422
2001-12-13,135.00408847134662
2001-12-14,131.99643198298884
2001-12-17,134.24833336618167
2001-12-18,135.87134339896357
2001-12-19,134.57613355505643
2001-12-20,132.73538574356888
2001-12-21,134.76664813447317
2001-12-24,134.32595237916559
2001-12-25,134.32595237916559
2001-12-26,133.75501709579862
2001-12-27,137.35774144539334
2001-12-28,140.114354845026
2001-12-31,139.88876288039722
2002-01-01,139.88876288039722
2002-01-02,138.74006307227737
2002-01-03,144.82468269140077
2002-01-04,146.11602761022715
2002-01-07,145.52833506935778
2002-01-08,142.33593185496835
2002-01-09,144.34908429621706
2002-01-10,143.54480789751412
2002-01-11,144.59583666723518
2002-01-14,139.40129556460533
2002-01-15,138.9152641041829
2002-01-16,135.75172938606207
2002-01-17,137.68902491428972
2002-01-18,138.65180544695096
2002-01-21,138.07419827021215
2002-01-22,138.45046247892068
2002-01-23,139.05485892094026
2002-01-24,139.20820834535513
2002-01-25,139.00955820265702
2002-01-28,139.38609944034351
2002-01-29,138.4170297679768
2002-01-30,136.54722564191218
2002-01-31,140.35456910657277
2002-02-01,141.79909016233398
2002-02-04,141.42828042244466
2002-02-05,140.6825416678546
2002-02-06,139.97226522269114
2002-02-07,139.58781606125984
2002-02-08,140.4335437262214
2002-02-11,142.186798275369
2002-02-12,142.0638988722224
2002-02-13,142.50804230370656
2002-02-14,143.59570498006673
2002-02-15,142.255354068698
2002-02-18,140.63833869719974
2002-02-19,139.26489783917438
2002-02-20,138.3470296733155
2002-02-21,141.06246891386084
2002-02-22,140.03002750830754
2002-02-25,142.55276215200013
2002-02-26,144.41521129067954
2002-02-27,148.1724886504706
2002-02-28,148.92997221999678
2002-03-01,148.78335605186004
2002-03-04,154.87670533315435
2002-03-05,155.15936059401693
2002-03-06,152.6992309638387
2002-03-07,153.41704311338506
2002-03-08,154.60585789790795
2002-03-11,154.47706011922787
2002-03-12,154.09682312675005
2002-03-13,154.38311520487036
2002-03-14,153.75493632424408
2002-03-15,153.38752399638662
2002-03-18,153.66254662758635
2002-03-19,153.10401323072998
2002-03-20,154.1759103732015
2002-03-21,154.76093086151144
2002-03-22,155.8039802650731
2002-03-25,153.8133058567634
2002-03-26,153.24534755076365
2002-03-27,152.88901156014748
2002-03-28,154.28960026851846
2002-03-29,154.28960026851846
2002-04-01,154.54602229649177
2002-04-02,154.3167538515789
2002-04-03,152.62710220785553
2002-04-04,151.51624159497095
2002-04-05,153.1825069653318
2002-04-08,151.62330866906828
2002-04-09,151.57518761582335
2002-04-10,151.8091395442483
2002-04-11,150.65903906524662
2002-04-12,151.82186622726306
2002-04-15,152.10200982296482
