Date,AUSTRALIA VALUE
1998-12-31,100.0
1999-01-29,108.10641284100292
1999-02-26,110.91180736325528
1999-03-31,119.14189546925208
1999-04-30,139.28322880681299
1999-05-31,130.25386715733475
1999-06-30,137.96789173854765
1999-07-30,135.40398717628682
1999-08-31,126.08101474029765
1999-09-30,124.19303514438649
1999-10-29,125.5586072785898
1999-11-30,135.82464372395776
1999-12-31,148.35243715376197
2000-01-31,153.94034697451454
2000-02-29,161.06316946788297
2000-03-31,159.9354906289153
2000-04-28,168.73520975188785
2000-05-31,167.92122972512288
2000-06-30,183.0082310411241
2000-07-31,180.6252927992489
2000-08-31,191.7083975440207
2000-09-29,184.51107481541547
2000-10-31,180.64235507643752
2000-11-30,182.2448540025815
2000-12-29,175.1962378302363
2001-01-01,175.1962378302363
2001-01-02,177.4732218476675
2001-01-03,177.89981493501185
2001-01-04,182.60937289907966
2001-01-05,182.06829308703757
2001-01-08,177.99001037988396
2001-01-09,178.07387743289416
2001-01-10,177.75598910968625
2001-01-11,175.21472796832924
2001-01-12,175.81731072892308
2001-01-15,175.56950512053112
2001-01-16,175.91733558103599
2001-01-17,177.40158827502773
2001-01-18,178.02084479599696
2001-01-19,181.46300899776722
2001-01-22,180.74052523919642
2001-01-23,178.1430564206942
2001-01-24,178.068507154199
2001-01-25,181.12690044452663
2001-01-26,180.275501818185
2001-01-29,180.36835397339786
2001-01-30,181.0244686107807
2001-01-31,181.81430190075292
2001-02-01,182.86913897983968
2001-02-02,183.36171041950286
2001-02-05,178.9822444659107
2001-02-06,181.57790104466233
2001-02-07,179.52569148416228
2001-02-08,180.2237490118097
2001-02-09,177.73617918305294
2001-02-12,179.03501787968602
2001-02-13,180.41270927528808
2001-02-14,179.85949367270302
2001-02-15,180.25650670288564
2001-02-16,179.2912623434312
2001-02-19,176.80025204384611
2001-02-20,177.23508974174757
2001-02-21,178.35329843870238
2001-02-22,176.8602459947352
2001-02-23,175.9697796939002
2001-02-26,176.92964666468905
2001-02-27,175.82882339717264
2001-02-28,177.80502939676148
2001-03-01,177.7684327116718
2001-03-02,176.03237641301513
2001-03-05,174.7732723818796
2001-03-06,171.319827908601
2001-03-07,172.23515625952194
2001-03-08,170.42653365587358
2001-03-09,170.7129587854031
2001-03-12,169.6041550295777
2001-03-13,165.22845193034308
2001-03-14,165.48698598017214
2001-03-15,164.97790075621464
2001-03-16,166.81640824986047
2001-03-19,166.2007775434664
2001-03-20,165.77612745777722
2001-03-21,163.75460979210413
2001-03-22,162.70173923303747
2001-03-23,159.65713893139906
2001-03-26,162.64434911905292
2001-03-27,162.24273508484148
2001-03-28,164.2570143623503
2001-03-29,164.44251862869137
2001-03-30,160.96765173690613
2001-04-02,162.3761814439477
2001-04-03,160.29158438899358
2001-04-04,159.63366258652243
2001-04-05,161.79600489939264
2001-04-06,163.73406364195014
2001-04-09,161.3752452459743
2001-04-10,164.98704300798357
2001-04-11,171.09075687393437
2001-04-12,172.15471787921302
2001-04-13,172.15471787921302
2001-04-16,174.48413129287033
2001-04-17,173.07951293287147
2001-04-18,172.05811620840353
2001-04-19,178.77916663092577
2001-04-20,177.41693472151695
2001-04-23,176.41350148882307
2001-04-24,175.66482485103674
2001-04-25,175.43559228393184
2001-04-26,176.31349411241402
2001-04-27,178.01969637155008
2001-04-30,181.68194983162985
2001-05-01,182.54505182129523
2001-05-02,184.37547156634523
2001-05-03,186.51084885259564
2001-05-04,183.83955744954025
2001-05-07,185.24947392494738
2001-05-08,186.4621478909083
2001-05-09,187.17396359188876
2001-05-10,192.29483863874492
2001-05-11,192.08843785433308
2001-05-14,191.46597029561852
2001-05-15,190.51602025946397
2001-05-16,188.48932214558124
2001-05-17,192.4883570271234
2001-05-18,192.0829104027361
2001-05-21,196.7663424250817
2001-05-22,196.63297044260943
2001-05-23,196.09150998246065
2001-05-24,194.63787038648096
2001-05-25,197.20157281012683
2001-05-28,195.90784021805317
2001-05-29,195.4721035375689
2001-05-30,192.7220161617516
2001-05-31,190.28524866376176
2001-06-01,192.31998216393708
2001-06-04,194.51553256045068
2001-06-05,194.3763652043449
2001-06-06,198.0777634779749
2001-06-07,201.1458589600267
2001-06-08,202.79368797869353
2001-06-11,203.97377639782744
2001-06-12,203.89716709546732
2001-06-13,204.66782147539593
2001-06-14,203.41935922679562
2001-06-15,203.9144021470373
2001-06-18,199.7225433092221
2001-06-19,199.3901459026764
2001-06-20,201.63633141434227
2001-06-21,201.805606319638
2001-06-22,202.73454164718657
2001-06-25,199.5170064152608
2001-06-26,201.78671656650198
2001-06-27,199.83502487152467
2001-06-28,199.98768342584088
2001-06-29,203.71176501996186
2001-07-02,201.27912331765674
2001-07-03,203.72437510098797
2001-07-04,204.64421045884396
2001-07-05,201.13072859310284
2001-07-06,194.16148869364145
2001-07-09,192.1822622700138
2001-07-10,192.43328106188173
2001-07-11,190.54865170165078
2001-07-12,192.0543276597631
2001-07-13,194.66534116934952
2001-07-16,197.7823740725938
2001-07-17,195.7979603385546
2001-07-18,194.32106151903972
2001-07-19,194.58633306119432
2001-07-20,189.54976533204953
2001-07-23,191.4274846371141
2001-07-24,190.08182455659747
2001-07-25,187.12486311625963
2001-07-26,184.71977626608466
2001-07-27,184.25469242175743
2001-07-30,186.40230132049146
2001-07-31,187.46455333656058
2001-08-01,192.6617912165791
2001-08-02,196.23260363806807
2001-08-03,194.26319188485394
2001-08-06,193.77483103621708
2001-08-07,194.10368416122944
2001-08-08,194.82226155548298
2001-08-09,192.76345738401656
2001-08-10,191.64161558598053
2001-08-13,190.2160129441681
2001-08-14,189.2251501958194
2001-08-15,189.05196485046997
2001-08-16,185.92330334400265
2001-08-17,188.09371446436023
2001-08-20,185.86673815063082
2001-08-21,187.841578574709
2001-08-22,187.4314040885161
2001-08-23,186.7676879954645
2001-08-24,186.94100231467712
2001-08-27,187.87207386411652
2001-08-28,187.38350509526194
2001-08-29,185.9204413862503
