Date,NORWAY VALUE
1998-12-31,100.00000000000001
1999-01-29,119.40927532912531
1999-02-26,110.60843681789237
1999-03-31,128.0963782674308
1999-04-30,143.34015532751846
1999-05-31,134.31164065211652
1999-06-30,134.04683721486194
1999-07-30,137.134928924458
1999-08-31,146.66960775459154
1999-09-30,150.21870181825736
1999-10-29,143.2632183802426
1999-11-30,152.43442304214102
1999-12-31,170.24100218743902
2000-01-31,155.814615666007
2000-02-29,157.16236017018707
2000-03-31,163.93541615645998
2000-04-28,161.5620227402428
2000-05-31,166.50841335700497
2000-06-30,173.28955263209392
2000-07-31,174.65917539655828
2000-08-31,199.1952631278841
2000-09-29,190.72635805560492
2000-10-31,192.2521205766251
2000-11-30,176.59762208801624
2000-12-29,174.2985496852313
2001-01-01,174.2985496852313
2001-01-02,178.59164720860463
2001-01-03,172.23396296859494
2001-01-04,174.73705814076675
2001-01-05,175.7743155598277
2001-01-08,176.31976073378297
2001-01-09,176.97925505082952
2001-01-10,176.0379669314326
2001-01-11,176.84293644729956
2001-01-12,176.1982939668173
2001-01-15,173.4877633113126
2001-01-16,171.3844852098974
2001-01-17,173.14035796027824
2001-01-18,171.42491567696888
2001-01-19,169.22782015522588
2001-01-22,168.08261712659552
2001-01-23,166.37654645410086
2001-01-24,164.28047855305581
2001-01-25,165.24446079889387
2001-01-26,167.06940319671006
2001-01-29,168.46496421756663
2001-01-30,169.38702229192614
2001-01-31,169.5013388433125
2001-02-01,171.08194972140797
2001-02-02,171.88753251804744
2001-02-05,172.79320793050545
2001-02-06,174.9980781226381
2001-02-07,176.23143251673852
2001-02-08,176.83717529663758
2001-02-09,175.81537735764024
2001-02-12,174.0715007792813
2001-02-13,174.478791079979
2001-02-14,172.78503778918932
2001-02-15,173.9102128004204
2001-02-16,174.0645753384701
2001-02-19,175.30675860214495
2001-02-20,175.00873202196686
2001-02-21,173.03730922463217
2001-02-22,175.0753796228494
2001-02-23,177.19301830094764
2001-02-26,178.01348347498202
2001-02-27,177.9339230978042
2001-02-28,176.79642673500825
2001-03-01,173.18744439661396
2001-03-02,173.1673335931814
2001-03-05,175.2035146284989
2001-03-06,178.62345335479267
2001-03-07,177.81493042773945
2001-03-08,180.36996184229767
2001-03-09,180.2845622285602
2001-03-12,177.42843944194428
2001-03-13,174.77549790467137
2001-03-14,169.21399848070246
2001-03-15,171.15096065503707
2001-03-16,169.35980178720763
2001-03-19,168.6166780445167
2001-03-20,170.54091213933015
2001-03-21,169.65169938248147
2001-03-22,166.80487463627057
2001-03-23,165.0798151120722
2001-03-26,167.14786966563173
2001-03-27,169.23041905105055
2001-03-28,169.44517610725197
2001-03-29,167.6305704402851
2001-03-30,167.77543519883716
2001-04-02,169.1873154764364
2001-04-03,166.42550504037882
2001-04-04,165.33770813405005
2001-04-05,169.7356910599225
2001-04-06,170.67729597341614
2001-04-09,171.65577974507545
2001-04-10,176.87161970240945
2001-04-11,180.0649335635727
2001-04-12,179.9840247720524
2001-04-13,179.9840247720524
2001-04-16,179.99448496269227
2001-04-17,180.19156020964792
2001-04-18,181.0940898052547
2001-04-19,178.6191857815148
2001-04-20,177.00869008517793
2001-04-23,177.2901891250529
2001-04-24,177.35731366126964
2001-04-25,176.64443428341858
2001-04-26,177.47689377118496
2001-04-27,180.4314071326807
2001-04-30,180.9704011593973
2001-05-01,181.0790638590237
2001-05-02,179.38946101539233
