Date,JAPAN VALUE
1998-12-31,99.99999999999999
1999-01-29,104.68351012365306
1999-02-26,104.91660261934435
1999-03-31,122.88811505884371
1999-04-30,130.82088793795342
1999-05-31,124.23224895684574
1999-06-30,137.03949479307317
1999-07-30,144.05216550723586
1999-08-31,146.08656959169235
1999-09-30,152.0136054946908
1999-10-29,158.68446112863123
1999-11-30,164.49892144862798
1999-12-31,170.37222689918013
2000-01-31,172.203750493871
2000-02-29,164.129544741078
2000-03-31,187.62874642354788
2000-04-28,189.25555839313682
2000-05-31,183.57704906500845
2000-06-30,189.01061640477354
2000-07-31,175.73916085132663
2000-08-31,189.67444124825448
2000-09-29,189.2469558304286
2000-10-31,194.12975820754355
2000-11-30,180.0236277861606
2000-12-29,161.5755604944614
2001-01-01,161.5755604944614
2001-01-02,159.6964139913768
2001-01-03,160.1288554484525
2001-01-04,157.66537511874256
2001-01-05,157.2492401791421
2001-01-08,157.5133345379524
2001-01-09,156.31506650897458
2001-01-10,154.26791792553533
2001-01-11,147.95079182012236
2001-01-12,146.99758301011926
2001-01-15,147.4603318474616
2001-01-16,151.32611822838822
2001-01-17,154.82705671427019
2001-01-18,154.24701021237496
2001-01-19,155.42815259658
2001-01-22,156.0351352148447
2001-01-23,155.2539047348266
2001-01-24,156.4105852948722
2001-01-25,157.65971678637038
2001-01-26,156.69628218076681
2001-01-29,158.6642163363672
2001-01-30,158.35296235604523
2001-01-31,157.99780660687264
2001-02-01,157.73073243980826
2001-02-02,156.85198517900906
2001-02-05,153.93674523734242
2001-02-06,154.6358774030262
2001-02-07,153.9348840012199
2001-02-08,154.45364492899728
2001-02-09,154.14883249927308
2001-02-12,153.25348594071005
2001-02-13,155.11022727914454
2001-02-14,156.84096034296
2001-02-15,161.07454464385955
2001-02-16,157.57159134987816
2001-02-19,154.5977727062126
2001-02-20,158.25475250088613
2001-02-21,155.95346007846732
2001-02-22,158.8999035844033
2001-02-23,160.7428709531688
2001-02-26,161.90353985188833
2001-02-27,159.70934199260202
2001-02-28,157.62670393378895
2001-03-01,155.48174863073436
2001-03-02,148.59958428944614
2001-03-05,149.3106428960985
2001-03-06,151.8490727391192
2001-03-07,152.33834416491163
2001-03-08,152.2880651039442
2001-03-09,152.2559535549458
2001-03-12,148.1556861859486
2001-03-13,146.7052161742286
2001-03-14,143.78484664951574
2001-03-15,146.7440528469941
2001-03-16,147.2797372035471
2001-03-19,147.90469614122307
2001-03-20,146.59802354825678
2001-03-21,156.22037358183812
2001-03-22,154.5359074450665
2001-03-23,155.66981109426374
2001-03-26,159.98965776404063
2001-03-27,159.5531987235804
2001-03-28,164.56020831449624
2001-03-29,159.50830359393294
2001-03-30,156.3794461814283
2001-04-02,154.02769305832692
2001-04-03,158.01638188491444
2001-04-04,158.19926820092616
2001-04-05,161.7207968342222
2001-04-06,159.95504874784717
2001-04-09,154.31900648361926
2001-04-10,155.30429387823423
2001-04-11,158.38758029056387
2001-04-12,159.68616422998514
2001-04-13,159.178878440428
2001-04-16,159.24226029626064
2001-04-17,160.32500229570496
2001-04-18,167.18629455028687
2001-04-19,165.73393043860463
2001-04-20,161.98757101885042
2001-04-23,163.84445116454793
2001-04-24,164.01275591055895
2001-04-25,165.26214784503495
2001-04-26,166.498738976287
2001-04-27,168.40844667166445
2001-04-30,169.89132041498246
2001-05-01,175.93834694440534
2001-05-02,177.45683111093163
2001-05-03,178.4493142731312
2001-05-04,178.17969537399097
2001-05-07,179.66676849665717
2001-05-08,176.06771199670243
2001-05-09,173.92519944718535
2001-05-10,171.71271991766505
2001-05-11,173.33696468543218
2001-05-14,171.4623214763904
2001-05-15,171.88746477998114
2001-05-16,168.39466362830908
2001-05-17,170.70888523311538
2001-05-18,169.86059882005299
2001-05-21,172.7807962655691
2001-05-22,174.33840914442362
2001-05-23,177.60443343991676
2001-05-24,178.71676483434882
2001-05-25,176.56639646939715
2001-05-28,173.49656208721498
2001-05-29,176.97877116239724
2001-05-30,173.3873456195124
2001-05-31,176.06570997760153
2001-06-01,175.67141468911362
2001-06-04,174.95168785519994
2001-06-05,173.9897737437468
2001-06-06,173.88886140621452
2001-06-07,173.80702646757632
2001-06-08,173.47024824255803
2001-06-11,172.79801821145534
2001-06-12,167.00446962563558
2001-06-13,166.91760731550303
2001-06-14,164.69110422398887
2001-06-15,162.5213785543364
2001-06-18,162.23003913234766
2001-06-19,161.99005288432505
2001-06-20,162.201325177491
2001-06-21,164.9091743558235
2001-06-22,166.07705418236876
2001-06-25,163.96270056809675
2001-06-26,164.4758352120309
2001-06-27,164.0486477278345
2001-06-28,164.29512348095614
2001-06-29,167.17681763447357
2001-07-02,166.62669454916897
2001-07-03,167.22363034858842
2001-07-04,165.80306553227246
2001-07-05,166.2812088615456
2001-07-06,161.0852093929125
2001-07-09,159.73201868482272
2001-07-10,160.7786830260497
2001-07-11,158.5325918319954
2001-07-12,162.83367020332284
2001-07-13,161.06506321697816
2001-07-16,160.05933812318162
2001-07-17,158.6640166348986
2001-07-18,152.75797333553726
2001-07-19,152.67268805734767
2001-07-20,152.6098366527831
2001-07-23,147.25044861377535
2001-07-24,148.18590061349147
2001-07-25,149.75728438695333
2001-07-26,150.7616348144692
2001-07-27,151.2189264400859
2001-07-30,147.4347928082332
2001-07-31,150.69884927385178
2001-08-01,151.5158773348792
2001-08-02,155.0559580844281
2001-08-03,152.70509919699953
2001-08-06,153.7068039060137
2001-08-07,155.51991149879885
2001-08-08,155.41222123607028
2001-08-09,149.93926763253685
2001-08-10,149.52707521313334
2001-08-13,147.183118026345
2001-08-14,152.67331934119585
2001-08-15,152.56386117667202
2001-08-16,150.49078376401647
2001-08-17,149.57240431451515
2001-08-20,148.15679718140197
2001-08-21,150.4016174351492
2001-08-22,150.82758765214348
2001-08-23,150.58555865715218
2001-08-24,149.4385883480963
2001-08-27,151.40603581245955
2001-08-28,150.39103936319933
2001-08-29,148.1477169196475
2001-08-30,145.5989919718053
2001-08-31,146.53299202520438
2001-09-03,143.46332508182917
2001-09-04,148.68814706888324
2001-09-05,145.959955574303
2001-09-06,145.25251476761693
2001-09-07,143.3712735685288
2001-09-10,139.11156611744144
2001-09-11,140.2473468603201
2001-09-12,130.87172155110605
2001-09-13,134.00367527064523
2001-09-14,137.8849094022164
2001-09-17,132.62709216589198
2001-09-18,134.33471137521704
2001-09-19,137.12661120707006
2001-09-20,137.4860920212112
2001-09-21,134.79701901354738
2001-09-24,133.92301539201569
2001-09-25,132.64828461346568
2001-09-26,130.69668906568558
2001-09-27,129.33863779210117
2001-09-28,133.70529212517653
2001-10-01,134.8809117138112
2001-10-02,137.01100381058305
2001-10-03,133.9672162897994
2001-10-04,137.33690219126817
2001-10-05,134.90046106116398
2001-10-08,135.34548089915867
2001-10-09,132.2927798203464
2001-10-10,130.50945990081775
2001-10-11,133.90777071907326
2001-10-12,135.3062293560227
2001-10-15,134.4195489213395
2001-10-16,134.41639980304257
2001-10-17,135.24655137009927
2001-10-18,133.37698087196964
2001-10-19,134.15486268391513
2001-10-22,134.344525520065
2001-10-23,136.40868659902202
2001-10-24,137.21723416173165
2001-10-25,138.259440440078
2001-10-26,137.26131917565962
2001-10-29,132.83309613005449
2001-10-30,131.65247421055102
2001-10-31,131.37749692840447
2001-11-01,131.03559238994424
2001-11-02,130.67736592112163
2001-11-05,131.44692350617842
2001-11-06,132.57040745833095
2001-11-07,128.53995014736535
2001-11-08,131.38569682115804
2001-11-09,129.05633723222306
2001-11-12,128.1781009280372
2001-11-13,127.19493322754947
2001-11-14,126.42937979488282
2001-11-15,128.4708661306465
2001-11-16,127.5727376064357
2001-11-19,129.8773458531409
2001-11-20,129.72592537399277
2001-11-21,131.14771133038664
2001-11-22,130.4876154129798
2001-11-23,130.26771141435464
2001-11-26,132.10546434277006
2001-11-27,130.84671512820344
2001-11-28,127.89669594225666
2001-11-29,128.05132542925276
2001-11-30,128.2434601621355
2001-12-03,125.18806828393129
2001-12-04,123.90969777103993
2001-12-05,126.54965610446418
2001-12-06,127.36420776292296
2001-12-07,124.70199595584475
2001-12-10,121.33163471578389
2001-12-11,120.30563665469191
