Date,ITALY VALUE
1998-12-31,100.0
1999-01-29,93.4937372961982
1999-02-26,95.96215869546909
1999-03-31,104.98379858729872
1999-04-30,105.18939024742457
1999-05-31,100.22577220804942
1999-06-30,98.28314955575217
1999-07-30,92.610953472164
1999-08-31,95.21451329529373
1999-09-30,98.5210796972626
1999-10-29,95.47708561979557
1999-11-30,94.0931908775338
1999-12-31,96.50493967642156
2000-01-31,87.4166663841679
2000-02-29,94.26653369641275
2000-03-31,95.11490159563292
2000-04-28,99.2241968086584
2000-05-31,102.78279506309498
2000-06-30,109.40629619065666
2000-07-31,109.31569208492411
2000-08-31,115.95850548439951
2000-09-29,109.84391776836556
2000-10-31,115.70651056295144
2000-11-30,118.01307794315117
2000-12-29,115.39304032421731
2001-01-01,115.39304032421731
2001-01-02,114.43580557366529
2001-01-03,113.84739570620239
2001-01-04,114.57877781168808
2001-01-05,114.55709068235919
2001-01-08,115.40128079273306
2001-01-09,114.46800429464248
2001-01-10,114.61952866127328
2001-01-11,114.97029594641054
2001-01-12,115.52660982132265
2001-01-15,115.9475141670076
2001-01-16,115.53664762663514
2001-01-17,115.86839255708654
2001-01-18,116.22843056892283
2001-01-19,114.91598444710539
2001-01-22,115.9724692921419
2001-01-23,115.74089651286691
2001-01-24,116.58750051495602
2001-01-25,117.02405474220333
2001-01-26,117.44672311166815
2001-01-29,117.7838983628818
2001-01-30,117.92743287520248
2001-01-31,117.92785052142995
2001-02-01,117.10613564895647
2001-02-02,115.96732846043437
2001-02-05,116.46495953300241
2001-02-06,116.45888687299342
2001-02-07,115.44484281302645
2001-02-08,115.83794001606773
2001-02-09,115.06612704233162
2001-02-12,116.83549641320417
2001-02-13,116.62481093654027
2001-02-14,116.96666710292898
2001-02-15,115.45437264325567
2001-02-16,114.42821133283931
2001-02-19,114.80383776056209
2001-02-20,113.25207548729394
2001-02-21,112.28449938475731
2001-02-22,111.54116686027879
2001-02-23,110.1723681554043
2001-02-26,111.66311692424253
2001-02-27,111.42098085161354
2001-02-28,112.31084070174121
2001-03-01,111.50017051913115
2001-03-02,110.05901885049684
2001-03-05,109.23638582942372
2001-03-06,109.83912369504034
2001-03-07,110.82865523624174
2001-03-08,111.51096864070317
2001-03-09,111.07238475554314
2001-03-12,108.54062962103563
2001-03-13,107.66202268309767
2001-03-14,106.36673209703223
2001-03-15,105.9568279127419
2001-03-16,104.62772941115135
2001-03-19,104.36344228935987
2001-03-20,105.59393628401793
2001-03-21,106.21752949504928
2001-03-22,101.81552161009674
2001-03-23,102.58218479554974
2001-03-26,104.71765223858381
2001-03-27,107.72203262471174
2001-03-28,106.59560265445144
2001-03-29,107.8858695530336
2001-03-30,108.74129882024803
2001-04-02,109.55973127439763
2001-04-03,106.85796759536174
2001-04-04,107.9430002892522
2001-04-05,109.10924108861539
2001-04-06,109.22141735049155
2001-04-09,110.44917912368217
2001-04-10,111.32551021115613
2001-04-11,110.58228502176453
2001-04-12,111.12070325552732
2001-04-13,111.12070325552732
2001-04-16,111.12070325552733
2001-04-17,111.34106297445128
2001-04-18,111.78276472932716
2001-04-19,111.24194742478971
2001-04-20,110.64314722106033
2001-04-23,110.4718281000041
2001-04-24,112.0472160975853
2001-04-25,112.77671078850966
2001-04-26,112.1122200130361
2001-04-27,112.61088338967792
2001-04-30,113.3867319173775
2001-05-01,113.38673191737753
2001-05-02,113.45032598324731
