Date,DENMARK VALUE
1998-12-31,100.0
1999-01-29,100.48275600772091
1999-02-26,93.92536877207989
1999-03-31,90.91966530497506
1999-04-30,94.58933670437088
1999-05-31,96.47549327088646
1999-06-30,97.51744881930505
1999-07-30,95.6102090843542
1999-08-31,98.76157819163313
1999-09-30,98.50048416104823
1999-10-29,102.14337375919153
1999-11-30,109.15129022192167
1999-12-31,107.67472635218829
2000-01-31,100.98294702461182
2000-02-29,101.38353362642417
2000-03-31,110.56540454949445
2000-04-28,115.7686644183167
2000-05-31,131.475529174176
2000-06-30,130.8050500402996
2000-07-31,145.55153812977355
2000-08-31,154.82803419424457
2000-09-29,159.2397022075701
2000-10-31,160.91082887847307
2000-11-30,154.7819013224031
2000-12-29,148.69037938641895
2001-01-01,148.69037938641895
2001-01-02,149.54679107514858
2001-01-03,154.4898170472737
2001-01-04,155.23337001473945
2001-01-05,157.29207609425026
2001-01-08,155.6684137874569
2001-01-09,155.15503208764218
2001-01-10,153.97879076545007
2001-01-11,152.9541045958131
2001-01-12,155.50277518400776
2001-01-15,156.16146641803812
2001-01-16,156.28242595335067
2001-01-17,159.68772100013155
2001-01-18,160.04902932825328
2001-01-19,158.97665942942544
2001-01-22,159.48323307880605
2001-01-23,158.13227346535368
2001-01-24,161.83631092909064
2001-01-25,161.04180497412693
2001-01-26,161.60112825824575
2001-01-29,162.38890433716045
2001-01-30,162.1832015383262
2001-01-31,163.67114773363264
2001-02-01,163.18457049794867
2001-02-02,160.98513723764162
2001-02-05,157.75894612318527
2001-02-06,159.75967282647528
2001-02-07,159.34648364661874
2001-02-08,157.6961555647938
2001-02-09,157.50350725983802
2001-02-12,157.65948002814318
2001-02-13,156.58278513037004
2001-02-14,157.27059100760874
2001-02-15,159.93934131147412
2001-02-16,160.8393420283844
2001-02-19,160.2908440375777
2001-02-20,160.9397608243636
2001-02-21,160.41541544828854
2001-02-22,154.38130499285455
2001-02-23,151.23807547656816
2001-02-26,149.5506353854893
2001-02-27,149.8465028765033
2001-02-28,147.5712876015946
2001-03-01,145.49511735433921
2001-03-02,144.9856861418383
2001-03-05,145.26873961579702
2001-03-06,148.22435605637062
2001-03-07,148.3897498987705
2001-03-08,149.3686875687367
2001-03-09,148.53517103225147
2001-03-12,146.20250584761777
2001-03-13,144.27702285664407
2001-03-14,142.19735238528037
