Date,TAIWAN ESG LEADERS
2007-09-28,1000.0
2007-10-01,1003.3640360756385
2007-10-02,1021.7749937885233
2007-10-03,1029.18231498642
2007-10-04,1020.8759577383826
2007-10-05,1019.0508156211783
2007-10-08,1032.1246235057872
2007-10-09,1023.9568668914837
2007-10-10,1018.3472463849047
2007-10-11,1006.165171505494
2007-10-12,985.5303759472963
2007-10-15,987.4082610829065
2007-10-16,994.3001734445623
2007-10-17,990.7947117976219
2007-10-18,999.6669585452166
2007-10-19,996.1643359783378
2007-10-22,978.8839720889795
2007-10-23,986.2175699448811
2007-10-24,980.5104605411093
2007-10-25,986.5841885597642
2007-10-26,991.675190210091
2007-10-29,1018.076294677296
2007-10-30,1008.8500869432909
2007-10-31,1007.1339354965489
2007-11-01,1000.230029594716
2007-11-02,965.9600331440694
2007-11-05,971.1211977490842
2007-11-06,974.8116438981644
2007-11-07,964.4785370718022
2007-11-08,941.6179220869891
2007-11-09,949.3595938649836
2007-11-12,926.920644415046
2007-11-13,923.9223280205333
2007-11-14,934.4109207068972
2007-11-15,936.0993375319952
2007-11-16,924.374551479022
2007-11-19,920.275811360445
2007-11-20,912.7132097311587
2007-11-21,888.9012067561051
2007-11-22,892.1571450813973
2007-11-23,887.0738293812153
2007-11-26,907.1218715067466
2007-11-27,883.7974000917324
2007-11-28,880.2351285901017
2007-11-29,903.3450983224548
2007-11-30,921.1907386625736
2007-12-03,914.7985299774698
2007-12-04,915.096825320941
2007-12-05,920.9149483348099
2007-12-06,933.4065281490867
2007-12-07,934.8470701748353
2007-12-10,915.4400344018303
2007-12-11,931.0310545204484
2007-12-12,909.3787292857236
2007-12-13,892.0181223246618
2007-12-14,894.8201478621627
2007-12-17,874.4886491037898
2007-12-18,869.9654975540839
2007-12-19,888.8813581865727
2007-12-20,878.867245807906
2007-12-21,878.4332567959759
2007-12-24,891.5434336581253
2007-12-25,892.3030848852223
2007-12-26,887.700842687935
2007-12-27,903.3117445537092
2007-12-28,897.3880482592891
2007-12-31,914.4097218598196
2008-01-01,914.4097218598196
2008-01-02,887.5767952999258
2008-01-03,876.4703227923626
2008-01-04,876.4897884293387
2008-01-07,837.8711913264535
2008-01-08,842.877523982117
2008-01-09,852.6336412994234
2008-01-10,835.5245036277254
2008-01-11,829.6159779935339
2008-01-14,831.7619074900445
2008-01-15,861.2548378220376
2008-01-16,843.0094291971587
2008-01-17,831.4810460465758
2008-01-18,841.5677280927441
2008-01-21,843.4363470478169
2008-01-22,781.7845121188045
2008-01-23,790.1068124638772
2008-01-24,804.4424310919512
2008-01-25,826.9294956444195
2008-01-28,795.8382497328704
2008-01-29,818.9274736840239
2008-01-30,826.0698228215356
2008-01-31,838.794673350761
2008-02-01,852.0110919457279
2008-02-04,854.2496000527344
2008-02-05,866.2623524674456
2008-02-06,864.361815168262
2008-02-07,873.5397184009929
2008-02-08,873.9615290469284
2008-02-11,873.9615290469284
2008-02-12,855.3680325805401
2008-02-13,861.4475402935907
2008-02-14,888.0259546952689
2008-02-15,879.6948332862289
2008-02-18,874.3918465561775
2008-02-19,884.8982369654796
2008-02-20,877.2873985914173
2008-02-21,887.1655339030588
2008-02-22,886.8221339874292
2008-02-25,904.7024874895604
2008-02-26,916.7519996177006
2008-02-27,927.6888999085119
2008-02-28,921.665694511563
2008-02-29,908.2112743082631
2008-03-03,883.7152566995197
2008-03-04,909.1137627850861
2008-03-05,911.0061457205537
2008-03-06,931.1808634018535
2008-03-07,912.6168886505545
2008-03-10,887.2097390559846
2008-03-11,901.5968470890398
2008-03-12,899.2676255660206
2008-03-13,870.7571774149619
2008-03-14,860.9239941532634
2008-03-17,832.097490839189
2008-03-18,836.7295439978134
2008-03-19,861.5041363597701
2008-03-20,887.0542172791413
2008-03-21,909.0755409604899
2008-03-24,961.4393008014698
2008-03-25,945.9420010235494
2008-03-26,939.1809087850926
2008-03-27,907.6445939619174
2008-03-28,899.5716770005516
2008-03-31,897.6715595809316
2008-04-01,902.134058605465
2008-04-02,922.7657188970983
2008-04-03,918.3004069201065
2008-04-04,912.0296561661658
2008-04-07,925.3004252718644
2008-04-08,912.7573551604404
2008-04-09,902.881489845645
2008-04-10,926.7475280410238
2008-04-11,922.9792304595752
2008-04-14,915.3601315088246
2008-04-15,919.3852559139884
2008-04-16,934.7565865545171
2008-04-17,951.0643648639775
2008-04-18,960.3182907654748
2008-04-21,950.1907381775208
2008-04-22,940.8507361540858
2008-04-23,934.0783669361175
2008-04-24,942.4529483920601
2008-04-25,943.1557069734495
2008-04-28,960.3552711412126
2008-04-29,941.5124898357036
2008-04-30,952.9971665694324
2008-05-01,960.3063257706542
2008-05-02,968.5136403726757
2008-05-05,949.9487635817117
2008-05-06,952.8596349714725
2008-05-07,966.1255966209885
2008-05-08,945.3070783523401
2008-05-09,941.8578484550336
2008-05-12,939.4333960618762
2008-05-13,958.5206181882428
2008-05-14,955.520200721859
2008-05-15,968.6003446167044
2008-05-16,975.7403442360511
2008-05-19,991.1181908859926
2008-05-20,959.5738748454359
2008-05-21,944.2082173838423
2008-05-22,946.7590325693432
2008-05-23,925.1599511917335
2008-05-26,920.1598652943583
2008-05-27,929.8618352626056
2008-05-28,934.7793897885689
2008-05-29,943.8246975918063
2008-05-30,936.8858028016886
2008-06-02,954.0561829107007
2008-06-03,935.165338320093
2008-06-04,943.3222904154393
2008-06-05,949.8897636251893
2008-06-06,943.7986227324616
2008-06-09,919.8940892790457
2008-06-10,912.5700392327105
2008-06-11,920.778196363181
2008-06-12,898.6586279176784
2008-06-13,908.2644889986178
2008-06-16,916.373800346423
2008-06-17,913.7512041567933
2008-06-18,911.695123547112
2008-06-19,893.9195441220551
2008-06-20,873.515713505396
2008-06-23,883.0800250463693
2008-06-24,871.0722824424741
2008-06-25,890.916964511003
2008-06-26,872.3590893262735
2008-06-27,848.8796333906816
2008-06-30,858.5094315547216
2008-07-01,850.2037395147058
2008-07-02,829.699093032302
2008-07-03,824.1939455117144
2008-07-04,820.2143090018386
2008-07-07,832.5488449233108
2008-07-08,806.3668928570683
2008-07-09,812.3792437041508
2008-07-10,811.3614152983381
2008-07-11,828.5278004708566
2008-07-14,814.6346342986496
2008-07-15,779.3301941446872
2008-07-16,781.2751766060125
2008-07-17,812.8691166616278
2008-07-18,805.8127913898343
2008-07-21,835.5053720214132
2008-07-22,823.7301059511409
2008-07-23,848.0852267381866
2008-07-24,855.0527062329843
2008-07-25,840.1602988762158
2008-07-28,836.5834448635261
2008-07-29,817.7886827579545
2008-07-30,833.0772953171739
2008-07-31,823.8779586765255
2008-08-01,820.0693875707448
2008-08-04,815.8767770646808
2008-08-05,805.3237701452059
2008-08-06,836.0132666541816
2008-08-07,841.0363067501548
2008-08-08,874.9000031044026
2008-08-11,882.0817459649218
2008-08-12,884.4323147119527
2008-08-13,886.3398325162335
2008-08-14,881.3055137012592
2008-08-15,880.7579057518637
2008-08-18,865.250357421469
2008-08-19,862.13720477117
2008-08-20,865.4735233891255
2008-08-21,844.8166933651418
2008-08-22,853.4135191879056
2008-08-25,865.8822068209406
2008-08-26,861.3040653341964
2008-08-27,872.2241958680801
2008-08-28,865.9600580106385
2008-08-29,859.1928996042983
2008-09-01,835.482863523193
2008-09-02,816.753631523787
2008-09-03,816.2263819558543
2008-09-04,803.7170778609486
2008-09-05,796.4923549777234
2008-09-08,848.8863281937734
2008-09-09,819.3559422071238
2008-09-10,815.2107864429411
2008-09-11,796.0934432544833
2008-09-12,789.961370742979
2008-09-15,764.928930663876
2008-09-16,743.8523664761855
2008-09-17,756.6686548103114
2008-09-18,730.947713773479
2008-09-19,770.8802684371684
2008-09-22,768.9904254565737
2008-09-23,766.1306592043085
2008-09-24,758.8225691560086
2008-09-25,753.3462323521385
2008-09-26,747.8853403411626
2008-09-29,756.7970642345209
2008-09-30,752.3428207251742
2008-10-01,758.7924635849591
2008-10-02,759.5527118344136
2008-10-03,758.6225873824052
2008-10-06,741.635857351536
2008-10-07,743.3645418750864
2008-10-08,697.8417250195117
2008-10-09,691.1900147243263
2008-10-10,698.5446112113713
2008-10-13,685.1523747584027
2008-10-14,715.6929148547256
2008-10-15,706.557987795634
2008-10-16,689.1020965013191
2008-10-17,667.8123188894141
2008-10-20,668.8770452070561
2008-10-21,673.6868018460958
2008-10-22,670.5762458198724
2008-10-23,645.5381969965856
2008-10-24,629.7090633899359
2008-10-27,614.5464947618697
2008-10-28,624.0159893895817
2008-10-29,621.7890734018074
2008-10-30,672.1460333085403
2008-10-31,711.3658044615273
2008-11-03,715.6831454774359
2008-11-04,708.5399421655277
2008-11-05,698.9960538685077
2008-11-06,672.2142062849094
2008-11-07,668.566309221358
2008-11-10,667.9823208077751
2008-11-11,671.0826426433342
2008-11-12,668.9175489380948
2008-11-13,638.1115264399472
2008-11-14,645.4363201266045
2008-11-17,642.8799388689538
2008-11-18,617.894722007855
2008-11-19,606.1391299965863
2008-11-20,586.0162104455106
2008-11-21,606.8884367315615
2008-11-24,586.38844382154
2008-11-25,603.7667736986898
2008-11-26,601.6587018837655
2008-11-27,627.4362522237451
2008-11-28,635.919642620987
2008-12-01,641.4023283675724
2008-12-02,606.483515979093
2008-12-03,596.9823719271235
2008-12-04,588.6550184656518
2008-12-05,587.279690835423
2008-12-08,606.6431590467811
2008-12-09,617.3448280962523
2008-12-10,643.6725690554165
2008-12-11,636.6785222589558
2008-12-12,600.0488048168269
2008-12-15,606.0465014927374
2008-12-16,607.80215715299
2008-12-17,600.1215550083668
2008-12-18,598.5013156286683
2008-12-19,617.5086684206155
2008-12-22,593.0134201343795
2008-12-23,577.9266943979869
2008-12-24,576.1193906442248
2008-12-25,574.9531558179324
2008-12-26,574.1465266619871
2008-12-29,567.6236443062478
2008-12-30,595.5144636565815
2008-12-31,603.7438887652022
2009-01-01,603.7438887652022
2009-01-02,602.2923730286128
