Date,Malaysia ESG Leaders
2010-08-31,1000.0
2010-09-01,1002.4397150262467
2010-09-02,1010.3714892776242
2010-09-03,1007.864806938378
2010-09-06,1010.5188018362832
2010-09-07,1019.9853486638469
2010-09-08,1020.0230326012737
2010-09-09,1023.9678885725331
2010-09-10,1024.9334405655295
2010-09-13,1034.1715025792269
2010-09-14,1035.8630491620752
2010-09-15,1026.5012477984806
2010-09-16,1020.8600548174102
2010-09-17,1025.5686298926028
2010-09-20,1023.5030077681918
2010-09-21,1020.6677424160567
2010-09-22,1000.9564845713174
2010-09-23,996.48791275212
2010-09-24,980.6955895046372
2010-09-27,993.5973691911562
2010-09-28,983.1136542749699
2010-09-29,980.9925869691866
2010-09-30,978.1005561362946
2010-10-01,972.1378442333831
2010-10-04,969.8989372926599
2010-10-05,966.3893044150128
2010-10-06,968.7067458903916
2010-10-07,966.9675346930754
2010-10-08,960.5779806356402
2010-10-11,968.0373379134658
2010-10-12,968.50379408089
2010-10-13,971.5840292219596
2010-10-14,968.5712278541745
2010-10-15,968.4983847254447
2010-10-18,962.6737529260452
2010-10-19,975.1246347202332
2010-10-20,958.0632768946798
2010-10-21,963.2046959742786
2010-10-22,966.1771279533083
2010-10-25,970.8465363075896
2010-10-26,982.4757516620426
2010-10-27,988.1168074142273
2010-10-28,982.7578669966659
2010-10-29,986.1204648508846
2010-11-01,995.31806392496
2010-11-02,984.4914851470642
2010-11-03,987.2070453557438
2010-11-04,974.846252134902
2010-11-05,988.2198199467583
2010-11-08,1000.3695968232682
2010-11-09,1002.9120932570179
2010-11-10,1021.8033364972135
2010-11-11,1013.2842502113963
2010-11-12,996.9863724271436
2010-11-15,995.9221439494115
2010-11-16,1005.2191323520591
2010-11-17,1006.1470383561502
2010-11-18,1006.5744667132444
2010-11-19,1009.5285969897419
2010-11-22,1017.3763863430199
2010-11-23,1011.6394927652937
2010-11-24,1010.3935998646542
2010-11-25,1019.123435918919
2010-11-26,1022.6876037189129
2010-11-29,1035.7530630300448
2010-11-30,1029.7701258378356
2010-12-01,1031.668815996647
2010-12-02,1031.841252382993
2010-12-03,1015.1818781422605
2010-12-06,1025.0151717552417
2010-12-07,1020.5600868916797
2010-12-08,1040.4131862118297
2010-12-09,1053.8391043322106
2010-12-10,1043.3732345818632
2010-12-13,1028.5837003179936
2010-12-14,1035.5191970522872
2010-12-15,1040.4317392991272
2010-12-16,1039.644312584109
2010-12-17,1044.556029944963
2010-12-20,1045.0849190543981
2010-12-21,1050.3090722847082
2010-12-22,1061.9638451140622
2010-12-23,1068.5838447626602
2010-12-24,1067.8064052790055
2010-12-27,1067.1058329596667
2010-12-28,1072.4645445248639
2010-12-29,1077.058681335602
2010-12-30,1061.8984309514742
2010-12-31,1051.331292899816
2011-01-03,1071.5967941443942
2011-01-04,1087.010947855046
2011-01-05,1114.7974235084441
2011-01-06,1121.4330537833862
2011-01-07,1127.2579071844218
2011-01-10,1120.628139685857
2011-01-11,1121.8447173644981
2011-01-12,1112.8004156708187
2011-01-13,1097.1085248544848
2011-01-14,1092.752371831498
2011-01-17,1104.2098928467542
2011-01-18,1093.8406271143972
2011-01-19,1082.6619826811593
2011-01-20,1089.2005765222848
2011-01-21,1057.4113787513643
2011-01-24,1050.8331779463088
2011-01-25,1040.2227466854558
2011-01-26,1034.3974402467286
2011-01-27,1037.0587580447213
2011-01-28,1041.0660457601064
2011-01-31,1031.5580462358728
2011-02-01,1025.4249430027419
2011-02-02,1031.9674944893197
2011-02-03,1045.4434107111006
2011-02-04,1051.3825535932572
2011-02-07,1060.7905457848885
2011-02-08,1055.371470407779
2011-02-09,1050.2924791636347
2011-02-10,1032.2076773011818
2011-02-11,1026.3064071940103
2011-02-14,1043.2591021125731
2011-02-15,1039.2060364478002
2011-02-16,1041.7585347314423
2011-02-17,1038.0943172664047
2011-02-18,1045.147468691993
2011-02-21,1050.5882486390933
2011-02-22,1034.6592311949146
2011-02-23,1028.222671971579
2011-02-24,1011.6734419907477
2011-02-25,1014.833131329818
2011-02-28,1015.9177073410895
2011-03-01,1025.325989110952
2011-03-02,1018.6418911977842
2011-03-03,1021.6715474308354
2011-03-04,1028.1920199133788
2011-03-07,1022.4730790175535
2011-03-08,1030.2781385076607
2011-03-09,1034.7247917438194
2011-03-10,1038.5422869600156
2011-03-11,1022.7030653812911
2011-03-14,1012.3330193162946
2011-03-15,996.505549168987
2011-03-16,1011.4918847116099
2011-03-17,1001.7209439213971
2011-03-18,1003.67465711839
2011-03-21,1005.0674904364479
2011-03-22,1007.8098850353892
2011-03-23,1016.2107789009515
2011-03-24,1011.4224833422022
2011-03-25,1015.3045239158711
2011-03-28,1017.2318712566937
2011-03-29,1020.4635232928683
2011-03-30,1027.2417026743337
2011-03-31,1028.0468561241603
2011-04-01,1037.3557629708166
2011-04-04,1032.0128184408818
2011-04-05,1032.2714881437764
2011-04-06,1018.8798851928435
2011-04-07,1030.7981732026988
2011-04-08,1015.4565035615373
2011-04-11,1008.5700578807383
2011-04-12,995.830722599858
2011-04-13,1003.1398597295416
2011-04-14,1000.425738002727
2011-04-15,999.9575553295664
2011-04-18,1014.0923835470181
2011-04-19,1002.7737856747931
2011-04-20,997.2240871465949
2011-04-21,992.4756055499256
2011-04-22,990.1516703097711
2011-04-25,996.1423504483129
2011-04-26,994.581458288636
2011-04-27,998.1336578375331
2011-04-28,993.6172230194162
2011-04-29,993.0760685890687
2011-05-02,989.3749154609959
2011-05-03,990.7823310663078
2011-05-04,986.464808430459
2011-05-05,995.4483359584493
2011-05-06,998.4696389840093
2011-05-09,1023.2991031069923
2011-05-10,1017.9125346315648
2011-05-11,1029.4337002117934
2011-05-12,1021.3991189453045
2011-05-13,1032.3788363785995
2011-05-16,1015.2729413798796
2011-05-17,1020.1817959049914
2011-05-18,1025.0019980916006
2011-05-19,1028.5174726094642
2011-05-20,1040.943598306878
2011-05-23,1026.334935476566
2011-05-24,1026.8819339966512
2011-05-25,1024.189870850793
2011-05-26,1034.3925052096831
2011-05-27,1034.5787375828938
2011-05-30,1033.547431577272
2011-05-31,1041.4107118800491
2011-06-01,1034.2504538588323
2011-06-02,1028.2841057214896
2011-06-03,1024.8861222475668
2011-06-06,1020.3326764121394
2011-06-07,1015.4457488111497
2011-06-08,1020.2930966427513
2011-06-09,1023.2501370351985
2011-06-10,1035.2454706889516
2011-06-13,1020.6381316383693
2011-06-14,1018.1843383132293
2011-06-15,1037.4361634815637
2011-06-16,1043.137944201239
2011-06-17,1042.7771836102968
2011-06-20,1035.0961355468417
2011-06-21,1036.6371294572339
2011-06-22,1037.4315950865525
2011-06-23,1051.9974167664684
2011-06-24,1054.1194503118502
2011-06-27,1040.6891360550621
2011-06-28,1045.2702280527762
2011-06-29,1049.0095844763514
2011-06-30,1048.3894716774882
2011-07-01,1055.9605654035852
2011-07-04,1053.5908795154746
2011-07-05,1056.7145803846581
2011-07-06,1073.130178910551
2011-07-07,1068.8232225921874
2011-07-08,1084.6960261066542
2011-07-11,1095.19032604375
2011-07-12,1081.513296965788
2011-07-13,1074.6502404951855
2011-07-14,1081.2120739022205
2011-07-15,1079.2051318240729
2011-07-18,1071.3112331874904
2011-07-19,1056.5311780992076
2011-07-20,1065.896308679568
2011-07-21,1054.1831171053814
2011-07-22,1059.0290005736745
2011-07-25,1060.4211548122796
2011-07-26,1055.5093054295169
2011-07-27,1067.0884905456955
2011-07-28,1067.676191493438
2011-07-29,1053.455794893212
2011-08-01,1083.7592133695537
2011-08-02,1073.0140080815193
2011-08-03,1058.0578790833574
2011-08-04,1066.4861019862942
2011-08-05,1041.5688384279335
2011-08-08,1026.5202524918004
2011-08-09,1005.1144670907806
2011-08-10,1016.9551297385781
2011-08-11,1008.1058785241349
2011-08-12,1015.4464171901462
2011-08-15,1017.4216067092187
2011-08-16,1019.6619983562643
2011-08-17,1020.1790603526389
2011-08-18,1024.5558165694517
2011-08-19,1005.7988506712594
2011-08-22,1005.277673382429
2011-08-23,1013.528964518245
2011-08-24,1000.646831327622
2011-08-25,991.9791760324376
2011-08-26,978.5381839774153
2011-08-29,967.8979093227509
2011-08-30,974.7044107116213
2011-08-31,977.1076616200995
2011-09-01,987.2212281678668
2011-09-02,1017.7055299384214
2011-09-05,1013.1059045815744
2011-09-06,1010.6796143209729
2011-09-07,1013.4164569064659
2011-09-08,1019.5235389447575
2011-09-09,1038.7640985694188
2011-09-12,1023.2992430073649
2011-09-13,1009.0067712498682
2011-09-14,998.4455846691682
2011-09-15,979.9640408657443
2011-09-16,984.5850037339131
2011-09-19,982.0538456295252
2011-09-20,969.9291636600353
2011-09-21,971.9937862647746
2011-09-22,961.8589824769086
2011-09-23,938.4334444076404
2011-09-26,913.4675836833579
2011-09-27,938.8203144404677
2011-09-28,943.179549914898
2011-09-29,937.8829638415418
2011-09-30,955.2869656046685
2011-10-03,947.7939757400931
2011-10-04,942.848407138342
2011-10-05,949.2339404954397
2011-10-06,961.8181863292577
2011-10-07,972.014289726528
2011-10-10,969.5565507552845
2011-10-11,974.2110726132855
2011-10-12,973.4497863348956
2011-10-13,985.4101283522438
2011-10-14,974.857961164315
2011-10-17,1004.4192363100841
2011-10-18,983.7168864973925
2011-10-19,989.655190712914
2011-10-20,985.9003885908222
2011-10-21,965.4582851638564
2011-10-24,975.0388158725605
2011-10-25,981.0733732327054
2011-10-26,987.1074714038183
2011-10-27,977.9455635546346
2011-10-28,994.9515706343548
2011-10-31,1018.1760995636863
2011-11-01,1011.201173288381
2011-11-02,995.0817113686861
2011-11-03,987.2938252273714
2011-11-04,1005.5648740131205
2011-11-07,1006.1498873933917
2011-11-08,997.9168922781666
2011-11-09,1022.0438173630665
2011-11-10,1000.1697235720831
2011-11-11,989.8941409921941
2011-11-14,1005.0989648651064
2011-11-15,1004.6086919929926
2011-11-16,1006.810778372453
2011-11-17,995.1686473637308
2011-11-18,985.7575406405975
2011-11-21,973.3321466886193
2011-11-22,977.5325834561245
2011-11-23,982.3292519275127
2011-11-24,994.7162575977055
2011-11-25,988.5318216327239
2011-11-28,982.4236034336675
2011-11-29,1001.0291257351478
2011-11-30,1010.1161868375157
2011-12-01,1032.4495478775157
2011-12-02,1038.9635473188027
2011-12-05,1036.431564775892
2011-12-06,1034.7748969211148
2011-12-07,1041.440598495375
2011-12-08,1036.6498071399678
2011-12-09,1017.2852450207067
2011-12-12,1030.829334995611
2011-12-13,1034.4312487973682
2011-12-14,1042.9174190582169
2011-12-15,1041.186441634733
2011-12-16,1041.5625620145388
2011-12-19,1049.9012390375924
2011-12-20,1033.0620601221253
2011-12-21,1058.6180515553924
2011-12-22,1060.907461634458
2011-12-23,1070.2553230723806
2011-12-26,1070.2553230723806
2011-12-27,1065.8468979650754
2011-12-28,1080.4600240803418
2011-12-29,1080.8478339083906
2011-12-30,1099.3556488310574
2012-01-02,1099.3556488310576
2012-01-03,1084.2172320294017
2012-01-04,1094.1049603516153
2012-01-05,1109.1710793029044
2012-01-06,1116.148387235927
2012-01-09,1119.664235806327
2012-01-10,1123.3346049301376
2012-01-11,1131.020076640642
2012-01-12,1122.5004017217307
2012-01-13,1134.1180523290489
2012-01-16,1121.992269378879
2012-01-17,1127.0977388605647
2012-01-18,1119.6133572838933
2012-01-19,1116.112891361213
2012-01-20,1118.5793711505548
2012-01-23,1107.6482092112822
2012-01-24,1113.3227676576096
2012-01-25,1122.5115483701384
2012-01-26,1121.258880011211
2012-01-27,1118.2705591329757
2012-01-30,1109.979619885583
2012-01-31,1120.3042997548312
2012-02-01,1111.1792268480544
2012-02-02,1131.9805501875967
2012-02-03,1139.8722088517188
2012-02-06,1143.7072277528869
2012-02-07,1129.5426011593606
2012-02-08,1148.589910108808
2012-02-09,1153.6610575190275
2012-02-10,1152.2146140246905
2012-02-13,1151.548700223674
2012-02-14,1152.971406372014
2012-02-15,1160.8217393564782
2012-02-16,1146.069609901899
2012-02-17,1146.6642107095552
2012-02-20,1147.057428537519
2012-02-21,1152.7768375700994
2012-02-22,1147.390375007238
2012-02-23,1143.0863150572418
2012-02-24,1133.910841133369
2012-02-27,1137.187677544048
2012-02-28,1136.5436840594803
2012-02-29,1152.7642131930993
2012-03-01,1156.0757629038608
2012-03-02,1172.8466567302405
2012-03-05,1169.4107290664706
2012-03-06,1175.6734602250142
2012-03-07,1165.905090954971
2012-03-08,1161.4466018166179
2012-03-09,1179.1402520190536
2012-03-12,1163.067707011226
2012-03-13,1161.3712450766375
2012-03-14,1172.4353990987884
2012-03-15,1172.6171780635607
2012-03-16,1161.722073831823
2012-03-19,1157.2221566756189
2012-03-20,1151.3369976380734
2012-03-21,1160.9763993754111
2012-03-22,1158.409274051478
2012-03-23,1153.8615109444759
2012-03-26,1144.3298368532173
2012-03-27,1156.7865809482548
2012-03-28,1151.0844726505175
2012-03-29,1152.3183228311168
2012-03-30,1164.2977382217805
2012-04-02,1175.048073795429
2012-04-03,1176.882622939569
2012-04-04,1183.1212730049945
2012-04-05,1182.4768546993266
2012-04-06,1187.0276542452082
2012-04-09,1179.5035698851682
2012-04-10,1180.2571612730137
2012-04-11,1176.8838413882731
2012-04-12,1178.6171572194194
2012-04-13,1194.1236527491667
2012-04-16,1185.978800383693
2012-04-17,1177.7969261299997
2012-04-18,1183.7532911787514
2012-04-19,1178.9917658048955
2012-04-20,1170.4177867561523
2012-04-23,1174.2630478984058
2012-04-24,1165.3707921063703
2012-04-25,1168.3077538807693
2012-04-26,1169.855339084272
2012-04-27,1164.5745734679344
2012-04-30,1176.1724715998355
2012-05-01,1177.106294734187
2012-05-02,1190.3714827037131
2012-05-03,1191.6240074262832
2012-05-04,1196.4385585680477
2012-05-07,1194.6296514060493
2012-05-08,1202.7279883803378
2012-05-09,1198.9228873297448
2012-05-10,1199.1068348046515
2012-05-11,1197.3629131699086
2012-05-14,1198.4067939962997
2012-05-15,1189.7884620906398
2012-05-16,1156.9267119021642
2012-05-17,1168.851318359783
2012-05-18,1151.5831564717112
2012-05-21,1151.0747004089587
2012-05-22,1164.5428661155609
2012-05-23,1166.8166628492675
2012-05-24,1169.930181056555
2012-05-25,1179.6055473454223
2012-05-28,1186.4983079323265
2012-05-29,1191.9721057715567
2012-05-30,1209.286371330925
2012-05-31,1218.0144541042248
2012-06-01,1198.921405064814
2012-06-04,1173.582787346169
2012-06-05,1182.0056442562488
2012-06-06,1197.508904533065
2012-06-07,1200.5955535422124
2012-06-08,1194.8801640535276
2012-06-11,1204.2874046709092
2012-06-12,1205.1279199038345
2012-06-13,1199.0086408582422
2012-06-14,1187.298980597999
2012-06-15,1199.5983266840515
2012-06-18,1204.906092933361
2012-06-19,1204.1955940999671
2012-06-20,1207.2003914870804
2012-06-21,1207.191254801293
2012-06-22,1214.1168121829485
2012-06-25,1217.1874074519458
2012-06-26,1213.6183580830652
2012-06-27,1218.7779856065063
2012-06-28,1217.4831964101502
2012-06-29,1202.9344527838507
2012-07-02,1218.9256417627632
2012-07-03,1229.241758132384
2012-07-04,1242.6251834765237
2012-07-05,1251.0251760466774
2012-07-06,1257.9600328306906
2012-07-09,1253.943497453732
2012-07-10,1267.9108666383593
2012-07-11,1272.618695987278
2012-07-12,1272.8549518931702
2012-07-13,1270.8672677810796
2012-07-16,1282.08141328921
2012-07-17,1293.0851738329327
2012-07-18,1292.9947287734733
2012-07-19,1299.5679877112575
