Date,INDONESIA ESG LEADERS
2010-08-31,1000.0
2010-09-01,1023.2129642705503
2010-09-02,1013.6274889440388
2010-09-03,1023.0119615856091
2010-09-06,1043.925915730977
2010-09-07,1064.568292509034
2010-09-08,1064.1441643660098
2010-09-09,1064.7289507650173
2010-09-10,1065.7329384602222
2010-09-13,1053.8495959318375
2010-09-14,1048.4773084298886
2010-09-15,1104.994156817432
2010-09-16,1086.8324518068878
2010-09-17,1094.0329943331444
2010-09-20,1079.8653900833926
2010-09-21,1066.7857266784001
2010-09-22,1040.1093648310118
2010-09-23,1045.5139099536955
2010-09-24,1054.2441634385846
2010-09-27,1077.4523047872633
2010-09-28,1066.7456289061263
2010-09-29,1071.5334134125276
2010-09-30,1066.6361778272712
2010-10-01,1081.2231161311518
2010-10-04,1094.4381920123571
2010-10-05,1083.9397205961286
2010-10-06,1083.2413752165694
2010-10-07,1070.2308604565148
2010-10-08,1049.0632566800512
2010-10-11,1053.7118821913712
2010-10-12,1060.9869297520618
2010-10-13,1061.5983756360422
2010-10-14,1051.8901696995904
2010-10-15,1044.817472746915
2010-10-18,1040.39906854797
2010-10-19,1063.2466777462662
2010-10-20,1045.137707468615
2010-10-21,1043.4723253565805
2010-10-22,1056.4020447996368
2010-10-25,1074.6638289705377
2010-10-26,1090.6085749545057
2010-10-27,1086.1821741975778
2010-10-28,1079.5317462263656
2010-10-29,1083.1026432960489
2010-11-01,1088.0090398652446
2010-11-02,1066.0773526153794
2010-11-03,1060.2490817548846
2010-11-04,1049.8738365926392
2010-11-05,1070.4746930034892
2010-11-08,1094.0795637866051
2010-11-09,1105.447230963946
2010-11-10,1125.4234234658252
2010-11-11,1118.1546399462443
2010-11-12,1091.421880454952
2010-11-15,1084.0836433856487
2010-11-16,1102.0114188128325
2010-11-17,1103.028672642553
2010-11-18,1095.1999264794797
2010-11-19,1101.4980772651168
2010-11-22,1105.6642204597235
2010-11-23,1089.5955147561274
2010-11-24,1083.1799729231473
2010-11-25,1094.8903676737339
2010-11-26,1079.531972976811
2010-11-29,1084.7320573504173
2010-11-30,1053.3293910381997
2010-12-01,1083.6538113186518
2010-12-02,1097.9039326983575
2010-12-03,1079.2596618062291
2010-12-06,1091.2016097698665
2010-12-07,1086.4588548246345
2010-12-08,1103.9320421226316
2010-12-09,1101.3434968029717
2010-12-10,1083.8374002663713
2010-12-13,1055.6222874812538
2010-12-14,1054.3823023224038
2010-12-15,1050.5774584449205
2010-12-16,1026.6881440893242
2010-12-17,1035.218042007166
2010-12-20,1038.0668404892535
2010-12-21,1059.6491659769115
2010-12-22,1052.7098766432107
2010-12-23,1050.5463689950996
2010-12-24,1046.4224970485125
2010-12-27,1052.7458197579635
2010-12-28,1063.1926549374432
2010-12-29,1076.965192005053
2010-12-30,1065.4027856034247
2010-12-31,1053.0447249772526
2011-01-03,1063.8223361615196
2011-01-04,1070.5857308930017
2011-01-05,1093.3137217440478
2011-01-06,1078.7380894096793
2011-01-07,1038.809011010294
2011-01-10,988.6282930980559
2011-01-11,977.2992172547607
2011-01-12,1002.1717771149107
2011-01-13,978.6514059911659
2011-01-14,982.3204687556408
2011-01-17,977.4272800674921
2011-01-18,973.3628078674569
2011-01-19,968.0227221955756
2011-01-20,950.790074524507
2011-01-21,917.5227549258058
2011-01-24,910.5103924387981
2011-01-25,945.6309440537013
2011-01-26,970.9866746931327
2011-01-27,969.0905286787279
2011-01-28,969.9445401001045
2011-01-31,930.4157288994891
2011-02-01,932.3335954531784
2011-02-02,946.349236082434
2011-02-03,958.7071088740614
2011-02-04,973.0099628775495
2011-02-07,982.8177061001684
2011-02-08,971.3602722490826
2011-02-09,951.2501489605754
2011-02-10,945.420626536202
2011-02-11,958.3878676434852
2011-02-14,979.1232035263737
2011-02-15,975.3193060767765
2011-02-16,974.7299576803536
2011-02-17,976.3014230932041
2011-02-18,998.1766867570706
2011-02-21,1002.7613079029647
2011-02-22,984.2408366632134
2011-02-23,988.3266919047742
2011-02-24,971.0644026424247
2011-02-25,979.3097023873893
2011-02-28,986.1211840057867
2011-03-01,1003.7627598203123
2011-03-02,997.7156215694324
2011-03-03,999.9220083688733
2011-03-04,1019.1408115824357
2011-03-07,1025.697132048626
2011-03-08,1033.2074895642018
2011-03-09,1040.7750807827495
2011-03-10,1047.592088561853
2011-03-11,1025.5502673560093
2011-03-14,1024.3488850506076
2011-03-15,1003.7876524632966
2011-03-16,1008.7189489258815
2011-03-17,984.4640858442285
2011-03-18,975.8939219539868
2011-03-21,988.6208046264893
2011-03-22,986.7049607672975
2011-03-23,1006.9677365119729
2011-03-24,1020.1170885705108
2011-03-25,1030.9939375988602
2011-03-28,1028.7495834126528
2011-03-29,1024.1156783850602
2011-03-30,1035.5335385972257
2011-03-31,1051.478629186848
2011-04-01,1066.2396209231947
2011-04-04,1058.4776588526286
2011-04-05,1054.726713428794
2011-04-06,1060.1327593311087
2011-04-07,1064.2279059499156
2011-04-08,1054.8839362607855
2011-04-11,1054.4550218349355
2011-04-12,1044.1705295731608
2011-04-13,1046.3150439059173
2011-04-14,1041.5013123431295
2011-04-15,1054.094979073571
2011-04-18,1069.03014529306
2011-04-19,1063.6481057989502
2011-04-20,1081.0412324533654
2011-04-21,1078.6091416752352
2011-04-22,1078.6091416752352
2011-04-25,1075.5528796620197
2011-04-26,1058.5963196961782
2011-04-27,1071.5493100969816
2011-04-28,1066.1523603174105
2011-04-29,1063.8464418626552
2011-05-02,1074.3286170021456
2011-05-03,1065.157379223858
2011-05-04,1063.441921021993
2011-05-05,1071.726612166915
2011-05-06,1075.5858964612514
2011-05-09,1088.2750265990026
2011-05-10,1088.863256750307
2011-05-11,1115.7536585260173
2011-05-12,1104.2038100195907
2011-05-13,1113.8388871324705
2011-05-16,1097.1292791869269
2011-05-17,1102.433909899777
2011-05-18,1113.5937439563543
2011-05-19,1125.4765416651096
2011-05-20,1140.5231574769111
2011-05-23,1111.8478009307184
2011-05-24,1102.5761251028491
2011-05-25,1098.9228707047048
2011-05-26,1113.4468456729896
2011-05-27,1105.6400103296176
2011-05-30,1111.9713312854774
2011-05-31,1109.6195096223314
2011-06-01,1102.5406931063553
2011-06-02,1101.4335712192333
2011-06-03,1098.615853255695
2011-06-06,1091.0085035905372
2011-06-07,1086.4253589804807
2011-06-08,1085.4770558412415
2011-06-09,1084.009298867309
2011-06-10,1089.155384366135
2011-06-13,1077.8570438387026
2011-06-14,1080.4653273404524
2011-06-15,1103.898688069604
2011-06-16,1093.0846849981579
2011-06-17,1074.6784036592226
2011-06-20,1080.4525712520629
2011-06-21,1093.6636432363944
2011-06-22,1099.3863733168116
2011-06-23,1123.2423487506967
2011-06-24,1132.7398127797856
2011-06-27,1111.827992512329
2011-06-28,1111.8201345557748
2011-06-29,1109.2715054615583
2011-06-30,1134.4969491334148
2011-07-01,1156.565433179806
2011-07-04,1175.7406369890587
2011-07-05,1161.0110480074256
2011-07-06,1163.702252876292
2011-07-07,1167.711302762135
2011-07-08,1206.6493080962375
2011-07-11,1227.8984166805926
2011-07-12,1202.669090851929
2011-07-13,1198.16660477612
2011-07-14,1209.2462691184169
2011-07-15,1227.1237433283738
2011-07-18,1236.894422802073
2011-07-19,1208.5615631654698
2011-07-20,1213.0812180824394
2011-07-21,1200.668527715384
2011-07-22,1218.22971092273
2011-07-25,1213.550522685258
2011-07-26,1221.7875512903654
2011-07-27,1259.0948695740728
2011-07-28,1244.9249038611151
2011-07-29,1237.439083554959
2011-08-01,1285.1757209928403
2011-08-02,1279.2827271543706
2011-08-03,1258.3332377792522
2011-08-04,1261.9639296093044
2011-08-05,1200.9739595348728
2011-08-08,1178.8583647368378
2011-08-09,1136.1827885213415
2011-08-10,1186.6466139295153
2011-08-11,1170.8031999173334
2011-08-12,1175.6316352517974
2011-08-15,1182.4172709971685
2011-08-16,1185.2934274281915
2011-08-17,1180.783022439189
2011-08-18,1219.365959841392
2011-08-19,1143.4021290423664
2011-08-22,1142.5577298680575
2011-08-23,1156.2192917665393
2011-08-24,1141.8701786589097
2011-08-25,1144.7540103275733
2011-08-26,1144.0159454865943
2011-08-29,1130.202749859976
2011-08-30,1138.1506196843975
2011-08-31,1140.9568668714232
2011-09-01,1152.7663569148274
2011-09-02,1156.173907816782
2011-09-05,1184.419066595881
2011-09-06,1193.2139849075413
2011-09-07,1227.9445509425911
2011-09-08,1229.370267448274
2011-09-09,1245.505434425674
2011-09-12,1216.0052151187988
2011-09-13,1194.8669824495685
2011-09-14,1150.2054749902766
2011-09-15,1125.950751723458
2011-09-16,1149.0565013278313
2011-09-19,1130.3796329617016
2011-09-20,1123.3039755404527
2011-09-21,1103.5100644893653
2011-09-22,1017.7217004416493
2011-09-23,1044.1695259541802
2011-09-26,990.1461616527474
2011-09-27,1042.4452214207531
2011-09-28,1070.5685740149445
