Date,KOREA ESG LEADERS
2007-09-28,1000.0
2007-10-01,1010.185893637997
2007-10-02,1038.7032282112957
2007-10-03,1039.2906677380493
2007-10-04,1039.1717641344558
2007-10-05,1041.2105065656401
2007-10-08,1057.907112289858
2007-10-09,1055.8868459038315
2007-10-10,1070.7461176889242
2007-10-11,1073.3821053615932
2007-10-12,1058.0204135524264
2007-10-15,1058.1764608971373
2007-10-16,1056.1513552596602
2007-10-17,1044.0535389467661
2007-10-18,1052.2578034807875
2007-10-19,1038.1774267257026
2007-10-22,1015.4896396365654
2007-10-23,1030.717794605138
2007-10-24,1021.3536226515342
2007-10-25,1045.17709383825
2007-10-26,1068.1208632519247
2007-10-29,1088.2291861950882
2007-10-30,1082.7664707219694
2007-10-31,1097.7587725200679
2007-11-01,1099.2279785319104
2007-11-02,1072.7613410386246
2007-11-05,1066.4755588317018
2007-11-06,1069.5288970848899
2007-11-07,1061.4007425666962
2007-11-08,1025.4577193577131
2007-11-09,1042.3281108353967
2007-11-12,1018.1054460093972
2007-11-13,1010.142843311875
2007-11-14,1031.472890491653
2007-11-15,1009.3233807992068
2007-11-16,993.0479343630162
2007-11-19,973.5473371081353
2007-11-20,944.9351573150575
2007-11-21,904.4375890863437
2007-11-22,897.7346403018344
2007-11-23,888.5061233526447
2007-11-26,927.7673554304621
2007-11-27,930.459272985849
2007-11-28,920.7118690383412
2007-11-29,945.9490217830274
2007-11-30,968.5201842173955
2007-12-03,962.6058131906306
2007-12-04,968.3809300176484
2007-12-05,979.9205116184681
2007-12-06,981.0745321073831
2007-12-07,975.9929369935975
2007-12-10,955.3769985234343
2007-12-11,975.2477799421248
2007-12-12,977.615980733494
2007-12-13,985.2353753761395
2007-12-14,973.2468658359301
2007-12-17,944.9673330596833
2007-12-18,952.7405226684249
2007-12-19,953.683065431522
2007-12-20,952.5678384863842
2007-12-21,979.9314645685967
2007-12-24,994.5067200108485
2007-12-25,994.5067200108485
2007-12-26,978.4559144117533
2007-12-27,969.8590885841248
2007-12-28,957.6304865358316
2007-12-31,964.3034664658771
2008-01-01,964.3034664658771
2008-01-02,934.1166274955037
2008-01-03,929.8332131854103
2008-01-04,924.6738808866313
2008-01-07,908.5464654123041
2008-01-08,909.5694499469369
2008-01-09,920.5586552437296
2008-01-10,902.5398937096692
2008-01-11,877.1884017890786
2008-01-14,866.585761448009
2008-01-15,857.5261052760022
2008-01-16,843.765855265487
2008-01-17,849.9339507124186
2008-01-18,867.6576679943441
2008-01-21,843.7323352741655
2008-01-22,796.8714586814413
2008-01-23,803.6252574183709
2008-01-24,813.5386308986291
2008-01-25,825.686968263455
2008-01-28,789.3638748851753
2008-01-29,803.422692088787
2008-01-30,773.0694300567715
2008-01-31,785.9052817981125
2008-02-01,791.7046379517573
2008-02-04,822.6112719564038
2008-02-05,839.6956957209603
2008-02-06,838.8363789591787
2008-02-07,847.7432498772132
2008-02-08,848.1526040488503
2008-02-11,812.6736552848993
2008-02-12,804.5003386870876
2008-02-13,795.7676058006078
2008-02-14,825.1695507976967
2008-02-15,820.3917906355566
2008-02-18,825.8250241806311
2008-02-19,832.5409818415881
2008-02-20,819.4059935550522
2008-02-21,819.484246384751
2008-02-22,811.1754086759546
2008-02-25,821.1933794845908
2008-02-26,818.0162120056613
2008-02-27,812.0828341563478
2008-02-28,815.1568706391612
2008-02-29,801.7248864724237
2008-03-03,773.9825576054928
2008-03-04,769.8516808233364
2008-03-05,762.5179216175446
2008-03-06,766.8767776073735
2008-03-07,742.1093818718131
2008-03-10,719.6920582192068
2008-03-11,726.2903437784803
2008-03-12,728.478392136722
2008-03-13,703.4189009052615
2008-03-14,688.8479946693277
2008-03-17,644.6590368755659
2008-03-18,651.3492565577797
2008-03-19,671.7239094505894
2008-03-20,680.5285885825259
2008-03-21,695.2830445409351
2008-03-24,711.584959394403
2008-03-25,726.7089236641023
2008-03-26,717.7879825633979
2008-03-27,713.9983018236754
2008-03-28,721.487134973475
2008-03-31,720.3282684980421
2008-04-01,741.062795106877
2008-04-02,774.3755426078284
2008-04-03,779.0130477334652
2008-04-04,774.9825429381458
2008-04-07,777.7492237828213
2008-04-08,772.4061491959346
2008-04-09,769.0035867715751
2008-04-10,774.2248940580896
2008-04-11,780.1292586122028
2008-04-14,768.4828163401827
2008-04-15,767.8498091723429
2008-04-16,766.1710455520629
2008-04-17,773.2108791447642
2008-04-18,770.8688259408788
2008-04-21,778.662446903006
2008-04-22,758.5320884509819
2008-04-23,773.577815383328
2008-04-24,779.4964218806465
2008-04-25,794.7000399796858
2008-04-28,792.4530988742181
2008-04-29,788.0527678443003
2008-04-30,797.6936152423343
2008-05-01,803.8116498306141
2008-05-02,813.7489560010405
2008-05-05,809.7016305085441
2008-05-06,794.2732905446406
2008-05-07,784.7513732687084
2008-05-08,761.1458370510192
2008-05-09,755.2097048102344
2008-05-12,751.8481288574617
2008-05-13,758.5958126336959
2008-05-14,758.812263671761
2008-05-15,773.9256514676061
2008-05-16,775.3510598343053
2008-05-19,782.2408339580372
2008-05-20,769.0329276373119
2008-05-21,754.2905533379397
2008-05-22,752.0464201924318
2008-05-23,745.3897063540213
2008-05-26,738.9926429345176
2008-05-27,762.3633515468623
2008-05-28,758.5841253890131
2008-05-29,775.9187370625192
2008-05-30,781.8311112885831
2008-06-02,783.1703413718769
2008-06-03,779.19089054255
2008-06-04,784.3068360606198
2008-06-05,778.1308282134606
2008-06-06,768.3389756610272
2008-06-09,752.7954134651864
2008-06-10,755.1943633435058
2008-06-11,749.649679305555
2008-06-12,740.567357296506
2008-06-13,743.822390969677
2008-06-16,746.4486171763122
2008-06-17,749.4628154047602
2008-06-18,754.2047526693822
2008-06-19,745.744630031778
2008-06-20,729.8670172971731
2008-06-23,722.5239717951982
2008-06-24,720.1752794393602
2008-06-25,724.3184777261382
2008-06-26,715.1764592833435
2008-06-27,697.8902553345829
2008-06-30,690.608476460431
2008-07-01,686.153357214788
2008-07-02,675.0292711853893
2008-07-03,671.3062176773416
2008-07-04,651.2157769352123
2008-07-07,658.1692240210723
2008-07-08,643.2659573560315
2008-07-09,659.4411087749135
2008-07-10,669.3169391332017
2008-07-11,673.2976606456073
2008-07-14,665.6610721829751
2008-07-15,641.2027599807687
2008-07-16,634.0644874850094
2008-07-17,632.7485847969524
2008-07-18,627.3611902773657
2008-07-21,649.3932851193681
2008-07-22,652.7830142400911
2008-07-23,679.5967621799224
2008-07-24,697.1631694268522
2008-07-25,690.9375816427558
2008-07-28,689.6166408717525
2008-07-29,681.3174248920699
2008-07-30,684.6471034935614
2008-07-31,689.030165425637
2008-08-01,681.4338571829521
2008-08-04,667.5776862378893
2008-08-05,672.6531312758027
2008-08-06,699.6729230654702
2008-08-07,695.8629105923508
2008-08-08,703.7492592222968
2008-08-11,707.9264463928504
2008-08-12,705.0241697328233
2008-08-13,697.6545694363825
2008-08-14,701.2975313493362
2008-08-15,711.2277458917414
2008-08-18,707.4088904546884
2008-08-19,695.8316023012783
2008-08-20,694.2356005478015
2008-08-21,670.7004773008838
