Date,SOUTH AFRICA ESG LEADERS
2007-09-28,1000.0
2007-10-01,997.4164303714391
2007-10-02,1034.0120457899031
2007-10-03,1072.329467815501
2007-10-04,1072.8953010546325
2007-10-05,1092.045650421762
2007-10-08,1099.8870606470578
2007-10-09,1089.550656622499
2007-10-10,1069.4142317710962
2007-10-11,1086.321513798255
2007-10-12,1087.208896101497
2007-10-15,1076.95603028757
2007-10-16,1058.3822051489265
2007-10-17,1080.5435352382774
2007-10-18,1070.2992322744094
2007-10-19,1069.3450243320297
2007-10-22,1067.60322974191
2007-10-23,1095.7811774507834
2007-10-24,1109.2590025845896
2007-10-25,1145.1491609124696
2007-10-26,1182.4337254093757
2007-10-29,1164.6186489589195
2007-10-30,1159.6303196191925
2007-10-31,1168.0130951597675
2007-11-01,1155.544377513868
2007-11-02,1145.773864793242
2007-11-05,1146.5785227428412
2007-11-06,1153.49994414061
2007-11-07,1146.0155004497171
2007-11-08,1145.5953851978443
2007-11-09,1125.1312654410376
2007-11-12,1110.8840557815488
2007-11-13,1115.1268618544996
2007-11-14,1130.8633522968762
2007-11-15,1115.832906317835
2007-11-16,1093.0895774201288
2007-11-19,1070.1161931024697
2007-11-20,1086.4451374199987
2007-11-21,1042.9426753151586
2007-11-22,1047.3312578751224
2007-11-23,1043.2500975862145
2007-11-26,1011.6912026712746
2007-11-27,980.1337950629406
2007-11-28,1031.4171852274
2007-11-29,1062.292723668281
2007-11-30,1066.0726397884725
2007-12-03,1061.0820123588314
2007-12-04,1049.6021323503
2007-12-05,1063.0047463577323
2007-12-06,1078.4425863682502
2007-12-07,1085.0145799823317
2007-12-10,1084.7078242110686
2007-12-11,1085.2521239045595
2007-12-12,1079.2787311567927
2007-12-13,1046.6516646523078
2007-12-14,1027.0677711214971
2007-12-17,1019.5257023574999
2007-12-18,1008.8589143070348
2007-12-19,996.4182782682788
2007-12-20,1000.5711951661218
2007-12-21,1023.4167812608847
2007-12-24,1028.1349206087216
2007-12-25,1028.1349206087216
2007-12-26,1023.0221342464447
2007-12-27,1062.062792849356
2007-12-28,1051.4445790155494
2007-12-31,1020.271483999319
2008-01-01,1020.271483999319
2008-01-02,1028.7291639766709
2008-01-03,999.2668150085505
2008-01-04,990.1407934230781
2008-01-07,979.170277815781
2008-01-08,992.7068007172328
2008-01-09,974.6710026213499
2008-01-10,944.6373937315941
2008-01-11,935.953379967742
2008-01-14,950.6839680263953
2008-01-15,932.9265720822224
2008-01-16,899.4815828008145
2008-01-17,902.9555937710749
2008-01-18,885.4790751729051
2008-01-21,846.9159924526007
2008-01-22,851.6961484822561
2008-01-23,850.4127704258196
2008-01-24,888.7599375825191
2008-01-25,866.4009504201853
2008-01-28,826.3461794457223
2008-01-29,847.9806212532349
2008-01-30,843.3646672220518
2008-01-31,812.0179199014517
2008-02-01,854.6197929581057
2008-02-04,851.4820720923149
2008-02-05,813.4500970493984
2008-02-06,797.3232598703735
2008-02-07,777.8138442325355
2008-02-08,773.8555945023344
2008-02-11,764.5581995800666
2008-02-12,794.990560137911
2008-02-13,807.1150097625771
2008-02-14,823.863435345678
2008-02-15,805.180018223912
2008-02-18,817.3318226565202
2008-02-19,830.3466306885758
2008-02-20,793.3544027828732
2008-02-21,806.4273213649884
2008-02-22,806.9646950297482
2008-02-25,823.5354093744415
2008-02-26,873.9990064382347
2008-02-27,862.678078355782
2008-02-28,841.3318165452179
2008-02-29,823.7050117733345
2008-03-03,795.8909410302231
2008-03-04,780.670939677605
2008-03-05,784.1669921355744
2008-03-06,779.4730756992292
2008-03-07,767.3552939679086
2008-03-10,761.851972854477
2008-03-11,802.3603944016803
2008-03-12,804.9306645623386
2008-03-13,767.7799207479703
2008-03-14,772.3993295136466
2008-03-17,723.728518127379
2008-03-18,749.1736093516735
2008-03-19,763.3420067013187
2008-03-20,735.6032372869765
2008-03-21,735.6032372869765
2008-03-24,746.4068526720176
2008-03-25,770.6073559021469
2008-03-26,763.0045439850023
2008-03-27,768.7744342979025
2008-03-28,751.365967060242
2008-03-31,723.4792958303696
2008-04-01,766.0238243660133
2008-04-02,805.0727439341048
2008-04-03,798.1583489081156
2008-04-04,805.1580670106874
2008-04-07,820.9899271688831
2008-04-08,824.2124171571268
2008-04-09,815.0668358400912
2008-04-10,801.703363159099
2008-04-11,798.8685805052721
2008-04-14,782.5475473066432
2008-04-15,787.929578762131
2008-04-16,786.8287596256174
2008-04-17,790.927666480719
2008-04-18,807.7987728343538
2008-04-21,796.7955442363042
2008-04-22,809.7058670196019
2008-04-23,813.3473664151867
2008-04-24,801.2969944278865
2008-04-25,819.6830044792379
2008-04-28,830.0767507229608
2008-04-29,835.50265088677
2008-04-30,844.831608959687
2008-05-01,840.2349465912828
2008-05-02,850.5909088510708
2008-05-05,853.946953724521
2008-05-06,864.6936145572893
2008-05-07,880.4137313050956
2008-05-08,866.5680695970347
2008-05-09,856.4371968178672
2008-05-12,867.3931126340909
2008-05-13,873.6458133374758
2008-05-14,866.6122549045089
2008-05-15,865.5111092942373
2008-05-16,870.5399493242152
2008-05-19,879.3393544451858
2008-05-20,857.2606162740462
2008-05-21,844.6794007584439
2008-05-22,842.7879311538169
2008-05-23,838.2983543984399
2008-05-26,814.3599671410418
2008-05-27,809.4163377548857
2008-05-28,816.8548480611956
2008-05-29,833.052669950728
2008-05-30,834.3618723258145
2008-06-02,810.4268890562704
2008-06-03,804.4439633823489
2008-06-04,802.1516331301182
2008-06-05,794.7441020685567
2008-06-06,780.5702375654608
2008-06-09,754.9319368678626
2008-06-10,752.1422807524312
2008-06-11,732.8152328747365
2008-06-12,746.6681130402436
2008-06-13,747.9089758870579
2008-06-16,746.5123119349847
2008-06-17,736.5157550239801
2008-06-18,723.5390312686152
2008-06-19,732.3646924328586
2008-06-20,705.5775447938503
2008-06-23,699.8065474431909
2008-06-24,688.8108196386269
2008-06-25,722.5039684409498
2008-06-26,709.0456329917384
2008-06-27,709.4132756289334
2008-06-30,706.6795221560793
2008-07-01,683.6319334708099
2008-07-02,682.6180181839542
2008-07-03,685.9192729907994
2008-07-04,693.3692320041021
2008-07-07,711.7123786766668
2008-07-08,703.3007929639077
2008-07-09,713.280777002672
2008-07-10,698.2707810203418
2008-07-11,683.6074917139827
2008-07-14,680.3827752974108
2008-07-15,669.6828710811592
2008-07-16,704.8249484135259
2008-07-17,762.4087556123701
2008-07-18,755.4858228321441
2008-07-21,732.7363365139407
2008-07-22,727.2970032456451
2008-07-23,764.8037232772779
2008-07-24,772.016794501703
2008-07-25,758.3178767444283
2008-07-28,762.2242072480217
2008-07-29,783.7867463161954
2008-07-30,805.4628288178129
2008-07-31,815.0665046954416
2008-08-01,792.3918367982558
2008-08-04,788.3182951933669
2008-08-05,792.1046119953112
2008-08-06,790.961549653958
2008-08-07,782.7456168037199
2008-08-08,787.7591284834166
2008-08-11,797.6318782551122
2008-08-12,790.0600651364588
2008-08-13,775.8495717391716
2008-08-14,799.518971390871
2008-08-15,805.8037832374447
2008-08-18,816.762737675214
2008-08-19,779.6991336984979
2008-08-20,779.2458995979406
2008-08-21,780.9957115928676
2008-08-22,791.1578127679229
2008-08-25,782.7161145750065
2008-08-26,777.7825641384717
2008-08-27,794.6949120235548
2008-08-28,830.3573191060478
2008-08-29,829.4176579437775
2008-09-01,814.4143725006556
2008-09-02,832.5086974848635
2008-09-03,829.4920331601393
2008-09-04,815.4526005550084
2008-09-05,801.6339675678634
2008-09-08,857.9955137228282
2008-09-09,846.2063375634859
2008-09-10,835.8737896745448
2008-09-11,809.9803239874475
2008-09-12,819.2790756506383
2008-09-15,808.2017820449405
2008-09-16,791.5256456320683
2008-09-17,759.0313349225579
2008-09-18,720.1710735673181
2008-09-19,802.7080777789033
2008-09-22,807.8715993745227
2008-09-23,735.2891309177223
2008-09-24,746.4269497584991
2008-09-25,755.483608999464
2008-09-26,754.6019943393883
2008-09-29,726.9134469061692
2008-09-30,788.7509612491029
2008-10-01,774.2770968046112
2008-10-02,760.123327507418
2008-10-03,761.5431763878553
2008-10-06,686.1958603108858
2008-10-07,697.1401905172735
2008-10-08,655.2749901155194
2008-10-09,669.942123718825
2008-10-10,631.8425811907244
2008-10-13,661.4728566003572
2008-10-14,696.4290232557901
2008-10-15,643.7492658282642
2008-10-16,571.6547791018413
2008-10-17,568.1712297808152
2008-10-20,580.1196223193253
2008-10-21,569.10298285052
2008-10-22,524.2469181463275
2008-10-23,515.617190526466
2008-10-24,509.341617013739
2008-10-27,535.2724171620267
2008-10-28,578.0471867829511
2008-10-29,629.7024525197616
2008-10-30,649.1260053252028
2008-10-31,694.0635036880702
2008-11-03,691.925334606019
2008-11-04,710.9090553367207
2008-11-05,682.4425003341667
2008-11-06,660.3952282179229
2008-11-07,645.2478883418262
2008-11-10,675.9488435336763
2008-11-11,649.6117546054958
2008-11-12,638.6592353429551
2008-11-13,633.0856235866164
2008-11-14,661.7263889252841
2008-11-17,649.7202273417162
2008-11-18,639.4368117549577
2008-11-19,630.722133087992
2008-11-20,607.5949284534013
2008-11-21,600.6877946272893
2008-11-24,627.9725661809387
2008-11-25,665.2421489829026
2008-11-26,672.9600886087146
2008-11-27,684.8062457417491
2008-11-28,684.8778625819386
2008-12-01,663.856976017327
2008-12-02,615.7537963823426
2008-12-03,621.8904097779515
2008-12-04,639.7461871089747
2008-12-05,625.756053416389
2008-12-08,658.337298665031
2008-12-09,664.5682048055631
2008-12-10,673.1970804736617
2008-12-11,659.7458206373677
2008-12-12,622.2288596845501
2008-12-15,619.1675298181963
2008-12-16,610.3655527668549
2008-12-17,638.3186906711272
2008-12-18,658.4920658329199
2008-12-19,650.8619569429251
2008-12-22,639.4065684288289
2008-12-23,651.2250993976232
2008-12-24,644.2547577483318
2008-12-25,644.2547577483318
2008-12-26,640.9956842012837
2008-12-29,656.9670642057218
2008-12-30,679.9294923667763
2008-12-31,698.8095596412322
2009-01-01,698.8095596412322
2009-01-02,680.8735245044094
2009-01-05,721.4150708185133
2009-01-06,750.0051456386853
2009-01-07,709.2976134474475
2009-01-08,675.8320927019561
2009-01-09,683.9579564932666
2009-01-12,672.2714402347989
2009-01-13,672.7979215210927
2009-01-14,646.224358801863
