Date,EGYPT IMI GROWTH
2004-05-31,179.892796942893
2004-06-01,180.97346249812136
2004-06-02,185.08920654328927
2004-06-03,183.58187765964004
2004-06-04,183.58187765964004
2004-06-07,183.27564082219584
2004-06-08,185.7822679314135
2004-06-09,186.85135198120884
2004-06-10,184.2380584630529
2004-06-11,184.2380584630529
2004-06-14,184.77785578009545
2004-06-15,184.25149574104285
2004-06-16,184.01136868741114
2004-06-17,183.9820278269801
2004-06-18,183.9820278269801
2004-06-21,181.60151335971952
2004-06-22,180.69737989739338
2004-06-23,175.01455022143293
2004-06-24,177.82010986791622
2004-06-25,177.82010986791622
2004-06-28,181.70259484013485
2004-06-29,182.2501401024229
2004-06-30,183.43578272991172
2004-07-01,182.54956966382906
2004-07-02,182.54956966382906
2004-07-05,184.14154603364423
2004-07-06,183.10573656296114
2004-07-07,184.03422965303932
2004-07-08,184.05037208597284
2004-07-09,184.05037208597284
2004-07-12,189.11886954795375
2004-07-13,188.09233891406063
2004-07-14,191.91747495992288
2004-07-15,196.9742844245541
2004-07-16,196.9742844245541
2004-07-19,198.30886249248033
2004-07-20,198.63060650096642
2004-07-21,199.8700826245361
2004-07-22,198.99487601738707
2004-07-23,198.99487601738707
2004-07-26,198.12428149012982
2004-07-27,197.23154777747033
2004-07-28,197.45870505240578
2004-07-29,197.86441388383386
2004-07-30,197.57772311269093
2004-08-02,199.22428737860258
2004-08-03,202.5033190345524
2004-08-04,203.58570369946239
2004-08-05,206.80982936123314
2004-08-06,206.80982936123314
2004-08-09,210.79636986599073
2004-08-10,208.77539818613698
2004-08-11,210.11376380601814
2004-08-12,208.44564409200626
2004-08-13,208.44564409200626
2004-08-16,209.03414683303888
2004-08-17,211.95514611369055
2004-08-18,212.98699899476247
2004-08-19,208.84527163240958
2004-08-20,208.84527163240958
2004-08-23,213.55106195514324
2004-08-24,212.79229385447084
2004-08-25,215.53797893146157
2004-08-26,217.01358536627257
2004-08-27,217.01358536627257
2004-08-30,223.2582691482115
2004-08-31,220.43986786769648
2004-09-01,221.11893166109996
2004-09-02,222.78085226422053
2004-09-03,222.78085226422053
2004-09-06,229.92912187838994
2004-09-07,229.44935964742362
2004-09-08,236.13678249845842
2004-09-09,243.330922058778
2004-09-10,243.330922058778
2004-09-13,248.02795924289921
2004-09-14,248.61429709671503
2004-09-15,260.8770610802121
2004-09-16,260.5686470083892
2004-09-17,260.5686470083892
2004-09-20,261.08293685491856
2004-09-21,258.3877666045561
2004-09-22,256.1025599718619
2004-09-23,250.97328599029157
2004-09-24,250.97328599029157
2004-09-27,253.97063309624258
2004-09-28,253.80618238725162
2004-09-29,256.4710261063111
2004-09-30,256.69769408684857
2004-10-01,256.69769408684857
2004-10-04,258.6274917948642
2004-10-05,260.1398247959611
2004-10-06,260.1398247959611
2004-10-07,261.2319773449796
2004-10-08,261.2319773449796
2004-10-11,253.44458178979573
2004-10-12,258.77835029702794
