Date,COLOMBIA IMI GROWTH
1994-05-31,613.6077530686615
1994-06-30,635.0789378298953
1994-07-29,620.8466796574616
1994-08-31,561.0765938866236
1994-09-30,571.7404785716483
1994-10-31,548.3904064931093
1994-11-30,509.03733504655884
1994-12-30,516.3387790195932
1995-01-31,582.4285916543228
1995-02-28,553.0589999978729
1995-03-31,484.9527317933424
1995-04-28,459.76915781120545
1995-05-31,455.6525672375411
1995-06-30,496.57615148833094
1995-07-31,491.0226118700147
1995-08-31,450.24866557892875
1995-09-29,424.91933320238513
1995-10-31,390.7277449760095
1995-11-30,384.3464034347027
1995-12-29,372.2211081873987
1996-01-31,358.70055177511125
1996-02-29,391.74822128688425
1996-03-29,384.6665770345545
1996-04-30,398.37859374476847
1996-05-31,393.23850094749184
1996-06-28,366.3354080317893
1996-07-31,366.44561960718414
1996-08-30,367.0098846829101
1996-09-30,390.7421887621085
1996-10-31,401.9917380536293
1996-11-29,396.5525905866509
1996-12-31,391.6898399033713
1997-01-01,391.6898399033713
1997-01-02,390.346818392138
1997-01-03,384.83227200867185
1997-01-06,384.83227200867185
1997-01-07,391.4689451281429
1997-01-08,401.0015645416588
1997-01-09,405.1273813868525
1997-01-10,409.9693544185437
1997-01-13,422.7817511341557
1997-01-14,432.7205216341794
1997-01-15,433.28159543457554
1997-01-16,430.5489293672279
1997-01-17,429.59801418075403
1997-01-20,427.7557641026416
1997-01-21,419.67391027461815
1997-01-22,411.9698162868265
1997-01-23,408.94757660046236
1997-01-24,405.25556420990546
1997-01-27,399.588819510581
1997-01-28,397.34224189330035
1997-01-29,392.5923721395492
1997-01-30,392.9416632576987
1997-01-31,392.5429826397529
1997-02-03,386.8001953121684
1997-02-04,400.2919826716138
1997-02-05,410.79387714208013
1997-02-06,413.88529665593325
1997-02-07,407.9231206637731
1997-02-10,405.51409004545025
1997-02-11,404.2035008005969
1997-02-12,403.691317617299
1997-02-13,404.5618626950118
1997-02-14,404.90091486222735
1997-02-17,406.8584655150498
1997-02-18,407.132441332575
1997-02-19,408.6948305210703
1997-02-20,412.0186288194316
1997-02-21,414.0781740440094
1997-02-24,413.62648029364186
1997-02-25,413.85963397996886
1997-02-26,411.03864367803556
1997-02-27,413.28193972739086
1997-02-28,414.01517410063377
1997-03-03,414.6057705369722
1997-03-04,415.968443361417
1997-03-05,417.3799520381924
1997-03-06,418.113753144267
1997-03-07,421.347483018295
1997-03-10,425.1110156836452
1997-03-11,422.08909934539406
1997-03-12,422.8259132121539
1997-03-13,425.4127515649463
1997-03-14,423.3961336271154
1997-03-17,422.5672536402024
1997-03-18,420.9935979536868
1997-03-19,421.1895298614523
1997-03-20,420.5540552930033
1997-03-21,419.0913209617085
1997-03-24,419.20998768779486
1997-03-25,418.7552193317471
1997-03-26,418.7506045684086
1997-03-27,419.5599562232413
1997-03-28,419.5599562232413
1997-03-31,419.20509856922604
1997-04-01,418.5554888361471
1997-04-02,419.7593890583569
1997-04-03,419.6665623143705
1997-04-04,420.3177278491447
1997-04-07,423.7980380129565
1997-04-08,424.96074772077725
1997-04-09,425.46874065308396
1997-04-10,430.6522414374715
1997-04-11,430.2004182076635
1997-04-14,430.7630272932881
1997-04-15,430.8724407917324
1997-04-16,434.32657593306186
1997-04-17,433.61079965123497
1997-04-18,431.32073573897003
1997-04-21,430.51917298927714
1997-04-22,427.77710737100483
1997-04-23,423.6227484329623
1997-04-24,427.628840077132
1997-04-25,428.14269269535873
1997-04-28,429.1948255268921
1997-04-29,430.5568758952931
1997-04-30,432.3039012881169
1997-05-01,432.3039012881169
1997-05-02,423.91331762047497
1997-05-05,429.70320623107887
1997-05-06,435.36452148860883
1997-05-07,438.2399701271121
1997-05-08,437.44169118709783
1997-05-09,437.34299169975804
1997-05-12,437.34299169975804
1997-05-13,437.4172058030099
1997-05-14,437.53305613488124
1997-05-15,437.82385202681564
1997-05-16,439.56273874859636
1997-05-19,442.09671278181554
1997-05-20,442.9021578960745
1997-05-21,445.13135628962846
1997-05-22,447.0573401747471
1997-05-23,452.9457597095698
1997-05-26,456.7811132303198
1997-05-27,462.1012997810616
1997-05-28,461.0194871835202
1997-05-29,459.98492443718993
1997-05-30,452.33647509816075
1997-06-02,454.64217538828115
1997-06-03,455.1235244711779
1997-06-04,452.20679357454634
1997-06-05,450.8718057535911
1997-06-06,446.30905560310623
1997-06-09,446.6193515861444
1997-06-10,444.8261770906083
1997-06-11,445.7620711704203
1997-06-12,447.15903410903303
1997-06-13,451.4652714331264
1997-06-16,450.50424023431157
1997-06-17,451.45147453660843
1997-06-18,451.7223016576562
1997-06-19,451.5361119814517
1997-06-20,449.34907670822895
1997-06-23,450.3499054683486
1997-06-24,448.10211551359913
1997-06-25,446.90878724926785
1997-06-26,444.59456132280866
1997-06-27,445.8552825485952
1997-06-30,445.8552825485952
1997-07-01,444.85129545181167
1997-07-02,442.6818636615322
1997-07-03,445.718993592185
1997-07-04,444.4887048970948
1997-07-07,444.5668478770885
1997-07-08,446.2982854956057
1997-07-09,452.9624116053666
1997-07-10,452.50551424278007
1997-07-11,452.47816965014306
1997-07-14,451.71438072446614
1997-07-15,450.9684723161317
1997-07-16,449.6038184789904
1997-07-17,448.6794407730357
1997-07-18,446.17381144315283
1997-07-21,444.48341631530894
1997-07-22,447.672184677127
1997-07-23,449.8256485184811
1997-07-24,449.76883109720796
1997-07-25,448.258919476078
1997-07-28,447.26272050054376
1997-07-29,445.9820737194525
1997-07-30,444.50143091528315
1997-07-31,446.14087088992255
1997-08-01,447.63442496720245
1997-08-04,455.4793875312553
1997-08-05,455.89043164799466
1997-08-06,458.41682160271205
1997-08-07,458.41682160271205
