Date,INDIA IMI GROWTH
1994-05-31,302.47622711510184
1994-06-30,312.99615953618974
1994-07-29,321.6501841072203
1994-08-31,346.56621117344616
1994-09-30,321.26132529648225
1994-10-31,314.6305546675088
1994-11-30,307.27435820917196
1994-12-30,291.9706160176143
1995-01-31,266.42222043326046
1995-02-28,251.87628241383032
1995-03-31,242.63620710640828
1995-04-28,232.012398626088
1995-05-31,243.62432343569992
1995-06-30,231.6960022523873
1995-07-31,238.0882848301805
1995-08-31,226.47275184985457
1995-09-29,217.70794593319252
1995-10-31,212.693816438307
1995-11-30,182.67889734082118
1995-12-29,190.85377223368044
1996-01-31,176.1157058073939
1996-02-29,214.41785923137357
1996-03-29,217.37237061671584
1996-04-30,246.85629533943555
1996-05-31,240.42642263161815
1996-06-28,248.43025955171996
1996-07-31,228.67442919977424
1996-08-30,222.80066964651397
1996-09-30,206.36563820240445
1996-10-31,201.08398857399249
1996-11-29,187.48179357423655
1996-12-31,195.94083472581727
1997-01-01,195.94083472581727
1997-01-02,202.227345031065
1997-01-03,203.1279165388008
1997-01-06,202.0964612554067
1997-01-07,201.86443977731633
1997-01-08,203.67546518080883
1997-01-09,208.127294339724
1997-01-10,213.43184550687357
1997-01-13,214.94476632205482
1997-01-14,215.0527500085678
1997-01-15,223.17914167967743
1997-01-16,214.24262249711578
1997-01-17,211.62960158547747
1997-01-20,210.12111860977222
1997-01-21,209.7379295561392
1997-01-22,211.11335961529414
1997-01-23,211.2665537919617
1997-01-24,210.4536562193992
1997-01-27,216.03803534940369
1997-01-28,217.21151831046717
1997-01-29,214.14447132745397
1997-01-30,213.17031532866346
1997-01-31,208.10977287199466
1997-02-03,205.28262552769107
1997-02-04,207.62896796788004
1997-02-05,206.15001715292985
1997-02-06,208.3681559513519
1997-02-07,208.27799903532224
1997-02-10,209.45159697672472
1997-02-11,212.46031415873637
1997-02-12,212.39838229707905
1997-02-13,212.0285367197317
1997-02-14,213.39117227314293
1997-02-17,215.8433648999341
1997-02-18,213.2163942439633
1997-02-19,213.70844429070524
1997-02-20,211.94321803230747
1997-02-21,209.0835543149405
1997-02-24,205.2350385801538
1997-02-25,205.40966978532572
1997-02-26,206.01378994334942
1997-02-27,208.73976364998882
1997-02-28,220.50604399137384
1997-03-03,236.17229085927954
1997-03-04,239.6627950258783
1997-03-05,240.93525016622493
1997-03-06,238.99215463548708
1997-03-07,239.01215286330998
1997-03-10,234.82757452207827
1997-03-11,232.91863119151077
1997-03-12,235.0956632683868
1997-03-13,234.3758308930018
1997-03-14,232.98446820158017
1997-03-17,235.48155414015653
1997-03-18,235.14676553690066
1997-03-19,229.69417018820207
1997-03-20,232.01317719827742
1997-03-21,231.7671378861005
1997-03-24,231.8156010779635
1997-03-25,233.8802259163626
1997-03-26,231.02216275151002
1997-03-27,230.48435974418953
1997-03-28,227.34982444338354
1997-03-31,209.98045835746132
1997-04-01,213.00297526373814
1997-04-02,220.19646179048567
1997-04-03,221.58524473954614
1997-04-04,220.60225255143862
1997-04-07,218.63728216907577
1997-04-08,218.63728216907577
1997-04-09,225.05231625577096
1997-04-10,222.0582161572317
1997-04-11,223.06526165744407
1997-04-14,221.54729694508396
1997-04-15,224.93584038913326
1997-04-16,225.01123787753184
1997-04-17,228.2402935466165
1997-04-18,228.36789119500034
1997-04-21,233.4473854231912
1997-04-22,235.3448772123075
1997-04-23,237.5063421694533
1997-04-24,238.55780955582821
1997-04-25,239.92038666315312
1997-04-28,239.74071428544116
1997-04-29,237.2725678699481
1997-04-30,239.71526339090747
1997-05-01,239.71526339090747
1997-05-02,237.39031882288944
1997-05-05,234.8611105230804
1997-05-06,235.72453173116298
1997-05-07,234.56064582142244
1997-05-08,234.62606140159406
1997-05-09,236.25504234436676
1997-05-12,237.42000519883075
1997-05-13,235.2629961719511
1997-05-14,237.49030074636298
1997-05-15,237.6872239166303
1997-05-16,238.5918453686443
1997-05-19,239.767955315235
1997-05-20,238.61502661846473
1997-05-21,236.58343738478376
1997-05-22,236.5723130529313
1997-05-23,235.37646055038897
1997-05-26,235.2123120637037
1997-05-27,234.45867126595763
1997-05-28,235.76611907509374
1997-05-29,237.839822558006
1997-05-30,239.43389009973941
1997-06-02,243.5902679967426
1997-06-03,245.44446231500524
1997-06-04,247.9717147942001
1997-06-05,248.5191946590235
1997-06-06,246.20868473937165
1997-06-09,246.04636826862622
1997-06-10,247.4204384195994
1997-06-11,251.5282621636214
1997-06-12,255.05529382103356
1997-06-13,256.8239441283254
1997-06-16,258.1782418152795
1997-06-17,261.5883901171672
1997-06-18,260.46850232362374
1997-06-19,260.44742315018146
1997-06-20,259.8056245267032
1997-06-23,261.15622235266966
1997-06-24,263.59461313429176
1997-06-25,263.51560535503285
1997-06-26,264.4881270556095
1997-06-27,265.3291727030689
1997-06-30,271.59271328239845
1997-07-01,271.43287214519233
1997-07-02,272.8852880537991
1997-07-03,268.5635385883404
1997-07-04,268.5653694734318
1997-07-07,270.0206312719996
1997-07-08,270.8653556182306
1997-07-09,277.1612476971777
1997-07-10,275.69526547147535
1997-07-11,273.76179061627056
1997-07-14,268.78021128293415
1997-07-15,269.40679269749216
1997-07-16,267.92632443671073
1997-07-17,268.1819727334375
1997-07-18,264.33469277829334
1997-07-21,265.22691390976684
1997-07-22,267.2708345088198
1997-07-23,272.09586086676495
1997-07-24,272.2786647204225
1997-07-25,270.1779859941066
1997-07-28,269.4352547125014
1997-07-29,271.3445689024272
1997-07-30,271.3178656623914
1997-07-31,275.5064174059437
1997-08-01,277.2522489270694
1997-08-04,285.06856975428707
1997-08-05,291.6599499515582
1997-08-06,290.9548088526254
1997-08-07,285.75586167950013
1997-08-08,283.2447256509813
1997-08-11,286.2429295068092
1997-08-12,283.9860499125752
1997-08-13,281.4200479918207
1997-08-14,277.72272785961013
1997-08-15,277.80051044688355
1997-08-18,277.72272785961013
1997-08-19,267.1441394403241
1997-08-20,271.06710788648957
1997-08-21,265.1333794748581
1997-08-22,258.6318696518731
1997-08-25,257.35116163158875
1997-08-26,260.1600909677254
1997-08-27,259.85421051424083
1997-08-28,251.49252739882365
1997-08-29,243.89572599729715
1997-09-01,245.50031851480068
1997-09-02,245.83160638548782
1997-09-03,247.92727905918204
1997-09-04,251.67036082061256
1997-09-05,253.22522903387582
1997-09-08,255.90802603234647
1997-09-09,254.20248086758227
1997-09-10,255.45748934666696
1997-09-11,253.22448842837986
1997-09-12,254.7130547242566
1997-09-15,255.1425946889098
1997-09-16,254.56707361572077
1997-09-17,252.03604900636543
1997-09-18,250.30517334815116
1997-09-19,248.30975351326526
1997-09-22,244.54006814853398
1997-09-23,246.55826458852516
1997-09-24,246.65405700690036
1997-09-25,249.38507138472983
1997-09-26,250.4067053289337
1997-09-29,251.3727782863374
1997-09-30,250.3052225540652
1997-10-01,250.83231403422775
1997-10-02,251.07520049130895
1997-10-03,248.10694487960424
1997-10-06,248.37198995901042
1997-10-07,250.89594343044865
1997-10-08,252.26299781399487
1997-10-09,254.14992384142752
1997-10-10,255.82835726878483
1997-10-13,255.84194837246687
1997-10-14,254.31333667305586
1997-10-15,255.37216025177196
1997-10-16,258.12300723632706
1997-10-17,261.49563583307435
1997-10-20,265.0424709841503
1997-10-21,263.00103925396064
1997-10-22,260.9502663916542
1997-10-23,256.8569951535873
1997-10-24,252.80002822263918
1997-10-27,250.5057258451845
1997-10-28,250.62315580077163
1997-10-29,250.24363285008212
1997-10-30,244.31942419086698
1997-10-31,243.8961566609887
1997-11-03,241.94583262714002
1997-11-04,242.9688665273253
1997-11-05,241.10515100441415
1997-11-06,239.36912061541693
1997-11-07,237.33172260457383
1997-11-10,236.34580673262627
1997-11-11,236.73522476145325
1997-11-12,231.8932262718494
1997-11-13,227.17492243577695
1997-11-14,227.55998684467113
1997-11-17,227.21807628120908
1997-11-18,221.0744760490112
1997-11-19,216.88155279111078
1997-11-20,218.55060619425188
1997-11-21,222.07108299998433
1997-11-24,214.68783771923435
1997-11-25,216.6963502366634
1997-11-26,218.24092534520966
1997-11-27,223.8390562688901
1997-11-28,221.09006521272687
1997-12-01,217.52555599568603
1997-12-02,216.42844953911677
1997-12-03,217.7263356778989
1997-12-04,216.63554200668813
1997-12-05,213.83519474176114
1997-12-08,212.78576253640534
1997-12-09,208.79135794701378
1997-12-10,206.94042653979395
1997-12-11,202.18891589679714
1997-12-12,201.9257672893765
1997-12-15,203.06464270972373
1997-12-16,207.53398689204622
1997-12-17,211.39104812796222
1997-12-18,212.48101780272034
1997-12-19,215.83786262465165
1997-12-22,220.9016099392919
1997-12-23,220.73533651008884
1997-12-24,220.05295848147566
1997-12-25,220.05295848147563
1997-12-26,219.75357853832153
1997-12-29,221.24365067519514
1997-12-30,216.78333682529518
1997-12-31,219.7045458011722
1998-01-01,219.7045458011722
1998-01-02,221.32478870307037
1998-01-05,222.72748169025618
1998-01-06,220.09369426240596
1998-01-07,217.5659791278092
1998-01-08,212.25991156855162
1998-01-09,208.48765725034144
1998-01-12,200.0810040135441
1998-01-13,200.91300869658676
1998-01-14,200.0220529708081
1998-01-15,197.76694160951314
1998-01-16,201.10871988475205
1998-01-19,209.42654294844107
1998-01-20,208.51845358882107
1998-01-21,209.25045582823645
1998-01-22,206.55443476918643
1998-01-23,204.8127024854186
1998-01-26,205.3971226481526
1998-01-27,204.55126286857652
1998-01-28,195.8799206015712
1998-01-29,195.06836421074576
1998-01-30,194.59099443743247
1998-02-02,201.43276519801702
1998-02-03,203.21448530576257
1998-02-04,202.4835103482366
1998-02-05,204.1821252486061
1998-02-06,205.254505012886
1998-02-09,203.39348942028954
1998-02-10,201.32479500521808
1998-02-11,200.53929584183604
1998-02-12,200.86104109431793
1998-02-13,205.5591981142934
1998-02-16,209.70861605721421
1998-02-17,206.95975413017533
1998-02-18,207.4940388353202
1998-02-19,208.87984101530492
1998-02-20,207.7851605279582
1998-02-23,209.20984908843795
1998-02-24,210.6789602806846
1998-02-25,210.7326706593412
1998-02-26,216.7291462010422
1998-02-27,218.72394812662026
1998-03-02,224.4419394237379
1998-03-03,216.70346832594672
1998-03-04,221.7289856556861
1998-03-05,219.44355852427117
1998-03-06,218.23264092219242
1998-03-09,223.52736649169393
1998-03-10,221.3203643751339
1998-03-11,219.39506604898384
1998-03-12,217.09183180077443
1998-03-13,217.09457983343054
1998-03-16,220.2826117682979
