Date,CZECH REPUBLIC IMI GROWTH
1996-11-29,86.62618613476465
1996-12-31,89.75739146934437
1997-01-01,89.75739146934437
1997-01-02,90.00199804549268
1997-01-03,89.6915096494168
1997-01-06,90.08718914408773
1997-01-07,90.68706103219672
1997-01-08,90.43431845406664
1997-01-09,91.00985747674963
1997-01-10,90.22987036898678
1997-01-13,89.94248660638
1997-01-14,90.01332820749796
1997-01-15,90.61295775426173
1997-01-16,90.70312362388621
1997-01-17,90.1619477611822
1997-01-20,89.99210828158363
1997-01-21,90.35367137303612
1997-01-22,89.91554883855034
1997-01-23,89.63730849304719
1997-01-24,89.50759268759869
1997-01-27,89.46673652459768
1997-01-28,88.83908606430772
1997-01-29,89.54375038077032
1997-01-30,89.71350412704415
1997-01-31,90.24510130869047
1997-02-03,91.36241195884652
1997-02-04,92.23794975297695
1997-02-05,93.43091078660873
1997-02-06,95.61121524773345
1997-02-07,95.60120915101692
1997-02-10,95.082694447716
1997-02-11,95.45705116950656
1997-02-12,94.15872631031822
1997-02-13,92.98997496644746
1997-02-14,94.87606482153362
1997-02-17,94.83515754626463
1997-02-18,95.68696540284002
1997-02-19,94.55866096184148
1997-02-20,95.03716424484949
1997-02-21,96.49369026976338
1997-02-24,97.3249407100029
1997-02-25,97.10024661916587
1997-02-26,95.83286570334853
1997-02-27,92.62163342375352
1997-02-28,91.68373793340751
1997-03-03,92.03052407844666
1997-03-04,91.38143722693582
1997-03-05,88.86260245655791
1997-03-06,88.05916662689589
1997-03-07,88.74459830676729
1997-03-10,89.24427307985542
1997-03-11,88.42215466144381
1997-03-12,88.3098766602272
1997-03-13,87.90080538895353
1997-03-14,87.21393494931067
1997-03-17,86.31754129645412
1997-03-18,85.60618977419513
1997-03-19,85.56661937449284
1997-03-20,84.43237878085793
1997-03-21,84.63066782454975
1997-03-24,84.76273877747806
1997-03-25,84.42665827398271
1997-03-26,85.45754631647095
1997-03-27,85.89801859186876
1997-03-28,85.50240964387379
1997-03-31,85.75581123010899
1997-04-01,85.51011336159634
1997-04-02,85.27649380348996
1997-04-03,84.68693748821744
1997-04-04,84.66453877447023
1997-04-07,82.59521236193288
1997-04-08,81.87318138992707
1997-04-09,83.13839131846476
1997-04-10,83.3363298817479
1997-04-11,82.36106910753297
1997-04-14,81.27553484949082
1997-04-15,79.86667231791237
1997-04-16,81.75188381826246
1997-04-17,81.71587532912305
1997-04-18,79.93155185952564
1997-04-21,78.92367134376863
1997-04-22,79.17209938837438
1997-04-23,79.61501043008604
1997-04-24,79.18869327301226
1997-04-25,78.18590637160206
1997-04-28,76.79855370248981
1997-04-29,77.19943092552553
1997-04-30,76.8907758056086
1997-05-01,77.2627353392288
1997-05-02,77.09080902330824
1997-05-05,76.44959439297715
1997-05-06,74.84167670174487
1997-05-07,74.80861219118741
1997-05-08,75.13448489593743
1997-05-09,75.04573103183938
1997-05-12,75.8767944004173
1997-05-13,77.42810266006143
1997-05-14,76.3073093280552
1997-05-15,76.17695268798141
1997-05-16,76.42770980218788
1997-05-19,75.30313977473207
1997-05-20,74.05720257103106
1997-05-21,70.97353899222708
1997-05-22,70.10114943542204
1997-05-23,73.23479630851547
1997-05-26,71.37773822470712
1997-05-27,68.30825187530671
1997-05-28,68.70510423502127
1997-05-29,69.4305894315257
1997-05-30,68.39402914424815
1997-06-02,67.3387287722916
1997-06-03,67.83039670889093
1997-06-04,69.35573678247299
1997-06-05,68.61082036142481
1997-06-06,69.07845700376305
1997-06-09,71.26178114854355
1997-06-10,72.98305449473234
1997-06-11,73.26601607690304
1997-06-12,72.67980943126152
1997-06-13,72.16270729424363
1997-06-16,72.50804784911936
1997-06-17,73.2409686652196
1997-06-18,73.68429603074384
1997-06-19,74.46570771174943
1997-06-20,74.29540086045857
1997-06-23,74.42790187872365
1997-06-24,74.23066534172303
1997-06-25,74.73254218981319
1997-06-26,74.09067433676171
1997-06-27,73.26638174209963
1997-06-30,72.77147303303536
1997-07-01,73.99128186182097
1997-07-02,74.1016505770981
1997-07-03,75.39989753138077
1997-07-04,76.80405493848454
1997-07-07,77.32331679287324
1997-07-08,75.9497561504314
1997-07-09,75.56779542621575
1997-07-10,74.13786721361339
1997-07-11,72.08666474963916
1997-07-14,70.58115692915652
1997-07-15,71.71609505142882
1997-07-16,71.15434870332614
1997-07-17,71.44466107159633
1997-07-18,71.63859182975608
1997-07-21,71.00173475898187
1997-07-22,71.16608826637207
1997-07-23,71.46420558882079
1997-07-24,71.09555319660795
