Date,SOUTH AFRICA IMI GROWTH
1999-05-31,334.1975406498834
1999-06-01,345.7850160256322
1999-06-02,346.241238024973
1999-06-03,352.3004091004842
1999-06-04,354.4648571513309
1999-06-07,364.6142326904879
1999-06-08,366.1634678270361
1999-06-09,364.22026302065314
1999-06-10,361.7701273755763
1999-06-11,366.09216610060145
1999-06-14,365.3302216656013
1999-06-15,365.0032858505073
1999-06-16,365.8285759110121
1999-06-17,367.52851442381905
1999-06-18,373.88671161602997
1999-06-21,379.25387031185727
1999-06-22,382.49367151244377
1999-06-23,379.279247999024
1999-06-24,371.9066939944828
1999-06-25,368.82208088697473
1999-06-28,370.0552396059401
1999-06-29,371.1806427139932
1999-06-30,375.0240883422588
1999-07-01,381.0030692349641
1999-07-02,382.7434891040074
1999-07-05,390.62074502826704
1999-07-06,386.53841241034365
1999-07-07,381.71678524337676
1999-07-08,378.4231157993592
1999-07-09,375.1940445459823
1999-07-12,375.01618465836754
1999-07-13,364.5047645914158
1999-07-14,369.0961642185794
1999-07-15,367.0583546608193
1999-07-16,364.1612397970407
1999-07-19,364.44887861883547
1999-07-20,363.649730908406
1999-07-21,360.3000784431287
1999-07-22,360.86842653807724
1999-07-23,360.8896697766723
1999-07-26,354.3417726140321
1999-07-27,354.1573759361958
1999-07-28,354.32376769402237
1999-07-29,350.9340959679794
1999-07-30,351.88859285326686
1999-08-02,346.4975588190689
1999-08-03,347.34645330247736
1999-08-04,351.9851075017264
1999-08-05,346.1515370891024
1999-08-06,342.6196569387635
1999-08-09,343.1333087745307
1999-08-10,336.1108813742547
1999-08-11,338.92378964168194
1999-08-12,340.59179222444055
1999-08-13,339.89685047385655
1999-08-16,341.466098104305
1999-08-17,344.50116766678786
1999-08-18,346.1021012942442
1999-08-19,342.5667911544367
1999-08-20,342.8872581626777
1999-08-23,346.6182986800645
1999-08-24,345.1289188023952
1999-08-25,345.5655188021048
1999-08-26,345.6591001554587
1999-08-27,346.0195388335562
1999-08-30,343.59488794641993
1999-08-31,338.8079379043133
1999-09-01,342.8132200281584
1999-09-02,336.7948618111043
1999-09-03,337.76477674743813
1999-09-06,336.67879088869427
1999-09-07,333.72896507007164
1999-09-08,325.3170364931934
1999-09-09,323.5014338038304
1999-09-10,322.88279205084285
1999-09-13,322.5277182133478
1999-09-14,327.1098390318344
1999-09-15,325.3960987611521
1999-09-16,319.5604623085844
1999-09-17,319.00379132927935
1999-09-20,319.26332584994174
1999-09-21,318.12229849174855
1999-09-22,313.58594763951993
1999-09-23,315.55451781428746
1999-09-24,315.71381096953263
1999-09-27,320.8534885270316
1999-09-28,325.917787548095
1999-09-29,325.46764877196034
1999-09-30,327.90957355055235
1999-10-01,330.87868518445805
1999-10-04,343.4853149577628
1999-10-05,345.13699019472705
1999-10-06,342.7884312053219
1999-10-07,351.2269955985512
1999-10-08,356.9785994293151
1999-10-11,362.2040440060885
1999-10-12,360.1819726965872
1999-10-13,350.50472189500965
1999-10-14,347.162035212777
1999-10-15,333.01962826988705
1999-10-18,331.93030708177605
1999-10-19,340.6178294528838
1999-10-20,341.7804829590671
1999-10-21,334.6729623956217
1999-10-22,341.88818152604915
1999-10-25,343.08966501813813
1999-10-26,344.1151375560947
1999-10-27,342.57230606748215
1999-10-28,346.30467904487193
1999-10-29,348.542188952768
1999-11-01,347.44726266663946
1999-11-02,346.5868133088854
1999-11-03,345.05967306450174
1999-11-04,352.36196229172725
1999-11-05,356.21775588946804
1999-11-08,359.3772424677988
1999-11-09,366.086507160981
1999-11-10,359.91970157373754
1999-11-11,360.31214460890976
1999-11-12,360.535445619383
1999-11-15,364.6216331385698
1999-11-16,367.52674678905305
1999-11-17,366.33927335164833
1999-11-18,366.5208743489327
1999-11-19,371.9954549670003
1999-11-22,375.141104389624
1999-11-23,376.9721334514474
1999-11-24,375.27035875901316
1999-11-25,374.0691530286844
1999-11-26,377.53134344641376
1999-11-29,374.0522586839887
1999-11-30,372.17379692818014
1999-12-01,376.761200462031
1999-12-02,379.7174746308201
1999-12-03,380.1649852111523
1999-12-06,384.3007940324624
1999-12-07,386.6747253094182
1999-12-08,392.1554372854644
1999-12-09,398.11789124308746
1999-12-10,403.5410294361468
1999-12-13,409.4341500747973
1999-12-14,406.0133459341284
1999-12-15,404.54306764498523
1999-12-16,404.8525829335953
1999-12-17,414.2441475930805
1999-12-20,424.9410614748852
1999-12-21,421.04947154239795
1999-12-22,419.89272481432056
1999-12-23,417.9241591210375
1999-12-24,420.0424009305011
1999-12-27,419.90581288044655
1999-12-28,420.81475603216245
1999-12-29,423.2517191789734
1999-12-30,423.3032723725397
1999-12-31,423.3032723725397
2000-01-03,425.8970424238421
2000-01-04,424.33331356386645
2000-01-05,423.78883000696874
2000-01-06,423.3880991616605
2000-01-07,437.1012641268043
2000-01-10,454.3713978220377
2000-01-11,459.3098161150726
2000-01-12,458.08790213844327
2000-01-13,460.8057464649636
2000-01-14,465.49773039616247
2000-01-17,475.3689730286122
2000-01-18,471.67585580343655
2000-01-19,464.64653606019067
2000-01-20,463.91854647089696
2000-01-21,456.7057030541127
2000-01-24,452.68409309555
2000-01-25,439.7776183157634
2000-01-26,434.3358216170096
2000-01-27,431.29731775418344
2000-01-28,414.6620240943059
2000-01-31,414.01610419816785
2000-02-01,431.8950120196489
2000-02-02,433.88705319017663
2000-02-03,440.1402313519908
2000-02-04,429.3196294526775
2000-02-07,432.7912101305316
2000-02-08,436.3790375482228
2000-02-09,440.2761564146434
2000-02-10,433.45194370547443
2000-02-11,428.799064728546
2000-02-14,424.12147039124216
2000-02-15,420.08742770255776
2000-02-16,413.0854318956009
2000-02-17,421.2921141333216
2000-02-18,420.92453708014654
2000-02-21,413.89552044158444
2000-02-22,404.47006443299347
2000-02-23,410.97026944788047
2000-02-24,413.94792715028035
2000-02-25,413.50982614311437
2000-02-28,404.2809956067749
2000-02-29,400.59491401662274
2000-03-01,405.44439940723686
2000-03-02,398.337015074137
2000-03-03,389.81815903509016
2000-03-06,391.54211073558383
2000-03-07,391.3519868734293
2000-03-08,392.82367806246845
2000-03-09,398.2854018347973
2000-03-10,401.389779771431
2000-03-13,388.4308956058834
2000-03-14,400.9310864764632
2000-03-15,397.50453516052346
2000-03-16,396.83793003571145
2000-03-17,396.3951394329562
2000-03-20,391.12455387277544
2000-03-21,391.8600790453762
2000-03-22,395.6231529846162
2000-03-23,398.150727907867
2000-03-24,401.121063921864
2000-03-27,405.2479357920816
2000-03-28,398.6947892453947
2000-03-29,396.39403478002515
2000-03-30,384.54088395793764
2000-03-31,382.0022865657643
2000-04-03,384.8737333388851
2000-04-04,384.4259008706692
2000-04-05,365.5181685044374
2000-04-06,374.2713738408247
2000-04-07,374.7976161508601
2000-04-10,376.49078388019916
2000-04-11,363.4089724208128
2000-04-12,360.74472770175856
2000-04-13,343.20868975239324
2000-04-14,329.56389615067786
2000-04-17,300.84415872409954
2000-04-18,320.2376810844918
2000-04-19,328.52055908084407
2000-04-20,330.0987855737953
2000-04-21,330.0987855737953
