Date,CHILE IMI GROWTH
1994-05-31,388.804074813639
1994-06-30,383.04267995669005
1994-07-29,376.6955486082898
1994-08-31,428.6000352210534
1994-09-30,463.75369155834886
1994-10-31,517.245511422917
1994-11-30,494.60788564835724
1994-12-30,484.46556002427104
1995-01-31,471.803661464326
1995-02-28,455.58590214833885
1995-03-31,451.7374018422405
1995-04-28,491.27853630403547
1995-05-31,551.8098486692007
1995-06-30,571.3764587639307
1995-07-31,555.8503040257808
1995-08-31,528.9875931944226
1995-09-29,510.2340344681061
1995-10-31,490.4245238197841
1995-11-30,455.40162997170006
1995-12-29,475.6191705165711
1996-01-31,472.94109857393
1996-02-29,461.17551241018396
1996-03-29,436.97345156265055
1996-04-30,458.2010307587487
1996-05-31,449.40862823038475
1996-06-28,455.08645873839055
1996-07-31,452.4266485879702
1996-08-30,434.20265415089176
1996-09-30,440.7659003652036
1996-10-31,431.8111488393232
1996-11-29,409.589177290732
1996-12-31,392.07226155955726
1997-01-01,392.0839994629996
1997-01-02,393.5154193141753
1997-01-03,396.80096306663467
1997-01-06,405.2392062590704
1997-01-07,409.94911178657816
1997-01-08,415.25741579606733
1997-01-09,413.6940684239653
1997-01-10,411.41466196047645
1997-01-13,412.34219280987753
1997-01-14,416.7894380868139
1997-01-15,419.56938248694115
1997-01-16,415.185225686799
1997-01-17,418.9150136260233
1997-01-20,420.6318536858335
1997-01-21,420.42054615043816
1997-01-22,416.0771699964957
1997-01-23,420.22823936668266
1997-01-24,416.5392169484418
1997-01-27,412.98822286963656
1997-01-28,414.4747307968826
1997-01-29,413.81974469680574
1997-01-30,415.7765105993603
1997-01-31,416.27069500046315
1997-02-03,419.29227927107496
1997-02-04,418.0491052755695
1997-02-05,418.95861986095656
1997-02-06,419.54890264523743
1997-02-07,430.3783906255065
1997-02-10,432.020319076062
1997-02-11,431.14052342878136
1997-02-12,434.2842605623264
1997-02-13,440.9124389857747
1997-02-14,438.06175815786276
1997-02-17,436.7148265595722
1997-02-18,439.946966782461
1997-02-19,441.65834748545353
1997-02-20,443.70809028968137
1997-02-21,443.79229084337555
1997-02-24,445.7757034298619
1997-02-25,453.16731462729837
1997-02-26,453.35999366885034
1997-02-27,450.56495405348136
1997-02-28,445.4935182595002
1997-03-03,439.8333343194805
1997-03-04,438.47148509921294
1997-03-05,437.6517817627303
1997-03-06,439.84108119748197
1997-03-07,445.8000420537128
1997-03-10,446.7988951690228
1997-03-11,448.64573071049335
1997-03-12,447.1623958492067
1997-03-13,444.0507403619242
1997-03-14,441.51581544883715
1997-03-17,438.6933420066491
1997-03-18,433.3644431005217
1997-03-19,430.8836986894283
1997-03-20,429.1862419080336
1997-03-21,430.31420814278437
1997-03-24,430.3812555889717
1997-03-25,432.71572935579707
1997-03-26,432.82083331922644
1997-03-27,437.33790594660064
1997-03-28,437.22850533968256
1997-03-31,432.2751262121834
1997-04-01,430.8877897168223
1997-04-02,431.68814999762225
1997-04-03,438.8842863484031
1997-04-04,436.7603482778042
1997-04-07,438.56271659901984
1997-04-08,439.4647820352795
1997-04-09,439.10574075522396
1997-04-10,442.1770940978406
1997-04-11,438.47701004234517
1997-04-14,437.8323011988678
1997-04-15,438.4976542885456
1997-04-16,442.86623756138084
1997-04-17,445.3604835400235
1997-04-18,446.80942319868177
1997-04-21,443.7917610840762
1997-04-22,444.64153425760855
1997-04-23,442.6997193140693
1997-04-24,441.06085184858597
1997-04-25,440.47787722975795
1997-04-28,438.4348868389581
1997-04-29,441.39205388033287
1997-04-30,441.9499971197928
1997-05-01,441.9499971197928
1997-05-02,444.52461004228087
1997-05-05,446.2760864662919
1997-05-06,447.83280388536963
1997-05-07,446.6698654506011
1997-05-08,448.58548670962597
1997-05-09,450.0826848329085
1997-05-12,448.31136471502833
1997-05-13,444.1253820125647
1997-05-14,442.19232595332653
1997-05-15,443.936936646295
1997-05-16,445.3385833052862
1997-05-19,446.8728408427994
1997-05-20,448.94965642808586
1997-05-21,449.03166926859916
1997-05-22,453.0450228230115
1997-05-23,456.1970295821399
1997-05-26,456.76855290604306
1997-05-27,459.6628396110166
1997-05-28,460.95759719146366
1997-05-29,460.89540316777243
1997-05-30,469.190240999834
1997-06-02,478.1198264516559
1997-06-03,473.3624518100192
1997-06-04,471.4946679166834
1997-06-05,468.6442279295594
1997-06-06,467.76559935064796
1997-06-09,468.914792770747
1997-06-10,472.76300682893645
1997-06-11,481.21150680396505
1997-06-12,487.42229915997393
1997-06-13,486.68471853818676
1997-06-16,482.06368287339257
1997-06-17,477.8339417798938
1997-06-18,476.81735047239397
1997-06-19,478.10766406895493
1997-06-20,477.36301520827186
1997-06-23,473.3544865450873
1997-06-24,473.4685761598704
1997-06-25,472.87705719830825
1997-06-26,473.37386722239756
1997-06-27,474.17949598013774
1997-06-30,472.90630345851605
1997-07-01,475.8779435635387
1997-07-02,483.0960313525252
1997-07-03,487.68374850616306
1997-07-04,487.9547953527485
1997-07-07,485.6047155473852
1997-07-08,486.944008484002
1997-07-09,484.34105993917206
1997-07-10,486.7063474323442
1997-07-11,482.92853071380296
1997-07-14,483.616219097431
1997-07-15,474.7056823279738
1997-07-16,477.5913164835453
1997-07-17,473.2293340611048
1997-07-18,467.24562807792745
1997-07-21,463.0070994440421
1997-07-22,464.5793420936844
1997-07-23,468.4221398701283
1997-07-24,470.68585669525123
1997-07-25,474.2791763583714
1997-07-28,472.4438338188698
1997-07-29,470.5888099638702
1997-07-30,471.80430464168234
1997-07-31,470.8116468783237
1997-08-01,471.8911846713254
1997-08-04,473.8150870201142
1997-08-05,471.2127073533357
1997-08-06,476.14436007618855
1997-08-07,476.43819004243545
1997-08-08,474.68150138125395
1997-08-11,471.2856243058048
1997-08-12,468.53747707935287
1997-08-13,467.12948022440355
1997-08-14,470.8807050952256
1997-08-15,471.2574261861052
1997-08-18,468.66771594811735
1997-08-19,473.6217905925522
1997-08-20,477.74663481906794
1997-08-21,476.55619019580126
1997-08-22,471.6483855062969
1997-08-25,470.07636018848217
1997-08-26,469.0616363724792
1997-08-27,469.1557416916172
1997-08-28,465.20838904050254
1997-08-29,460.8313462541578
1997-09-01,459.3166357061508
1997-09-02,463.4161112727503
1997-09-03,472.9391681726452
1997-09-04,469.26392677401145
1997-09-05,468.8821107845609
1997-09-08,467.3525733552043
1997-09-09,467.050083197966
1997-09-10,464.99351865245455
1997-09-11,464.99351865245455
1997-09-12,462.81167384944587
1997-09-15,458.51315519068464
1997-09-16,462.3457029766421
1997-09-17,463.2251256349863
1997-09-18,463.2251256349863
1997-09-19,463.2251256349863
1997-09-22,466.03337306729884
1997-09-23,465.90494071026484
1997-09-24,465.433991659387
1997-09-25,461.3629326167321
1997-09-26,462.4847120152509
1997-09-29,463.46347675600555
1997-09-30,466.2961455473248
1997-10-01,466.93996716753645
1997-10-02,464.9530539350561
1997-10-03,465.7532410721517
1997-10-06,464.3545401933522
1997-10-07,459.39741833177754
1997-10-08,454.85884973796414
1997-10-09,455.9428809886423
1997-10-10,452.82239922986554
1997-10-13,452.7243055902622
1997-10-14,450.2520012906497
1997-10-15,448.35476697979345
1997-10-16,447.9413884009636
1997-10-17,441.23149484085013
1997-10-20,440.1686241896692
1997-10-21,442.8271880551839
1997-10-22,440.3407851476531
1997-10-23,433.4136463691487
1997-10-24,426.7135762779132
1997-10-27,408.0944046238497
1997-10-28,406.35796078450784
1997-10-29,419.0922102530958
1997-10-30,411.62135833301573
1997-10-31,414.02073431633085
1997-11-03,422.1691126260908
1997-11-04,420.82634508089166
1997-11-05,423.3002973100358
1997-11-06,417.5185841500967
1997-11-07,408.93195825400835
1997-11-10,407.95182870238756
1997-11-11,406.83701198222684
1997-11-12,399.69958396126816
1997-11-13,398.78318270520816
1997-11-14,397.0462866593022
1997-11-17,400.40929975484494
1997-11-18,397.72484745697017
1997-11-19,397.33641168081203
1997-11-20,400.971398542799
