Date,TAIWAN IMI GROWTH
1996-09-30,918.4041314676052
1996-10-31,897.4773099643272
1996-11-29,945.535353172994
1996-12-31,972.6934361124992
1997-01-01,972.6934361124992
1997-01-02,972.6934361124992
1997-01-03,972.6934361124992
1997-01-06,960.6164819047914
1997-01-07,967.4394486815136
1997-01-08,992.4802302365935
1997-01-09,991.1339479633651
1997-01-10,1003.7168927229976
1997-01-13,1013.4340181853545
1997-01-14,1003.894862655593
1997-01-15,1009.0046426381458
1997-01-16,1017.3238320811835
1997-01-17,1011.3354702959526
1997-01-20,1016.0104025007731
1997-01-21,1016.0118781425093
1997-01-22,1019.6022873591136
1997-01-23,1013.3621530982547
1997-01-24,1017.6633782466929
1997-01-27,1008.0475112081085
1997-01-28,1006.2136668317049
1997-01-29,1007.6575814330354
1997-01-30,1017.668736591259
1997-01-31,1025.3601698274517
1997-02-03,1036.3908683858026
1997-02-04,1036.3908683858026
1997-02-05,1034.1296519456882
1997-02-06,1034.1296519456882
1997-02-07,1033.778513497728
1997-02-10,1034.1544329571816
1997-02-11,1042.7388211674124
1997-02-12,1044.1851359979742
1997-02-13,1060.2341475912049
1997-02-14,1050.0726998873317
1997-02-17,1072.9902430337281
1997-02-18,1063.8589999623844
1997-02-19,1073.384297353428
1997-02-20,1076.0782592441465
1997-02-21,1090.601274131495
1997-02-24,1103.2325341696694
1997-02-25,1102.4599310614121
1997-02-26,1082.7961418735906
1997-02-27,1094.069053895182
1997-02-28,1102.8755678866887
1997-03-03,1107.2878204605138
1997-03-04,1117.0854309851513
1997-03-05,1125.5557795067155
1997-03-06,1133.9588066942679
1997-03-07,1141.2228934609213
1997-03-10,1144.3988401543938
1997-03-11,1151.595799256708
1997-03-12,1153.2164563080837
1997-03-13,1156.223720275124
1997-03-14,1156.4599109066273
1997-03-17,1174.261604166337
1997-03-18,1183.7935752784272
1997-03-19,1172.3173406162487
1997-03-20,1181.3573242640946
1997-03-21,1151.757732832738
1997-03-24,1107.6693717018122
1997-03-25,1095.0258161938366
1997-03-26,1118.2463267594685
1997-03-27,1132.5456329594188
1997-03-28,1138.65132864069
1997-03-31,1121.6300378196859
1997-04-01,1143.0687532743725
1997-04-02,1143.3944506007417
1997-04-03,1169.5749104899826
1997-04-04,1169.5749104899826
1997-04-07,1189.2627164368614
1997-04-08,1180.605644170329
1997-04-09,1205.7716888251891
1997-04-10,1201.1603305800575
1997-04-11,1198.0794034935175
1997-04-14,1195.4395148022625
1997-04-15,1195.4286910962405
1997-04-16,1197.577113575366
1997-04-17,1181.6162864974917
1997-04-18,1160.251181295243
1997-04-21,1168.720236381631
1997-04-22,1174.652156601348
1997-04-23,1200.2702928145293
1997-04-24,1213.8717995320583
1997-04-25,1215.8563027092744
1997-04-28,1220.9973167876387
1997-04-29,1213.2131649715857
1997-04-30,1197.5279773855202
1997-05-01,1197.5279773855202
1997-05-02,1156.5320720425857
1997-05-05,1162.447649589579
1997-05-06,1171.987755791635
1997-05-07,1192.6402711386093
1997-05-08,1184.7010757401
1997-05-09,1174.058471358418
1997-05-12,1140.3619595866526
1997-05-13,1136.4621254570359
1997-05-14,1166.4390588328934
1997-05-15,1134.391602930775
1997-05-16,1149.9534127524446
1997-05-19,1152.648493720944
1997-05-20,1130.1794796714703
1997-05-21,1135.7223514912505
1997-05-22,1153.4915150975337
1997-05-23,1154.153877986041
1997-05-26,1160.2472330286246
1997-05-27,1150.4318193672402
1997-05-28,1140.9586900071629
1997-05-29,1137.4452189689955
1997-05-30,1140.5773367894676
1997-06-02,1164.8480866627337
1997-06-03,1176.2187127974478
1997-06-04,1184.8225794029279
1997-06-05,1177.6329369194073
1997-06-06,1202.1035557739167
1997-06-09,1207.272923670107
1997-06-10,1199.7608869705064
1997-06-11,1178.1837046552484
1997-06-12,1181.7010371830168
1997-06-13,1189.9708863664703
1997-06-16,1250.9262769977654
1997-06-17,1263.949306937666
1997-06-18,1276.5791421305614
1997-06-19,1261.8543588978491
1997-06-20,1302.0330885154158
1997-06-23,1310.840838455902
1997-06-24,1310.293839723183
1997-06-25,1324.356863721922
1997-06-26,1308.7451519264318
1997-06-27,1326.0493416491242
1997-06-30,1332.2550716227108
1997-07-01,1332.2550716227108
1997-07-02,1314.2106281986617
1997-07-03,1324.2937681507376
1997-07-04,1352.4233984806906
1997-07-07,1381.745689756498
1997-07-08,1382.7036674654264
1997-07-09,1396.9902836190217
1997-07-10,1410.8783662888982
1997-07-11,1407.3682834790231
1997-07-14,1453.510851853977
1997-07-15,1461.8817828469216
1997-07-16,1483.7802324879092
1997-07-17,1469.2198797790395
1997-07-18,1499.4259398474157
1997-07-21,1501.0292822355116
1997-07-22,1450.0251106199407
1997-07-23,1420.5704594558013
1997-07-24,1472.9922436642275
1997-07-25,1514.155947367058
1997-07-28,1536.0236475852976
1997-07-29,1513.1733652302687
1997-07-30,1497.436381029543
1997-07-31,1509.4054893200384
1997-08-01,1498.3576338701837
1997-08-04,1529.3001041888083
1997-08-05,1502.9392074146765
1997-08-06,1487.418095322718
1997-08-07,1466.392300287482
1997-08-08,1497.8421250903514
1997-08-11,1473.851600385938
1997-08-12,1463.876935119831
1997-08-13,1424.6582862441453
1997-08-14,1438.1305922302424
1997-08-15,1460.5222460122982
1997-08-18,1449.9237671414242
1997-08-19,1449.0786092797414
1997-08-20,1476.1968932996651
1997-08-21,1511.7136890818363
1997-08-22,1513.1361207806385
1997-08-25,1513.8405224444248
1997-08-26,1518.0965844178186
1997-08-27,1503.143553073157
1997-08-28,1468.7640335826943
1997-08-29,1467.2042389091473
1997-09-01,1416.7335351353531
1997-09-02,1361.3944319065174
1997-09-03,1413.624885391684
1997-09-04,1363.3212246271016
1997-09-05,1388.6279527364527
1997-09-08,1355.0699344707446
1997-09-09,1346.0221068539754
1997-09-10,1356.1796967107607
1997-09-11,1351.8491817742909
1997-09-12,1357.558167788807
1997-09-15,1314.8846106987328
1997-09-16,1314.8846106987328
1997-09-17,1344.9473234746697
1997-09-18,1356.7804245849818
1997-09-19,1376.0762567798915
1997-09-22,1368.3557029575638
1997-09-23,1339.7575174697183
1997-09-24,1329.2510226694626
1997-09-25,1291.5133465203548
1997-09-26,1275.9969514033667
1997-09-29,1300.628611261068
1997-09-30,1317.0147157327958
1997-10-01,1286.4641267025363
1997-10-02,1266.601645607699
1997-10-03,1277.7648128269223
1997-10-06,1256.5457712021516
1997-10-07,1231.4936332630714
1997-10-08,1242.5518325363203
1997-10-09,1276.5473657655682
1997-10-10,1276.5473657655682
1997-10-13,1283.5350911876033
1997-10-14,1282.1640274667632
1997-10-15,1255.8628726349689
1997-10-16,1206.649200900599
1997-10-17,1146.4990996544257
1997-10-20,1001.9243258152735
1997-10-21,1058.1185903787134
1997-10-22,1067.2534748906749
1997-10-23,1087.4522389976544
1997-10-24,1064.629362583434
1997-10-27,1051.7915026693886
1997-10-28,979.9128438720724
1997-10-29,955.0401628054445
1997-10-30,980.9408074391121
1997-10-31,980.9408074391121
1997-11-03,1018.0747945791813
1997-11-04,1059.3117386589797
1997-11-05,1089.2560474335241
1997-11-06,1120.5456618864305
1997-11-07,1079.6427566122934
1997-11-10,1066.1624117191786
1997-11-11,1059.037251386919
1997-11-12,1059.037251386919
1997-11-13,1031.8106798410458
1997-11-14,1015.9094656382429
1997-11-17,1042.195590373991
1997-11-18,1025.7484284918921
1997-11-19,1007.1039993952437
1997-11-20,1004.1213099686648
1997-11-21,1026.5472787101205
1997-11-24,1016.3135996854687
1997-11-25,1015.3636065223451
1997-11-26,1007.4789205777449
1997-11-27,1025.1043783690466
1997-11-28,1022.4034335183311
1997-12-01,971.6824784869834
1997-12-02,1006.1559843316269
1997-12-03,1025.435119400477
1997-12-04,1061.3517807306716
1997-12-05,1074.7558118340646
1997-12-08,1117.712458764364
1997-12-09,1110.3909501293695
1997-12-10,1126.1719119487102
1997-12-11,1089.5247086998945
1997-12-12,1100.1613656265333
1997-12-15,1055.6159828972989
1997-12-16,1041.1961182638406
1997-12-17,1075.0675249208095
1997-12-18,1067.082939825877
1997-12-19,1038.2372273912622
1997-12-22,1030.5124930048562
1997-12-23,1024.9659464226802
1997-12-24,1034.0435093287597
1997-12-25,1034.1025164187677
1997-12-26,1035.449380993859
1997-12-29,1026.3435633276627
1997-12-30,1040.4183817989651
1997-12-31,1043.89464049069
1998-01-01,1043.89464049069
1998-01-02,1043.89464049069
1998-01-05,1004.7775906943076
1998-01-06,985.7226244849219
1998-01-07,951.079681583236
1998-01-08,947.6900238676717
1998-01-09,945.5533771842712
1998-01-12,888.810270253601
1998-01-13,903.8237173144074
1998-01-14,954.0371556154698
1998-01-15,960.0661709983434
1998-01-16,969.2587427459163
1998-01-19,984.3627167334646
1998-01-20,999.465063547401
1998-01-21,1031.6342170475416
1998-01-22,1024.0069016435496
1998-01-23,1017.0267153228489
1998-01-26,1014.4429274094493
1998-01-27,1014.4429274094493
1998-01-28,1014.4429274094493
1998-01-29,1014.4429274094493
1998-01-30,1014.4429274094493
1998-02-02,1083.5479366999311
1998-02-03,1116.9568253980653
1998-02-04,1126.2401591381163
1998-02-05,1156.4618949197586
1998-02-06,1137.602144005838
1998-02-09,1141.6055086056238
1998-02-10,1141.5983849437253
1998-02-11,1171.9399057181884
1998-02-12,1178.6747228986492
1998-02-13,1161.652010756337
1998-02-16,1163.7177197114545
1998-02-17,1176.0624244795536
1998-02-18,1187.62833488419
1998-02-19,1216.7118720898384
1998-02-20,1219.1832479819138
1998-02-23,1219.8253266095423
1998-02-24,1220.5694466462976
1998-02-25,1224.118334196575
1998-02-26,1269.556384765047
1998-02-27,1267.9198584478188
1998-03-02,1272.259518719203
1998-03-03,1262.9572369748216
1998-03-04,1224.5245334393144
1998-03-05,1185.1592558090108
1998-03-06,1196.2521881230186
1998-03-09,1177.2069806091056
1998-03-10,1187.741488207163
1998-03-11,1211.4260974102233
1998-03-12,1208.6464640123072
1998-03-13,1206.9725328723819
1998-03-16,1213.5266618370044
1998-03-17,1208.1195274546196
1998-03-18,1185.2510279129501
1998-03-19,1179.1053171455749
1998-03-20,1188.961119791411
1998-03-23,1162.3842999028845
1998-03-24,1177.9557849172538
1998-03-25,1217.019499062336
1998-03-26,1213.3329191438588
1998-03-27,1222.7520475301972
1998-03-30,1212.6761762761487
1998-03-31,1210.0372133739968
1998-04-01,1205.743060155276
1998-04-02,1198.702116593716
1998-04-03,1211.541792081891
1998-04-06,1223.3162372560273
1998-04-07,1222.8229242142454
1998-04-08,1224.2034772526167
1998-04-09,1202.3167315052744
1998-04-10,1194.5832526199829
1998-04-13,1163.1955188609288
1998-04-14,1152.6988658846815
1998-04-15,1162.2804731133906
1998-04-16,1154.1688135458419
1998-04-17,1127.8931944832907
1998-04-20,1113.8823510339496
1998-04-21,1113.255403319572
1998-04-22,1141.2439083599304
1998-04-23,1139.3811421723235
1998-04-24,1142.4068177834247
1998-04-27,1117.8614251360905
1998-04-28,1115.213200045817
1998-04-29,1104.1475020058251
1998-04-30,1100.8403474159572
1998-05-01,1100.8236553712654
1998-05-04,1113.895547445305
1998-05-05,1105.344466910201
1998-05-06,1099.4217972855715
1998-05-07,1094.4466705628968
1998-05-08,1081.3778450689097
1998-05-11,1105.239150919583
1998-05-12,1091.0115004768568
1998-05-13,1080.415853750013
1998-05-14,1081.1384926615526
1998-05-15,1080.676363798816
1998-05-18,1068.3563599769975
1998-05-19,1066.27168887265
1998-05-20,1089.405852113036
1998-05-21,1103.703053085936
1998-05-22,1103.3740292459108
1998-05-25,1089.8543042109436
1998-05-26,1059.3677283475665
1998-05-27,1039.7441962998519
