Date,UNITED ARAB EMIRATES IMI GROWTH
2014-05-30,1000.0
2014-06-02,990.190671857001
2014-06-03,971.8802485236831
2014-06-04,961.4210624856826
2014-06-05,973.1460401097914
2014-06-06,973.1460401097914
2014-06-09,911.8623372075642
2014-06-10,887.5593278241664
2014-06-11,875.4842058852848
2014-06-12,905.619420788335
2014-06-13,905.619420788335
2014-06-16,830.4903508684756
2014-06-17,827.7664417889592
2014-06-18,845.7789700390076
2014-06-19,858.2527200548835
2014-06-20,858.2527200548838
2014-06-23,792.7549389933777
2014-06-24,743.248251511379
2014-06-25,773.0072186498079
2014-06-26,762.738895198149
2014-06-27,762.7299604028719
2014-06-30,693.143455191988
2014-07-01,710.0459538491059
2014-07-02,777.400379614906
2014-07-03,788.9634259760057
2014-07-04,788.963425976006
2014-07-07,823.2501486283478
2014-07-08,812.8464539914743
2014-07-09,807.6325566815991
2014-07-10,818.39468300925
2014-07-11,818.3946830092502
2014-07-14,829.3217168088188
2014-07-15,857.287033957286
2014-07-16,874.9304877598416
2014-07-17,875.1379040635292
2014-07-18,875.1379040635294
2014-07-21,836.7013827382301
2014-07-22,827.9547607133751
2014-07-23,815.112689896718
2014-07-24,810.7647631754392
2014-07-25,810.7647631754394
2014-07-28,824.0547699956882
2014-07-29,824.0547699956882
2014-07-30,824.0547699956882
2014-07-31,848.0818601669572
2014-08-01,848.0818601669572
2014-08-04,845.6104032323866
2014-08-05,838.8073158593875
2014-08-06,813.4815076074507
2014-08-07,818.4757918177568
2014-08-08,818.4757918177568
2014-08-11,836.6133328389308
2014-08-12,834.696208783317
2014-08-13,836.7259064949124
2014-08-14,839.7668799835548
2014-08-15,839.7570131409647
2014-08-18,842.6692812747032
2014-08-19,856.0984666135212
2014-08-20,850.0655945807764
2014-08-21,857.0996663902511
2014-08-22,857.0996663902511
2014-08-25,866.4569641967024
2014-08-26,871.020406945902
2014-08-27,873.9743606189588
2014-08-28,857.0065794243266
2014-08-29,857.0065794243268
2014-09-01,886.8531592247444
2014-09-02,889.4694287586061
2014-09-03,908.545451062016
2014-09-04,902.418841587571
2014-09-05,902.418841587571
2014-09-08,904.9177656584958
2014-09-09,900.5403253441109
2014-09-10,869.2471472483629
2014-09-11,881.4786621557129
2014-09-12,881.4786621557129
2014-09-15,896.3711214285014
2014-09-16,888.9845829184796
2014-09-17,888.0673400318642
2014-09-18,912.8362500106875
2014-09-19,912.8362500106875
2014-09-22,896.082906834315
2014-09-23,899.5927827496523
2014-09-24,892.7494173819166
2014-09-25,889.0112176653315
2014-09-26,889.021703026207
2014-09-29,877.2697865546828
2014-09-30,878.190704392285
2014-10-01,872.5618901330641
2014-10-02,856.0907315405084
2014-10-03,856.0907315405086
2014-10-06,856.0703740647541
2014-10-07,859.1906492858906
2014-10-08,836.0599565046973
2014-10-09,845.9857609807714
2014-10-10,845.9857609807714
2014-10-13,802.0451316168225
2014-10-14,781.7672328385637
2014-10-15,772.2614197372174
2014-10-16,741.1492398918933
2014-10-17,741.1492398918933
2014-10-20,747.1100020617669
2014-10-21,754.0070206080812
2014-10-22,768.478409991705
2014-10-23,774.4391188859973
2014-10-24,774.4391188859972
2014-10-27,782.9910051558417
2014-10-28,781.4798815852947
2014-10-29,785.5269431934512
2014-10-30,763.0877026106616
2014-10-31,763.0787469396082
2014-11-03,782.1090408020855
2014-11-04,776.6337176726441
2014-11-05,752.8471985044359
2014-11-06,754.9205313167903
2014-11-07,754.9205313167902
2014-11-10,787.1794598268508
2014-11-11,794.9203854791132
2014-11-12,790.0977125494294
2014-11-13,802.4387820796111
2014-11-14,802.4387820796111
2014-11-17,779.0068582668604
2014-11-18,792.224535731077
2014-11-19,785.3271445210983
2014-11-20,790.7715272677998
2014-11-21,790.7715272677997
2014-11-24,799.5158169376259
2014-11-25,779.070539478677
2014-11-26,753.6721973326767
2014-11-27,766.5890451749384
2014-11-28,766.5705348323758
2014-12-01,735.921500664761
2014-12-02,735.9302738885804
2014-12-03,735.9215006647612
2014-12-04,717.4297054056806
2014-12-05,717.4297054056806
2014-12-08,692.5570983916981
2014-12-09,669.2303605179077
2014-12-10,668.6543308338188
2014-12-11,616.9645051223878
2014-12-12,616.9645051223879
2014-12-15,579.466826590906
2014-12-16,534.4930299533213
2014-12-17,527.7436605197356
2014-12-18,591.7791030531074
2014-12-19,591.7791030531074
2014-12-22,655.2812800958742
2014-12-23,632.072948893817
2014-12-24,649.962667055302
2014-12-25,655.7695564067903
2014-12-26,655.7695564067902
2014-12-29,667.634162833789
2014-12-30,631.6764246925796
2014-12-31,637.8543115046375
2015-01-01,637.8543115046376
2015-01-02,637.8468645280564
2015-01-05,607.2651710842324
2015-01-06,580.7616992397848
2015-01-07,604.7050053207142
2015-01-08,617.7179489941734
2015-01-09,617.7179489941734
2015-01-12,632.7866303382461
2015-01-13,650.666932907283
2015-01-14,649.5979212659453
2015-01-15,651.1789651395337
2015-01-16,651.1789651395337
2015-01-19,654.9154435361507
2015-01-20,650.3211610160018
2015-01-21,645.3908564668699
2015-01-22,648.985241186728
2015-01-23,648.985241186728
2015-01-26,620.5713627696414
2015-01-27,621.9314534133201
2015-01-28,618.1781128370689
2015-01-29,604.0290766852916
2015-01-30,604.0290766852916
2015-02-02,625.327377721578
2015-02-03,644.5093983237056
2015-02-04,641.0865459758822
2015-02-05,638.6500930902038
2015-02-06,638.6500930902038
2015-02-09,645.4670958347778
2015-02-10,643.5467756751939
2015-02-11,641.0102367494477
2015-02-12,640.5579356568388
2015-02-13,640.5579356568388
2015-02-16,642.2294800364514
2015-02-17,647.4420769963326
2015-02-18,646.4844673203578
2015-02-19,646.8547504875045
2015-02-20,646.8547504875045
2015-02-23,641.3700297478612
2015-02-24,645.0841456637683
2015-02-25,649.3431773733344
2015-02-26,651.0278276763995
2015-02-27,651.0582882945972
2015-03-02,638.6352346437542
2015-03-03,634.1545941926719
2015-03-04,628.7740540494477
2015-03-05,619.9657353260121
2015-03-06,619.9657353260121
2015-03-09,619.6118722794616
2015-03-10,622.0834359223052
2015-03-11,610.0719516672009
2015-03-12,612.2956339408614
2015-03-13,612.2956339408614
2015-03-16,579.5124927594692
2015-03-17,575.8427484784216
2015-03-18,554.1210232960425
2015-03-19,569.3346576881338
2015-03-20,569.3346576881338
2015-03-23,574.4769802947824
2015-03-24,574.4310181640628
2015-03-25,560.6182054869325
2015-03-26,555.7411963369988
2015-03-27,555.7090092405001
2015-03-30,566.666059600451
2015-03-31,573.5004726447469
2015-04-01,576.8357978967036
2015-04-02,601.3464291995709
2015-04-03,601.346429199571
2015-04-06,615.7341614267206
2015-04-07,628.9816731490976
2015-04-08,629.4412234916163
2015-04-09,626.479161704118
2015-04-10,626.479161704118
2015-04-13,633.2318468851195
2015-04-14,635.3671770278565
2015-04-15,654.7662606263435
2015-04-16,688.3318666626226
2015-04-17,688.3399098548009
2015-04-20,689.486049116316
2015-04-21,693.5070690831989
2015-04-22,694.7750791802371
2015-04-23,686.3928062610144
2015-04-24,686.3928062610142
2015-04-27,696.6000624395759
2015-04-28,699.755382094434
2015-04-29,703.116423222773
2015-04-30,705.773901909805
2015-05-01,705.7572834313878
2015-05-04,673.6744469662066
2015-05-05,667.4728150589211
2015-05-06,668.9816438341819
2015-05-07,667.3680854831081
2015-05-08,667.368085483108
2015-05-11,666.2219163395657
2015-05-12,663.1737380232519
2015-05-13,665.5608365100386
2015-05-14,665.5784085695328
2015-05-15,665.5784085695328
2015-05-18,665.9553063612111
2015-05-19,677.9964954134114
2015-05-20,673.9253190851239
2015-05-21,676.710490156002
